event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid
CH	2012-04-01T02:00:32	POINT(358.884 467.937)	POLYGON((330.9 423.9,395.1 423.9,395.1 544.5,330.9 544.5,330.9 423.9))	POLYGON((330.9 450.9,331.5 451.5,339.3 544.5,357.3 528.9,355.5 494.7,390.3 471.9,395.1 446.1,368.1 423.9,336.3 429.9,330.9 450.9))	POINT(23.901891 23.131857)	POLYGON((21.447673 20.054276,25.929679 20.272413,27.899029 28.722543,23.007312 28.461585,21.447673 20.054276))	POLYGON((21.725044 21.873048,21.77336 21.915711,23.634146 28.492421,24.70866 27.425465,24.029565 24.98137,26.230186 23.523224,26.213304 21.771534,24.023067 20.174894,21.877971 20.472447,21.725044 21.873048))	SPoCA_v1.0_CH_0000004335
CH	2012-04-01T02:00:32	POINT(44.3024 338.335)	POLYGON((-40.5 195.9,120.3 195.9,120.3 455.7,-40.5 455.7,-40.5 195.9))	POLYGON((-40.5 425.1,-39.9 425.7,-10.5 455.7,19.5 397.5,69.9 380.7,61.5 339.3,90.3 313.5,77.7 279.9,120.3 219.3,118.5 195.9,83.7 222.9,31.5 354.9,-40.5 425.1))	POINT(2.715597 14.034458)	POLYGON((-2.417726 5.207274,7.199114 5.253967,7.725745 21.763941,-2.592833 21.707539,-2.417726 5.207274))	POLYGON((-2.557852 19.659332,-2.52056 19.698926,-0.671968 21.700846,1.217944 17.837646,4.344165 16.763266,3.772223 14.102916,5.506283 12.488578,4.70058 10.379669,7.218136 6.678968,7.090814 5.252397,5.017152 6.871423,1.939783 15.086731,-2.557852 19.659332))	SPoCA_v1.0_CH_0000004326
CH	2012-04-01T02:00:32	POINT(-341.328 542.095)	POLYGON((-384.9 469.5,-275.1 469.5,-275.1 615.9,-384.9 615.9,-384.9 469.5))	POLYGON((-384.9 583.5,-384.3 584.1,-381.3 607.5,-361.5 615.3,-276.9 470.1,-383.7 543.3,-384.9 583.5))	POINT(-23.743883 28.324033)	POLYGON((-25.800429 23.336075,-18.070593 22.98319,-20.07924 33.673378,-28.886855 34.134367,-25.800429 23.336075))	POLYGON((-27.996644 31.604155,-27.963298 31.647295,-28.342035 33.450877,-26.924223 33.971761,-18.199447 23.029058,-26.987477 28.583571,-27.996644 31.604155))	SPoCA_v1.0_CH_0000004331
CH	2012-04-01T02:00:32	POINT(-39.1805 659.641)	POLYGON((-244.5 506.7,221.1 506.7,221.1 823.5,-244.5 823.5,-244.5 506.7))	POLYGON((-244.5 678.3,-243.9 678.9,-215.1 705.9,-209.7 734.7,-179.1 719.7,-122.1 726.9,-107.1 741.3,-117.9 771.3,-63.9 765.3,0.9 818.1,96.9 822.9,80.1 789.3,40.5 763.5,45.3 714.3,78.9 698.1,111.3 723.9,121.5 686.1,209.1 612.3,218.7 587.1,184.5 588.9,122.1 559.5,43.5 612.3,-36.9 612.3,-102.3 523.5,-155.7 506.7,-211.5 575.7,-244.5 678.3))	POINT(-2.9099447 36.725622)	POLYGON((-16.331445 25.492247,14.723866 25.439117,22.435156 52.957735,-25.054713 53.103599,-16.331445 25.492247))	POLYGON((-18.984355 38.668306,-18.949531 38.717417,-17.216474 40.972543,-17.506239 43.583305,-14.525044 42.104564,-9.928076 42.628993,-8.889647 43.938159,-10.325127 46.875185,-5.503988 46.189313,0.086551 51.733451,9.501878 52.394475,7.23953 48.653967,3.472608 45.990653,3.596482 41.394794,6.141464 39.998793,8.999337 42.335957,9.348899 39.023814,15.040711 33.201753,15.411348 31.291818,12.96314 31.351846,8.338078 29.060609,3.085855 32.963243,-2.617209 32.960285,-6.810948 26.441021,-10.299455 25.320762,-14.752922 30.417174,-18.984355 38.668306))	SPoCA_v1.0_CH_0000004307
CH	2012-04-01T02:00:32	POINT(-153.683 -869.318)	POLYGON((-407.7 -958.5,443.7 -958.5,443.7 -688.5,-407.7 -688.5,-407.7 -958.5))	POLYGON((-407.7 -849.3,-406.5 -848.7,-382.5 -845.7,-375.3 -813.9,-250.5 -715.5,-239.7 -688.5,-221.7 -735.3,-230.7 -762.9,-182.1 -787.5,-229.5 -825.3,-243.3 -876.3,-158.1 -927.3,-14.7 -936.3,77.1 -916.5,163.5 -922.5,261.9 -903.3,288.3 -912.9,346.5 -876.3,432.3 -846.3,443.7 -848.7,417.3 -863.7,198.3 -938.1,-27.3 -958.5,-270.9 -919.5,-380.7 -879.3,-407.7 -849.3))	POINT(-28.799047 -70.620901)	POLYGON((-75.713412 -66.177807,76.8392 -64.443018,46.365867 -50.411859,-42.012135 -50.718844,-75.713412 -66.177807))	POLYGON((-77.609252 -64.241489,-76.8482 -64.240482,-68.513142 -64.669645,-56.038453 -61.91892,-26.257958 -53.961614,-23.692194 -51.704088,-24.229621 -55.851057,-27.203305 -58.365697,-23.002004 -61.028265,-33.980561 -64.724026,-49.302772 -70.494658,-60.965124 -79.149315,-7.848856 -83.566317,24.088029 -78.662809,57.007426 -78.292122,70.766619 -73.215609,83.456022 -72.404969,76.167622 -68.190793,84.583428 -63.115475,86.021127 -62.398185,81.133831 -63.893997,72.493456 -77.489044,-22.375213 -85.715172,-78.573372 -73.266052,-83.633842 -66.480828,-77.609252 -64.241489))	SPoCA_v1.0_CH_0000004309
CH	2012-04-01T06:00:32	POINT(-296.787 528.891)	POLYGON((-345.3 476.1,-231.9 476.1,-231.9 576.9,-345.3 576.9,-345.3 476.1))	POLYGON((-345.3 559.5,-344.7 560.1,-327.3 576.9,-291.9 555.3,-233.1 479.7,-255.9 477.3,-340.5 536.7,-345.3 559.5))	POINT(-20.276728 27.225155)	POLYGON((-23.041924 23.658304,-15.199705 23.344213,-16.240324 30.567131,-24.716281 30.937931,-23.041924 23.658304))	POLYGON((-24.366375 29.632554,-24.332199 29.674838,-23.329605 30.867361,-20.30472 29.13296,-15.31022 23.594838,-16.835845 23.481793,-23.593046 27.937886,-24.366375 29.632554))	SPoCA_v1.0_CH_0000004331
CH	2012-04-01T06:00:32	POINT(392.61 465.017)	POLYGON((352.5 404.1,430.5 404.1,430.5 551.1,352.5 551.1,352.5 404.1))	POLYGON((352.5 549.9,353.1 550.5,392.7 521.1,394.5 482.1,429.9 473.1,428.1 432.3,405.9 404.1,357.9 445.5,373.5 511.5,352.5 549.9))	POINT(26.300933 23.066643)	POLYGON((22.741662 18.815903,28.230062 19.100376,30.881031 29.393157,24.753795 29.038619,22.741662 18.815903))	POLYGON((24.731071 28.950105,24.788013 28.996722,27.244432 27.017033,26.700301 24.25904,29.200633 23.783565,28.429045 20.979321,26.467661 19.002845,23.556003 21.604867,25.623317 26.249209,24.731071 28.950105))	SPoCA_v1.0_CH_0000004335
CH	2012-04-01T06:00:32	POINT(-151.327 -870.314)	POLYGON((-408.9 -958.5,447.9 -958.5,447.9 -719.1,-408.9 -719.1,-408.9 -958.5))	POLYGON((-408.9 -842.7,-407.7 -842.1,-381.3 -843.3,-371.7 -810.9,-287.1 -777.9,-270.9 -743.1,-219.3 -719.1,-199.5 -731.1,-198.3 -773.1,-174.3 -789.9,-214.5 -826.5,-201.9 -875.7,-219.3 -888.9,-135.9 -929.7,-15.9 -937.5,248.1 -903.3,290.7 -911.1,395.1 -857.7,447.9 -846.9,416.1 -864.3,204.3 -936.9,-29.1 -958.5,-281.1 -916.5,-371.7 -882.3,-408.9 -842.7))	POINT(-28.549632 -70.770133)	POLYGON((-75.761604 -66.120207,76.966335 -64.244037,50.390139 -52.805539,-45.197272 -53.19285,-75.761604 -66.120207))	POLYGON((-74.149532 -63.736684,-73.488899 -63.725843,-67.142405 -64.489725,-54.624536 -61.690868,-35.935905 -59.430254,-30.492982 -56.29881,-23.049925 -54.409592,-21.502719 -55.559215,-23.967182 -59.509621,-22.169019 -61.304887,-31.815844 -64.97003,-40.138307 -70.983208,-49.217057 -72.459012,-55.684646 -80.136688,-8.949788 -83.89224,66.3151 -73.618434,85.986464 -72.32857,79.022833 -65.225422,85.255158 -62.080899,80.821439 -63.948874,72.214319 -77.082893,-22.962825 -85.542847,-78.614643 -72.617847,-85.242845 -67.135446,-74.149532 -63.736684))	SPoCA_v1.0_CH_0000004309
CH	2012-04-01T06:00:32	POINT(0.432715 661.701)	POLYGON((-191.1 522.9,232.5 522.9,232.5 832.5,-191.1 832.5,-191.1 522.9))	POLYGON((-191.1 678.3,-190.5 678.9,-179.1 738.3,-138.9 722.1,-80.7 759.9,-18.9 767.7,-12.9 794.7,47.1 831.9,116.7 827.1,126.9 812.1,84.9 795.3,65.1 743.7,95.7 708.3,149.7 722.7,162.3 671.1,230.1 616.5,228.3 596.1,144.3 552.9,80.1 599.7,-3.3 601.5,-65.1 527.1,-122.1 522.9,-139.5 563.7,-182.1 605.1,-191.1 678.3))	POINT(0.032197584 36.896784)	POLYGON((-12.811705 26.535816,15.664662 26.622651,24.379758 54.143129,-19.710167 53.899073,-12.811705 26.535816))	POLYGON((-14.69793 38.519236,-14.661058 38.568574,-14.951632 43.835606,-11.239936 42.236792,-6.895214 45.692307,-1.632212 46.407064,-1.175178 49.175826,4.709285 53.384009,11.618082 52.952292,12.166471 51.247648,7.778982 49.310085,5.406449 44.118466,7.56092 40.925267,12.142178 42.315145,12.326581 37.844636,16.671845 33.594792,16.236105 32.011619,9.826273 28.618978,5.630117 32.032176,-0.231836 32.134606,-4.337298 26.677912,-8.137135 26.430615,-9.56974 29.403711,-12.970502 32.594847,-14.69793 38.519236))	SPoCA_v1.0_CH_0000004307
CH	2012-04-01T06:00:32	POINT(78.2818 341.309)	POLYGON((3.3 213.3,148.5 213.3,148.5 439.5,3.3 439.5,3.3 213.3))	POLYGON((3.3 435.3,3.9 435.9,22.5 438.9,69.9 382.5,102.3 378.9,90.9 337.5,114.3 313.5,114.3 279.3,148.5 213.3,127.5 222.3,53.7 378.3,3.3 435.3))	POINT(4.8071245 14.250011)	POLYGON((0.197321 6.269598,8.917289 6.350382,9.484122 20.717179,0.209653 20.621957,0.197321 6.269598))	POLYGON((0.209268 20.341385,0.247381 20.381442,1.42924 20.583956,4.347304 16.890193,6.362336 16.679621,5.578512 14.016236,6.977459 12.517579,6.924272 10.378874,8.917289 6.350382,7.656269 6.878531,3.333497 16.610032,0.209268 20.341385))	SPoCA_v1.0_CH_0000004326
