event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid
CH	2012-08-01T00:16:08	POINT(817.84 -107.038)	POLYGON((780.9 -128.1,840.9 -128.1,840.9 -71.1,780.9 -71.1,780.9 -128.1))	POLYGON((780.9 -117.3,782.1 -116.7,827.1 -71.1,837.3 -127.5,780.9 -117.3))	POINT(59.919767 -3.5996185)	POLYGON((55.788895 -4.529904,63.10259 -5.176204,62.684506 -1.65444,55.535589 -1.028596,55.788895 -4.529904))	POLYGON((55.715929 -3.862507,55.843405 -3.836611,60.895412 -1.493491,62.604697 -5.093924,55.715929 -3.862507))	SPoCA_v1.0_CH_0000005505
CH	2012-08-01T00:16:08	POINT(613.366 521.038)	POLYGON((566.7 458.1,677.1 458.1,677.1 581.7,566.7 581.7,566.7 458.1))	POLYGON((566.7 524.1,567.3 524.7,569.7 555.3,608.1 581.7,667.5 533.1,675.9 495.9,653.7 477.9,625.5 485.1,590.1 458.1,566.7 524.1))	POINT(54.08975 36.912279)	POLYGON((45.525021 33.062902,57.620811 32.158628,69.461617 40.173975,53.066467 41.533582,45.525021 33.062902))	POLYGON((48.950792 37.516074,49.053205 37.552585,51.365781 39.650647,58.476333 41.112545,62.186844 37.141458,60.15019 34.613471,56.031029 33.67151,53.161358 34.403383,47.879178 32.899872,48.950792 37.516074))	SPoCA_v1.0_CH_0000005430
CH	2012-08-01T00:16:08	POINT(480.925 -124.68)	POLYGON((145.5 -308.1,770.7 -308.1,770.7 43.5,145.5 43.5,145.5 -308.1))	POLYGON((145.5 -219.9,146.1 -219.3,197.7 -183.9,326.1 -156.9,348.9 -118.5,529.5 -38.7,556.5 -4.5,588.9 -7.5,633.3 20.1,665.7 6.9,727.5 43.5,770.1 15.3,767.7 -7.5,736.5 -23.7,728.1 -49.5,769.5 -116.7,616.5 -131.7,568.5 -150.9,562.5 -118.5,527.1 -107.1,461.7 -176.1,454.5 -237.9,429.3 -236.7,410.7 -254.7,306.9 -232.5,246.9 -263.1,227.7 -308.1,200.7 -270.9,162.9 -260.7,145.5 -219.9))	POINT(30.497964 -2.5593238)	POLYGON((9.062104 -13.219029,57.835188 -15.963692,54.881875 5.985987,8.913298 8.359327,9.062104 -13.219029))	POLYGON((8.899117 -7.666823,8.935337 -7.630162,12.080219 -5.501573,20.153566 -4.074723,21.584785 -1.781662,33.972238 2.474414,36.05359 4.42378,38.507229 4.092039,42.151191 5.525537,44.786051 4.54289,50.570754 6.331461,54.602814 4.296796,54.231828 2.943733,51.060933 2.216349,50.210068 0.717214,54.488038 -3.722504,40.656578 -3.594327,36.969669 -4.532473,36.421945 -2.51719,33.778772 -1.666566,29.281718 -5.647471,29.063916 -9.468136,27.29708 -9.306107,26.113555 -10.377789,19.100087 -8.707486,15.345379 -10.507086,14.277663 -13.330427,12.439309 -10.925044,10.045679 -10.234188,8.899117 -7.666823))	SPoCA_v1.0_CH_0000005429
CH	2012-08-01T04:16:08	POINT(515.389 -120.548)	POLYGON((186.3 -282.3,797.1 -282.3,797.1 44.1,186.3 44.1,186.3 -282.3))	POLYGON((186.3 -219.9,186.9 -219.3,246.9 -180.9,352.5 -157.5,400.5 -105.9,552.9 -42.3,650.1 21.9,696.9 5.7,737.7 42.9,797.1 8.1,768.9 -35.1,780.9 -106.5,749.1 -123.3,619.5 -132.3,565.5 -93.3,530.7 -99.3,491.1 -182.1,491.1 -220.5,452.1 -255.9,339.9 -225.3,242.1 -282.3,186.3 -219.9))	POINT(32.947252 -2.4290764)	POLYGON((11.561863 -11.61372,60.425064 -14.53943,57.760797 5.787434,11.442899 8.362717,11.561863 -11.61372))	POLYGON((11.42544 -7.701101,11.461736 -7.664598,15.148352 -5.37976,21.868812 -4.163487,24.973405 -1.140778,35.689551 2.16673,43.547446 5.547698,47.50343 4.280419,51.546361 6.226163,57.479218 3.624979,54.270039 1.272406,55.652485 -3.18999,52.420188 -3.948344,40.898457 -3.637994,36.611735 -0.983867,34.032438 -1.196103,31.380872 -6.116224,31.570138 -8.504397,29.004836 -10.582247,21.226261 -8.323911,15.10298 -11.699763,11.42544 -7.701101))	SPoCA_v1.0_CH_0000005429
CH	2012-08-01T04:16:08	POINT(635.184 524.158)	POLYGON((591.9 471.3,686.7 471.3,686.7 579.9,591.9 579.9,591.9 471.3))	POLYGON((591.9 518.7,592.5 519.3,605.1 579.3,663.9 565.5,686.1 533.7,685.5 471.3,639.3 492.3,610.5 473.7,591.9 518.7))	POINT(57.024396 36.916286)	POLYGON((48.718398 33.768002,59.746368 32.911566,71.06436 39.893748,56.127957 41.166647,48.718398 33.768002))	POLYGON((51.430902 36.950064,51.538014 36.985721,57.836054 40.985034,65.052094 39.325922,65.076254 36.942654,59.588741 32.924678,55.243458 34.7601,50.832496 33.782243,51.430902 36.950064))	SPoCA_v1.0_CH_0000005430
CH	2012-08-01T08:16:08	POINT(645.005 513.879)	POLYGON((618.9 485.1,677.7 485.1,677.7 547.5,618.9 547.5,618.9 485.1))	POLYGON((618.9 526.5,619.5 527.1,621.3 547.5,634.5 545.1,677.1 504.9,672.3 489.9,632.7 485.1,618.9 526.5))	POINT(57.492881 36.137002)	POLYGON((52.41864 34.474011,59.572705 33.904868,65.232672 37.958544,56.819059 38.662469,52.41864 34.474011))	POLYGON((55.166216 37.241136,55.284705 37.275792,57.130952 38.637568,58.673397 38.334057,61.052225 35.194855,59.219735 34.274852,54.003065 34.352527,55.166216 37.241136))	SPoCA_v1.0_CH_0000005430
CH	2012-08-01T08:16:08	POINT(536.356 -120.802)	POLYGON((230.1 -279.9,812.7 -279.9,812.7 48.3,230.1 48.3,230.1 -279.9))	POLYGON((230.1 -228.3,230.7 -227.7,239.1 -199.5,381.3 -156.9,434.7 -96.9,482.1 -87.9,535.5 -50.1,569.1 -48.9,619.5 -2.7,654.9 -0.9,674.7 26.1,723.9 12.3,771.9 48.3,812.7 8.1,783.3 -40.5,797.1 -109.5,693.9 -123.9,650.7 -96.9,567.9 -93.3,519.9 -175.5,525.9 -226.5,499.5 -261.9,376.5 -223.5,278.1 -279.9,230.1 -228.3))	POINT(34.475848 -2.5217149)	POLYGON((14.327619 -11.515143,62.49432 -14.570957,59.612952 5.888989,14.191936 8.567192,14.327619 -11.515143))	POLYGON((14.182937 -8.275119,14.219356 -8.238714,14.689288 -6.50247,23.762407 -4.19136,27.272168 -0.686435,30.545037 -0.301844,34.392412 1.779951,36.894667 1.703923,40.930648 4.244507,43.837123 4.154734,45.662285 5.660742,50.014271 4.49721,55.051046 6.277539,59.27699 3.475881,55.784685 0.824787,57.472453 -3.522712,47.183263 -3.565394,43.365559 -1.63862,36.792097 -0.985155,33.435078 -5.81341,34.157235 -9.014298,32.464832 -11.134675,23.642601 -8.296863,17.409806 -11.604091,14.182937 -8.275119))	SPoCA_v1.0_CH_0000005429
CH	2012-08-01T12:16:08	POINT(81.5298 -66.7025)	POLYGON((10.5 -183.3,142.5 -183.3,142.5 46.5,10.5 46.5,10.5 -183.3))	POLYGON((10.5 -46.5,11.1 -45.9,62.1 46.5,126.3 22.5,99.9 -60.9,142.5 -103.5,111.3 -177.9,61.5 -171.9,47.1 -130.5,63.3 -94.5,10.5 -46.5))	POINT(4.9295356 1.7868994)	POLYGON((0.636539 -5.296862,8.673054 -5.364724,8.732516 8.578942,0.641053 8.645314,0.636539 -5.296862))	POLYGON((0.634656 3.029805,0.670946 3.066021,3.793975 8.63306,7.706313 7.143904,6.045278 2.127048,8.634567 -0.488464,6.759934 -5.005859,3.726964 -4.608467,2.846001 -2.071383,3.82359 0.111459,0.634656 3.029805))	SPoCA_v1.0_CH_0000005508
CH	2012-08-01T12:16:08	POINT(554.812 -123.825)	POLYGON((274.5 -276.9,824.1 -276.9,824.1 43.5,274.5 43.5,274.5 -276.9))	POLYGON((274.5 -217.5,275.1 -216.9,324.3 -176.7,449.7 -139.5,476.7 -93.9,564.3 -77.1,581.7 -44.7,617.1 -36.3,646.5 -2.1,672.3 -2.1,699.3 20.7,734.1 -0.9,777.3 43.5,794.1 20.7,824.1 22.5,800.1 -39.9,814.5 -110.7,732.3 -116.1,705.9 -80.1,663.3 -98.1,593.7 -93.3,570.3 -111.9,547.5 -167.7,560.7 -213.9,536.7 -260.7,441.3 -222.9,403.5 -222.9,318.9 -276.9,274.5 -217.5))	POINT(35.851358 -2.7779751)	POLYGON((17.163669 -11.394903,64.06396 -14.52144,60.947905 5.48554,16.991104 8.212899,17.163669 -11.394903))	POLYGON((16.970145 -7.670357,17.006888 -7.63424,20.071601 -5.252695,28.347392 -3.323701,30.167538 -0.636358,36.51283 0.026251,37.859084 1.908291,40.639395 2.237679,43.131359 4.140125,45.308778 3.985659,47.799809 5.183856,50.913798 3.633846,55.578514 5.94881,57.224165 4.424849,60.755335 4.226325,57.643103 0.70903,59.528285 -3.770329,50.723506 -3.355915,48.149105 -0.959418,44.429037 -1.778802,38.769807 -1.10005,36.99658 -2.120661,35.44409 -5.441304,36.701624 -8.374223,35.237679 -11.211356,28.053761 -8.449722,25.45738 -8.327284,20.05845 -11.492545,16.970145 -7.670357))	SPoCA_v1.0_CH_0000005429
CH	2012-08-01T16:16:08	POINT(580.56 -118.522)	POLYGON((314.1 -254.1,843.9 -254.1,843.9 54.9,314.1 54.9,314.1 -254.1))	POLYGON((314.1 -218.1,314.7 -217.5,339.9 -182.1,459.3 -147.9,508.5 -85.5,582.9 -77.1,601.5 -46.5,651.3 -31.5,731.7 32.1,770.7 9.3,813.3 54.9,843.9 24.3,820.5 -24.3,809.7 -108.9,779.1 -108.9,795.9 -77.1,780.3 -36.3,760.5 -55.5,764.7 -89.1,748.5 -96.3,731.7 -84.3,620.7 -92.7,576.3 -174.9,586.5 -213.9,574.5 -245.1,558.3 -254.1,509.7 -243.3,483.9 -219.9,439.5 -220.5,393.3 -251.7,330.3 -249.9,314.1 -218.1))	POINT(37.792327 -2.5648164)	POLYGON((19.643093 -10.030521,66.364372 -13.290224,63.64293 5.942161,19.568716 8.832348,19.643093 -10.030521))	POLYGON((19.516652 -7.779541,19.553716 -7.743584,21.095392 -5.611103,29.028435 -3.860855,32.41593 -0.23577,37.92608 -0.051951,39.388702 1.710915,43.434987 2.346234,50.881634 5.645715,54.624684 3.958857,59.755062 6.290089,63.318506 4.110719,60.065956 1.450773,58.935078 -3.601445,55.462506 -3.299861,57.192512 -1.508454,55.465116 1.12055,53.381383 0.127933,53.858693 -1.956486,52.235294 -2.261652,50.563491 -1.39569,40.900735 -1.194807,37.667641 -6.012511,38.710762 -8.493169,38.023793 -10.396186,36.837782 -10.885314,33.070365 -9.980405,31.043657 -8.407,27.915389 -8.282809,24.901958 -10.090167,20.687033 -9.805164,19.516652 -7.779541))	SPoCA_v1.0_CH_0000005429
