event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid
CH	2012-05-01T01:36:44	POINT(-66.7689 -891.643)	POLYGON((-261.9 -950.7,328.5 -950.7,328.5 -776.7,-261.9 -776.7,-261.9 -950.7))	POLYGON((-261.9 -913.5,-259.5 -912.9,-230.1 -913.5,-224.1 -851.1,-196.5 -806.7,-125.7 -776.7,-125.1 -855.3,-78.9 -869.1,-65.7 -894.3,-28.5 -903.3,-20.7 -924.9,128.7 -929.1,309.9 -885.9,324.9 -893.7,224.1 -924.3,-24.3 -950.7,-261.9 -913.5))	POINT(-14.122283 -73.317835)	POLYGON((-76.298567 -74.135565,79.016256 -70.568677,40.219554 -57.766506,-31.293563 -58.09446,-76.298567 -74.135565))	POLYGON((-88.046159 -74.02253,-87.804775 -74.17182,-72.197609 -75.300493,-36.363104 -66.645021,-25.591773 -61.518178,-14.601506 -58.497966,-20.200443 -67.671899,-13.826316 -69.742268,-14.282983 -73.777756,-6.858518 -75.4996,-7.341068 -80.210636,52.600432 -80.207521,72.41966 -70.044351,86.429169 -70.003695,83.299214 -76.288547,-42.533134 -87.836126,-88.046159 -74.02253))	SPoCA_v1.0_CH_0000004357
CH	2012-05-01T05:36:44	POINT(-67.9983 -889.586)	POLYGON((-267.3 -950.7,338.1 -950.7,338.1 -776.1,-267.3 -776.1,-267.3 -950.7))	POLYGON((-267.3 -911.7,-219.3 -923.1,-210.3 -911.1,-202.5 -833.7,-162.3 -793.5,-108.9 -776.1,-86.7 -823.5,-102.3 -843.9,-49.5 -881.1,-13.5 -883.5,-28.5 -896.7,6.9 -923.7,130.5 -932.1,337.5 -888.9,183.3 -933.3,28.5 -950.7,-127.5 -942.3,-267.3 -911.7))	POINT(-14.086105 -72.957046)	POLYGON((-76.590501 -73.844339,79.342027 -70.065182,41.479511 -57.641834,-31.921743 -58.000003,-76.590501 -73.844339))	POLYGON((-88.865651 -73.690049,-86.731243 -76.660946,-61.155287 -75.401403,-29.672375 -64.599407,-20.000265 -60.172869,-12.598518 -58.451598,-11.85033 -63.73037,-15.430237 -66.224556,-9.476546 -71.618046,-2.632584 -72.043396,-6.332675 -74.272154,2.371649 -79.921104,59.046259 -80.805923,86.947053 -69.203658,80.961591 -78.756186,43.202662 -87.493397,-79.542751 -82.171899,-88.865651 -73.690049))	SPoCA_v1.0_CH_0000004357
CH	2012-05-01T09:36:44	POINT(-64.8303 -887.197)	POLYGON((-251.1 -950.7,331.5 -950.7,331.5 -763.5,-251.1 -763.5,-251.1 -950.7))	POLYGON((-251.1 -916.5,-248.7 -915.9,-201.3 -918.3,-199.5 -836.7,-155.1 -791.7,-80.7 -763.5,-67.5 -826.5,-98.7 -843.3,-54.9 -853.5,-35.1 -881.7,0.9 -885.9,-11.1 -900.9,9.9 -921.3,144.9 -932.7,315.9 -887.1,222.3 -924.9,-29.1 -950.7,-251.1 -916.5))	POINT(-13.114654 -72.558564)	POLYGON((-75.815103 -74.728654,79.179611 -70.415111,38.957492 -56.443116,-28.728296 -56.799467,-75.815103 -74.728654))	POLYGON((-87.821621 -74.694328,-87.871905 -74.846068,-66.787653 -76.703998,-29.631588 -64.96667,-18.966158 -59.985963,-8.979319 -57.192798,-9.325898 -64.107078,-14.826568 -66.144001,-8.678385 -67.570922,-6.742526 -71.724392,0.179146 -72.427215,-2.58675 -75.046108,3.215318 -79.32423,67.872832 -80.545634,76.080436 -70.016652,81.606819 -76.34484,-42.533689 -87.408051,-87.821621 -74.694328))	SPoCA_v1.0_CH_0000004357
CH	2012-05-01T13:36:44	POINT(-62.3596 -884.12)	POLYGON((-236.7 -951.3,323.7 -951.3,323.7 -755.1,-236.7 -755.1,-236.7 -951.3))	POLYGON((-236.7 -919.5,-234.9 -918.9,-187.5 -911.1,-187.5 -855.3,-144.3 -798.9,-83.7 -782.7,-52.5 -755.1,-42.3 -769.5,-58.5 -807.3,-24.3 -867.3,9.3 -884.1,17.1 -920.7,153.3 -933.3,191.7 -914.1,236.1 -917.7,319.5 -893.1,287.7 -906.9,13.5 -951.3,-236.7 -919.5))	POINT(-12.256834 -72.052574)	POLYGON((-75.040338 -75.527124,78.964011 -70.840627,36.993272 -55.669243,-26.350169 -56.017695,-75.040338 -75.527124))	POLYGON((-89.295011 -75.601511,-85.944027 -75.678777,-53.27308 -75.783784,-30.742078 -67.372441,-18.050619 -60.779063,-9.849749 -59.148696,-5.700446 -56.368174,-4.774202 -57.817999,-7.47112 -61.860625,-4.179254 -69.530256,1.820928 -72.120447,5.478502 -79.164568,74.371607 -80.37574,57.677386 -76.221899,83.571162 -75.54871,86.86182 -70.36005,81.976748 -72.2254,17.934084 -87.359768,-89.295011 -75.601511))	SPoCA_v1.0_CH_0000004357
CH	2012-05-01T17:36:44	POINT(-49.3538 -883.209)	POLYGON((-234.9 -950.7,318.3 -950.7,318.3 -749.7,-234.9 -749.7,-234.9 -950.7))	POLYGON((-234.9 -920.1,-233.1 -919.5,-188.7 -915.9,-176.7 -869.7,-135.3 -856.5,-144.3 -830.1,-128.7 -799.5,-62.1 -776.7,-34.5 -749.7,-21.3 -764.1,-37.5 -798.3,-31.5 -825.3,-3.9 -867.3,31.5 -884.1,19.5 -897.9,30.9 -914.1,158.1 -930.3,285.3 -907.5,32.7 -950.7,-104.1 -945.3,-234.9 -920.1))	POINT(-9.6046784 -71.922132)	POLYGON((-75.045876 -75.624731,78.868789 -71.121275,35.752857 -55.173295,-25.758197 -55.491104,-75.045876 -75.624731))	POLYGON((-89.87067 -75.713605,-86.388512 -75.797621,-58.586127 -76.576221,-31.774285 -69.387931,-22.014508 -67.754022,-20.461769 -64.352411,-16.089097 -60.867578,-7.161926 -58.530862,-3.690943 -55.834903,-2.365821 -57.265944,-4.629944 -60.858567,-4.316253 -63.971837,-0.670098 -69.526992,6.169584 -72.092645,4.382132 -74.468038,8.714201 -77.64026,68.914262 -79.749414,82.900448 -72.417146,41.019953 -86.999219,-74.306147 -83.476546,-89.87067 -75.713605))	SPoCA_v1.0_CH_0000004357
CH	2012-05-01T21:36:44	POINT(-18.7792 -757.6)	POLYGON((-242.7 -950.7,323.7 -950.7,323.7 -495.3,-242.7 -495.3,-242.7 -950.7))	POLYGON((-242.7 -918.3,-185.1 -917.7,-164.7 -907.5,-167.1 -866.7,-109.5 -866.1,-132.3 -835.5,-111.3 -796.5,-48.3 -780.3,23.1 -713.1,-56.1 -628.5,-104.1 -638.7,-92.1 -614.7,-120.9 -569.7,-107.1 -519.9,34.5 -495.3,69.3 -557.7,24.9 -605.1,16.5 -644.7,53.7 -680.1,142.5 -708.3,159.3 -737.1,149.1 -760.5,86.1 -777.9,105.3 -718.5,60.9 -708.3,-6.9 -762.9,-21.9 -801.9,6.3 -854.1,42.9 -883.5,28.5 -906.3,170.7 -927.3,323.7 -893.1,194.1 -930.9,41.7 -950.1,-107.1 -944.7,-242.7 -918.3))	POINT(-2.0489361 -56.603012)	POLYGON((-75.569316 -75.202331,79.098663 -70.838451,24.424549 -34.944177,-18.092378 -35.094435,-75.569316 -75.202331))	POLYGON((-89.250231 -75.226432,-59.380165 -76.947227,-43.462922 -75.443968,-29.298384 -69.008784,-18.841567 -69.166191,-19.192428 -65.037267,-13.732095 -60.560219,-5.625083 -58.903675,2.272619 -52.387845,-4.782862 -45.200636,-9.028165 -45.988734,-7.71678 -44.086594,-9.599991 -40.617406,-8.069014 -36.987151,2.535352 -35.27584,5.415794 -39.758976,2.055456 -43.366871,1.43908 -46.52012,4.965612 -49.46821,13.98736 -51.851818,16.693055 -54.467667,16.558926 -56.74908,9.979385 -58.616908,10.520044 -52.823029,5.940211 -51.938235,-0.763484 -57.134103,-2.735902 -61.252014,0.99574 -67.653724,8.360528 -71.968995,7.117578 -76.032104,68.617585 -78.89976,89.392975 -70.117146,82.251319 -78.122443,53.877874 -86.890719,-77.834729 -83.389888,-89.250231 -75.226432))	SPoCA_v1.0_CH_0000004357
CH	2012-05-02T01:36:44	POINT(5.64683 -759.405)	POLYGON((-204.9 -950.7,326.7 -950.7,326.7 -498.9,-204.9 -498.9,-204.9 -950.7))	POLYGON((-204.9 -926.7,-203.7 -926.1,-159.9 -909.9,-156.3 -870.9,-87.3 -878.1,-125.7 -833.1,-69.9 -782.1,-25.5 -775.5,28.5 -723.3,-5.1 -696.9,-0.9 -663.3,-39.3 -609.9,-88.5 -585.3,-72.9 -524.1,2.1 -513.9,31.5 -525.9,66.3 -498.9,96.9 -551.7,48.9 -612.9,59.7 -668.7,218.1 -736.5,169.5 -765.9,98.1 -774.9,86.7 -722.1,36.3 -735.3,-3.9 -802.5,9.9 -839.7,53.1 -877.5,57.3 -905.1,116.1 -925.5,179.7 -924.3,326.7 -892.5,59.7 -948.9,-74.7 -947.7,-204.9 -926.7))	POINT(0.61876933 -56.770651)	POLYGON((-73.111843 -77.280432,79.245924 -70.683131,24.741959 -35.17485,-15.255663 -35.385964,-73.111843 -77.280432))	POLYGON((-87.987383 -77.561232,-84.923256 -77.59422,-43.640796 -75.923096,-28.136879 -69.651605,-16.3426 -71.004512,-17.998432 -64.747422,-8.193173 -59.060931,-2.923914 -58.401658,2.864487 -53.30544,-0.485692 -50.928028,-0.080784 -48.043385,-3.264623 -43.72248,-7.141398 -41.803069,-5.505041 -37.29279,0.156857 -36.579887,2.380276 -37.43614,4.890703 -35.503637,7.532015 -39.285416,4.079186 -43.954095,5.41342 -48.481183,23.040511 -54.26453,19.162509 -57.230566,11.277166 -58.277319,8.71433 -53.158389,3.748717 -54.424071,-0.48796 -61.309485,1.447935 -65.741822,9.848464 -70.993052,14.109795 -75.719336,42.455605 -79.595942,67.055303 -78.174008,87.80826 -69.909015,67.549065 -86.108167,-74.089297 -85.31857,-87.987383 -77.561232))	SPoCA_v1.0_CH_0000004357
CH	2012-05-02T01:36:44	POINT(-862.265 -41.8536)	POLYGON((-886.5 -95.7,-839.7 -95.7,-839.7 -9.3,-886.5 -9.3,-886.5 -95.7))	POLYGON((-886.5 -38.1,-885.9 -37.5,-865.5 -11.1,-840.3 -13.5,-850.5 -95.7,-886.5 -38.1))	POINT(-65.078739 -4.2231476)	POLYGON((-69.636744 -7.181082,-62.679704 -7.624922,-61.808394 -2.467829,-68.54107 -2.037974,-69.636744 -7.181082))	POLYGON((-68.765421 -3.75886,-68.659796 -3.729599,-65.313707 -2.355376,-61.906428 -2.714604,-64.129962 -7.53446,-68.765421 -3.75886))	SPoCA_v1.0_CH_0000004548
CH	2012-05-02T05:36:44	POINT(20.0143 -757.078)	POLYGON((-201.9 -950.7,335.1 -950.7,335.1 -494.1,-201.9 -494.1,-201.9 -950.7))	POLYGON((-201.9 -927.9,-200.7 -927.3,-154.5 -912.3,-138.9 -875.1,-80.1 -881.1,-74.7 -867.3,-110.1 -833.7,-58.5 -785.7,-0.3 -773.1,38.7 -723.3,15.9 -702.3,28.5 -683.7,18.3 -655.5,-21.9 -612.3,-53.1 -604.5,-69.3 -575.7,-34.5 -522.9,57.3 -528.3,101.1 -494.7,129.9 -545.1,68.7 -620.1,89.1 -642.3,119.1 -645.9,149.1 -705.3,192.3 -708.9,201.3 -725.7,187.5 -758.1,141.9 -783.3,120.9 -773.1,137.1 -726.9,114.9 -711.9,20.1 -771.9,7.5 -813.3,67.5 -889.5,58.5 -909.9,116.7 -926.7,189.3 -923.7,335.1 -889.5,210.3 -927.3,68.7 -948.3,-67.5 -948.3,-201.9 -927.9))	POINT(2.1793278 -56.523151)	POLYGON((-72.950889 -77.45056,79.560291 -70.243649,25.302022 -34.807519,-14.96162 -35.038305,-72.950889 -77.45056))	POLYGON((-89.709684 -77.7527,-86.828806 -77.808544,-43.699493 -76.421691,-25.670737 -70.341421,-15.343773 -71.482244,-12.875319 -69.41088,-15.763157 -64.847924,-6.927079 -59.438941,-0.034137 -58.144429,3.889584 -53.287493,1.529749 -51.390693,2.649001 -49.758522,1.622115 -47.377857,-1.824023 -43.899383,-4.380908 -43.281886,-5.523702 -41.072366,-2.599167 -37.204426,4.341693 -37.58624,7.43972 -35.175032,10.045433 -38.761042,5.789406 -44.49706,7.758144 -46.263193,10.447533 -46.530075,14.549656 -51.546256,19.01278 -51.789808,20.667016 -53.291651,20.803148 -56.400629,16.819072 -59.06239,13.853732 -58.044216,13.985716 -53.525389,11.324359 -52.184659,2.279626 -58.018262,0.976575 -62.524139,13.923696 -72.882092,15.426931 -76.654608,44.078508 -79.854185,70.525666 -77.825504,87.394513 -69.361492,83.023063 -77.136487,69.585197 -85.582312,-70.877155 -85.694775,-89.709684 -77.7527))	SPoCA_v1.0_CH_0000004357
CH	2012-05-02T05:36:44	POINT(-846.321 -22.1918)	POLYGON((-872.1 -109.5,-811.5 -109.5,-811.5 51.9,-872.1 51.9,-872.1 -109.5))	POLYGON((-872.1 42.9,-871.5 43.5,-836.7 51.9,-813.9 12.3,-811.5 -24.3,-843.9 -63.9,-843.3 -104.1,-856.5 -109.5,-868.5 -80.1,-858.9 6.9,-872.1 42.9))	POINT(-62.742671 -3.1781121)	POLYGON((-67.557435 -8.146002,-59.390766 -8.65242,-58.316104 1.012727,-66.23385 1.506584,-67.557435 -8.146002))	POLYGON((-66.206509 0.96207,-66.117614 0.992513,-61.357285 1.198122,-58.603919 -1.354681,-58.480962 -3.564772,-62.801655 -5.688302,-63.295277 -8.087709,-65.218756 -8.294716,-66.472404 -6.435671,-64.307603 -1.328142,-66.206509 0.96207))	SPoCA_v1.0_CH_0000004548
