event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid
CH	2014-03-01T00:50:43	POINT(-827.013 470.141)	POLYGON((-903.9 327.9,-708.9 327.9,-708.9 656.7,-903.9 656.7,-903.9 327.9))	POLYGON((-903.9 341.7,-903.3 342.3,-819.3 513.3,-710.1 656.1,-767.1 548.7,-779.7 543.3,-776.1 569.1,-795.9 540.9,-869.1 356.7,-888.9 327.9,-903.9 341.7))	POINT(-73.550448 27.190169)	POLYGON((-79.883469 18.661506,-49.105811 15.086039,-77.87303 41.551385,-84.459317 35.628044,-79.883469 18.661506))	POLYGON((-82.890865 19.92288,-82.576034 19.920853,-81.200309 31.161713,-78.463145 41.579209,-69.149116 32.158386,-71.663435 32.082617,-76.639818 34.600877,-77.148381 32.607508,-71.954208 19.500639,-74.574773 17.991666,-82.890865 19.92288))	SPoCA_v1.0_CH_0000014498
CH	2014-03-01T00:50:43	POINT(-553.111 -704.606)	POLYGON((-671.7 -816.9,-401.1 -816.9,-401.1 -531.9,-671.7 -531.9,-671.7 -816.9))	POLYGON((-671.7 -589.5,-671.1 -588.9,-652.5 -531.9,-648.9 -565.5,-590.1 -639.9,-553.5 -651.9,-530.7 -626.7,-504.9 -630.3,-525.9 -667.5,-495.3 -707.1,-466.5 -716.1,-444.3 -698.1,-403.5 -719.1,-426.3 -800.7,-497.1 -773.7,-503.1 -816.9,-515.7 -816.9,-630.9 -731.7,-659.7 -705.3,-645.3 -662.1,-671.7 -589.5))	POINT(-63.025075 -50.236456)	POLYGON((-81.726562 -50.074407,-60.079093 -61.508699,-32.268995 -39.375607,-60.12616 -37.059673,-81.726562 -50.074407))	POLYGON((-65.866435 -40.664834,-65.699694 -40.637779,-57.672119 -37.308103,-60.034145 -39.496652,-59.646287 -45.205254,-55.9681 -46.524895,-50.640489 -45.017767,-47.92289 -45.534275,-54.023068 -47.977053,-54.649853 -51.271987,-51.82865 -52.317745,-46.868415 -51.168999,-43.966422 -53.230976,-60.54074 -59.691731,-67.203512 -56.227926,-86.147239 -58.650356,-86.787708 -57.785883,-88.248494 -49.348851,-89.076163 -47.082645,-72.153246 -45.658537,-65.866435 -40.664834))	SPoCA_v1.0_CH_0000014467
CH	2014-03-01T00:50:43	POINT(257.902 890.807)	POLYGON((27.9 801.3,416.7 801.3,416.7 966.3,27.9 966.3,27.9 801.3))	POLYGON((27.9 959.7,29.1 960.3,186.9 949.5,366.9 895.5,384.3 882.9,377.1 872.1,413.1 801.3,360.9 873.3,330.3 855.3,350.7 832.5,320.1 842.1,296.1 830.1,203.7 874.5,150.3 853.5,158.7 884.1,229.5 897.9,234.3 910.5,162.9 938.1,27.9 959.7))	POINT(33.233879 60.975754)	POLYGON((2.479733 48.393327,42.656802 50.666703,73.142407 65.558997,8.554224 78.837263,2.479733 48.393327))	POLYGON((6.322856 74.847452,6.718192 75.127878,48.737162 75.128453,66.891696 65.68424,60.309514 62.838826,51.439014 60.16876,42.144929 50.615646,47.980414 59.931969,38.069854 56.482033,37.580624 53.65254,34.648116 54.529293,30.269947 52.750569,23.22771 57.838113,15.531423 54.668814,18.472815 58.922417,30.06023 61.81101,33.80866 64.262368,28.616594 69.460629,6.322856 74.847452))	SPoCA_v1.0_CH_0000014490
CH	2014-03-01T00:50:43	POINT(393.814 569.9)	POLYGON((345.3 498.3,441.3 498.3,441.3 659.1,345.3 659.1,345.3 498.3))	POLYGON((345.3 552.9,345.9 553.5,352.5 573.3,390.3 584.1,406.5 651.3,427.5 656.7,441.3 605.1,399.9 510.3,362.1 499.5,345.3 552.9))	POINT(27.776284 29.586391)	POLYGON((22.923519 24.226528,29.973986 24.653936,34.63976 36.927473,26.176772 36.321464,22.923519 24.226528))	POLYGON((23.752195 28.111782,23.807009 28.158011,24.666403 29.644957,27.827672 30.635093,31.164477 36.033327,33.259648 36.624787,32.607077 32.543835,27.069416 25.295679,24.138836 24.375343,23.752195 28.111782))	SPoCA_v1.0_CH_0000014466
CH	2014-03-01T00:50:43	POINT(239.752 -457.656)	POLYGON((-77.7 -676.5,546.3 -676.5,546.3 -134.1,-77.7 -134.1,-77.7 -676.5))	POLYGON((-77.7 -582.3,-76.5 -581.7,-11.7 -609.9,17.1 -603.3,33.9 -566.1,0.3 -534.3,5.1 -489.9,45.3 -476.1,76.5 -429.3,218.7 -359.1,230.1 -324.3,284.7 -270.3,276.9 -203.1,327.9 -149.1,383.7 -158.7,422.1 -134.1,402.9 -213.3,346.5 -263.7,322.5 -359.7,345.9 -381.3,391.5 -340.5,495.3 -376.5,525.3 -363.3,543.9 -375.9,544.5 -401.7,465.3 -432.9,449.1 -467.7,413.1 -399.9,388.5 -389.1,368.1 -400.5,351.9 -441.3,239.1 -435.3,197.1 -504.9,216.9 -545.1,272.1 -572.1,350.7 -522.9,363.3 -469.5,402.9 -515.7,405.9 -556.5,448.5 -557.7,471.9 -575.1,455.7 -602.1,431.7 -579.3,392.7 -592.5,392.7 -630.9,420.3 -642.9,399.9 -665.1,374.7 -676.5,320.1 -668.7,341.1 -644.7,320.7 -594.9,189.3 -590.7,192.9 -566.1,141.9 -483.3,110.7 -500.7,109.5 -585.9,128.1 -603.9,163.5 -605.7,118.5 -647.1,-25.5 -675.9,-29.7 -646.5,-77.7 -582.3))	POINT(17.512333 -34.981135)	POLYGON((-7.343639 -51.280201,57.889736 -48.355478,35.357812 -13.843549,-4.744372 -15.112299,-7.343639 -51.280201))	POLYGON((-6.375736 -43.969997,-6.272295 -43.92701,-0.994056 -46.072346,1.439896 -45.572327,2.724436 -42.816455,0.023259 -40.546379,0.378553 -37.463386,3.322459 -36.51458,5.404436 -33.376945,14.845938 -28.653902,15.319422 -26.447232,18.537914 -22.991026,17.513407 -18.943061,20.483487 -15.588273,24.22647 -15.988255,26.618272 -14.394747,26.014236 -19.178805,22.665673 -22.412745,22.151244 -28.420315,24.175003 -29.706287,26.856092 -26.975282,35.527152 -28.734538,37.634032 -27.741296,39.512025 -28.408807,40.319471 -30.014544,34.56904 -32.470601,34.24984 -34.816108,29.586505 -30.619867,27.487132 -30.03903,26.163838 -30.845932,25.73718 -33.542346,17.149621 -33.507932,14.963348 -38.273617,17.201148 -41.025643,22.419388 -42.778195,27.663 -39.003608,27.269021 -35.35023,31.866083 -38.261219,33.632406 -41.050302,37.620564 -40.872578,40.752286 -41.917572,40.652969 -43.940663,37.053487 -42.49179,33.971875 -43.675646,35.946966 -46.482434,39.539322 -47.180736,38.881685 -49.012551,36.952647 -50.081117,30.709664 -49.820696,31.537975 -47.840514,27.421528 -44.230264,15.814381 -44.391592,15.634998 -42.587634,10.514183 -36.904448,8.321602 -38.135713,9.038711 -44.196534,10.838073 -45.507213,13.902953 -45.57086,10.677439 -48.848716,-2.403894 -51.275646,-2.664312 -48.901865,-6.375736 -43.969997))	SPoCA_v1.0_CH_0000014401
CH	2014-03-01T00:50:43	POINT(664.164 -319.319)	POLYGON((606.9 -378.3,723.3 -378.3,723.3 -266.1,606.9 -266.1,606.9 -378.3))	POLYGON((606.9 -326.7,607.5 -326.1,634.5 -285.9,690.9 -266.1,716.7 -278.1,722.7 -302.1,672.9 -377.7,629.1 -363.3,606.9 -326.7))	POINT(48.482241 -24.073891)	POLYGON((45.087342 -28.117284,56.746714 -27.034587,52.595111 -20.378851,42.090146 -21.315248,45.087342 -28.117284))	POLYGON((43.542347 -24.964896,43.578257 -24.9242,44.890643 -22.305096,49.473549 -20.674188,52.291206 -21.149639,53.653681 -22.509463,51.365408 -27.519414,46.623306 -27.023778,43.542347 -24.964896))	SPoCA_v1.0_CH_0000014314
CH	2014-03-01T04:50:43	POINT(-811.916 494.273)	POLYGON((-894.9 347.1,-690.9 347.1,-690.9 675.9,-894.9 675.9,-894.9 347.1))	POLYGON((-894.9 351.3,-894.3 351.9,-816.9 516.9,-691.5 675.9,-731.1 596.1,-783.3 555.3,-873.3 359.1,-894.9 351.3))	POINT(-72.822187 28.760662)	POLYGON((-78.847407 19.752353,-47.785035 16.170373,-77.65979 43.114403,-84.228735 36.675677,-78.847407 19.752353))	POLYGON((-79.543281 20.1095,-79.363257 20.125002,-81.060868 31.399279,-78.225763 43.188214,-67.875342 35.513466,-75.656109 33.462103,-73.213919 19.811436,-79.543281 20.1095))	SPoCA_v1.0_CH_0000014498
CH	2014-03-01T04:50:43	POINT(-521.014 -697.228)	POLYGON((-659.1 -837.9,-314.7 -837.9,-314.7 -519.3,-659.1 -519.3,-659.1 -837.9))	POLYGON((-659.1 -591.9,-658.5 -591.3,-646.5 -548.7,-618.9 -519.3,-602.7 -587.1,-567.9 -633.3,-533.1 -642.9,-461.7 -614.7,-410.1 -648.3,-399.3 -680.7,-362.1 -688.5,-323.7 -728.7,-320.7 -776.1,-362.7 -737.1,-404.1 -753.3,-411.9 -803.7,-501.9 -775.5,-506.1 -803.7,-482.7 -836.7,-637.5 -725.1,-636.3 -663.9,-659.1 -591.9))	POINT(-56.997842 -50.199867)	POLYGON((-81.372185 -51.293997,-49.754355 -64.85401,-24.584544 -38.90896,-57.546014 -36.431224,-81.372185 -51.293997))	POLYGON((-64.202598 -41.026829,-64.043295 -40.998591,-58.262405 -38.456202,-52.832158 -36.887275,-55.990679 -41.501412,-55.906618 -45.05303,-52.415549 -46.138295,-42.058321 -44.799394,-38.823039 -47.664739,-39.990035 -50.225585,-36.439562 -51.121961,-35.227565 -54.699864,-39.738118 -58.886077,-40.75442 -55.095416,-48.179246 -56.03941,-58.672121 -60.197015,-68.678432 -56.255464,-79.726539 -57.956508,-86.37901 -60.052729,-89.054461 -48.848664,-70.710604 -45.971512,-64.202598 -41.026829))	SPoCA_v1.0_CH_0000014467
CH	2014-03-01T04:50:43	POINT(258.425 895.507)	POLYGON((-98.7 794.7,437.7 794.7,437.7 967.5,-98.7 967.5,-98.7 794.7))	POLYGON((-98.7 960.3,-98.1 960.9,83.7 963.9,288.3 923.7,388.5 883.5,361.5 867.9,383.7 848.7,426.9 845.1,436.5 795.9,407.7 804.3,383.7 839.1,325.5 834.9,250.5 861.9,230.1 878.7,240.3 911.7,206.7 926.7,104.7 953.1,-98.7 960.3))	POINT(34.341512 61.811531)	POLYGON((-8.702718 47.799805,44.805977 50.191214,73.845312 64.588153,-37.996204 80.511135,-8.702718 47.799805))	POLYGON((-25.947842 76.537438,-26.582464 76.922665,26.308164 78.758451,60.728382 70.05208,63.254713 63.320772,46.392432 59.010107,45.686078 56.430053,53.745583 56.904011,44.799552 50.316343,41.785254 50.90269,43.657666 55.037588,34.478908 53.658174,27.86435 56.468317,27.165597 58.701105,35.338629 64.6287,33.642554 67.365087,21.944242 73.197407,-25.947842 76.537438))	SPoCA_v1.0_CH_0000014490
CH	2014-03-01T04:50:43	POINT(429.054 569.293)	POLYGON((381.3 490.5,471.9 490.5,471.9 654.3,381.3 654.3,381.3 490.5))	POLYGON((381.3 563.7,381.9 564.3,414.9 578.7,428.1 650.7,466.5 642.3,470.1 582.3,437.7 510.3,404.7 490.5,381.3 563.7))	POINT(30.565289 29.72997)	POLYGON((25.392828 23.828052,32.187617 24.272503,37.34554 36.764814,29.076497 36.12606,25.392828 23.828052))	POLYGON((26.673179 29.064477,26.731833 29.111745,29.661202 30.35811,33.073876 36.129041,36.273068 35.71629,34.359277 30.969134,29.928995 25.481555,27.09885 23.930669,26.673179 29.064477))	SPoCA_v1.0_CH_0000014466
