event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid
CH	2012-06-01T00:35:44	POINT(402.055 690.467)	POLYGON((146.1 544.5,726.3 544.5,726.3 795.3,146.1 795.3,146.1 544.5))	POLYGON((146.1 626.1,146.7 626.7,192.9 687.9,166.5 755.1,223.5 764.7,256.5 792.3,365.1 794.7,440.1 784.5,464.1 752.1,516.9 729.9,530.1 745.5,521.7 789.3,648.9 689.1,726.3 597.3,689.1 603.9,641.1 686.1,562.5 738.9,549.3 714.3,594.9 657.3,596.7 577.5,546.9 578.1,515.1 544.5,462.3 620.1,341.7 682.5,260.1 678.9,260.7 659.1,287.1 644.7,282.9 616.5,214.5 633.3,173.1 598.5,146.1 626.1))	POINT(37.824488 46.247627)	POLYGON((10.748929 34.384649,69.217873 34.878406,88.920264 47.587693,16.180731 56.423664,10.748929 34.384649))	POLYGON((11.711715 40.668102,11.769226 40.716619,16.985221 45.882486,16.639027 52.177268,23.166692 53.185143,29.080911 56.165133,44.388276 56.569914,55.281939 55.573568,53.036434 52.181185,58.265291 50.082484,64.525863 51.672267,88.570097 56.525351,88.947458 46.712396,81.276431 39.050789,70.417817 39.421384,79.024581 46.35862,71.21137 51.118567,61.415671 48.660379,60.189055 43.629519,52.175822 37.154052,46.354125 37.138572,41.267477 34.566563,39.776962 40.357366,30.93137 45.491182,22.870877 45.125072,22.236432 43.429177,24.129227 42.239181,22.888582 39.946198,17.505372 41.271622,13.475369 38.486497,11.711715 40.668102))	SPoCA_v1.0_CH_0000004772
CH	2012-06-01T00:35:44	POINT(597.522 -728.031)	POLYGON((581.1 -743.7,619.5 -743.7,619.5 -712.5,581.1 -712.5,581.1 -743.7))	POLYGON((581.1 -738.9,581.7 -738.3,591.3 -725.7,615.9 -717.3,581.1 -738.9))	POINT(82.194088 -50.397763)	POLYGON((84.464048 -51.892116,89.653611 -50.205463,85.310326 -48.92275,69.439156 -49.03907,84.464048 -51.892116))	POLYGON((80.252887 -51.454818,80.175413 -51.397197,77.515142 -50.211488,88.178273 -49.345343,80.252887 -51.454818))	SPoCA_v1.0_CH_0000004823
CH	2012-06-01T00:35:44	POINT(-174.515 911.842)	POLYGON((-456.3 822.3,101.1 822.3,101.1 945.9,-456.3 945.9,-456.3 822.3))	POLYGON((-456.3 822.9,-455.7 823.5,-339.3 882.9,-184.5 927.9,-42.3 945.3,101.1 940.5,-255.3 902.1,-456.3 822.9))	POINT(-41.891238 73.971492)	POLYGON((-76.046395 60.204042,12.154294 59.561389,81.6887 83.834389,-88.089244 64.232479,-76.046395 60.204042))	POLYGON((-76.646016 60.286509,-76.908356 60.364229,-87.628614 68.959601,-85.491731 78.719049,-70.788981 87.286788,81.735334 83.799987,-61.530967 72.127591,-76.646016 60.286509))	SPoCA_v1.0_CH_0000004806
CH	2012-06-01T00:35:44	POINT(-552.423 -757.346)	POLYGON((-600.9 -801.3,-499.5 -801.3,-499.5 -727.5,-600.9 -727.5,-600.9 -801.3))	POLYGON((-600.9 -727.5,-600.3 -727.5,-562.5 -734.1,-500.1 -801.3,-600.9 -727.5))	POINT(-77.638415 -53.300113)	POLYGON((-89.597175 -53.132983,-84.456547 -57.960242,-56.043849 -50.527915,-84.300387 -50.331768,-89.597175 -53.132983))	POLYGON((-84.300387 -50.331768,-83.782082 -50.33562,-70.977409 -51.058086,-85.145276 -57.955367,-84.300387 -50.331768))	SPoCA_v1.0_CH_0000004822
CH	2012-06-01T00:35:44	POINT(-360.199 -414.838)	POLYGON((-417.9 -524.1,-299.7 -524.1,-299.7 -293.1,-417.9 -293.1,-417.9 -524.1))	POLYGON((-417.9 -353.7,-417.3 -353.1,-402.9 -294.3,-386.1 -293.1,-378.3 -324.3,-321.9 -359.1,-324.3 -419.7,-299.7 -455.1,-312.3 -493.5,-353.1 -523.5,-387.9 -512.7,-377.1 -442.5,-417.9 -353.7))	POINT(-25.083736 -26.484615)	POLYGON((-32.120071 -34.065534,-22.418267 -34.102916,-19.447243 -18.572471,-27.663548 -18.541124,-32.120071 -34.065534))	POLYGON((-28.441937 -22.430876,-28.388644 -22.392074,-26.603294 -18.621928,-25.400351 -18.550784,-25.183278 -20.543756,-21.579738 -22.809526,-22.506738 -26.820913,-21.210752 -29.235355,-22.805778 -31.909888,-26.683281 -34.0445,-29.264033 -33.254771,-26.83685 -28.351169,-28.441937 -22.430876))	SPoCA_v1.0_CH_0000004814
CH	2012-06-01T00:35:44	POINT(108.641 -906.827)	POLYGON((-169.5 -944.7,471.9 -944.7,471.9 -818.7,-169.5 -818.7,-169.5 -944.7))	POLYGON((-169.5 -926.7,-168.3 -926.1,-24.3 -921.9,-24.3 -890.7,83.1 -883.5,119.1 -861.9,161.1 -886.5,250.5 -895.5,460.5 -820.5,405.3 -854.1,266.1 -906.9,123.3 -936.9,-26.7 -944.7,-169.5 -926.7))	POINT(24.373229 -73.857177)	POLYGON((-87.97462 -79.821861,89.325802 -63.455224,85.987506 -59.992535,-21.185233 -60.338006,-87.97462 -79.821861))	POLYGON((-65.546974 -78.649686,-62.994605 -78.483677,-6.80324 -77.485729,-4.461252 -70.742225,14.489592 -69.474144,18.052469 -66.067697,29.748744 -69.951168,56.333735 -71.458892,78.854363 -60.260652,87.16835 -64.594101,84.073838 -73.570504,75.707271 -82.269456,-42.896474 -87.623263,-65.546974 -78.649686))	SPoCA_v1.0_CH_0000004768
CH	2012-06-01T00:35:44	POINT(-463.377 195.471)	POLYGON((-702.9 -108.3,-157.5 -108.3,-157.5 642.9,-702.9 642.9,-702.9 -108.3))	POLYGON((-702.9 441.9,-702.3 442.5,-671.1 477.9,-620.1 615.9,-582.3 642.9,-582.3 622.5,-565.5 613.5,-552.3 444.9,-496.5 416.1,-437.1 270.9,-378.9 264.3,-372.3 220.5,-350.1 205.5,-298.5 220.5,-264.3 205.5,-221.1 256.5,-161.1 233.1,-165.3 186.3,-220.5 128.1,-208.5 90.3,-222.3 61.5,-207.3 31.5,-249.3 -21.3,-384.9 -35.7,-433.5 -108.3,-473.7 -56.7,-518.7 -66.9,-536.1 -45.9,-551.7 35.1,-575.7 59.1,-639.9 77.7,-654.9 219.9,-606.9 328.5,-630.9 365.1,-627.9 413.7,-702.9 441.9))	POINT(-29.85324 11.334858)	POLYGON((-48.289913 -6.975407,-9.619173 -7.16767,-12.915093 42.039921,-89.067474 42.439606,-48.289913 -6.975407))	POLYGON((-56.684373 27.445063,-56.641897 27.48563,-54.770565 29.915112,-59.014055 40.226998,-56.309013 42.383084,-54.145502 40.697813,-51.101324 39.944774,-41.022944 27.494967,-35.429065 25.495804,-28.621889 16.026381,-24.474198 15.588248,-23.711745 12.849871,-22.134247 11.913537,-18.805011 12.828344,-16.521484 11.891201,-13.949438 15.056159,-10.048601 13.584838,-10.200215 10.689844,-13.529156 7.137311,-12.725021 4.839735,-13.553769 3.09911,-12.607685 1.284998,-15.223668 -1.893176,-23.938177 -2.730559,-27.391401 -7.108872,-30.00703 -3.969563,-33.238005 -4.568335,-34.448565 -3.291357,-35.550767 1.60619,-37.402229 3.069109,-42.547496 4.232512,-45.101411 12.958006,-42.836169 19.797254,-45.92437 22.201298,-47.151506 25.435458,-56.684373 27.445063))	SPoCA_v1.0_CH_0000004799
CH	2012-06-01T00:35:44	POINT(531.197 -777.988)	POLYGON((511.5 -794.1,551.1 -794.1,551.1 -765.3,511.5 -765.3,511.5 -794.1))	POLYGON((511.5 -793.5,512.1 -792.9,524.7 -776.7,551.1 -767.7,511.5 -793.5))	POINT(81.525347 -55.413533)	POLYGON((85.298069 -57.142263,89.552336 -55.238888,83.112699 -54.072714,67.405102 -54.182885,85.298069 -57.142263))	POLYGON((84.262672 -57.082782,83.942097 -57.018306,76.958309 -55.308965,86.664197 -54.29516,84.262672 -57.082782))	SPoCA_v1.0_CH_0000004825
CH	2012-06-01T04:35:44	POINT(111.467 -907.926)	POLYGON((-161.1 -944.7,470.7 -944.7,470.7 -818.7,-161.1 -818.7,-161.1 -944.7))	POLYGON((-161.1 -925.5,-155.7 -924.9,-32.7 -917.7,-9.9 -894.3,96.9 -886.5,129.9 -861.9,178.5 -889.5,262.5 -894.3,470.1 -818.7,289.5 -899.7,97.5 -939.9,-53.1 -943.5,-161.1 -925.5))	POINT(25.412014 -74.076906)	POLYGON((-87.984297 -80.316546,89.364061 -63.513717,84.447868 -60.003566,-20.080083 -60.324248,-87.984297 -80.316546))	POLYGON((-57.340608 -78.332439,-53.42176 -78.176519,-8.431854 -76.375983,-1.876622 -71.385685,17.377727 -69.968288,19.739452 -66.048195,34.285972 -70.450174,59.439995 -71.210443,83.796367 -60.007892,84.581594 -72.09471,71.827264 -83.771724,-59.967372 -86.282042,-57.340608 -78.332439))	SPoCA_v1.0_CH_0000004768
CH	2012-06-01T04:35:44	POINT(-437.78 199.716)	POLYGON((-678.9 -125.1,-119.7 -125.1,-119.7 659.7,-678.9 659.7,-678.9 -125.1))	POLYGON((-678.9 441.9,-678.3 442.5,-606.9 609.9,-547.5 659.7,-548.1 560.7,-521.7 444.9,-465.3 410.1,-414.9 266.7,-348.9 265.5,-338.1 224.1,-308.1 205.5,-235.5 213.3,-182.1 269.7,-161.7 237.9,-124.5 228.3,-119.7 197.1,-203.1 133.5,-185.1 23.7,-204.3 -21.3,-239.7 -17.7,-278.1 -35.1,-314.1 -15.9,-375.3 -68.7,-406.5 -125.1,-443.7 -57.9,-507.9 -79.5,-518.1 28.5,-561.3 64.5,-609.9 71.7,-623.7 138.3,-621.3 250.5,-588.3 323.1,-604.5 354.3,-600.3 405.9,-624.9 426.9,-656.1 417.9,-678.9 441.9))	POINT(-28.080614 11.604535)	POLYGON((-46.274945 -7.999679,-7.313382 -8.172541,-10.008309 43.452097,-89.040726 44.170587,-46.274945 -7.999679))	POLYGON((-53.791129 27.42621,-53.750661 27.466812,-56.3954 39.731504,-53.133418 43.76075,-45.479219 35.82773,-38.308633 27.488493,-32.77931 25.09116,-27.007232 15.770992,-22.434369 15.672624,-21.439622 13.081802,-19.364041 11.92098,-14.705954 12.387561,-11.499181 15.898618,-10.100632 13.904032,-7.740276 13.302193,-7.384871 11.370134,-12.453569 7.483169,-11.237159 0.830927,-12.426172 -1.880883,-14.622356 -1.658277,-17.044138 -2.701305,-19.318562 -1.535199,-23.361128 -4.708783,-25.621165 -8.120694,-27.933426 -4.035219,-32.50082 -5.318511,-33.084308 1.208954,-36.327116 3.404748,-40.10112 3.866196,-41.576573 7.92412,-42.649325 14.860543,-41.117231 19.450943,-43.222705 21.486797,-44.247663 24.900465,-47.333904 26.34177,-50.203674 25.761447,-53.791129 27.42621))	SPoCA_v1.0_CH_0000004799
