event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid
CH	2012-11-01T00:35:55	POINT(-200.294 -933.143)	POLYGON((-281.1 -956.7,-121.5 -956.7,-121.5 -913.5,-281.1 -913.5,-281.1 -956.7))	POLYGON((-281.1 -921.9,-280.5 -921.3,-166.5 -924.3,-121.5 -956.7,-281.1 -921.9))	POINT(-41.566816 -71.809176)	POLYGON((-74.596877 -72.99809,-41.527711 -79.070441,-18.480195 -66.663804,-52.533225 -68.51444,-74.596877 -72.99809))	POLYGON((-63.002456 -70.950914,-61.403969 -70.701389,-28.935086 -69.160383,-41.527711 -79.070441,-63.002456 -70.950914))	SPoCA_v1.0_CH_0000006944
CH	2012-11-01T00:35:55	POINT(460.89 -843.465)	POLYGON((404.1 -875.1,507.9 -875.1,507.9 -819.9,404.1 -819.9,404.1 -875.1))	POLYGON((404.1 -873.9,404.7 -873.3,464.7 -834.9,507.9 -820.5,404.1 -873.9))	POINT(70.046982 -59.523248)	POLYGON((71.099127 -63.775458,82.006085 -59.543161,76.119192 -57.229197,46.829065 -55.072083,71.099127 -63.775458))	POLYGON((69.351332 -63.465727,68.968763 -63.350749,65.55762 -58.136908,77.076499 -57.374013,69.351332 -63.465727))	SPoCA_v1.0_CH_0000006781
CH	2012-11-01T00:35:55	POINT(-478.367 -825.14)	POLYGON((-530.7 -866.1,-422.1 -866.1,-422.1 -790.5,-530.7 -790.5,-530.7 -866.1))	POLYGON((-530.7 -802.5,-530.1 -801.9,-496.5 -809.1,-479.7 -793.5,-475.5 -822.3,-422.1 -866.1,-530.7 -802.5))	POINT(-65.150941 -56.964405)	POLYGON((-82.415728 -58.192405,-71.244024 -62.537828,-44.81367 -51.778449,-66.681291 -53.302258,-82.415728 -58.192405))	POLYGON((-73.745508 -55.121528,-72.89024 -54.989365,-63.669937 -55.054126,-55.006067 -52.756965,-62.87572 -56.4664,-71.244024 -62.537828,-73.745508 -55.121528))	SPoCA_v1.0_CH_0000006930
CH	2012-11-01T00:35:55	POINT(-585.73 410.075)	POLYGON((-630.9 383.1,-540.9 383.1,-540.9 432.9,-630.9 432.9,-630.9 383.1))	POLYGON((-630.9 392.7,-630.3 393.3,-613.5 426.9,-583.5 432.9,-549.9 426.3,-547.5 401.1,-620.7 383.1,-630.9 392.7))	POINT(-43.303163 28.23256)	POLYGON((-46.568813 26.314454,-38.643137 26.701765,-40.057065 29.889103,-48.401961 29.471512,-46.568813 26.314454))	POLYGON((-46.891954 26.918154,-46.855816 26.958958,-46.470631 29.177037,-43.875088 29.706054,-40.636994 29.426083,-39.681796 27.819929,-45.621055 26.363866,-46.891954 26.918154))	SPoCA_v1.0_CH_0000006990
CH	2012-11-01T00:35:55	POINT(-17.7158 -284.272)	POLYGON((-133.5 -402.9,138.9 -402.9,138.9 -165.9,-133.5 -165.9,-133.5 -402.9))	POLYGON((-133.5 -258.3,-132.9 -257.7,-75.3 -194.1,45.3 -197.7,75.3 -165.9,136.5 -177.3,69.3 -216.3,80.7 -335.7,15.9 -381.3,-54.9 -402.3,-95.7 -366.9,-89.7 -335.1,-133.5 -258.3))	POINT(-1.0719841 -12.680688)	POLYGON((-8.431371 -20.230535,8.77532 -20.234669,8.265696 -5.535703,-7.942159 -5.532169,-8.431371 -20.230535))	POLYGON((-8.058191 -11.126888,-8.020695 -11.089723,-4.484458 -7.197424,2.697303 -7.405716,4.469576 -5.503097,8.132002 -6.218034,4.139942 -8.53642,4.960048 -15.902895,0.991622 -18.786056,-3.454949 -20.150184,-5.947867 -17.887898,-5.51393 -15.869141,-8.058191 -11.126888))	SPoCA_v1.0_CH_0000006928
CH	2012-11-01T00:35:55	POINT(163.527 -48.9226)	POLYGON((114.9 -129.3,216.3 -129.3,216.3 26.1,114.9 26.1,114.9 -129.3))	POLYGON((114.9 -65.1,115.5 -64.5,136.5 24.3,214.5 17.7,182.7 -129.3,131.7 -113.1,114.9 -65.1))	POINT(9.7009916 1.3995647)	POLYGON((6.809256 -3.334747,12.899167 -3.415015,12.942294 5.781414,6.833278 5.860449,6.809256 -3.334747))	POLYGON((6.797691 0.474771,6.833394 0.509941,8.124232 5.741504,12.821807 5.287426,10.867926 -3.382787,7.80415 -2.380642,6.797691 0.474771))	SPoCA_v1.0_CH_0000006958
CH	2012-11-01T00:35:55	POINT(-73.7243 816.142)	POLYGON((-218.1 741.9,108.9 741.9,108.9 876.9,-218.1 876.9,-218.1 741.9))	POLYGON((-218.1 822.3,-217.5 822.9,-213.3 839.1,-187.5 845.7,-97.5 839.7,41.7 876.9,110.1 843.9,69.3 815.1,44.7 836.7,-26.1 845.7,-33.9 823.5,4.5 777.9,-45.3 753.3,-61.5 776.1,-95.1 779.1,-113.7 764.1,-112.5 741.9,-131.1 746.7,-129.9 769.5,-169.5 802.5,-218.1 822.3))	POINT(-9.2408118 61.709437)	POLYGON((-22.522201 54.012598,11.083523 54.230969,18.374833 69.09391,-37.98687 68.523837,-22.522201 54.012598))	POLYGON((-28.66157 61.995281,-28.645715 62.06358,-30.051106 63.903176,-27.044789 64.793844,-13.455052 64.363187,6.981163 69.245417,15.508811 64.837448,8.650901 61.600304,6.061842 64.084955,-3.680987 65.179922,-4.356831 62.568629,0.498662 57.750245,-4.716155 55.352543,-6.792498 57.545233,-10.615819 57.806543,-12.212768 56.311767,-11.453494 54.226201,-13.519371 54.641913,-14.174912 56.807448,-20.514682 60.045811,-28.66157 61.995281))	SPoCA_v1.0_CH_0000006957
CH	2012-11-01T00:35:55	POINT(-140.444 949.623)	POLYGON((-219.9 936.3,1.5 936.3,1.5 965.1,-219.9 965.1,-219.9 936.3))	POLYGON((-219.9 939.9,-218.7 940.5,1.5 965.1,-101.7 957.9,-156.3 936.3,-219.9 939.9))	POINT(-73.183959 81.271285)	POLYGON((-83.187459 76.756631,0.500902 79.783891,4.010272 88.728326,-72.72708 76.547088,-83.187459 76.756631))	POLYGON((-83.957145 76.773803,-81.969749 76.789308,4.010272 88.728326,-85.784551 83.944292,-54.018634 78.479599,-83.957145 76.773803))	SPoCA_v1.0_CH_0000006965
CH	2012-11-01T00:35:55	POINT(264.03 682.928)	POLYGON((194.1 638.7,338.1 638.7,338.1 719.7,194.1 719.7,194.1 638.7))	POLYGON((194.1 708.3,195.3 708.9,294.9 713.7,335.1 670.5,332.1 638.7,301.5 665.7,251.7 641.1,198.3 677.1,194.1 708.3))	POINT(24.422819 48.788273)	POLYGON((16.561998 45.387564,29.579883 45.039535,34.208481 51.631743,19.022158 52.086755,16.561998 45.387564))	POLYGON((18.594902 51.095071,18.734897 51.144268,29.11425 51.281955,30.820942 47.556482,29.014431 45.058515,27.291584 47.279951,21.725811 45.461515,17.967724 48.460636,18.594902 51.095071))	SPoCA_v1.0_CH_0000006968
CH	2012-11-01T04:35:55	POINT(468.481 -840.582)	POLYGON((441.9 -857.7,492.3 -857.7,492.3 -827.7,441.9 -827.7,441.9 -857.7))	POLYGON((441.9 -857.7,442.5 -857.1,465.9 -837.3,491.1 -830.7,441.9 -857.7))	POINT(71.632195 -59.295149)	POLYGON((74.52095 -61.680415,81.952549 -59.818047,73.45298 -57.909231,56.052967 -56.588855,74.52095 -61.680415))	POLYGON((74.52095 -61.680415,74.0088 -61.561147,67.559448 -58.579093,76.568169 -58.507954,74.52095 -61.680415))	SPoCA_v1.0_CH_0000006781
CH	2012-11-01T04:35:55	POINT(189.349 -56.9635)	POLYGON((146.1 -137.7,236.7 -137.7,236.7 27.3,146.1 27.3,146.1 -137.7))	POLYGON((146.1 -62.1,146.7 -61.5,166.5 24.9,197.1 27.3,207.3 0.3,233.1 -11.7,212.7 -137.7,176.1 -134.7,146.1 -62.1))	POINT(11.249185 0.88633636)	POLYGON((8.675945 -3.871094,14.148444 -3.954276,14.187879 5.81382,8.701975 5.895515,8.675945 -3.871094))	POLYGON((8.656168 0.616629,8.692054 0.651704,9.925936 5.738932,11.776959 5.854484,12.364851 4.251226,13.921036 3.516136,12.687752 -3.928227,10.474135 -3.715206,8.656168 0.616629))	SPoCA_v1.0_CH_0000006958
