event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid
CH	2013-09-01T00:52:19	POINT(-83.6495 -938.869)	POLYGON((-194.7 -948.9,71.7 -948.9,71.7 -923.1,-194.7 -923.1,-194.7 -948.9))	POLYGON((-194.7 -926.7,-191.1 -926.1,70.5 -945.9,-65.1 -946.5,-194.7 -926.7))	POINT(-18.774665 -74.147266)	POLYGON((-57.667212 -76.238839,30.206231 -81.387133,12.089478 -68.921206,-39.308715 -71.153607,-57.667212 -76.238839))	POLYGON((-43.37791 -72.662119,-41.069016 -72.196025,20.467715 -77.762756,-19.300831 -78.04937,-43.37791 -72.662119))	SPoCA_v1.0_CH_0000011266
CH	2013-09-01T00:52:19	POINT(79.5432 -730.607)	POLYGON((-252.3 -873.3,307.5 -873.3,307.5 -585.9,-252.3 -585.9,-252.3 -873.3))	POLYGON((-252.3 -822.3,-251.7 -821.7,-204.9 -795.3,-171.3 -818.7,-93.3 -803.1,-83.7 -773.1,-36.3 -758.7,55.5 -686.7,115.5 -691.5,182.7 -613.5,233.7 -585.9,285.9 -596.1,307.5 -620.7,264.3 -689.1,176.1 -754.5,165.9 -791.1,26.1 -771.3,-23.1 -809.7,-76.5 -819.9,-138.9 -873.3,-173.1 -869.7,-252.3 -822.3))	POINT(6.5343987 -42.866544)	POLYGON((-32.867444 -60.773916,43.098052 -61.783186,22.154723 -31.272348,-17.982674 -31.072973,-32.867444 -60.773916))	POLYGON((-26.345483 -53.364711,-26.224474 -53.284191,-19.476187 -49.849371,-17.136777 -52.406452,-8.817914 -50.318141,-7.404372 -47.06006,-3.115764 -45.540183,4.285995 -38.875223,9.012057 -39.372955,13.202986 -33.031337,16.606028 -31.015906,20.689277 -31.981116,22.888981 -34.022077,21.086126 -39.614922,15.254599 -45.411872,15.450125 -49.206495,2.292245 -46.809462,-2.205511 -50.969089,-7.530158 -52.229487,-16.784558 -59.669167,-20.880748 -59.342928,-26.345483 -53.364711))	SPoCA_v1.0_CH_0000011222
CH	2013-09-01T00:52:19	POINT(-439.711 831.216)	POLYGON((-518.7 787.5,-344.7 787.5,-344.7 880.5,-518.7 880.5,-518.7 787.5))	POLYGON((-518.7 793.5,-518.1 794.1,-347.1 878.1,-492.9 789.3,-518.7 793.5))	POINT(-84.783563 62.352315)	POLYGON((-87.020534 56.912965,-48.129426 60.931434,-88.922642 68.752609,-78.495683 58.803753,-87.020534 56.912965))	POLYGON((-87.597239 56.921881,-87.337224 56.957143,-89.046829 68.59958,-78.595554 58.109024,-87.597239 56.921881))	SPoCA_v1.0_CH_0000011258
CH	2013-09-01T00:52:19	POINT(503.24 526.232)	POLYGON((437.1 445.5,611.1 445.5,611.1 594.9,437.1 594.9,437.1 445.5))	POLYGON((437.1 561.9,437.7 562.5,444.3 580.5,485.1 594.9,533.7 557.1,596.1 572.1,610.5 544.5,561.3 540.3,528.9 445.5,445.5 477.9,456.3 509.1,437.1 561.9))	POINT(42.708729 38.925026)	POLYGON((33.503395 33.912512,49.581146 32.6697,60.408882 42.475733,39.808175 44.280858,33.503395 33.912512))	POLYGON((38.002921 41.899012,38.091806 41.937679,39.710202 43.181862,44.909948 43.891572,47.674797 40.789195,56.159302 41.145336,55.659721 39.127257,49.609603 39.377205,41.58252 33.339881,35.268225 36.030209,37.424587 38.083613,38.002921 41.899012))	SPoCA_v1.0_CH_0000011279
CH	2013-09-01T00:52:19	POINT(15.5769 -222.752)	POLYGON((-103.5 -472.5,167.1 -472.5,167.1 -4.5,-103.5 -4.5,-103.5 -472.5))	POLYGON((-103.5 -435.9,-102.9 -435.3,-66.3 -393.9,-55.5 -323.1,-15.3 -296.7,-34.5 -261.9,-25.5 -221.7,-79.5 -197.7,-83.1 -80.1,-54.9 -65.1,-44.7 -27.3,33.3 -77.7,54.9 -64.5,83.7 -4.5,110.1 -122.7,167.1 -152.1,102.9 -225.3,111.3 -270.9,54.3 -294.9,-7.5 -471.3,-53.1 -471.3,-103.5 -435.9))	POINT(0.94011821 -6.2946647)	POLYGON((-6.740428 -22.52619,10.930911 -22.613505,10.147455 6.811367,-6.265527 6.880262,-6.740428 -22.52619))	POLYGON((-6.625574 -20.023435,-6.585254 -19.982295,-4.168023 -17.190652,-3.413915 -12.595505,-0.934821 -10.907723,-2.094366 -8.727482,-1.538944 -6.231432,-4.791117 -4.778444,-4.99498 2.355255,-3.300124 3.273068,-2.694697 5.547154,1.999688 2.522718,3.300242 3.30914,5.06351 6.895013,6.618938 -0.23585,10.082423 -2.082488,6.224946 -6.49458,6.782663 -9.337174,3.318291 -10.805667,-0.486818 -22.389765,-3.449099 -22.40357,-6.625574 -20.023435))	SPoCA_v1.0_CH_0000011240
CH	2013-09-01T00:52:19	POINT(-536.228 693.985)	POLYGON((-586.5 639.9,-480.3 639.9,-480.3 745.5,-586.5 745.5,-586.5 639.9))	POLYGON((-586.5 655.5,-585.9 656.1,-559.5 719.7,-522.3 737.7,-488.1 745.5,-496.5 720.9,-482.1 695.1,-505.5 680.7,-530.1 693.3,-567.9 639.9,-586.5 655.5))	POINT(-62.262346 50.504768)	POLYGON((-62.189423 45.890025,-47.899977 47.22847,-62.374973 55.308467,-87.728668 51.89626,-62.189423 45.890025))	POLYGON((-64.427497 46.953732,-64.419759 47.004972,-71.930328 51.820976,-68.583104 53.900985,-63.792165 55.165088,-60.355408 53.151052,-54.165843 51.386191,-55.597381 49.9862,-61.149701 50.556125,-59.397339 46.172312,-64.427497 46.953732))	SPoCA_v1.0_CH_0000011292
CH	2013-09-01T04:52:19	POINT(-424.009 839.03)	POLYGON((-461.7 818.7,-378.9 818.7,-378.9 870.3,-461.7 870.3,-461.7 818.7))	POLYGON((-461.7 827.7,-461.1 828.3,-380.1 870.3,-408.3 830.7,-461.7 827.7))	POINT(-84.45632 63.404941)	POLYGON((-84.457636 60.825326,-62.165148 63.260244,-82.728211 66.323036,-77.246642 61.28255,-84.457636 60.825326))	POLYGON((-87.178241 60.925833,-86.808079 60.955978,-81.475918 66.165773,-74.088849 63.511914,-87.178241 60.925833))	SPoCA_v1.0_CH_0000011258
CH	2013-09-01T04:52:19	POINT(63.4789 -224.252)	POLYGON((-42.9 -485.1,207.3 -485.1,207.3 -17.1,-42.9 -17.1,-42.9 -485.1))	POLYGON((-42.9 -433.5,-42.3 -432.9,-17.1 -400.5,-4.5 -322.5,29.1 -293.1,13.5 -259.5,19.5 -222.3,-32.1 -190.5,-38.1 -93.9,-4.5 -21.9,17.7 -24.9,55.5 -68.7,89.7 -71.1,131.7 -17.1,147.9 -99.3,207.3 -152.1,167.7 -192.9,170.7 -236.1,154.5 -271.5,99.3 -293.7,41.7 -476.7,-17.1 -484.5,-42.9 -433.5))	POINT(3.8345382 -6.399741)	POLYGON((-2.805539 -23.353248,13.70528 -23.565963,12.604452 5.997449,-2.588857 6.162311,-2.805539 -23.353248))	POLYGON((-2.737376 -19.81512,-2.698367 -19.774423,-1.076518 -17.604111,-0.27657 -12.540615,1.776779 -10.679901,0.819004 -8.570392,1.176807 -6.264274,-1.931274 -4.312719,-2.286621 1.548432,-0.271326 5.881569,1.066931 5.700424,3.335418 3.059035,5.394951 2.894975,7.96998 6.100617,8.908921 1.141251,12.543999 -2.141234,10.144845 -4.570602,10.379227 -7.237045,9.438126 -9.420375,6.075114 -10.756241,2.715103 -22.768272,-1.117491 -23.303521,-2.737376 -19.81512))	SPoCA_v1.0_CH_0000011240
CH	2013-09-01T04:52:19	POINT(-42.4146 942.023)	POLYGON((-75.3 933.3,0.9 933.3,0.9 950.1,-75.3 950.1,-75.3 933.3))	POLYGON((-75.3 942.3,-74.7 942.9,-1.5 947.7,-58.5 933.3,-75.3 942.3))	POINT(-79.493484 87.401374)	POLYGON((-55.40333 84.484167,0.757081 85.895967,0.678046 85.413416,-33.297839 81.725774,-55.40333 84.484167))	POLYGON((-81.316638 85.407708,-77.383838 85.384913,-2.317212 87.764866,-44.983846 85.011561,-81.316638 85.407708))	SPoCA_v1.0_CH_0000011096
CH	2013-09-01T04:52:19	POINT(-518.913 690.302)	POLYGON((-567.3 638.1,-462.3 638.1,-462.3 740.7,-567.3 740.7,-567.3 638.1))	POLYGON((-567.3 683.7,-566.7 684.3,-515.1 740.7,-464.1 689.7,-551.7 638.1,-567.3 683.7))	POINT(-58.91979 50.510129)	POLYGON((-59.085455 46.055127,-45.612569 47.269139,-58.324555 55.234364,-80.608412 52.832103,-59.085455 46.055127))	POLYGON((-65.790093 49.228633,-65.791008 49.281172,-67.855705 54.269135,-50.98656 51.190752,-56.880639 46.270606,-65.790093 49.228633))	SPoCA_v1.0_CH_0000011292
CH	2013-09-01T04:52:19	POINT(-90.7308 -936.877)	POLYGON((-183.3 -948.9,35.7 -948.9,35.7 -922.5,-183.3 -922.5,-183.3 -948.9))	POLYGON((-183.3 -928.5,-182.1 -927.9,-102.9 -922.5,-50.7 -942.3,36.3 -947.7,-183.3 -928.5))	POINT(-19.538407 -73.434533)	POLYGON((-56.078574 -76.787562,11.659882 -79.297056,5.891312 -68.570182,-35.309072 -70.532031,-56.078574 -76.787562))	POLYGON((-40.835434 -72.862739,-39.613111 -72.530437,-17.584 -69.032629,-12.00002 -75.149646,10.7364 -78.17948,-40.835434 -72.862739))	SPoCA_v1.0_CH_0000011266
