event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid
CH	2013-04-01T00:35:43	POINT(111.915 -355.342)	POLYGON((-22.5 -474.9,224.1 -474.9,224.1 -237.9,-22.5 -237.9,-22.5 -474.9))	POLYGON((-22.5 -441.3,-21.9 -440.7,40.5 -410.7,80.1 -341.1,80.7 -277.5,132.9 -237.9,163.5 -297.3,205.5 -305.7,224.1 -327.3,174.3 -367.5,143.7 -423.9,84.9 -416.7,29.7 -443.7,12.9 -474.9,-22.5 -441.3))	POINT(7.5586199 -28.104384)	POLYGON((-1.653602 -36.042162,16.651994 -35.794664,14.372541 -20.621447,-1.429725 -20.81476,-1.653602 -36.042162))	POLYGON((-1.608324 -33.77061,-1.564688 -33.730608,2.830196 -31.737009,5.358435 -27.222912,5.2233 -23.232659,8.471543 -20.748671,10.725329 -24.383075,13.578871 -24.84408,15.003817 -26.165957,11.902363 -28.805976,10.178739 -32.520315,5.965356 -32.106709,2.127158 -33.929501,0.947999 -36.043824,-1.608324 -33.77061))	SPoCA_v1.0_CH_0000009043
CH	2013-04-01T00:35:43	POINT(-200.317 556.079)	POLYGON((-533.1 167.1,252.9 167.1,252.9 785.7,-533.1 785.7,-533.1 167.1))	POLYGON((-533.1 483.9,-532.5 484.5,-516.3 507.9,-523.5 537.9,-468.9 639.9,-463.5 706.5,-381.3 785.7,-343.5 710.1,-314.1 706.5,-279.3 675.9,-246.3 677.1,-188.7 622.5,-136.5 608.7,-109.5 618.9,-81.9 670.5,-89.7 710.7,-113.7 732.3,-110.1 759.3,-89.7 764.7,-14.7 735.3,-28.5 695.7,-5.7 679.5,36.9 687.3,34.5 726.9,50.1 731.1,74.1 717.3,65.1 686.7,131.1 659.1,180.9 617.1,191.7 586.5,252.9 555.3,137.7 536.1,121.5 517.5,130.5 490.5,80.1 444.9,83.7 402.9,58.5 388.5,22.5 308.1,50.1 261.9,82.5 254.1,77.7 167.1,0.3 285.9,-24.3 377.1,77.1 486.9,73.5 539.1,108.9 558.9,87.9 594.9,-0.9 620.1,-44.7 593.1,-59.7 551.1,-117.3 573.3,-154.5 557.7,-173.7 519.3,-147.3 470.1,-117.3 451.5,-131.7 401.7,-162.9 384.9,-193.5 415.5,-254.1 435.9,-297.9 401.7,-342.3 395.1,-364.5 450.3,-459.9 477.9,-504.9 462.3,-533.1 483.9))	POINT(-13.730437 28.891463)	POLYGON((-33.692384 4.552578,15.230646 3.667045,23.495946 48.782554,-66.000228 52.613955,-33.692384 4.552578))	POLYGON((-37.648006 25.046164,-37.612239 25.084957,-36.848464 26.659407,-38.380189 28.909986,-37.317576 36.558929,-40.722378 42.428876,-37.837979 49.762315,-28.616007 41.857899,-25.759656 41.369708,-21.755068 38.531404,-19.070737 38.511019,-13.644791 33.897015,-9.691786 32.725798,-7.828735 33.478311,-6.158004 37.595168,-7.092322 41.052183,-9.294236 43.041258,-9.402964 45.595227,-7.717894 46.089502,-1.19991 43.219642,-2.202999 39.690151,-0.431919 38.304834,2.823567 38.97386,2.782311 42.456414,4.06801 42.850352,5.905838 41.621535,4.983476 38.94197,9.772315 36.720401,13.002329 33.457603,13.43621 31.134068,17.450355 28.959797,9.252648 27.335734,8.059386 25.990991,8.527544 24.113909,5.103018 20.960636,5.241022 18.180703,3.640883 17.226782,1.366839 12.087564,3.015892 9.221173,4.963839 8.756221,4.627752 3.454733,0.018133 10.699041,-1.505494 16.476777,5.01406 23.81426,4.92988 27.484333,7.417606 28.952289,6.147038 31.610917,-0.064162 33.503546,-3.115852 31.443742,-4.03464 28.341873,-8.07934 30.023273,-10.551457 28.925995,-11.583144 26.19275,-9.533757 22.733148,-7.508918 21.436407,-8.262278 18.145236,-10.178087 17.088108,-12.262715 19.137945,-16.353227 20.613968,-19.007778 18.451667,-21.937911 18.144175,-24.050517 21.903702,-31.552004 24.209222,-34.805445 23.36022,-37.648006 25.046164))	SPoCA_v1.0_CH_0000009022
CH	2013-04-01T00:35:43	POINT(-672.006 -666.902)	POLYGON((-714.9 -715.5,-630.3 -715.5,-630.3 -627.3,-714.9 -627.3,-714.9 -715.5))	POLYGON((-714.9 -636.3,-714.3 -635.7,-681.9 -631.5,-630.3 -713.7,-714.9 -636.3))	POINT(-82.481145 -45.152001)	POLYGON((-83.866645 -44.694119,-86.656726 -48.925527,-65.041076 -43.728901,-84.771044 -41.668644,-83.866645 -44.694119))	POLYGON((-89.08432 -41.911228,-88.316554 -41.948359,-75.766967 -42.975962,-85.674274 -48.870681,-89.08432 -41.911228))	SPoCA_v1.0_CH_0000009080
CH	2013-04-01T00:35:43	POINT(-535.134 -536.888)	POLYGON((-648.3 -659.1,-365.1 -659.1,-365.1 -417.9,-648.3 -417.9,-648.3 -659.1))	POLYGON((-648.3 -603.3,-647.7 -602.7,-596.1 -458.1,-560.7 -486.9,-505.5 -470.7,-491.1 -500.1,-449.7 -504.9,-420.3 -440.1,-370.5 -419.1,-377.1 -461.1,-413.7 -504.3,-408.3 -541.5,-471.3 -525.3,-504.3 -606.9,-591.9 -603.9,-628.5 -659.1,-648.3 -603.3))	POINT(-45.32201 -38.613988)	POLYGON((-73.846687 -45.421341,-35.020468 -48.65979,-26.396596 -31.58776,-50.981303 -29.95423,-73.846687 -45.421341))	POLYGON((-64.810768 -41.873342,-64.640649 -41.84353,-47.51103 -32.937118,-45.342192 -35.08135,-39.474486 -34.385728,-39.310677 -36.429977,-35.754924 -36.993852,-31.256143 -32.817152,-26.83662 -31.646218,-28.299004 -34.388606,-32.582247 -37.13858,-33.436368 -39.734483,-38.535375 -38.259755,-46.460989 -43.743742,-56.753347 -42.66743,-69.720478 -45.842938,-64.810768 -41.873342))	SPoCA_v1.0_CH_0000009036
CH	2013-04-01T00:35:43	POINT(-318.355 894.817)	POLYGON((-402.9 862.5,-213.9 862.5,-213.9 934.5,-402.9 934.5,-402.9 862.5))	POLYGON((-402.9 869.7,-401.7 870.3,-249.9 926.1,-213.9 934.5,-256.5 910.5,-338.7 872.1,-402.9 869.7))	POINT(-52.087696 65.174176)	POLYGON((-60.405605 61.173972,-24.721396 57.88528,-51.848038 73.552185,-74.576585 65.751489,-60.405605 61.173972))	POLYGON((-67.910865 63.088838,-67.92233 63.177676,-57.867384 72.109466,-51.848038 73.552185,-43.208911 67.059865,-46.684578 61.040446,-67.910865 63.088838))	SPoCA_v1.0_CH_0000009024
CH	2013-04-01T00:35:43	POINT(624.117 -720.94)	POLYGON((588.9 -756.3,657.9 -756.3,657.9 -695.7,588.9 -695.7,588.9 -756.3))	POLYGON((588.9 -754.5,589.5 -753.9,633.9 -702.3,657.9 -695.7,648.9 -705.9,588.9 -754.5))	POINT(86.703446 -49.415852)	POLYGON((87.822083 -52.161039,82.937286 -48.598605,89.917468 -46.781889,69.020708 -49.023442,87.822083 -52.161039))	POLYGON((89.732551 -52.196901,89.859203 -52.152236,82.042709 -48.247257,89.917468 -46.781889,88.090804 -47.479915,89.732551 -52.196901))	SPoCA_v1.0_CH_0000008864
CH	2013-04-01T04:35:43	POINT(147.324 -355.915)	POLYGON((-13.5 -470.1,258.9 -470.1,258.9 -248.1,-13.5 -248.1,-13.5 -470.1))	POLYGON((-13.5 -456.3,-12.9 -455.7,78.3 -416.7,123.9 -326.7,113.7 -275.1,139.5 -252.3,167.7 -248.1,200.1 -293.7,258.9 -329.7,180.3 -416.1,72.3 -437.1,48.3 -461.1,-5.1 -470.1,-13.5 -456.3))	POINT(9.9713222 -28.094078)	POLYGON((-0.987939 -35.708711,19.230075 -35.376878,16.729624 -21.171268,-0.861418 -21.433887,-0.987939 -35.708711))	POLYGON((-0.976567 -34.772659,-0.932699 -34.732223,5.500214 -32.103961,8.23581 -26.266179,7.359722 -23.050384,8.949086 -21.617351,10.756257 -21.325358,13.136177 -24.09662,17.415547 -26.23791,12.729126 -31.944047,5.15606 -33.460545,3.509441 -35.086976,-0.373205 -35.709472,-0.976567 -34.772659))	SPoCA_v1.0_CH_0000009043
CH	2013-04-01T04:35:43	POINT(-176.504 538.649)	POLYGON((-501.9 188.1,255.3 188.1,255.3 783.9,-501.9 783.9,-501.9 188.1))	POLYGON((-501.9 487.5,-501.3 488.1,-495.3 548.7,-442.5 673.5,-449.7 712.5,-367.5 780.9,-347.1 777.9,-308.7 693.3,-329.7 599.7,-308.1 578.1,-194.7 599.1,-185.7 618.3,-206.1 657.3,-179.1 651.9,-158.1 612.9,-113.1 619.5,-84.3 643.5,-70.5 690.9,-29.7 726.3,-2.1 685.5,40.5 691.5,125.1 633.3,218.1 612.9,213.9 582.3,253.5 557.1,252.9 545.7,163.5 522.3,168.9 489.9,118.5 449.7,119.7 401.1,75.3 321.9,123.9 270.9,131.1 240.9,170.7 225.9,194.1 188.1,148.5 229.5,108.3 207.9,76.5 224.1,23.1 322.5,18.9 369.3,42.3 393.3,42.3 420.3,117.3 494.1,111.9 525.9,148.5 546.3,104.1 606.3,29.7 617.7,-32.1 556.5,-122.7 534.9,-126.3 504.3,-51.3 459.3,-106.5 389.7,-138.9 387.9,-154.5 415.5,-190.5 412.5,-221.1 430.5,-288.9 395.7,-320.7 450.3,-395.1 457.5,-425.1 477.9,-470.7 459.3,-501.9 487.5))	POINT(-11.922882 27.590488)	POLYGON((-31.546557 5.698491,15.406525 4.951547,23.650606 48.616437,-56.799944 51.401846,-31.546557 5.698491))	POLYGON((-35.126109 25.120839,-35.090809 25.159908,-36.231088 29.539729,-36.407447 39.252942,-39.612494 42.87957,-35.68372 49.103642,-33.047426 48.597722,-24.803769 40.177587,-23.956471 32.568694,-21.86199 30.837304,-13.798475 32.108461,-13.372552 33.572675,-15.483274 36.745499,-13.323728 36.237231,-11.292964 33.097693,-8.094151 33.54095,-6.161208 35.40492,-5.427379 39.317549,-2.393363 42.411751,-0.160292 38.823644,3.115992 39.346493,9.078627 34.642469,15.697946 33.228189,14.98656 30.878052,17.519409 29.104301,17.332552 28.268825,10.914582 26.399479,11.067617 24.136279,7.58082 21.326856,7.503396 18.103601,4.595204 12.985283,7.490487 9.835787,7.888053 7.992979,10.272677 7.118511,11.650157 4.849163,8.928658 7.31236,6.480932 5.956192,4.581785 6.922303,1.408399 13.003215,1.167991 15.983142,2.636486 17.542578,2.663966 19.313689,7.674745 24.358866,7.457766 26.586337,10.057159 28.097433,7.358626 32.508793,2.113774 33.333297,-2.176304 28.733087,-8.230509 27.241218,-8.316235 25.079581,-3.287599 21.924712,-6.643523 17.347499,-8.674546 17.263213,-9.761018 19.090106,-12.055964 18.945179,-14.141753 20.19347,-18.368276 18.04444,-20.990909 21.770427,-26.34406 22.518884,-28.885687 24.05417,-32.044458 22.979864,-35.126109 25.120839))	SPoCA_v1.0_CH_0000009022
CH	2013-04-01T04:35:43	POINT(-672.019 -667.871)	POLYGON((-707.1 -713.1,-637.5 -713.1,-637.5 -635.1,-707.1 -635.1,-707.1 -713.1))	POLYGON((-707.1 -641.1,-706.5 -640.5,-673.5 -641.1,-638.7 -713.1,-707.1 -641.1))	POINT(-82.848534 -45.193909)	POLYGON((-83.843437 -44.912221,-89.236355 -48.425137,-67.393535 -44.119015,-84.436714 -42.329898,-83.843437 -44.912221))	POLYGON((-87.006579 -42.530707,-86.407315 -42.548351,-75.827578 -43.740752,-89.919713 -48.33154,-87.006579 -42.530707))	SPoCA_v1.0_CH_0000009080
CH	2013-04-01T04:35:43	POINT(-508.286 -529.142)	POLYGON((-640.5 -654.3,-328.5 -654.3,-328.5 -408.9,-640.5 -408.9,-640.5 -654.3))	POLYGON((-640.5 -605.7,-639.9 -605.1,-609.9 -560.7,-575.7 -447.9,-540.3 -449.1,-518.1 -480.9,-474.9 -474.3,-459.3 -514.5,-437.7 -522.9,-394.5 -444.3,-330.3 -408.9,-341.7 -477.3,-387.9 -507.9,-385.5 -543.3,-450.3 -534.3,-488.1 -606.9,-563.1 -599.7,-605.1 -654.3,-629.1 -650.1,-640.5 -605.7))	POINT(-42.236063 -38.277276)	POLYGON((-71.217542 -45.294374,-30.964813 -48.484241,-23.453457 -31.118821,-49.795756 -29.452304,-71.217542 -45.294374))	POLYGON((-63.879153 -42.146306,-63.71289 -42.115816,-55.242787 -39.539894,-45.078489 -32.429254,-41.821725 -32.749282,-41.019959 -34.975119,-36.88285 -34.79614,-36.983766 -37.587294,-35.36095 -38.282832,-29.282544 -33.197663,-23.588327 -31.113116,-25.849398 -35.604528,-30.487541 -37.499327,-31.467293 -39.968205,-36.970866 -38.998242,-44.676799 -43.871528,-52.727384 -42.687228,-64.742064 -45.934786,-68.272867 -45.24596,-63.879153 -42.146306))	SPoCA_v1.0_CH_0000009036
