event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid
CH	2012-12-01T02:36:19	POINT(572.927 781.567)	POLYGON((511.5 749.1,618.9 749.1,618.9 826.5,511.5 826.5,511.5 749.1))	POLYGON((511.5 825.9,512.1 826.5,618.9 749.1,588.9 763.5,511.5 825.9))	POINT(81.700714 53.514373)	POLYGON((55.889516 50.679551,85.462554 50.378375,89.350773 53.171203,85.21596 58.180334,55.889516 50.679551))	POLYGON((84.21051 58.124101,85.947854 58.172622,85.462554 50.378375,77.938641 51.806075,84.21051 58.124101))	SPoCA_v1.0_CH_0000007364
CH	2012-12-01T02:36:19	POINT(-238.246 -929.51)	POLYGON((-294.3 -955.5,-170.1 -955.5,-170.1 -913.5,-294.3 -913.5,-294.3 -955.5))	POLYGON((-294.3 -920.7,-293.7 -920.1,-219.3 -914.7,-170.1 -955.5,-294.3 -920.7))	POINT(-52.782386 -72.112858)	POLYGON((-86.33982 -72.845081,-61.690789 -78.554267,-28.954047 -68.868781,-58.597251 -69.268414,-86.33982 -72.845081))	POLYGON((-65.86712 -70.661239,-64.821546 -70.533971,-39.303793 -69.189396,-61.690789 -78.554267,-65.86712 -70.661239))	SPoCA_v1.0_CH_0000007493
CH	2012-12-01T02:36:19	POINT(107.101 623.907)	POLYGON((-55.5 523.5,366.9 523.5,366.9 729.9,-55.5 729.9,-55.5 523.5))	POLYGON((-55.5 626.7,-54.9 627.3,-43.5 682.5,56.1 699.9,80.7 729.9,100.5 704.1,132.9 697.5,137.1 632.7,151.5 617.1,196.5 603.3,251.1 623.1,275.1 681.3,299.7 697.5,312.9 639.9,365.7 625.5,359.7 600.3,280.5 620.1,242.1 576.9,183.9 582.3,110.1 523.5,43.5 588.3,-25.5 582.3,-30.9 609.9,-55.5 626.7))	POINT(8.2938714 40.525405)	POLYGON((-3.893364 33.228286,26.659736 33.156993,35.053659 49.105398,-4.992611 49.216569,-3.893364 33.228286))	POLYGON((-4.300938 40.744205,-4.25732 40.790264,-3.622654 45.17206,4.798376 46.621409,7.269537 49.213915,8.675644 46.972193,11.384896 46.408849,10.751265 41.196159,11.681684 40.000382,14.992199 38.952466,19.741949 40.432031,23.493485 45.021625,26.41269 46.355043,25.41793 41.702689,29.543261 40.56881,28.152536 38.672636,22.087368 40.193686,18.078399 36.994665,13.708532 37.402924,7.740975 33.223624,3.233123 37.861326,-1.883385 37.421601,-2.348396 39.469466,-4.300938 40.744205))	SPoCA_v1.0_CH_0000007471
CH	2012-12-01T02:36:19	POINT(751.298 -45.3958)	POLYGON((662.1 -164.7,813.3 -164.7,813.3 81.3,662.1 81.3,662.1 -164.7))	POLYGON((662.1 -26.7,662.7 -26.1,681.9 7.5,702.9 -15.9,741.3 -6.9,788.1 77.7,803.7 79.5,813.3 3.3,801.3 -67.5,747.9 -144.9,709.5 -164.7,716.7 -107.1,702.3 -60.3,662.1 -26.7))	POINT(50.367434 -2.1322731)	POLYGON((43.364535 -9.102205,57.629388 -9.271429,56.822915 5.237141,42.918051 5.387581,43.364535 -9.102205))	POLYGON((42.68938 -0.952148,42.736908 -0.917412,44.297204 1.038402,46.042753 -0.35277,49.404988 0.139012,54.161629 5.056181,55.783804 5.143353,56.461916 0.655664,55.349829 -3.491196,50.689349 -8.007494,47.39674 -9.146442,47.540152 -5.733666,46.070807 -2.9607,42.68938 -0.952148))	SPoCA_v1.0_CH_0000007376
CH	2012-12-01T06:36:19	POINT(773.025 -40.0813)	POLYGON((686.1 -159.9,838.5 -159.9,838.5 74.7,686.1 74.7,686.1 -159.9))	POLYGON((686.1 -27.9,686.7 -27.3,687.9 17.1,723.9 6.9,749.7 -23.1,811.5 74.1,825.9 69.3,838.5 41.1,819.3 -69.3,762.9 -150.9,742.5 -156.9,748.5 -114.9,726.9 -44.7,686.1 -27.9))	POINT(52.407822 -1.8564569)	POLYGON((45.324142 -8.852266,60.498189 -9.033522,59.597087 4.803945,44.847455 4.964958,45.324142 -8.852266))	POLYGON((44.642693 -1.057464,44.691727 -1.022741,44.803719 1.581508,47.86053 0.951621,50.177292 -0.834124,56.567878 4.804221,58.111253 4.50357,59.37173 2.82968,57.281579 -3.632477,52.19174 -8.394575,50.311415 -8.729285,50.472898 -6.241273,48.158483 -2.080647,44.642693 -1.057464))	SPoCA_v1.0_CH_0000007376
CH	2012-12-01T06:36:19	POINT(-229.025 -932.851)	POLYGON((-287.7 -957.3,-159.9 -957.3,-159.9 -915.9,-287.7 -915.9,-287.7 -957.3))	POLYGON((-287.7 -926.7,-287.1 -926.1,-215.1 -918.3,-160.5 -957.3,-287.7 -926.7))	POINT(-52.642745 -72.794222)	POLYGON((-86.35457 -73.238129,-60.325374 -79.104675,-27.630797 -69.283737,-58.282728 -69.682995,-86.35457 -73.238129))	POLYGON((-71.961921 -71.895415,-70.311184 -71.750326,-39.821275 -69.836899,-60.778027 -79.112491,-71.961921 -71.895415))	SPoCA_v1.0_CH_0000007493
CH	2012-12-01T06:36:19	POINT(71.6559 644.645)	POLYGON((-29.1 522.9,183.3 522.9,183.3 729.9,-29.1 729.9,-29.1 522.9))	POLYGON((-29.1 690.9,-28.5 691.5,-1.5 707.1,48.9 691.5,96.9 725.7,139.5 722.1,166.5 681.9,126.9 579.3,146.1 563.1,183.3 566.1,158.1 524.7,126.9 534.9,126.9 571.5,71.7 597.3,-5.1 579.9,-28.5 626.1,-29.1 690.9))	POINT(5.6753103 42.110661)	POLYGON((-2.038714 33.165587,12.947853 33.149109,16.689454 49.170577,-2.614134 49.195423,-2.038714 33.165587))	POLYGON((-2.451742 45.845565,-2.403331 45.895588,-0.12957 47.212234,4.125911 45.894533,8.669173 48.817921,12.451324 48.494521,13.974156 45.083007,9.381814 37.171731,10.651312 35.995782,13.445686 36.205132,11.159582 33.278672,9.012411 33.996033,9.311503 36.60468,5.381351 38.502748,-0.37561 37.224187,-2.20476 40.677162,-2.451742 45.845565))	SPoCA_v1.0_CH_0000007471
CH	2012-12-01T06:36:19	POINT(564.321 787.412)	POLYGON((516.3 755.1,609.9 755.1,609.9 822.3,516.3 822.3,516.3 755.1))	POLYGON((516.3 818.7,521.1 819.3,609.9 755.1,588.9 762.3,516.3 818.7))	POINT(81.196771 54.09532)	POLYGON((57.703356 51.205329,83.853733 50.947905,89.355308 53.433513,83.317402 57.729986,57.703356 51.205329))	POLYGON((79.542086 57.374248,83.417945 57.4004,83.853733 50.947905,77.268356 51.692628,79.542086 57.374248))	SPoCA_v1.0_CH_0000007364
CH	2012-12-01T06:36:19	POINT(289.716 624.386)	POLYGON((242.7 582.3,333.3 582.3,333.3 675.9,242.7 675.9,242.7 582.3))	POLYGON((242.7 591.9,243.3 592.5,245.7 614.7,277.5 623.7,292.5 666.3,312.3 675.9,333.3 639.9,312.9 629.1,310.5 599.7,270.9 582.3,242.7 591.9))	POINT(22.962184 40.496089)	POLYGON((18.217408 37.367202,25.418579 37.336955,28.617585 44.534227,20.421158 44.571063,18.217408 37.367202))	POLYGON((18.398627 38.07259,18.45736 38.116736,19.106106 39.774646,21.92523 40.448039,24.513315 43.776238,26.669001 44.544028,27.19396 41.673534,25.062263 40.848142,24.014914 38.62844,20.42166 37.358954,18.398627 38.07259))	SPoCA_v1.0_CH_0000007526
CH	2012-12-01T10:36:19	POINT(802.053 -33.8874)	POLYGON((710.7 -141.9,854.7 -141.9,854.7 56.1,710.7 56.1,710.7 -141.9))	POLYGON((710.7 8.7,711.3 9.3,731.7 15.3,762.9 -21.9,781.5 -20.7,825.3 51.9,853.5 48.3,840.3 -65.7,792.3 -141.3,757.5 -28.5,744.3 -16.5,720.3 -25.5,710.7 8.7))	POINT(55.29843 -1.5381848)	POLYGON((47.282358 -7.818366,62.230926 -7.995584,61.397098 3.676957,46.841593 3.836599,47.282358 -7.818366))	POLYGON((46.714456 1.054659,46.766712 1.089341,48.559559 1.423191,51.405921 -0.790494,53.19939 -0.739841,57.925491 3.470606,61.198282 3.220514,59.639346 -3.460387,55.041867 -7.870684,50.906413 -1.172577,49.675892 -0.454859,47.544019 -0.960839,46.714456 1.054659))	SPoCA_v1.0_CH_0000007376
