event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid
CH	2013-12-01T00:28:19	POINT(165.691 951.683)	POLYGON((149.1 944.7,184.5 944.7,184.5 957.9,149.1 957.9,149.1 944.7))	POLYGON((149.1 953.7,150.3 954.3,184.5 954.3,174.3 945.9,149.1 953.7))	POINT(56.982322 78.291218)	POLYGON((41.278682 76.583105,54.154793 76.48361,86.924673 79.082135,63.369669 80.135223,41.278682 76.583105))	POLYGON((52.754082 78.909955,54.526503 79.074141,78.453315 78.845254,51.62101 76.802296,52.754082 78.909955))	SPoCA_v1.0_CH_0000013045
CH	2013-12-01T00:28:19	POINT(26.6827 735.453)	POLYGON((-95.1 689.7,92.1 689.7,92.1 791.7,-95.1 791.7,-95.1 689.7))	POLYGON((-95.1 758.1,-94.5 758.7,-3.9 740.1,66.3 791.7,92.1 767.7,68.7 704.1,33.3 689.7,-11.7 707.1,-42.3 700.5,-43.5 737.7,-95.1 758.1))	POINT(2.4254235 49.766195)	POLYGON((-8.033142 45.813918,7.778179 45.814332,9.494157 55.09547,-9.806297 55.094876,-8.033142 45.813918))	POLYGON((-9.07202 51.832414,-9.025716 51.888709,-0.357508 50.18506,6.820028 55.099777,8.967427 52.740461,5.925248 47.027782,2.804996 45.819774,-1.012282 47.286942,-3.623606 46.724845,-3.97263 49.966996,-9.07202 51.832414))	SPoCA_v1.0_CH_0000012945
CH	2013-12-01T00:28:19	POINT(-102.861 590.207)	POLYGON((-151.5 572.1,-39.9 572.1,-39.9 618.3,-151.5 618.3,-151.5 572.1))	POLYGON((-151.5 587.1,-150.9 587.7,-132.3 618.3,-39.9 580.5,-68.7 572.1,-151.5 587.1))	POINT(-7.6846151 38.04637)	POLYGON((-11.155949 36.715067,-2.921122 36.72764,-3.063873 40.154373,-11.707747 40.140789,-11.155949 36.715067))	POLYGON((-11.322112 37.810051,-11.283554 37.854291,-10.20724 40.144278,-2.944844 37.33907,-5.033824 36.725812,-11.322112 37.810051))	SPoCA_v1.0_CH_0000013047
CH	2013-12-01T00:28:19	POINT(-630.681 41.8154)	POLYGON((-774.9 -72.9,-488.1 -72.9,-488.1 167.1,-774.9 167.1,-774.9 -72.9))	POLYGON((-774.9 51.3,-774.3 51.9,-751.5 79.5,-758.7 140.1,-736.5 129.3,-703.5 156.3,-642.3 160.5,-524.1 48.9,-522.9 3.3,-488.1 -44.1,-494.7 -67.5,-588.9 -56.7,-624.3 -72.9,-675.3 -53.1,-703.5 20.1,-741.3 47.7,-770.7 30.9,-774.9 51.3))	POINT(-40.294853 3.1252759)	POLYGON((-52.724264 -3.751188,-30.031301 -3.516822,-30.547041 10.605632,-53.834238 10.380055,-52.724264 -3.751188))	POLYGON((-52.7063 3.546656,-52.650753 3.5826,-50.638412 5.230455,-51.873197 8.797377,-49.667045 8.182279,-46.99722 9.813727,-41.922613 10.11529,-32.513159 3.611113,-32.361802 0.93694,-29.985389 -1.824536,-30.469894 -3.20281,-37.122255 -2.626062,-39.827911 -3.604934,-43.807121 -2.482308,-46.129482 1.78967,-49.53032 3.372396,-52.218533 2.353697,-52.7063 3.546656))	SPoCA_v1.0_CH_0000013022
CH	2013-12-01T00:28:19	POINT(260.463 931.408)	POLYGON((219.3 914.7,324.9 914.7,324.9 947.1,219.3 947.1,219.3 914.7))	POLYGON((219.3 947.1,219.9 947.1,306.3 914.7,264.9 933.9,237.9 926.7,219.3 947.1))	POINT(69.341352 73.387999)	POLYGON((42.41935 70.508497,79.597844 70.164211,88.304061 71.057342,81.224169 76.822464,42.41935 70.508497))	POLYGON((81.224169 76.822464,82.042923 76.813803,68.761349 70.277022,77.530735 73.818021,54.735569 72.593777,81.224169 76.822464))	SPoCA_v1.0_CH_0000013046
CH	2013-12-01T00:28:19	POINT(34.5034 350.769)	POLYGON((-41.1 253.5,129.3 253.5,129.3 443.1,-41.1 443.1,-41.1 253.5))	POLYGON((-41.1 339.9,-40.5 340.5,11.1 437.1,84.3 438.9,24.3 338.7,70.5 299.7,105.3 301.5,127.5 273.9,68.7 253.5,11.1 273.9,1.5 312.9,-41.1 339.9))	POINT(2.180507 21.909942)	POLYGON((-2.505566 15.908437,7.905053 15.901544,8.6054 27.834681,-2.726191 27.842293,-2.505566 15.908437))	POLYGON((-2.585409 21.22824,-2.548293 21.265804,0.733355 27.448667,5.58416 27.563338,1.527483 21.153707,4.367597 18.731582,6.535672 18.839662,7.845141 17.143858,4.190539 15.907053,0.680871 17.151296,0.093299 19.549021,-2.585409 21.22824))	SPoCA_v1.0_CH_0000012992
CH	2013-12-01T04:28:19	POINT(72.9126 348.003)	POLYGON((-0.9 253.5,162.3 253.5,162.3 445.5,-0.9 445.5,-0.9 253.5))	POLYGON((-0.9 339.3,-0.3 339.9,27.3 375.9,34.5 428.1,101.7 439.5,114.9 422.1,61.5 329.7,146.7 299.1,159.9 273.9,108.9 253.5,68.7 264.3,-0.9 339.3))	POINT(4.6052499 21.712579)	POLYGON((-0.054842 15.88762,9.939633 15.875832,10.838808 27.966313,-0.059749 27.97934,-0.054842 15.88762))	POLYGON((-0.056571 21.169765,-0.018862 21.20729,1.744999 23.476417,2.267336 26.837168,6.742523 27.579316,7.544994 26.440326,3.853158 20.568824,9.114513 18.665506,9.855162 17.118226,6.65078 15.882336,4.20405 16.542152,-0.056571 21.169765))	SPoCA_v1.0_CH_0000012992
CH	2013-12-01T04:28:19	POINT(-597.723 40.3159)	POLYGON((-746.1 -69.3,-442.5 -69.3,-442.5 167.1,-746.1 167.1,-746.1 -69.3))	POLYGON((-746.1 54.9,-745.5 55.5,-713.7 143.1,-651.9 167.1,-604.5 158.1,-476.7 39.9,-480.3 5.7,-448.5 -32.7,-445.5 -66.3,-645.9 -56.7,-674.1 17.1,-715.5 39.9,-741.3 29.1,-746.1 54.9))	POINT(-37.790928 3.0443256)	POLYGON((-49.978368 -3.519065,-26.971527 -3.300975,-27.432212 10.608469,-51.004312 10.399011,-49.978368 -3.519065))	POLYGON((-49.997447 3.776542,-49.945174 3.81241,-47.748772 9.007048,-42.759428 10.484136,-38.934701 9.984024,-29.244663 3.089636,-29.446077 1.082195,-27.324537 -1.154482,-27.164525 -3.126003,-41.459986 -2.684798,-43.677895 1.624659,-47.20866 2.925914,-49.464386 2.266641,-49.997447 3.776542))	SPoCA_v1.0_CH_0000013022
CH	2013-12-01T04:28:19	POINT(73.4881 737.187)	POLYGON((18.3 698.1,137.1 698.1,137.1 784.5,18.3 784.5,18.3 698.1))	POLYGON((18.3 717.9,18.9 718.5,32.1 762.9,63.3 760.5,110.7 784.5,137.1 759.9,117.9 749.1,102.9 698.1,20.7 702.9,18.3 717.9))	POINT(6.711138 49.895073)	POLYGON((1.560267 46.500681,11.768205 46.48711,13.946156 54.341852,1.844188 54.360135,1.560267 46.500681))	POLYGON((1.611335 48.19454,1.665883 48.246705,3.080668 52.268262,6.052113 52.039266,11.222906 54.348388,13.180085 51.969586,11.058878 50.970669,8.805965 46.493177,1.778315 46.906386,1.611335 48.19454))	SPoCA_v1.0_CH_0000012945
CH	2013-12-01T04:28:19	POINT(273.323 928.655)	POLYGON((233.7 916.5,316.5 916.5,316.5 942.9,233.7 942.9,233.7 916.5))	POLYGON((233.7 942.9,234.3 942.9,314.1 916.5,261.3 924.9,233.7 942.9))	POINT(71.690388 72.801223)	POLYGON((46.742152 70.769487,76.836762 70.496711,88.291169 71.436584,78.243438 75.805463,46.742152 70.769487))	POLYGON((78.243438 75.805463,78.851886 75.799289,75.254751 70.512778,61.2253 72.17578,78.243438 75.805463))	SPoCA_v1.0_CH_0000013046
