event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid
CH	2013-01-01T00:03:55	POINT(345.087 -904.198)	POLYGON((302.1 -924.9,389.7 -924.9,389.7 -887.1,302.1 -887.1,302.1 -924.9))	POLYGON((302.1 -922.5,302.7 -921.9,346.5 -893.7,389.7 -892.5,302.1 -922.5))	POINT(76.568769 -68.696721)	POLYGON((84.026319 -71.873642,83.543479 -66.998447,79.183104 -66.028148,52.736048 -67.143482,84.026319 -71.873642))	POLYGON((79.363031 -71.651502,78.719136 -71.5726,67.897074 -67.489564,86.90605 -66.437164,79.363031 -71.651502))	SPoCA_v1.0_CH_0000007909
CH	2013-01-01T00:03:55	POINT(-143.284 -944.273)	POLYGON((-234.3 -971.1,-65.7 -971.1,-65.7 -921.3,-234.3 -921.3,-234.3 -971.1))	POLYGON((-234.3 -943.5,-233.1 -942.9,-213.3 -929.1,-102.9 -921.3,-65.7 -971.1,-234.3 -943.5))	POINT(-42.726343 -77.515966)	POLYGON((-78.758732 -76.165048,-69.338832 -85.875708,-13.64351 -73.443948,-53.015025 -72.529324,-78.758732 -76.165048))	POLYGON((-80.174377 -75.904373,-77.909144 -75.868695,-52.383498 -74.000455,-21.548838 -73.343641,-69.338832 -85.875708,-80.174377 -75.904373))	SPoCA_v1.0_CH_0000007836
CH	2013-01-01T00:03:55	POINT(-628.665 46.8447)	POLYGON((-680.1 3.3,-575.7 3.3,-575.7 91.5,-680.1 91.5,-680.1 3.3))	POLYGON((-680.1 21.3,-679.5 21.9,-654.9 78.9,-629.7 91.5,-587.7 76.5,-579.9 33.3,-621.3 3.3,-648.3 17.1,-677.7 8.1,-680.1 21.3))	POINT(-39.929442 0.41633576)	POLYGON((-44.019945 -1.988591,-36.021451 -2.26055,-36.043809 2.90881,-44.073852 3.185278,-44.019945 -1.988591))	POLYGON((-43.99407 -0.935585,-43.944617 -0.902272,-42.010487 2.369444,-40.07623 3.041884,-36.891522 2.054751,-36.295544 -0.496231,-39.400076 -2.151219,-41.459201 -1.272715,-43.815784 -1.715058,-43.99407 -0.935585))	SPoCA_v1.0_CH_0000007915
CH	2013-01-01T00:03:55	POINT(679.873 -690.043)	POLYGON((618.9 -750.3,750.3 -750.3,750.3 -621.3,618.9 -621.3,618.9 -750.3))	POLYGON((618.9 -749.1,619.5 -748.5,738.3 -624.3,678.9 -699.3,618.9 -749.1))	POINT(82.732515 -45.424223)	POLYGON((85.800129 -50.535611,87.360672 -44.93979,87.630489 -39.716769,57.161252 -41.133024,85.800129 -50.535611))	POLYGON((84.832298 -50.472644,84.756578 -50.421283,81.96176 -40.226703,88.465042 -45.917273,84.832298 -50.472644))	SPoCA_v1.0_CH_0000007788
CH	2013-01-01T00:03:55	POINT(-827.275 494.862)	POLYGON((-857.1 458.7,-801.9 458.7,-801.9 552.3,-857.1 552.3,-857.1 458.7))	POLYGON((-857.1 462.3,-856.5 462.9,-801.9 552.3,-815.7 473.1,-857.1 462.3))	POINT(-77.52965 29.832015)	POLYGON((-82.348397 27.658988,-66.832942 26.829495,-82.880688 34.130189,-87.719751 32.727428,-82.348397 27.658988))	POLYGON((-83.782281 27.977947,-83.54006 28.004674,-82.880688 34.130189,-70.998873 28.008851,-83.782281 27.977947))	SPoCA_v1.0_CH_0000007910
CH	2013-01-01T04:03:55	POINT(662.924 -709.867)	POLYGON((620.7 -750.3,705.9 -750.3,705.9 -671.1,620.7 -671.1,620.7 -750.3))	POLYGON((620.7 -750.3,621.3 -749.7,689.7 -680.1,707.7 -669.3,682.5 -695.7,620.7 -750.3))	POINT(84.64453 -47.006954)	POLYGON((87.237824 -50.467095,87.154793 -46.680472,87.516036 -43.63545,63.443751 -44.779729,87.237824 -50.467095))	POLYGON((87.237824 -50.467095,87.129711 -50.417245,82.754 -44.605416,87.601314 -43.485523,88.37644 -45.62028,87.237824 -50.467095))	SPoCA_v1.0_CH_0000007788
CH	2013-01-01T04:03:55	POINT(-822.483 505.542)	POLYGON((-855.3 464.1,-793.5 464.1,-793.5 562.5,-855.3 562.5,-855.3 464.1))	POLYGON((-855.3 465.3,-854.7 465.9,-795.3 562.5,-817.5 482.7,-855.3 465.3))	POINT(-78.034985 30.587233)	POLYGON((-83.079709 28.057699,-65.796368 27.128716,-81.773378 34.797576,-87.670914 33.260268,-83.079709 28.057699))	POLYGON((-83.596413 28.166571,-83.364113 28.193835,-83.23484 34.879211,-72.596881 28.735087,-83.596413 28.166571))	SPoCA_v1.0_CH_0000007910
CH	2013-01-01T04:03:55	POINT(-594.955 42.8634)	POLYGON((-650.7 -10.5,-531.9 -10.5,-531.9 98.7,-650.7 98.7,-650.7 -10.5))	POLYGON((-650.7 40.5,-650.1 41.1,-625.5 74.1,-572.1 98.7,-531.9 51.3,-540.3 35.7,-594.9 -10.5,-614.7 5.7,-645.9 2.1,-650.7 40.5))	POINT(-37.396718 0.083434502)	POLYGON((-41.699828 -2.894481,-32.934393 -3.176642,-32.937077 3.221515,-41.732112 3.508924,-41.699828 -2.894481))	POLYGON((-41.635058 0.089304,-41.588041 0.122783,-39.715783 1.992427,-35.798771 3.308639,-32.878742 0.438388,-33.466547 -0.45792,-37.454048 -3.03824,-38.897444 -2.042718,-41.295179 -2.171181,-41.635058 0.089304))	SPoCA_v1.0_CH_0000007915
CH	2013-01-01T04:03:55	POINT(350.899 -901.907)	POLYGON((308.7 -922.5,396.3 -922.5,396.3 -885.9,308.7 -885.9,308.7 -922.5))	POLYGON((308.7 -919.5,309.3 -918.9,356.7 -887.7,396.3 -889.5,308.7 -919.5))	POINT(76.754122 -68.337463)	POLYGON((83.708069 -71.452188,83.610991 -66.598416,81.343044 -65.761776,53.781191 -66.949102,83.708069 -71.452188))	POLYGON((78.336082 -71.16765,77.762541 -71.088422,67.183902 -66.66313,86.79855 -66.010852,78.336082 -71.16765))	SPoCA_v1.0_CH_0000007909
CH	2013-01-01T04:03:55	POINT(-137.693 -946.28)	POLYGON((-234.3 -971.7,-57.3 -971.7,-57.3 -924.9,-234.3 -924.9,-234.3 -971.7))	POLYGON((-234.3 -944.7,-231.3 -944.1,-210.3 -929.1,-85.5 -925.5,-57.3 -971.7,-234.3 -944.7))	POINT(-42.722567 -78.009318)	POLYGON((-78.653374 -76.168061,-67.701813 -86.363036,-12.375642 -74.125382,-55.607238 -73.103877,-78.653374 -76.168061))	POLYGON((-83.70301 -76.028337,-79.76631 -76.070745,-51.537088 -74.04346,-18.698638 -74.165038,-67.701813 -86.363036,-83.70301 -76.028337))	SPoCA_v1.0_CH_0000007836
CH	2013-01-01T08:03:55	POINT(-816.732 514.015)	POLYGON((-851.7 470.7,-784.5 470.7,-784.5 577.5,-851.7 577.5,-851.7 470.7))	POLYGON((-851.7 472.5,-851.1 473.1,-784.5 577.5,-808.5 498.9,-851.7 472.5))	POINT(-77.728196 31.150963)	POLYGON((-83.02696 28.495059,-64.797773 27.511215,-83.09287 35.95681,-87.588925 34.065397,-83.02696 28.495059))	POLYGON((-83.845544 28.661625,-83.60251 28.688391,-83.09287 35.95681,-72.529954 29.827423,-83.845544 28.661625))	SPoCA_v1.0_CH_0000007910
CH	2013-01-01T08:03:55	POINT(-752.319 462.823)	POLYGON((-784.5 430.5,-717.3 430.5,-717.3 494.1,-784.5 494.1,-784.5 430.5))	POLYGON((-784.5 473.7,-783.9 474.3,-759.9 494.1,-728.1 486.9,-717.3 453.3,-727.5 433.5,-766.5 435.3,-784.5 473.7))	POINT(-59.456654 26.717228)	POLYGON((-62.02763 24.710654,-53.560572 24.306115,-56.724808 28.691048,-66.846796 29.197849,-62.02763 24.710654))	POLYGON((-65.039064 27.724851,-64.987138 27.76248,-62.689585 28.984224,-57.685394 28.248442,-54.566448 25.851908,-54.850093 24.561502,-59.792399 24.914617,-65.039064 27.724851))	SPoCA_v1.0_CH_0000007920
CH	2013-01-01T08:03:55	POINT(357.305 -900.829)	POLYGON((308.1 -923.7,414.9 -923.7,414.9 -879.9,308.1 -879.9,308.1 -923.7))	POLYGON((308.1 -923.1,309.3 -922.5,359.1 -890.1,409.5 -884.1,308.1 -923.1))	POINT(78.662806 -68.0882)	POLYGON((86.114916 -71.56001,83.85664 -65.663394,85.093285 -64.753298,51.424026 -66.219257,86.114916 -71.56001))	POLYGON((84.646191 -71.521125,84.213496 -71.432587,69.610819 -66.908679,88.118792 -65.18475,84.646191 -71.521125))	SPoCA_v1.0_CH_0000007909
CH	2013-01-01T08:03:55	POINT(-562.296 42.7447)	POLYGON((-618.3 -18.9,-501.9 -18.9,-501.9 152.1,-618.3 152.1,-618.3 -18.9))	POLYGON((-618.3 38.1,-617.7 38.7,-588.9 78.9,-546.9 98.7,-543.9 140.7,-525.9 149.7,-539.7 98.1,-501.9 48.3,-538.5 -5.7,-554.1 -18.9,-584.7 -3.9,-610.5 -12.9,-618.3 38.1))	POINT(-35.024311 -0.014463927)	POLYGON((-39.226229 -3.486565,-30.882135 -3.742362,-31.019213 6.300254,-39.451726 6.566002,-39.226229 -3.486565))	POLYGON((-39.140039 -0.152874,-39.09463 -0.119274,-36.982665 2.1675,-33.992614 3.236804,-33.91153 5.710511,-32.677411 6.20598,-33.482689 3.186147,-30.809475 0.18748,-33.387171 -2.898917,-34.519163 -3.637424,-36.69066 -2.6921,-38.621848 -3.155672,-39.140039 -0.152874))	SPoCA_v1.0_CH_0000007915
CH	2013-01-01T08:03:55	POINT(-132.554 -948.184)	POLYGON((-229.5 -972.3,-48.3 -972.3,-48.3 -928.5,-229.5 -928.5,-229.5 -972.3))	POLYGON((-229.5 -945.9,-227.7 -945.3,-200.1 -930.9,-104.7 -928.5,-74.1 -935.1,-48.3 -972.3,-229.5 -945.9))	POINT(-42.845848 -78.489945)	POLYGON((-78.347963 -76.434606,-65.899859 -86.893301,-10.885582 -74.830134,-57.047935 -73.741667,-78.347963 -76.434606))	POLYGON((-83.737735 -76.321127,-80.57406 -76.325675,-49.881748 -74.46483,-23.900378 -74.667196,-18.339569 -76.055348,-65.899859 -86.893301,-83.737735 -76.321127))	SPoCA_v1.0_CH_0000007836
CH	2013-01-01T08:03:55	POINT(665.728 -708.849)	POLYGON((629.7 -743.1,695.7 -743.1,695.7 -682.5,629.7 -682.5,629.7 -743.1))	POLYGON((629.7 -743.1,630.3 -742.5,685.5 -686.7,677.1 -701.1,629.7 -743.1))	POINT(85.775094 -46.866204)	POLYGON((87.622434 -49.79173,87.123661 -46.819808,88.367137 -44.525357,66.953875 -45.561364,87.622434 -49.79173))	POLYGON((87.622434 -49.79173,87.522789 -49.742243,83.94797 -45.093181,88.57336 -46.066812,87.622434 -49.79173))	SPoCA_v1.0_CH_0000007788
CH	2013-01-01T12:03:55	POINT(-523.76 52.6043)	POLYGON((-584.1 -20.1,-465.9 -20.1,-465.9 166.5,-584.1 166.5,-584.1 -20.1))	POLYGON((-584.1 40.5,-583.5 41.1,-525.3 98.1,-511.5 163.5,-494.1 166.5,-494.1 105.9,-465.9 54.3,-487.5 -10.5,-521.7 -20.1,-552.9 -3.9,-574.5 -18.3,-584.1 40.5))	POINT(-32.312914 0.46561622)	POLYGON((-36.686579 -3.655847,-28.456674 -3.893756,-28.625048 7.07181,-36.953906 7.320256,-36.686579 -3.655847))	POLYGON((-36.600007 -0.111858,-36.556182 -0.078134,-32.47397 3.139977,-31.730751 6.979813,-30.542061 7.123991,-30.343728 3.538097,-28.386227 0.457269,-29.886719 -3.294749,-32.247883 -3.790831,-34.400688 -2.779398,-35.982924 -3.572918,-36.600007 -0.111858))	SPoCA_v1.0_CH_0000007915
CH	2013-01-01T12:03:55	POINT(-126.421 -950.307)	POLYGON((-221.7 -972.9,-37.5 -972.9,-37.5 -929.7,-221.7 -929.7,-221.7 -972.9))	POLYGON((-221.7 -947.1,-220.5 -946.5,-194.1 -933.3,-74.1 -929.7,-53.1 -970.5,-37.5 -972.9,-221.7 -947.1))	POINT(-42.924476 -79.045317)	POLYGON((-77.845939 -76.863585,-62.531081 -87.518853,-8.578904 -75.095443,-55.622343 -74.039874,-77.845939 -76.863585))	POLYGON((-81.518986 -76.72761,-78.981862 -76.698739,-49.944484 -74.955708,-17.053181 -75.016708,-52.689435 -86.079285,-62.531081 -87.518853,-81.518986 -76.72761))	SPoCA_v1.0_CH_0000007836
CH	2013-01-01T12:03:55	POINT(-810.916 521.276)	POLYGON((-849.9 475.5,-776.1 475.5,-776.1 588.3,-849.9 588.3,-849.9 475.5))	POLYGON((-849.9 476.1,-849.3 476.7,-776.1 588.3,-801.9 503.7,-849.9 476.1))	POINT(-77.165081 31.619673)	POLYGON((-83.694774 28.853472,-63.795155 27.774059,-82.656522 36.722753,-87.533715 34.614977,-83.694774 28.853472))	POLYGON((-84.001865 28.911137,-83.750733 28.937457,-82.656522 36.722753,-71.550916 30.097757,-84.001865 28.911137))	SPoCA_v1.0_CH_0000007910
CH	2013-01-01T12:03:55	POINT(363.348 -897.827)	POLYGON((315.9 -921.3,405.3 -921.3,405.3 -882.3,315.9 -882.3,315.9 -921.3))	POLYGON((315.9 -920.1,317.1 -919.5,366.9 -884.7,399.3 -888.9,315.9 -920.1))	POINT(78.196294 -67.659213)	POLYGON((86.858954 -71.091012,83.675113 -66.100197,82.168592 -65.229345,54.046255 -66.46401,86.858954 -71.091012))	POLYGON((84.02171 -71.014814,83.650936 -70.926274,68.54298 -66.199002,88.487807 -65.847557,84.02171 -71.014814))	SPoCA_v1.0_CH_0000007909
CH	2013-01-01T12:03:55	POINT(-724.904 464.946)	POLYGON((-770.1 428.1,-673.5 428.1,-673.5 503.7,-770.1 503.7,-770.1 428.1))	POLYGON((-770.1 474.9,-769.5 475.5,-740.1 503.7,-712.5 502.5,-675.9 468.9,-675.9 448.5,-732.9 428.1,-758.1 441.3,-770.1 474.9))	POINT(-56.041626 26.68437)	POLYGON((-59.877369 24.438353,-48.844092 23.928804,-51.998991 29.115321,-65.161707 29.758626,-59.877369 24.438353))	POLYGON((-62.808681 27.68343,-62.760231 27.721299,-60.434706 29.517834,-56.60974 29.248445,-50.645428 26.700744,-49.82402 25.309617,-55.233092 24.215576,-58.994313 25.260126,-62.808681 27.68343))	SPoCA_v1.0_CH_0000007920
CH	2013-01-01T16:03:55	POINT(371.848 -892.558)	POLYGON((318.9 -919.5,422.7 -919.5,422.7 -872.1,318.9 -872.1,318.9 -919.5))	POLYGON((318.9 -919.5,319.5 -918.9,362.1 -884.1,421.5 -877.5,318.9 -919.5))	POINT(76.610711 -66.958608)	POLYGON((85.067777 -70.861723,83.908316 -65.162206,80.296655 -63.950519,51.107622 -65.215836,85.067777 -70.861723))	POLYGON((85.067777 -70.861723,84.222487 -70.797184,66.731388 -66.204503,86.420806 -64.368893,85.067777 -70.861723))	SPoCA_v1.0_CH_0000007909
CH	2013-01-01T16:03:55	POINT(-791.473 544.617)	POLYGON((-834.9 488.7,-753.9 488.7,-753.9 605.1,-834.9 605.1,-834.9 488.7))	POLYGON((-834.9 494.1,-834.3 494.7,-765.9 602.1,-753.9 599.7,-768.9 537.9,-834.9 494.1))	POINT(-75.441669 33.157933)	POLYGON((-79.16331 29.489497,-61.357884 28.532769,-77.194401 37.659969,-87.414234 35.853167,-79.16331 29.489497))	POLYGON((-80.642422 29.940045,-80.50667 29.97333,-82.911238 37.760232,-75.610535 37.167227,-68.579441 32.30768,-80.642422 29.940045))	SPoCA_v1.0_CH_0000007910
CH	2013-01-01T16:03:55	POINT(-413.425 42.5309)	POLYGON((-470.1 -35.1,-339.9 -35.1,-339.9 174.9,-470.1 174.9,-470.1 -35.1))	POLYGON((-470.1 38.7,-469.5 39.3,-429.9 102.9,-433.5 144.9,-402.3 174.9,-402.3 129.3,-371.7 81.3,-379.5 17.1,-339.9 -5.1,-343.5 -33.3,-447.9 -33.9,-470.1 38.7))	POINT(-24.948553 -0.33306345)	POLYGON((-28.774283 -4.780214,-20.367404 -4.968616,-20.465497 7.365663,-28.94274 7.562309,-28.774283 -4.780214))	POLYGON((-28.665954 -0.465893,-28.625795 -0.431825,-26.061316 3.233615,-26.393585 5.718038,-24.454085 7.450307,-24.322141 4.747646,-22.296689 1.88031,-22.790401 -1.868226,-20.320825 -3.215327,-20.589457 -4.859137,-27.295543 -4.747492,-28.665954 -0.465893))	SPoCA_v1.0_CH_0000007915
CH	2013-01-01T16:03:55	POINT(-678.6 465.757)	POLYGON((-738.3 418.5,-621.3 418.5,-621.3 526.5,-738.3 526.5,-738.3 418.5))	POLYGON((-738.3 482.1,-737.7 482.7,-672.9 525.3,-627.9 471.9,-621.3 439.5,-639.3 420.3,-708.3 427.5,-738.3 482.1))	POINT(-50.793117 26.485446)	POLYGON((-55.440118 23.589727,-43.619757 23.075609,-47.453566 30.476514,-61.943495 31.160918,-55.440118 23.589727))	POLYGON((-58.723618 27.954893,-58.680353 27.993267,-53.087382 30.644813,-45.892471 26.684787,-44.214702 24.469121,-45.308441 23.26026,-52.434339 24.036296,-58.723618 27.954893))	SPoCA_v1.0_CH_0000007920
CH	2013-01-01T16:03:55	POINT(-101.288 -949.644)	POLYGON((-224.1 -973.5,-22.5 -973.5,-22.5 -911.7,-224.1 -911.7,-224.1 -973.5))	POLYGON((-224.1 -947.1,-223.5 -946.5,-96.9 -939.9,-72.3 -911.7,-23.7 -973.5,-224.1 -947.1))	POINT(-33.36642 -79.133997)	POLYGON((-77.885216 -76.735956,-52.719805 -88.340325,-4.258309 -71.943413,-45.353482 -71.196364,-77.885216 -76.735956))	POLYGON((-83.451262 -76.641461,-81.137398 -76.604157,-26.126001 -76.98512,-13.755961 -71.878981,-54.824421 -88.298129,-83.451262 -76.641461))	SPoCA_v1.0_CH_0000007836
CH	2013-01-02T01:38:07	POINT(-777.612 563.23)	POLYGON((-828.9 494.7,-695.7 494.7,-695.7 677.7,-828.9 677.7,-828.9 494.7))	POLYGON((-828.9 511.5,-828.3 512.1,-695.7 677.7,-746.7 606.3,-773.7 520.5,-793.5 525.3,-822.3 494.7,-828.9 511.5))	POINT(-74.869374 34.444795)	POLYGON((-78.046186 29.827173,-54.068476 28.558886,-78.794535 43.419301,-87.073306 39.178198,-78.046186 29.827173))	POLYGON((-83.513248 31.292553,-83.301049 31.321799,-78.794535 43.419301,-74.784489 37.604342,-67.474661 31.015667,-72.524877 31.626713,-75.718039 29.695694,-83.513248 31.292553))	SPoCA_v1.0_CH_0000007910
CH	2013-01-02T01:38:07	POINT(-654.482 463.513)	POLYGON((-724.5 408.3,-574.5 408.3,-574.5 533.7,-724.5 533.7,-724.5 408.3))	POLYGON((-724.5 498.3,-723.9 498.9,-653.1 532.5,-578.1 411.3,-666.9 408.9,-724.5 498.3))	POINT(-48.186446 26.191473)	POLYGON((-53.449068 22.809992,-39.329505 22.217754,-43.088476 30.765333,-60.418079 31.565354,-53.449068 22.809992))	POLYGON((-57.8791 28.989253,-57.837738 29.028154,-51.176976 31.031594,-39.695942 22.424904,-47.560302 22.58519,-57.8791 28.989253))	SPoCA_v1.0_CH_0000007920
CH	2013-01-02T01:38:07	POINT(-98.086 -953.024)	POLYGON((-224.1 -973.5,-13.5 -973.5,-13.5 -925.5,-224.1 -925.5,-224.1 -973.5))	POLYGON((-224.1 -947.1,-223.5 -946.5,-86.1 -943.5,-48.3 -925.5,-13.5 -972.9,-224.1 -947.1))	POINT(-35.422426 -80.02375)	POLYGON((-77.693377 -76.726167,-35.71643 -88.642801,-2.942564 -74.392224,-53.281231 -73.371877,-77.693377 -76.726167))	POLYGON((-83.642716 -76.646612,-81.327534 -76.611149,-24.771338 -77.859477,-10.557805 -74.353825,-26.638172 -88.232633,-83.642716 -76.646612))	SPoCA_v1.0_CH_0000007836
CH	2013-01-02T01:38:07	POINT(365.623 -895.268)	POLYGON((280.5 -930.3,429.3 -930.3,429.3 -867.3,280.5 -867.3,280.5 -930.3))	POLYGON((280.5 -926.7,281.1 -926.1,397.5 -870.9,428.7 -874.5,280.5 -926.7))	POINT(76.662674 -67.371015)	POLYGON((80.955216 -73.088474,83.832727 -65.074784,79.043913 -63.399909,42.599413 -64.919357,80.955216 -73.088474))	POLYGON((74.833092 -72.686464,74.268074 -72.599672,69.81109 -64.307035,87.421727 -63.923893,74.833092 -72.686464))	SPoCA_v1.0_CH_0000007909
CH	2013-01-02T01:38:07	POINT(-377.256 48.7129)	POLYGON((-434.7 -39.9,-305.7 -39.9,-305.7 178.5,-434.7 178.5,-434.7 -39.9))	POLYGON((-434.7 50.7,-434.1 51.3,-393.3 102.3,-411.3 134.1,-406.5 164.7,-362.7 178.5,-363.9 122.7,-326.7 62.1,-338.7 29.1,-306.3 -5.7,-309.3 -32.1,-417.9 -34.5,-434.7 50.7))	POINT(-22.635447 -0.064846324)	POLYGON((-26.44444 -5.160842,-18.250995 -5.331113,-18.332972 7.496382,-26.587922 7.674122,-26.44444 -5.160842))	POLYGON((-26.32913 0.136271,-26.29001 0.170445,-23.693537 3.101197,-24.913533 5.002568,-24.689419 6.808046,-21.918356 7.565963,-21.855869 4.262201,-19.468093 0.65598,-20.217768 -1.261214,-18.238044 -3.331617,-18.460019 -4.871269,-25.335114 -4.871362,-26.32913 0.136271))	SPoCA_v1.0_CH_0000007915
