event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid
CH	2012-09-01T01:36:19	POINT(694.696 627.934)	POLYGON((665.1 588.3,740.7 588.3,740.7 673.5,665.1 673.5,665.1 588.3))	POLYGON((665.1 618.9,665.7 619.5,677.1 634.5,670.5 673.5,738.9 588.3,706.5 621.9,695.7 606.9,665.1 618.9))	POINT(82.936259 42.604395)	POLYGON((68.16536 41.171639,88.369432 38.793156,83.866662 41.916143,89.701144 45.604208,68.16536 41.171639))	POLYGON((73.00563 43.041749,73.243384 43.062823,79.282511 43.577339,83.209749 44.724215,87.321231 38.921907,85.441479 41.811808,77.695465 41.540885,73.00563 43.041749))	SPoCA_v1.0_CH_0000005958
CH	2012-09-01T01:36:19	POINT(-448.877 -603.493)	POLYGON((-515.1 -682.5,-375.9 -682.5,-375.9 -515.1,-515.1 -515.1,-515.1 -682.5))	POLYGON((-515.1 -641.1,-514.5 -640.5,-502.5 -600.9,-429.3 -515.1,-405.3 -531.9,-407.1 -564.9,-378.9 -596.7,-393.9 -632.7,-446.1 -641.1,-503.1 -682.5,-515.1 -641.1))	POINT(-34.374232 -33.459708)	POLYGON((-45.783105 -40.994019,-30.840259 -39.68435,-26.08243 -26.282157,-37.375772 -27.090259,-45.783105 -40.994019))	POLYGON((-42.759056 -37.197945,-42.655761 -37.13896,-39.324167 -33.668927,-30.222548 -26.548762,-28.682113 -27.65845,-29.596918 -30.15576,-28.111814 -32.479184,-30.506703 -35.491632,-35.660083 -36.570311,-44.29832 -40.84607,-42.759056 -37.197945))	SPoCA_v1.0_CH_0000005959
CH	2012-09-01T01:36:19	POINT(504.422 610.096)	POLYGON((442.5 584.7,554.1 584.7,554.1 639.3,442.5 639.3,442.5 584.7))	POLYGON((442.5 600.9,443.1 601.5,446.7 612.9,482.7 605.7,537.9 639.3,550.5 613.5,506.7 584.7,442.5 600.9))	POINT(48.295271 44.83256)	POLYGON((39.816703 43.525851,52.106619 42.517973,57.452761 46.348723,43.497695 47.56915,39.816703 43.525851))	POLYGON((40.792044 44.707163,40.89312 44.746526,42.026905 45.557886,45.476316 44.720393,55.22787 46.561454,54.226962 44.572561,46.639631 42.99443,40.792044 44.707163))	SPoCA_v1.0_CH_0000005847
CH	2012-09-01T01:36:19	POINT(-60.2577 -795.711)	POLYGON((-177.9 -900.3,60.3 -900.3,60.3 -695.7,-177.9 -695.7,-177.9 -900.3))	POLYGON((-177.9 -777.3,-176.7 -776.7,-145.5 -763.5,-118.5 -713.7,-46.5 -695.7,-38.1 -741.3,-2.7 -757.5,43.5 -815.7,-17.1 -850.5,41.7 -863.1,59.1 -896.1,41.7 -900.3,35.7 -883.5,-30.3 -854.1,-167.1 -825.9,-156.9 -804.9,-177.9 -777.3))	POINT(-5.5871769 -49.484166)	POLYGON((-26.178912 -64.923797,8.308908 -63.994271,4.715912 -39.700491,-14.085279 -39.922352,-26.178912 -64.923797))	POLYGON((-16.144083 -47.810645,-16.010488 -47.742259,-12.760861 -46.2637,-9.540623 -41.401279,-3.634365 -39.689049,-3.179359 -43.878392,-0.2314 -45.449658,4.228904 -51.735468,-1.844052 -56.079525,4.722395 -57.86068,7.918655 -63.208745,5.723799 -63.938079,4.433692 -60.978529,-3.312088 -56.580108,-17.084597 -53.325944,-15.098074 -50.772614,-16.144083 -47.810645))	SPoCA_v1.0_CH_0000005930
CH	2012-09-01T05:36:19	POINT(691.973 629.459)	POLYGON((671.7 598.5,737.7 598.5,737.7 666.9,671.7 666.9,671.7 598.5))	POLYGON((671.7 664.5,672.3 665.1,737.7 599.7,708.9 628.5,701.1 608.1,675.9 605.7,671.7 664.5))	POINT(82.452883 42.785342)	POLYGON((70.862893 41.665337,86.571055 38.963583,83.884939 41.751088,89.588333 45.046535,70.862893 41.665337))	POLYGON((88.114072 45.021755,88.815476 44.987119,84.51699 38.784388,89.966097 41.782541,79.420601 41.430806,72.894889 42.001757,88.114072 45.021755))	SPoCA_v1.0_CH_0000005958
CH	2012-09-01T05:36:19	POINT(-28.3761 -793.058)	POLYGON((-134.1 -881.1,68.7 -881.1,68.7 -697.5,-134.1 -697.5,-134.1 -881.1))	POLYGON((-134.1 -798.3,-133.5 -797.7,-116.1 -755.7,-55.5 -745.5,-49.5 -697.5,-16.5 -698.7,-24.9 -752.7,38.1 -787.5,62.7 -834.9,30.3 -857.1,68.1 -877.5,28.5 -878.7,26.1 -854.7,4.5 -842.7,-90.9 -842.1,-95.7 -810.3,-134.1 -798.3))	POINT(-2.6101093 -49.154902)	POLYGON((-16.877186 -60.970195,8.469148 -60.658411,5.3873 -39.863298,-10.5769 -39.968025,-16.877186 -60.970195))	POLYGON((-12.632867 -49.935531,-12.557057 -49.86644,-9.99138 -45.395293,-4.666711 -44.293653,-3.877884 -39.845568,-1.293432 -39.934914,-2.116651 -44.974711,3.463929 -48.559941,6.445303 -54.093632,3.348328 -56.988222,8.245803 -60.080963,3.452187 -60.187511,2.857873 -56.651543,0.472427 -55.034887,-9.599905 -55.085063,-9.224618 -51.192675,-12.632867 -49.935531))	SPoCA_v1.0_CH_0000005930
CH	2012-09-01T05:36:19	POINT(-421.243 -601.386)	POLYGON((-491.1 -684.9,-339.9 -684.9,-339.9 -514.5,-491.1 -514.5,-491.1 -684.9))	POLYGON((-491.1 -647.1,-490.5 -646.5,-476.7 -599.7,-407.7 -514.5,-384.3 -522.9,-377.7 -561.3,-341.7 -612.9,-367.5 -637.5,-428.1 -637.5,-460.5 -681.3,-486.3 -684.3,-491.1 -647.1))	POINT(-31.841706 -33.098926)	POLYGON((-43.041965 -40.929277,-27.602792 -39.662449,-23.379538 -26.08098,-35.279882 -26.874935,-43.041965 -40.929277))	POLYGON((-40.514413 -37.479875,-40.416095 -37.421359,-36.791242 -33.355286,-28.510124 -26.387617,-26.863995 -26.886975,-27.140052 -29.721429,-25.481678 -33.575493,-28.357571 -35.728178,-33.791667 -36.122839,-39.315831 -40.268296,-42.431643 -40.818274,-40.514413 -37.479875))	SPoCA_v1.0_CH_0000005959
CH	2012-09-01T05:36:19	POINT(543.05 617.042)	POLYGON((503.1 580.5,570.9 580.5,570.9 653.1,503.1 653.1,503.1 580.5))	POLYGON((503.1 588.3,503.7 588.9,556.5 653.1,570.3 611.1,503.1 588.3))	POINT(53.611764 44.911371)	POLYGON((45.950646 42.729771,53.799334 42.039414,61.686261 47.071076,52.111136 47.990086,45.950646 42.729771))	POLYGON((46.492104 43.283608,46.601517 43.320779,59.500812 47.291094,56.579344 44.158353,46.492104 43.283608))	SPoCA_v1.0_CH_0000005847
CH	2012-09-01T09:36:19	POINT(20.4406 -793.029)	POLYGON((-35.7 -880.5,81.9 -880.5,81.9 -701.1,-35.7 -701.1,-35.7 -880.5))	POLYGON((-35.7 -730.5,-35.1 -729.9,-16.5 -701.1,12.3 -709.5,5.7 -758.7,48.9 -776.1,81.9 -830.7,53.7 -861.3,70.5 -876.9,38.1 -878.7,31.5 -851.1,-30.3 -816.9,-6.3 -782.7,-35.7 -730.5))	POINT(1.8792955 -49.141551)	POLYGON((-4.364284 -60.476401,10.092808 -60.598586,6.457723 -40.194158,-2.808234 -40.15121,-4.364284 -60.476401))	POLYGON((-2.927879 -42.839839,-2.875971 -42.783094,-1.297355 -40.14332,0.978047 -40.895671,0.48944 -45.558763,4.344539 -47.357382,8.331725 -53.600813,6.04299 -57.60884,8.513391 -59.985779,4.617909 -60.193521,3.405101 -56.15826,-2.95165 -51.851579,-0.566445 -48.026443,-2.927879 -42.839839))	SPoCA_v1.0_CH_0000005930
CH	2012-09-01T09:36:19	POINT(-390.151 -604.731)	POLYGON((-467.1 -687.9,-303.9 -687.9,-303.9 -513.9,-467.1 -513.9,-467.1 -687.9))	POLYGON((-467.1 -666.3,-466.5 -665.7,-447.3 -600.3,-368.1 -513.9,-332.1 -552.9,-305.7 -618.9,-341.1 -641.1,-405.3 -626.1,-434.7 -687.9,-462.9 -686.1,-467.1 -666.3))	POINT(-29.274387 -33.174173)	POLYGON((-40.486024 -40.947179,-24.493031 -39.723582,-20.744457 -25.898985,-33.250325 -26.672901,-40.486024 -40.947179))	POLYGON((-39.089775 -38.955992,-38.990619 -38.896262,-34.108876 -33.182243,-25.468635 -26.15255,-23.434878 -28.874625,-22.722058 -33.887805,-26.208831 -35.878389,-31.277386 -35.007546,-36.962568 -40.633875,-39.8923 -40.734965,-39.089775 -38.955992))	SPoCA_v1.0_CH_0000005959
