event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid
CH	2013-08-01T00:37:07	POINT(34.0661 938.085)	POLYGON((-84.9 924.9,163.5 924.9,163.5 944.7,-84.9 944.7,-84.9 924.9))	POLYGON((-84.9 939.9,-83.7 940.5,50.7 943.5,162.3 925.5,-84.9 939.9))	POINT(56.688478 87.530433)	POLYGON((-44.233945 82.610879,83.303573 79.978554,61.008444 78.757429,-43.124872 82.476224,-44.233945 82.610879))	POLYGON((-68.889601 84.478171,-63.665407 84.332796,42.088919 85.412321,84.442687 80.074088,-68.889601 84.478171))	SPoCA_v1.0_CH_0000010763
CH	2013-08-01T00:37:07	POINT(-183.43 739.121)	POLYGON((-214.5 666.9,-147.9 666.9,-147.9 800.1,-214.5 800.1,-214.5 666.9))	POLYGON((-214.5 758.1,-213.9 758.7,-191.1 798.9,-148.5 705.3,-149.1 666.9,-214.5 758.1))	POINT(-20.624747 56.683914)	POLYGON((-20.659519 50.131524,-14.130137 50.303485,-20.16027 63.07627,-29.623547 62.745743,-20.659519 50.131524))	POLYGON((-25.585009 58.399542,-25.556526 58.461475,-26.126179 62.745752,-15.320145 53.652908,-14.246449 50.300975,-25.585009 58.399542))	SPoCA_v1.0_CH_0000010760
CH	2013-08-01T00:37:07	POINT(-306.488 838.767)	POLYGON((-444.3 766.5,-118.5 766.5,-118.5 936.9,-444.3 936.9,-444.3 766.5))	POLYGON((-444.3 829.5,-443.7 830.1,-279.9 902.1,-121.5 931.5,-335.7 870.3,-338.7 849.3,-313.5 836.1,-250.5 855.9,-251.1 812.1,-299.7 768.9,-330.3 775.5,-360.9 839.1,-444.3 829.5))	POINT(-53.249035 66.174796)	POLYGON((-60.086208 57.230653,-14.294635 59.584827,-69.648484 82.319883,-78.618623 64.082759,-60.086208 57.230653))	POLYGON((-88.390892 61.973712,-88.72321 62.018961,-81.101997 72.568109,-81.928443 82.546653,-78.17345 68.747899,-64.959564 66.739193,-53.813545 65.783157,-47.372387 68.928702,-36.902748 63.807386,-37.830224 58.95897,-43.15136 59.355155,-65.729792 65.278604,-88.390892 61.973712))	SPoCA_v1.0_CH_0000010748
CH	2013-08-01T00:37:07	POINT(-143.819 -670.696)	POLYGON((-300.3 -802.5,62.1 -802.5,62.1 -507.9,-300.3 -507.9,-300.3 -802.5))	POLYGON((-300.3 -783.3,-299.7 -782.7,-267.9 -759.3,-275.7 -720.3,-227.1 -632.1,-223.5 -587.1,-203.1 -571.5,-114.9 -584.1,-32.1 -549.9,12.9 -507.9,60.9 -525.9,30.9 -567.9,-10.5 -565.5,-43.5 -588.3,-35.1 -680.1,-86.1 -714.9,-95.7 -755.1,-156.3 -801.9,-241.5 -788.7,-269.1 -802.5,-300.3 -783.3))	POINT(-11.306182 -39.339341)	POLYGON((-31.876299 -53.111512,6.12423 -52.109579,4.195519 -26.583451,-20.799765 -26.974851,-31.876299 -53.111512))	POLYGON((-30.140479 -50.862163,-30.022685 -50.790152,-25.020775 -48.063653,-23.937324 -44.2126,-17.278275 -36.286248,-16.255244 -32.693159,-14.531276 -31.449542,-8.233867 -32.273025,-2.230076 -29.631105,0.870655 -26.56737,4.162863 -27.880999,2.176522 -30.978307,-0.738007 -30.793228,-3.117214 -32.539884,-2.770115 -40.031714,-7.153642 -43.191553,-8.524276 -47.080124,-15.631036 -52.258402,-23.952618 -51.117522,-28.079061 -52.884458,-30.140479 -50.862163))	SPoCA_v1.0_CH_0000010689
CH	2013-08-01T00:37:07	POINT(228.58 473.664)	POLYGON((-1.5 265.5,504.3 265.5,504.3 689.7,-1.5 689.7,-1.5 265.5))	POLYGON((-1.5 558.3,-0.9 558.9,28.5 591.3,14.1 660.3,42.9 689.7,77.1 678.3,50.1 642.3,82.5 594.9,134.1 579.3,217.5 609.9,245.7 585.3,295.5 584.7,413.1 521.7,443.7 528.3,489.3 510.9,499.5 466.5,460.5 438.9,425.1 438.9,401.7 463.5,375.3 455.1,326.1 320.1,231.9 323.7,206.7 290.1,180.3 294.9,105.3 265.5,140.7 323.7,137.1 379.5,33.3 534.3,0.3 542.1,-1.5 558.3))	POINT(17.202222 35.479033)	POLYGON((-0.097617 22.018305,34.705206 21.034441,56.192818 50.16074,-0.14862 52.432959,-0.097617 22.018305))	POLYGON((-0.121518 41.819923,-0.072962 41.864826,2.406227 44.325389,1.32212 49.894691,4.253128 52.419267,7.485125 51.392863,4.56042 48.38015,7.010359 44.570619,11.198843 43.308963,19.093486 45.501993,20.927163 43.526158,25.351624 43.322376,33.67468 38.242416,36.743488 38.558735,40.299415 37.090834,39.435791 34.000217,35.067283 32.345917,32.088463 32.501097,30.812541 34.256989,28.416479 33.786612,22.287587 25.075232,15.701917 25.510961,13.722511 23.414465,11.97339 23.756377,6.867469 21.9788,9.460187 25.640433,9.528191 29.26815,2.626669 40.039041,0.023859 40.617256,-0.121518 41.819923))	SPoCA_v1.0_CH_0000010634
CH	2013-08-01T04:37:19	POINT(9.84712 940.537)	POLYGON((-73.5 934.5,60.9 934.5,60.9 944.7,-73.5 944.7,-73.5 934.5))	POLYGON((-73.5 939.9,-72.3 940.5,60.9 940.5,39.9 934.5,-73.5 939.9))	POINT(61.750742 89.323076)	POLYGON((-65.773239 85.11306,56.899201 85.593269,33.785888 83.356982,-38.922723 82.908145,-65.773239 85.11306))	POLYGON((-75.585677 85.39814,-70.316835 85.343411,76.028429 86.195786,40.007667 86.239029,-75.585677 85.39814))	SPoCA_v1.0_CH_0000010770
CH	2013-08-01T04:37:19	POINT(-198.378 917.564)	POLYGON((-270.3 902.7,-116.1 902.7,-116.1 936.3,-270.3 936.3,-270.3 902.7))	POLYGON((-270.3 903.9,-269.7 904.5,-116.7 935.7,-201.9 908.1,-270.3 903.9))	POINT(-83.125221 77.806834)	POLYGON((-88.038613 73.385624,-34.631949 77.538034,-76.290522 82.741253,-71.576044 73.001746,-88.038613 73.385624))	POLYGON((-84.77415 73.323022,-83.409408 73.318332,-79.872236 82.799995,-68.173104 76.712878,-84.77415 73.323022))	SPoCA_v1.0_CH_0000010769
CH	2013-08-01T04:37:19	POINT(-375.448 859.862)	POLYGON((-441.9 828.9,-304.5 828.9,-304.5 892.5,-441.9 892.5,-441.9 828.9))	POLYGON((-441.9 831.9,-441.3 832.5,-306.3 888.3,-411.3 835.5,-441.9 831.9))	POINT(-84.843273 66.517956)	POLYGON((-86.367742 62.092237,-49.852686 65.126674,-86.738219 71.188582,-79.047065 63.131639,-86.367742 62.092237))	POLYGON((-89.789693 62.149114,-89.825528 62.189851,-86.357573 71.068772,-78.622164 63.681573,-89.789693 62.149114))	SPoCA_v1.0_CH_0000010765
CH	2013-08-01T04:37:19	POINT(168.723 924.819)	POLYGON((149.1 918.9,197.1 918.9,197.1 932.1,149.1 932.1,149.1 918.9))	POLYGON((149.1 932.1,149.7 932.1,197.1 922.5,168.9 918.9,149.1 932.1))	POINT(86.04744 79.701347)	POLYGON((62.927144 79.807817,85.694592 77.939881,65.525118 76.861559,76.56893 80.67238,62.927144 79.807817))	POLYGON((76.56893 80.67238,76.020378 80.612368,82.854701 77.876534,71.639802 79.159404,76.56893 80.67238))	SPoCA_v1.0_CH_0000010763
CH	2013-08-01T04:37:19	POINT(-275.491 812.466)	POLYGON((-333.3 770.7,-227.1 770.7,-227.1 846.9,-333.3 846.9,-333.3 770.7))	POLYGON((-333.3 814.5,-332.7 815.1,-315.9 834.3,-247.5 846.9,-227.1 818.7,-243.3 788.1,-289.5 770.7,-333.3 814.5))	POINT(-40.925374 63.645951)	POLYGON((-42.878315 58.871953,-28.264394 59.603615,-39.982362 68.089841,-62.464204 66.606979,-42.878315 58.871953))	POLYGON((-51.406844 63.240662,-51.450464 63.310041,-53.732842 65.559681,-43.928889 67.871996,-34.177398 64.742017,-32.3134 61.295702,-36.649358 59.217891,-51.406844 63.240662))	SPoCA_v1.0_CH_0000010748
