event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid
CH	2012-02-01T00:49:08	POINT(790.067 -553.559)	POLYGON((743.1 -627.9,833.7 -627.9,833.7 -500.7,743.1 -500.7,743.1 -627.9))	POLYGON((743.1 -626.7,743.7 -626.1,806.7 -500.7,809.7 -513.3,833.1 -503.1,743.1 -626.7))	POINT(84.525077 -35.422544)	POLYGON((87.677158 -40.186135,85.849578 -36.785463,89.50685 -31.087206,66.022397 -33.487605,87.677158 -40.186135))	POLYGON((89.121148 -40.240025,89.016545 -40.182834,78.399667 -32.308406,81.676039 -32.856334,87.774489 -31.075881,89.121148 -40.240025))	SPoCA_v1.0_CH_0000003758
CH	2012-02-01T00:49:08	POINT(-5.31453 -56.8189)	POLYGON((-270.3 -384.9,336.3 -384.9,336.3 361.5,-270.3 361.5,-270.3 -384.9))	POLYGON((-270.3 -243.9,-269.7 -243.3,-238.5 -220.5,-234.3 -156.3,-120.9 -180.3,-95.1 -150.3,-52.5 -152.7,-3.3 -117.3,45.3 -30.3,35.7 8.7,82.5 51.9,113.1 155.1,120.3 217.5,97.5 264.9,96.9 341.1,146.1 361.5,206.7 325.5,291.3 327.9,336.3 273.9,219.9 282.3,201.3 269.7,199.5 218.7,174.3 206.1,142.5 139.5,132.3 46.5,100.5 35.7,95.1 5.7,36.3 -59.7,14.1 -243.3,1.5 -262.5,-62.7 -278.1,-95.7 -359.7,-168.9 -384.9,-203.7 -300.3,-270.3 -243.9))	POINT(-0.31552339 -9.308929)	POLYGON((-18.411003 -28.879156,23.102815 -28.716785,20.991176 16.140547,-16.718496 15.989143,-18.411003 -28.879156))	POLYGON((-17.130454 -20.168689,-17.087271 -20.133621,-14.934517 -18.816585,-14.363687 -14.994258,-7.41104 -16.55497,-5.772793 -14.790049,-3.185481 -14.952854,-0.198326 -12.867324,2.679446 -7.747276,2.101592 -5.46454,4.845597 -2.914744,6.652039 3.188637,7.119188 6.920818,5.807473 9.772466,5.875387 14.474273,8.935356 15.799685,12.565557 13.617978,17.880484 13.919527,20.494444 10.681625,13.24503 10.96822,12.074529 10.170206,11.865128 7.076831,10.331363 6.28847,8.386086 2.287882,7.787517 -3.197772,5.912018 -3.854476,5.607593 -5.615875,2.156661 -9.473952,0.881441 -20.385348,0.094505 -21.55111,-3.979784 -22.488999,-6.338026 -27.532066,-11.400233 -29.054844,-13.154776 -23.716615,-17.130454 -20.168689))	SPoCA_v1.0_CH_0000003701
CH	2012-02-01T00:49:08	POINT(457.984 421.366)	POLYGON((381.3 223.5,514.5 223.5,514.5 603.3,381.3 603.3,381.3 223.5))	POLYGON((381.3 602.1,381.9 602.7,425.7 576.3,452.1 585.9,477.3 517.5,502.5 500.7,511.5 411.3,485.7 266.7,512.1 227.1,485.1 242.1,408.3 365.1,408.3 387.9,431.1 379.5,447.3 391.5,446.7 428.1,413.7 437.1,402.3 402.9,387.3 417.9,395.7 510.9,438.9 541.5,381.3 602.1))	POINT(30.014156 20.408127)	POLYGON((23.183221 7.730621,32.137753 8.175859,39.286432 33.643459,27.719646 32.914399,23.183221 7.730621))	POLYGON((27.688432 32.822882,27.752294 32.871204,30.59878 31.078665,33.066491 31.930936,33.287273 27.056923,34.927294 26.000666,33.86278 19.978468,30.38844 10.700157,31.988899 8.384733,30.191335 9.192757,25.847047 16.579844,26.070407 18.042245,27.570062 17.579943,28.851243 18.414076,29.285662 20.80795,27.028636 21.280044,25.813403 18.993703,24.936713 19.923464,26.848366 26.237349,30.786433 28.589517,27.688432 32.822882))	SPoCA_v1.0_CH_0000003721
CH	2012-02-01T00:49:08	POINT(137.543 -914.36)	POLYGON((-265.5 -972.3,504.3 -972.3,504.3 -821.1,-265.5 -821.1,-265.5 -972.3))	POLYGON((-265.5 -935.1,-264.3 -934.5,-162.9 -951.3,12.3 -936.9,40.5 -895.5,97.5 -868.5,113.7 -844.5,239.7 -851.1,340.5 -900.9,407.7 -879.9,489.9 -821.1,503.1 -832.5,419.1 -878.1,250.5 -939.9,72.9 -969.9,-98.1 -967.5,-265.5 -935.1))	POINT(33.010561 -74.989558)	POLYGON((-70.018635 -73.722637,79.20816 -62.049808,83.695 -58.606869,-35.894986 -62.340376,-70.018635 -73.722637))	POLYGON((-80.781884 -73.962439,-83.982725 -74.160039,-79.266884 -80.198603,4.15949 -79.979811,7.99075 -72.616717,15.988469 -68.721149,16.474088 -65.733742,36.781373 -65.765575,81.507836 -69.301226,89.425291 -65.246889,78.432937 -59.116925,84.651152 -58.732076,81.777816 -64.215626,76.899993 -74.681385,50.782921 -84.453581,-60.753018 -83.368313,-80.781884 -73.962439))	SPoCA_v1.0_CH_0000003724
CH	2012-02-01T04:49:08	POINT(493.267 401.553)	POLYGON((414.9 228.3,539.1 228.3,539.1 555.3,414.9 555.3,414.9 228.3))	POLYGON((414.9 407.1,415.5 407.7,428.1 420.9,449.1 394.5,475.5 405.3,480.3 443.1,423.9 518.1,456.9 510.3,469.5 549.9,495.9 549.3,538.5 467.1,535.5 393.9,516.3 371.1,536.7 228.3,473.7 302.7,414.9 407.1))	POINT(32.334978 19.246504)	POLYGON((25.391373 8.107012,33.917742 8.560092,39.691632 30.144298,29.209903 29.47284,25.391373 8.107012))	POLYGON((26.740039 19.300064,26.789183 19.341313,27.844389 20.25169,29.01496 18.605495,31.071784 19.415154,32.013818 21.938309,29.107476 26.845446,31.500464 26.441477,33.476116 29.338915,35.677738 29.437668,37.084362 23.855017,35.427627 18.943696,33.629524 17.373967,33.745053 8.549759,29.821601 12.87043,26.740039 19.300064))	SPoCA_v1.0_CH_0000003721
CH	2012-02-01T04:49:08	POINT(196.105 227.301)	POLYGON((79.5 -28.5,367.5 -28.5,367.5 362.7,79.5 362.7,79.5 -28.5))	POLYGON((79.5 -9.3,80.1 -8.7,138.3 68.1,156.3 204.3,133.5 303.9,143.1 350.1,185.7 362.7,222.3 325.5,324.3 322.5,367.5 282.9,243.3 270.3,239.7 222.3,208.5 198.3,181.5 144.9,169.5 53.1,129.3 41.1,113.7 -27.3,84.3 -29.7,79.5 -9.3))	POINT(11.674029 7.579039)	POLYGON((4.704881 -7.640412,22.267236 -7.218429,23.066068 16.29117,4.848426 15.810094,4.704881 -7.640412))	POLYGON((4.693389 -6.515318,4.728558 -6.479863,8.135216 -1.936715,9.25208 6.149257,8.030213 12.180096,8.719311 15.066646,11.393181 15.911743,13.532549 13.630492,19.964551 13.646242,22.547125 11.303335,14.650279 10.259813,14.311991 7.341474,12.378369 5.852629,10.708778 2.636871,9.993901 -2.786761,7.612616 -3.528893,6.735492 -7.549152,4.990457 -7.70826,4.693389 -6.515318))	SPoCA_v1.0_CH_0000003761
CH	2012-02-01T04:49:08	POINT(144.206 -914.368)	POLYGON((-152.7 -972.3,504.3 -972.3,504.3 -816.9,-152.7 -816.9,-152.7 -972.3))	POLYGON((-152.7 -952.5,-114.3 -951.9,-88.5 -936.9,34.5 -929.7,46.5 -903.9,115.5 -860.7,196.5 -837.9,281.7 -864.3,264.3 -906.3,332.7 -908.7,422.1 -874.5,491.1 -816.9,503.1 -832.5,413.7 -880.5,202.5 -951.3,26.1 -972.3,-152.7 -952.5))	POINT(34.690626 -74.933891)	POLYGON((-57.614564 -79.41345,79.185754 -62.047547,81.116829 -58.399341,-19.83916 -62.540135,-57.614564 -79.41345))	POLYGON((-77.439345 -80.756627,-57.725147 -82.022927,-29.896506 -79.502131,10.184421 -78.45236,9.905344 -73.904527,18.169977 -67.683624,28.019267 -64.608409,47.259291 -66.833573,61.14869 -71.960971,87.633866 -70.005451,87.234577 -64.276624,76.779514 -58.81571,84.564078 -58.726215,82.167876 -64.597797,74.088123 -77.508416,23.200366 -86.097653,-77.439345 -80.756627))	SPoCA_v1.0_CH_0000003724
CH	2012-02-01T04:49:08	POINT(-73.9606 -236.639)	POLYGON((-240.9 -378.3,77.7 -378.3,77.7 -57.9,-240.9 -57.9,-240.9 -378.3))	POLYGON((-240.9 -243.3,-240.3 -242.7,-202.5 -222.3,-179.1 -155.7,-81.3 -179.7,-60.9 -147.3,-22.5 -156.3,20.7 -130.5,71.7 -57.9,77.7 -122.7,54.9 -229.5,25.5 -265.5,-31.5 -281.1,-66.9 -359.7,-147.3 -378.3,-180.9 -285.9,-240.9 -243.3))	POINT(-4.6163775 -19.977108)	POLYGON((-16.292283 -28.532229,5.200762 -28.733981,4.61894 -9.365497,-14.452829 -9.198032,-16.292283 -28.532229))	POLYGON((-15.221691 -20.197491,-15.179328 -20.162277,-12.652639 -18.991565,-10.933523 -15.046727,-4.976055 -16.55795,-3.690589 -14.641831,-1.366155 -15.186099,1.248229 -13.657974,4.261603 -9.368343,4.68092 -13.178969,3.415887 -19.554651,1.608952 -21.743968,-2.001244 -22.695233,-4.427281 -27.562153,-9.889624 -28.673892,-11.585672 -22.876894,-15.221691 -20.197491))	SPoCA_v1.0_CH_0000003701
CH	2012-02-01T04:49:08	POINT(786.309 -565.625)	POLYGON((746.1 -623.7,820.5 -623.7,820.5 -513.9,746.1 -513.9,746.1 -623.7))	POLYGON((746.1 -621.9,746.7 -621.3,812.1 -518.1,792.9 -563.7,746.1 -621.9))	POINT(87.038066 -36.045098)	POLYGON((88.50075 -39.946246,85.800058 -37.037494,86.467721 -32.416813,67.777615 -34.247288,88.50075 -39.946246))	POLYGON((89.83851 -39.976529,89.925737 -39.921368,83.736398 -32.987432,88.256518 -35.424731,89.83851 -39.976529))	SPoCA_v1.0_CH_0000003758
CH	2012-02-01T04:49:08	POINT(-221.628 -940.894)	POLYGON((-264.9 -951.3,-184.5 -951.3,-184.5 -932.1,-264.9 -932.1,-264.9 -951.3))	POLYGON((-264.9 -935.1,-262.5 -934.5,-215.7 -933.9,-184.5 -950.7,-264.9 -935.1))	POINT(-84.946246 -76.793527)	POLYGON((-70.338951 -73.449666,-88.808499 -79.075784,-57.593108 -77.038904,-89.638727 -74.214308,-70.338951 -73.449666))	POLYGON((-81.28462 -74.022241,-85.321337 -74.306158,-70.710815 -76.432229,-89.305605 -79.077711,-81.28462 -74.022241))	SPoCA_v1.0_CH_0000003762
