event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid
CH	2014-01-01T03:20:43	POINT(217.439 177.12)	POLYGON((-102.9 -99.9,532.5 -99.9,532.5 413.7,-102.9 413.7,-102.9 -99.9))	POLYGON((-102.9 334.5,-102.3 335.1,-98.1 355.5,-47.7 359.1,-16.5 339.3,33.3 338.7,60.9 369.9,201.3 379.5,233.1 413.7,252.9 407.7,356.7 336.9,335.1 305.7,336.9 266.1,297.3 243.9,280.5 148.5,299.1 116.7,392.7 110.1,450.9 200.1,508.5 153.9,509.1 101.7,531.3 65.7,375.9 35.1,335.7 -0.3,316.5 -74.1,281.7 -99.9,231.3 -99.3,167.7 -32.1,175.5 14.1,163.5 38.1,129.3 51.3,113.7 102.9,83.1 109.5,53.1 210.9,-12.3 237.9,-24.9 283.5,-83.7 298.5,-102.9 334.5))	POINT(12.926353 7.4675373)	POLYGON((-6.09707 -8.849542,33.323723 -8.377705,36.075949 22.562842,-6.500649 21.969554,-6.09707 -8.849542))	POLYGON((-6.300642 16.953057,-6.265004 16.99018,-6.049775 18.263884,-2.941046 18.476509,-1.009823 17.233365,2.037938 17.197477,3.771372 19.159774,12.612363 19.837581,14.871609 22.056335,16.125439 21.688286,22.41493 17.322564,20.76894 15.356713,20.65267 12.932346,18.033804 11.540249,16.715993 5.82297,17.809407 3.963968,23.672135 3.686418,27.777397 9.11538,31.4877 6.465929,31.36529 3.381899,32.848007 1.309913,22.552972 -0.735439,20.053068 -2.853379,18.991724 -7.190365,16.901897 -8.738047,13.81019 -8.745236,9.884198 -4.850074,10.318778 -2.145756,9.60024 -0.74921,7.577902 0.007014,6.668613 3.026231,4.87051 3.40457,3.147085 9.408266,-0.732373 11.025251,-1.49867 13.791942,-5.064728 14.721655,-6.300642 16.953057))	SPoCA_v1.0_CH_0000013441
CH	2014-01-01T03:20:43	POINT(-308.362 -774.677)	POLYGON((-330.3 -819.9,-284.1 -819.9,-284.1 -732.9,-330.3 -732.9,-330.3 -819.9))	POLYGON((-330.3 -768.9,-329.7 -768.3,-326.1 -740.1,-301.5 -737.1,-284.1 -788.7,-297.3 -819.9,-319.5 -804.3,-330.3 -768.9))	POINT(-33.255528 -54.915191)	POLYGON((-41.416477 -59.29617,-34.890594 -59.480651,-27.592851 -51.189678,-32.495853 -51.075063,-41.416477 -59.29617))	POLYGON((-35.358259 -54.306853,-35.231402 -54.253166,-32.54228 -51.71703,-29.677278 -51.517125,-31.58858 -56.32983,-36.709184 -59.432055,-37.750706 -57.752287,-35.358259 -54.306853))	SPoCA_v1.0_CH_0000013568
CH	2014-01-01T03:20:43	POINT(766.504 589.845)	POLYGON((753.9 574.5,784.5 574.5,784.5 612.3,753.9 612.3,753.9 574.5))	POLYGON((753.9 611.1,758.1 611.7,776.1 574.5,759.3 580.5,753.9 611.1))	POINT(77.80896 36.578399)	POLYGON((70.50933 35.060102,81.46682 35.655165,87.284928 37.890223,80.06148 38.379152,70.50933 35.060102))	POLYGON((79.521542 38.258717,82.802414 38.485805,77.218664 35.421695,73.007802 35.631003,79.521542 38.258717))	SPoCA_v1.0_CH_0000013549
CH	2014-01-01T07:20:43	POINT(250.834 179.395)	POLYGON((-70.5 -95.1,554.7 -95.1,554.7 411.3,-70.5 411.3,-70.5 -95.1))	POLYGON((-70.5 335.1,-69.9 335.7,-60.9 351.9,-15.3 353.1,11.7 337.5,74.1 337.5,107.1 368.1,237.9 387.3,281.1 411.3,380.7 335.7,374.1 266.7,333.9 245.1,321.3 150.3,335.7 113.1,420.9 107.1,479.1 185.1,500.1 184.5,537.9 149.1,534.9 105.9,553.5 66.9,440.7 48.3,390.9 23.1,337.5 -82.5,274.5 -94.5,210.3 -32.1,212.7 28.5,155.1 56.7,156.9 96.3,113.1 114.9,114.9 157.5,82.5 219.3,35.7 237.9,12.3 297.3,-44.7 293.7,-70.5 335.1))	POINT(14.960347 7.6103865)	POLYGON((-4.170187 -8.596014,34.880128 -8.066174,37.803384 22.45036,-4.442829 21.784252,-4.170187 -8.596014))	POLYGON((-4.312249 16.960744,-4.276332 16.99794,-3.745785 18.007685,-0.940793 18.076512,0.715525 17.101405,4.53658 17.111146,6.637813 19.041148,15.005371 20.34646,18.014268 21.932648,24.00762 17.264665,23.06541 12.999979,20.354669 11.636005,19.24225 5.952933,20.073178 3.773005,25.485781 3.532592,29.60864 8.250952,31.048604 8.254713,33.525118 6.224248,33.166888 3.664035,34.41202 1.410197,26.723375 0.111687,23.512266 -1.435439,20.329766 -7.677894,16.444162 -8.446339,12.431301 -4.843319,12.533149 -1.299879,9.102023 0.31552,9.218438 2.638043,6.637992 3.712328,6.770246 6.227496,4.900259 9.898772,2.125971 11.007626,0.742958 14.616434,-2.698285 14.398906,-4.312249 16.960744))	SPoCA_v1.0_CH_0000013441
CH	2014-01-01T07:20:43	POINT(-296.124 -768.828)	POLYGON((-319.5 -800.7,-268.5 -800.7,-268.5 -730.5,-319.5 -730.5,-319.5 -800.7))	POLYGON((-319.5 -776.7,-318.9 -776.1,-309.9 -731.7,-292.5 -732.9,-268.5 -789.9,-308.7 -799.5,-319.5 -776.7))	POINT(-31.344093 -54.41913)	POLYGON((-37.333516 -57.408716,-30.793038 -57.577976,-25.863559 -51.031119,-31.186219 -50.911688,-37.333516 -57.408716))	POLYGON((-34.79537 -55.087052,-34.666246 -55.032416,-30.241684 -51.040531,-28.480951 -51.187467,-29.825458 -56.507942,-35.778288 -57.328695,-34.79537 -55.087052))	SPoCA_v1.0_CH_0000013568
CH	2014-01-01T07:20:43	POINT(773.593 585.643)	POLYGON((758.1 563.7,795.3 563.7,795.3 613.5,758.1 613.5,758.1 563.7))	POLYGON((758.1 613.5,758.7 612.9,795.3 564.3,773.1 574.5,758.1 613.5))	POINT(79.730574 36.371656)	POLYGON((69.801944 34.235275,84.225213 35.024414,87.317612 37.566073,84.511777 38.715897,69.801944 34.235275))	POLYGON((84.511777 38.715897,84.707272 38.681461,84.797592 35.099585,76.065256 35.354761,84.511777 38.715897))	SPoCA_v1.0_CH_0000013549
CH	2014-01-01T11:20:43	POINT(773.543 584.021)	POLYGON((750.9 554.1,801.3 554.1,801.3 621.3,750.9 621.3,750.9 554.1))	POLYGON((750.9 621.3,751.5 620.7,801.3 555.9,764.1 575.1,750.9 621.3))	POINT(79.074647 36.21316)	POLYGON((66.966918 33.391067,83.500936 34.293567,87.278429 37.706053,83.327838 39.240832,66.966918 33.391067))	POLYGON((83.327838 39.240832,83.454411 39.202191,85.014716 34.507156,73.288226 35.242245,83.327838 39.240832))	SPoCA_v1.0_CH_0000013549
CH	2014-01-01T11:20:43	POINT(-273.259 -772.646)	POLYGON((-305.1 -805.5,-241.5 -805.5,-241.5 -732.3,-305.1 -732.3,-305.1 -805.5))	POLYGON((-305.1 -788.7,-304.5 -788.1,-278.1 -732.3,-258.3 -735.9,-244.5 -795.3,-280.5 -805.5,-305.1 -788.7))	POINT(-29.023795 -54.855408)	POLYGON((-36.011115 -57.956959,-27.897996 -58.155955,-23.221883 -51.259759,-29.782649 -51.121541,-36.011115 -57.956959))	POLYGON((-34.200322 -56.297287,-34.066569 -56.241094,-26.958655 -51.184972,-25.110692 -51.543316,-27.410876 -57.121307,-32.804121 -58.041147,-34.200322 -56.297287))	SPoCA_v1.0_CH_0000013568
CH	2014-01-01T11:20:43	POINT(286.952 181.734)	POLYGON((-27.3 -89.1,578.7 -89.1,578.7 411.9,-27.3 411.9,-27.3 -89.1))	POLYGON((-27.3 331.5,-26.7 332.1,17.1 342.9,86.7 333.3,116.7 343.5,131.7 368.7,234.9 399.3,272.1 387.3,291.3 411.9,365.7 386.1,411.3 340.5,412.5 272.1,374.7 248.1,363.3 217.5,369.3 119.1,388.5 105.3,459.3 113.1,519.9 197.7,566.1 164.1,561.3 109.5,577.5 73.5,477.9 53.1,417.9 18.3,395.1 -51.9,364.5 -84.3,296.7 -82.5,275.1 -50.1,245.1 -44.1,256.5 20.7,192.3 58.5,189.9 92.7,162.9 112.5,157.5 162.3,124.5 210.3,71.7 237.3,50.7 294.3,-13.5 303.9,-27.3 331.5))	POINT(17.184182 7.7643513)	POLYGON((-1.612241 -8.270024,36.590408 -7.676935,39.789539 22.544058,-1.719059 21.795182,-1.612241 -8.270024))	POLYGON((-1.666266 16.709679,-1.629954 16.746911,1.047609 17.418934,5.302157 16.833942,7.170471 17.480978,8.173489 19.070776,14.886931 21.092607,17.227978 20.362428,18.696403 21.964981,23.468327 20.408266,26.129103 17.596472,25.638372 13.369392,22.996321 11.852901,22.110561 9.991533,22.195571 4.149459,23.394741 3.362333,28.021399 3.929927,32.505781 9.067565,35.622204 7.162087,35.050551 3.91681,36.144101 1.835165,29.189633 0.437444,25.250614 -1.695687,23.904141 -5.831754,22.043865 -7.769167,17.785036 -7.739911,16.385181 -5.863253,14.547223 -5.53808,15.174359 -1.741118,11.311516 0.422689,11.178477 2.426164,9.582897 3.574248,9.305055 6.511824,7.394628 9.354815,4.272108 10.958587,3.061048 14.417208,-0.816907 15.002444,-1.666266 16.709679))	SPoCA_v1.0_CH_0000013441
CH	2014-01-01T15:20:43	POINT(779.15 578.486)	POLYGON((765.9 560.7,797.1 560.7,797.1 603.9,765.9 603.9,765.9 560.7))	POLYGON((765.9 603.9,766.5 603.3,797.1 561.9,777.9 567.9,765.9 603.9))	POINT(79.900819 35.851187)	POLYGON((71.176003 34.08143,83.847575 34.784628,87.323237 37.066495,84.782771 38.006262,71.176003 34.08143))	POLYGON((84.782771 38.006262,85.019369 37.974748,84.942208 34.9327,76.123354 34.8713,84.782771 38.006262))	SPoCA_v1.0_CH_0000013549
