event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid
CH	2013-10-01T02:56:43	POINT(-406.362 -857.708)	POLYGON((-450.3 -883.5,-365.7 -883.5,-365.7 -836.1,-450.3 -836.1,-450.3 -883.5))	POLYGON((-450.3 -836.1,-449.7 -836.1,-389.7 -854.1,-365.7 -883.5,-450.3 -836.1))	POINT(-59.684449 -60.607467)	POLYGON((-76.530902 -62.164528,-64.612467 -65.027747,-42.921062 -55.981209,-62.825967 -58.14647,-76.530902 -62.164528))	POLYGON((-62.825967 -58.14647,-62.588877 -58.118265,-52.761809 -59.322336,-64.612467 -65.027747,-62.825967 -58.14647))	SPoCA_v1.0_CH_0000011781
CH	2013-10-01T02:56:43	POINT(-60.0724 934.643)	POLYGON((-313.5 890.1,233.7 890.1,233.7 957.3,-313.5 957.3,-313.5 890.1))	POLYGON((-313.5 898.5,-312.9 899.1,-202.5 935.7,-42.9 956.7,98.7 952.5,233.1 926.7,90.3 945.3,-27.3 933.9,-59.7 918.3,-38.1 906.9,-57.3 890.1,-78.3 924.9,-172.5 936.3,-313.5 898.5))	POINT(-31.616905 83.140628)	POLYGON((-77.937652 70.477057,54.528719 72.602967,65.32768 74.871764,-71.113575 70.796552,-77.937652 70.477057))	POLYGON((-87.597232 70.90243,-88.17008 70.947406,-73.815561 77.294783,-32.305272 85.196914,56.264088 82.888586,82.759799 75.814792,75.561473 84.42085,-14.214248 83.346017,-20.07908 79.561244,-10.569908 77.503985,-12.964638 74.573099,-30.355346 80.708396,-88.314799 79.633227,-87.597232 70.90243))	SPoCA_v1.0_CH_0000011709
CH	2013-10-01T02:56:43	POINT(605.8 -54.8596)	POLYGON((564.9 -112.5,653.7 -112.5,653.7 3.9,564.9 3.9,564.9 -112.5))	POLYGON((564.9 -2.7,565.5 -2.1,617.7 -12.9,652.5 -94.5,626.1 -112.5,597.9 -110.1,565.5 -54.9,564.9 -2.7))	POINT(39.059533 1.94361)	POLYGON((35.967316 -1.289702,42.848252 -1.807216,43.035078 5.150126,36.159091 5.661184,35.967316 -1.289702))	POLYGON((36.131689 5.269087,36.178428 5.301683,40.093486 4.374366,42.727573 -0.715336,40.632689 -1.632339,38.441655 -1.322695,36.02933 2.158276,36.131689 5.269087))	SPoCA_v1.0_CH_0000011741
CH	2013-10-01T02:56:43	POINT(-905.968 292.074)	POLYGON((-917.7 257.7,-895.5 257.7,-895.5 335.1,-917.7 335.1,-917.7 257.7))	POLYGON((-917.7 269.1,-917.1 269.7,-895.5 335.1,-902.1 281.1,-914.7 257.7,-917.7 269.1))	POINT(-84.837755 18.463426)	POLYGON((-85.376473 16.241615,-77.580544 17.133978,-87.965 20.843187,-87.836978 19.949183,-85.376473 16.241615))	POLYGON((-87.710992 16.684558,-87.354677 16.763556,-87.965 20.843187,-81.712153 18.130742,-83.85877 16.416981,-87.710992 16.684558))	SPoCA_v1.0_CH_0000011791
CH	2013-10-01T02:56:43	POINT(-414.071 299.06)	POLYGON((-732.3 153.3,-84.9 153.3,-84.9 507.9,-732.3 507.9,-732.3 153.3))	POLYGON((-732.3 490.5,-731.7 491.1,-723.9 506.1,-641.7 501.9,-611.7 428.7,-569.1 444.9,-515.7 363.3,-389.1 305.7,-313.5 240.9,-245.1 244.5,-213.9 275.1,-152.1 256.5,-115.5 270.3,-87.3 258.3,-130.5 221.1,-93.9 154.5,-116.7 153.9,-144.3 183.9,-228.3 200.1,-263.1 186.3,-280.5 201.9,-339.3 192.9,-370.5 210.9,-392.7 188.1,-408.9 192.3,-426.9 236.7,-471.9 228.9,-497.1 272.1,-540.9 293.7,-560.1 321.9,-598.5 319.5,-613.5 333.3,-633.9 371.1,-635.7 440.1,-666.3 459.3,-706.5 458.7,-732.3 490.5))	POINT(-28.115658 24.061629)	POLYGON((-51.546773 13.401567,-5.258858 15.846253,-6.476016 38.531607,-68.027429 34.6703,-51.546773 13.401567))	POLYGON((-66.32036 33.620579,-66.282656 33.666436,-66.488925 34.701317,-55.121307 35.503071,-47.997492 31.096447,-44.550192 32.46014,-37.23018 27.604054,-26.396362 24.566324,-20.38965 20.801377,-15.846047 21.180895,-13.981913 23.127409,-9.815655 22.070276,-7.486624 22.963515,-5.622052 22.244124,-8.289177 19.921231,-5.820115 15.912468,-7.238245 15.858038,-9.048397 17.642998,-14.481302 18.502692,-16.66116 17.597846,-17.894631 18.505286,-21.730273 17.810962,-23.994765 18.809062,-25.307662 17.357898,-26.462825 17.556341,-28.204995 20.182719,-31.355778 19.527164,-33.878971 22.045475,-37.7006 23.145268,-39.893312 24.770878,-43.102489 24.381205,-44.806554 25.12671,-47.908858 27.308357,-50.955967 31.613957,-55.331174 32.5299,-60.175581 32.033738,-66.32036 33.620579))	SPoCA_v1.0_CH_0000011750
CH	2013-10-01T06:56:43	POINT(635.182 -49.7701)	POLYGON((594.3 -103.5,684.9 -103.5,684.9 5.7,594.3 5.7,594.3 -103.5))	POLYGON((594.3 -39.3,594.9 -38.7,602.7 5.1,644.1 -5.1,684.3 -90.9,651.3 -102.3,594.3 -39.3))	POINT(41.359952 2.067697)	POLYGON((38.159069 -0.911216,45.436198 -1.484534,45.640463 5.03951,38.368488 5.60646,38.159069 -0.911216))	POLYGON((38.210985 2.930118,38.257951 2.962568,39.007516 5.524097,42.212404 4.67152,45.369681 -0.721639,42.63494 -1.182057,38.210985 2.930118))	SPoCA_v1.0_CH_0000011741
CH	2013-10-01T06:56:43	POINT(-895.29 318.426)	POLYGON((-917.1 260.7,-860.1 260.7,-860.1 410.1,-917.1 410.1,-917.1 260.7))	POLYGON((-917.1 272.1,-916.5 272.7,-864.3 410.1,-897.3 280.5,-909.9 260.7,-917.1 272.1))	POINT(-84.114579 20.217842)	POLYGON((-85.506719 16.412418,-70.477408 18.104133,-86.013702 25.970583,-87.31348 23.952824,-85.506719 16.412418))	POLYGON((-87.945597 16.844201,-87.572396 16.925149,-88.93313 25.634456,-80.051848 18.280044,-82.220768 16.790855,-87.945597 16.844201))	SPoCA_v1.0_CH_0000011791
CH	2013-10-01T06:56:43	POINT(-424.971 321.634)	POLYGON((-806.1 160.5,-63.9 160.5,-63.9 576.9,-806.1 576.9,-806.1 160.5))	POLYGON((-806.1 515.1,-805.5 515.7,-762.9 576.9,-744.9 498.3,-654.9 493.5,-631.5 506.7,-588.9 488.1,-585.9 443.7,-569.1 437.1,-539.1 453.9,-493.5 366.9,-459.9 366.3,-347.7 304.5,-279.9 244.5,-210.3 243.9,-168.9 272.7,-125.7 256.5,-76.5 266.1,-64.5 252.9,-92.7 238.5,-98.1 218.1,-68.1 160.5,-114.9 189.3,-162.3 189.3,-204.3 209.1,-243.3 209.1,-264.3 186.3,-308.1 189.9,-330.9 210.9,-375.3 209.1,-399.3 239.1,-439.5 242.7,-537.3 314.7,-580.5 324.3,-607.5 359.1,-607.5 397.5,-628.5 414.3,-635.7 460.5,-677.1 452.7,-731.7 488.7,-750.9 474.3,-773.7 522.9,-806.1 515.1))	POINT(-29.272459 25.415246)	POLYGON((-59.464336 13.083413,-3.964198 16.28402,-5.255518 43.522749,-85.561401 35.349427,-59.464336 13.083413))	POLYGON((-89.684771 32.783079,-89.490892 32.848285,-89.969882 37.283372,-69.133813 33.871557,-56.118834 34.816183,-54.236059 35.914405,-48.489697 35.101354,-46.103161 32.250609,-44.232474 31.951574,-42.095987 33.246673,-35.50053 27.942219,-32.803458 28.070209,-23.415531 24.621807,-18.158516 21.097153,-13.550045 21.200586,-10.990398 23.04153,-8.099956 22.091443,-4.94168 22.725079,-4.140809 21.916097,-5.919744 21.012157,-6.214853 19.758652,-4.225175 16.281916,-7.20754 17.991596,-10.205348 17.940584,-12.975484 19.083025,-15.503476 19.013289,-16.737596 17.58727,-19.630728 17.704211,-21.307835 18.917505,-24.304342 18.67702,-26.276604 20.421679,-29.179608 20.492096,-37.849428 24.450556,-41.669329 24.786769,-45.035444 26.756865,-46.345047 29.153637,-49.048491 30.042503,-51.980478 32.903626,-56.188069 31.995071,-66.050018 33.517092,-67.755519 32.340387,-78.448768 34.615509,-89.684771 32.783079))	SPoCA_v1.0_CH_0000011750
CH	2013-10-01T06:56:43	POINT(-392.255 -862.995)	POLYGON((-435.3 -892.5,-342.9 -892.5,-342.9 -842.7,-435.3 -842.7,-435.3 -892.5))	POLYGON((-435.3 -845.7,-434.7 -845.1,-395.7 -846.3,-342.9 -892.5,-435.3 -845.7))	POINT(-57.882664 -61.129827)	POLYGON((-75.942556 -63.134596,-62.779118 -66.287512,-40.426433 -56.575217,-61.099886 -58.776671,-75.942556 -63.134596))	POLYGON((-63.074016 -59.399655,-62.397724 -59.24079,-51.369892 -58.137144,-62.779118 -66.287512,-63.074016 -59.399655))	SPoCA_v1.0_CH_0000011781
CH	2013-10-01T06:56:43	POINT(-53.2382 936.368)	POLYGON((-329.7 890.1,231.9 890.1,231.9 957.9,-329.7 957.9,-329.7 890.1))	POLYGON((-329.7 893.7,-328.5 894.3,-198.3 936.9,-46.5 956.7,120.9 950.1,227.7 920.7,100.5 942.9,-37.5 932.7,-62.7 915.9,-168.3 941.7,-329.7 893.7))	POINT(-30.149007 83.657199)	POLYGON((-84.276328 69.790329,54.021331 72.628399,65.213952 74.97948,-72.02741 69.992606,-84.276328 69.790329))	POLYGON((-88.945228 69.889167,-89.18448 69.966792,-72.060468 77.443455,-33.306014 84.932504,60.544022 81.672831,81.325764 76.105591,71.575875 83.659627,-18.530595 82.936596,-20.108121 79.046665,-74.904055 79.525398,-88.945228 69.889167))	SPoCA_v1.0_CH_0000011709
