event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid
CH	2012-01-01T03:00:08	POINT(-604.501 235.785)	POLYGON((-676.5 136.5,-534.3 136.5,-534.3 317.1,-676.5 317.1,-676.5 136.5))	POLYGON((-676.5 170.7,-675.9 171.3,-665.1 213.3,-624.9 240.9,-626.1 282.3,-602.1 314.1,-564.9 314.1,-567.3 283.5,-537.3 241.5,-536.7 209.7,-596.1 211.5,-672.3 136.5,-676.5 170.7))	POINT(-39.098183 11.650334)	POLYGON((-44.029687 5.894956,-33.249825 5.541531,-34.697532 16.477126,-46.27849 16.881711,-44.029687 5.894956))	POLYGON((-44.271717 7.933224,-44.226709 7.967277,-43.726638 10.459455,-40.758021 12.016145,-41.380524 14.556113,-39.910331 16.461664,-36.981434 16.363526,-36.770434 14.473701,-34.1104 11.836963,-33.816635 9.914176,-38.223808 10.159799,-43.684485 5.882382,-44.271717 7.933224))	SPoCA_v1.0_G_0000003472
CH	2012-01-01T03:00:08	POINT(327.885 -740.497)	POLYGON((-236.7 -974.1,736.5 -974.1,736.5 -373.5,-236.7 -373.5,-236.7 -974.1))	POLYGON((-236.7 -944.1,-233.7 -943.5,-74.1 -902.1,-21.9 -840.9,23.1 -819.3,27.3 -797.1,86.7 -813.9,124.5 -798.3,158.1 -754.5,294.9 -759.9,291.3 -720.3,308.1 -686.1,293.7 -639.9,323.7 -633.3,359.1 -594.9,396.9 -588.9,423.3 -548.7,530.7 -509.7,563.7 -392.1,589.5 -392.7,608.7 -374.1,665.7 -378.9,703.5 -407.7,720.3 -450.3,704.7 -518.1,736.5 -522.3,728.1 -543.3,714.9 -534.3,672.9 -561.3,659.7 -603.9,626.1 -608.7,609.3 -667.5,577.5 -699.3,566.7 -647.7,543.9 -620.7,438.9 -654.3,437.1 -744.3,462.9 -789.3,534.3 -805.5,632.7 -736.5,540.9 -810.9,369.3 -902.1,173.1 -959.1,-31.5 -974.1,-236.7 -944.1))	POINT(32.787333 -51.740965)	POLYGON((-79.103609 -76.086689,86.539802 -52.829127,55.644962 -24.151425,-15.501811 -25.273111,-79.103609 -76.086689))	POLYGON((-85.904487 -75.921281,-81.466725 -75.982488,-13.013623 -70.31663,-2.761732 -62.293573,2.698532 -59.880372,2.982715 -57.554239,9.991794 -59.265913,13.748564 -57.606833,15.706544 -53.337066,30.52761 -53.576222,27.648871 -50.072053,27.605755 -47.178792,24.465944 -43.54944,26.891089 -42.990001,28.650198 -40.054829,31.7365 -39.539328,32.61364 -36.616957,40.677283 -33.665792,39.82493 -25.909839,42.039559 -25.877284,43.199399 -24.65338,48.55228 -24.769803,53.459754 -26.428433,57.449277 -29.051128,59.891466 -33.536251,64.852068 -33.614951,65.568843 -35.056015,62.660397 -34.548472,59.074414 -36.615736,61.261365 -39.644779,56.982764 -40.179956,61.116728 -44.58158,60.510569 -47.22622,52.855293 -43.334365,47.89787 -41.428853,38.854019 -44.325688,46.176245 -51.694773,56.984667 -55.589183,80.185994 -56.244952,84.773462 -49.369853,89.342048 -56.318422,88.210804 -67.74073,86.854501 -79.762504,-71.278815 -88.045888,-85.904487 -75.921281))	SPoCA_v1.0_G_0000003370
CH	2012-01-01T03:00:08	POINT(476.872 712.971)	POLYGON((422.1 682.5,540.3 682.5,540.3 743.7,422.1 743.7,422.1 682.5))	POLYGON((422.1 720.3,422.7 720.9,467.7 743.7,539.1 686.1,462.9 695.1,422.1 720.3))	POINT(43.365748 44.723628)	POLYGON((35.429546 41.874683,48.441328 42.370348,55.720472 47.978271,39.54331 47.291475,35.429546 41.874683))	POLYGON((37.746632 45.147535,37.853802 45.203577,45.113749 47.508545,48.613988 42.674429,40.422213 43.094799,37.746632 45.147535))	SPoCA_v1.0_G_0000003432
CH	2012-01-01T07:00:08	POINT(-629.069 127.833)	POLYGON((-731.1 -100.5,-497.7 -100.5,-497.7 317.1,-731.1 317.1,-731.1 -100.5))	POLYGON((-731.1 -16.5,-730.5 -15.9,-674.7 86.1,-639.9 208.5,-596.7 237.9,-600.9 276.9,-584.7 308.1,-537.3 309.9,-536.1 275.1,-504.9 245.1,-499.5 210.9,-575.7 224.7,-657.3 113.1,-660.3 80.7,-639.9 53.1,-684.9 -35.1,-689.7 -92.7,-704.7 -100.5,-722.7 -80.1,-731.1 -16.5))	POINT(-40.197919 5.2325355)	POLYGON((-48.974878 -7.857722,-30.920725 -8.449632,-32.000154 16.380542,-51.453457 17.079345,-48.974878 -7.857722))	POLYGON((-48.44321 -2.944553,-48.388071 -2.911522,-43.658732 2.894572,-41.61713 10.080876,-38.513732 11.743234,-39.285932 14.138088,-38.433923 16.025259,-34.827361 16.019765,-34.340383 13.868297,-31.815091 11.971336,-31.189417 9.894371,-36.79413 10.891057,-42.351591 4.437837,-42.483633 2.534875,-40.834804 0.856747,-44.570798 -4.180436,-45.316666 -7.535997,-46.654896 -7.945926,-48.054032 -6.692337,-48.44321 -2.944553))	SPoCA_v1.0_G_0000003472
CH	2012-01-01T07:00:08	POINT(334.286 -741.539)	POLYGON((-230.1 -974.7,740.7 -974.7,740.7 -362.7,-230.1 -362.7,-230.1 -974.7))	POLYGON((-230.1 -946.5,-228.9 -945.9,-69.3 -908.1,-7.5 -847.5,47.1 -825.9,51.9 -803.7,132.9 -813.3,178.5 -753.9,288.9 -744.9,306.9 -684.3,292.5 -650.1,310.5 -635.7,344.7 -638.1,391.5 -592.5,424.5 -587.1,450.3 -543.9,539.1 -521.7,567.3 -495.9,594.3 -432.3,600.9 -362.7,624.9 -378.3,668.1 -367.5,714.3 -398.1,739.5 -449.7,735.3 -491.7,665.7 -608.1,649.5 -610.5,652.5 -582.9,628.5 -549.9,572.1 -578.7,572.7 -624.3,612.3 -629.1,616.5 -647.1,574.5 -645.9,542.1 -624.3,495.3 -648.3,464.7 -643.5,444.9 -662.1,467.7 -790.5,539.1 -809.7,561.3 -796.5,408.3 -885.3,258.3 -939.9,95.7 -969.9,-66.3 -972.3,-230.1 -946.5))	POINT(33.587734 -51.831314)	POLYGON((-78.710691 -76.450449,86.53245 -52.688515,55.685116 -23.4769,-14.976688 -24.616343,-78.710691 -76.450449))	POLYGON((-89.196175 -76.355029,-85.395893 -76.385124,-12.7716 -71.283136,-0.971259 -63.08801,5.633494 -60.610236,5.787298 -58.240792,15.379781 -59.168393,17.769623 -53.273224,28.851283 -52.248588,27.417677 -47.051946,24.716882 -44.358978,25.813305 -43.215101,28.97185 -43.332438,31.402003 -39.829437,34.138742 -39.361687,34.790615 -36.236107,41.94929 -34.46891,43.530983 -32.644058,43.677243 -28.398693,42.232131 -23.978715,44.757318 -24.881127,48.421798 -24.064354,54.229399 -25.791293,59.817878 -28.922835,62.107768 -31.6401,62.658449 -39.910065,60.464381 -40.183451,58.203077 -38.22801,52.68554 -36.06772,48.211239 -38.305675,51.55838 -41.583503,57.100525 -41.736168,59.669106 -43.029395,53.704154 -43.17299,47.968308 -41.714131,44.472345 -43.692043,40.870189 -43.431738,39.98432 -44.927151,58.118554 -55.676344,86.586338 -56.387616,89.632893 -54.869649,87.731668 -65.232675,87.087819 -74.623864,83.613865 -84.334361,-81.911208 -86.063415,-89.196175 -76.355029))	SPoCA_v1.0_G_0000003370
CH	2012-01-01T07:00:08	POINT(501.551 710.132)	POLYGON((446.1 684.3,565.5 684.3,565.5 737.1,446.1 737.1,446.1 684.3))	POLYGON((446.1 725.1,446.7 725.7,495.3 735.3,560.7 700.5,557.1 684.3,465.3 702.3,446.1 725.1))	POINT(46.090496 44.576683)	POLYGON((37.939691 42.093346,51.898822 42.657851,59.046061 47.532623,41.782856 46.766339,37.939691 42.093346))	POLYGON((40.767734 45.662875,40.885232 45.720033,47.830666 46.852508,52.992552 44.059143,50.765132 42.607224,41.186895 43.714659,40.767734 45.662875))	SPoCA_v1.0_G_0000003432
CH	2012-01-01T11:00:08	POINT(329.647 -753.9)	POLYGON((-214.5 -974.7,756.9 -974.7,756.9 -371.1,-214.5 -371.1,-214.5 -974.7))	POLYGON((-214.5 -948.9,-213.3 -948.3,-57.9 -906.3,81.9 -804.9,128.7 -806.7,205.5 -750.9,264.3 -755.1,307.5 -720.9,305.1 -659.7,329.7 -630.3,366.3 -635.1,424.5 -608.7,466.5 -572.1,468.9 -539.7,494.7 -546.3,534.9 -518.7,567.9 -524.7,588.9 -509.7,627.3 -429.3,631.5 -371.1,723.3 -396.3,755.1 -468.9,680.7 -575.1,672.3 -612.3,660.3 -540.3,621.9 -543.9,587.7 -582.9,588.9 -625.5,629.7 -639.3,624.9 -653.1,570.9 -629.7,449.1 -665.7,481.5 -758.7,477.3 -796.5,542.1 -806.7,412.5 -883.5,258.9 -939.9,97.5 -969.9,-60.3 -972.9,-214.5 -948.9))	POINT(34.040384 -52.965395)	POLYGON((-77.824023 -77.298764,86.58495 -52.090373,57.893 -23.927651,-14.004732 -25.177635,-77.824023 -77.298764))	POLYGON((-83.794957 -77.222647,-80.814564 -77.204883,-10.506525 -71.033292,9.188472 -58.364362,14.591401 -58.501561,20.422244 -52.975549,26.850068 -53.244469,29.365278 -50.120833,26.22149 -45.105271,27.331986 -42.784657,30.835353 -43.0735,35.070165 -40.95509,37.355362 -38.194657,36.281051 -35.914411,38.864731 -36.303863,41.440697 -34.292171,44.857467 -34.594838,46.232309 -33.509596,46.643487 -28.11317,45.149403 -24.424287,55.150088 -25.649947,63.234204 -30.062046,61.45789 -37.53274,64.232383 -40.167453,55.836184 -35.275929,51.558695 -35.697978,50.231099 -38.551756,53.684298 -41.60653,60.753971 -42.384895,61.726557 -43.426179,51.803285 -42.000524,40.683025 -45.209124,54.503806 -52.749565,61.360002 -56.163234,85.490277 -56.126639,86.932571 -64.942388,85.850294 -74.565837,80.520676 -84.183513,-75.363516 -86.336724,-83.794957 -77.222647))	SPoCA_v1.0_G_0000003370
CH	2012-01-01T11:00:08	POINT(-609.092 104.012)	POLYGON((-710.1 -158.1,-463.5 -158.1,-463.5 332.7,-710.1 332.7,-710.1 -158.1))	POLYGON((-710.1 -21.9,-709.5 -21.3,-651.9 81.9,-611.7 206.7,-561.3 240.9,-572.7 282.9,-552.3 324.3,-507.3 326.7,-506.1 282.9,-474.3 251.1,-464.1 213.9,-492.3 209.7,-545.1 231.9,-567.9 174.3,-622.5 112.5,-612.3 27.3,-677.1 -157.5,-701.1 -140.1,-689.1 -85.5,-710.1 -21.9))	POINT(-38.579978 3.7578549)	POLYGON((-47.751723 -11.324232,-28.93067 -11.919337,-29.721838 17.268784,-49.755092 17.96598,-47.751723 -11.324232))	POLYGON((-46.635438 -3.343686,-46.581975 -3.310548,-41.818864 2.567415,-39.376263 9.880117,-35.863187 11.82267,-37.168867 14.418734,-36.148805 16.93755,-32.811268 16.983292,-32.236914 14.266093,-29.71744 12.259865,-28.767939 9.992422,-30.679283 9.791589,-34.591656 11.239797,-35.844569 7.82949,-39.627294 4.293142,-38.725001 -0.741476,-44.901754 -11.394247,-46.744466 -10.294723,-45.212955 -7.129944,-46.635438 -3.343686))	SPoCA_v1.0_G_0000003472
CH	2012-01-01T11:00:08	POINT(525.047 709.815)	POLYGON((477.9 686.7,572.1 686.7,572.1 734.1,477.9 734.1,477.9 686.7))	POLYGON((477.9 730.5,478.5 731.1,557.7 716.7,570.9 689.7,503.7 699.3,477.9 730.5))	POINT(49.06149 44.663507)	POLYGON((41.45521 42.406271,53.057709 42.897342,59.722043 47.28806,45.40598 46.629823,41.45521 42.406271))	POLYGON((45.048962 46.294868,45.183421 46.353648,54.542322 45.505872,53.217393 43.153463,45.380274 43.613821,45.048962 46.294868))	SPoCA_v1.0_G_0000003432
CH	2012-01-01T15:00:08	POINT(332.217 -762.778)	POLYGON((-201.9 -974.7,770.7 -974.7,770.7 -371.1,-201.9 -371.1,-201.9 -974.7))	POLYGON((-201.9 -953.1,-201.3 -952.5,-43.5 -906.3,104.7 -807.3,222.9 -789.3,217.5 -806.1,235.5 -818.7,350.7 -819.9,359.1 -798.9,341.1 -781.5,347.7 -745.5,325.5 -719.1,334.5 -678.3,323.7 -655.5,362.7 -626.7,398.1 -638.1,419.1 -620.1,449.7 -621.9,485.7 -564.9,540.3 -558.3,561.9 -515.7,627.9 -516.9,673.5 -371.1,737.7 -398.1,770.1 -464.7,713.1 -520.5,701.7 -564.3,637.5 -543.3,602.1 -587.7,594.9 -633.3,504.3 -647.1,477.9 -665.1,479.1 -741.3,504.9 -759.9,485.1 -795.9,528.3 -819.3,362.7 -905.1,174.9 -959.1,-23.7 -974.7,-201.9 -953.1))	POINT(35.106571 -53.781851)	POLYGON((-77.006293 -77.985389,86.627838 -51.588379,59.562413 -23.866439,-13.169708 -25.206282,-77.006293 -77.985389))	POLYGON((-89.579947 -78.054496,-86.552724 -78.069718,-7.88872 -71.069824,11.863602 -58.611163,24.461104 -56.595209,25.045568 -58.296899,28.397604 -59.564465,44.592942 -59.255148,42.578604 -57.107003,38.029977 -55.499816,35.441496 -52.174076,31.14075 -49.939541,29.812118 -46.541055,27.771536 -44.756168,30.166563 -42.46105,33.963959 -43.242348,35.098421 -41.830781,38.134989 -41.880696,38.833714 -37.646708,43.776369 -37.014908,43.873976 -34.018766,50.649132 -33.857541,49.06747 -24.294294,56.873454 -25.705346,65.153041 -29.70422,61.264918 -33.674086,63.559548 -36.669483,53.319065 -35.599618,52.253452 -38.839903,55.195818 -42.158364,45.41065 -43.594487,43.799532 -45.076,51.595068 -51.271946,58.556932 -52.713759,62.805473 -56.05189,88.816 -57.197736,86.191133 -68.118545,83.33827 -79.599242,-44.450714 -88.011544,-89.579947 -78.054496))	SPoCA_v1.0_G_0000003370
