event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid
CH	2013-05-01T00:40:19	POINT(-33.9849 -947.236)	POLYGON((-58.5 -950.09999,2.7 -950.09999,2.7 -943.50001,-58.5 -943.50001,-58.5 -950.09999))	POLYGON((-58.5 -947.7,-57.3 -947.1,-26.7 -943.5,2.7 -950.1,-58.5 -947.7))	POINT(-49.296433 -87.303561)	POLYGON((-61.838151 -86.005945,47.144518 -89.778012,2.342474 -86.025639,-48.244057 -85.280153,-61.838151 -86.005945))	POLYGON((-79.678463 -86.422176,-71.910077 -86.373092,-22.876951 -85.867547,47.144518 -89.778012,-79.678463 -86.422176))	SPoCA_v1.0_CH_0000009444
CH	2013-05-01T00:40:19	POINT(-110.027 -33.7827)	POLYGON((-212.1 -161.1,-6.9 -161.1,-6.9 103.5,-212.1 103.5,-212.1 -161.1))	POLYGON((-212.1 21.9,-211.5 22.5,-177.9 73.5,-68.7 103.5,-105.9 49.5,-31.5 -60.3,-8.1 -146.1,-66.9 -124.5,-115.5 -161.1,-122.1 -98.1,-199.5 -11.7,-212.1 21.9))	POINT(-6.641381 -6.1608362)	POLYGON((-13.193228 -13.751166,-0.425566 -13.858133,-0.413425 2.044296,-12.817192 2.149157,-13.193228 -13.751166))	POLYGON((-12.822694 -2.750085,-12.785415 -2.714742,-10.715548 0.313121,-4.119869 2.055072,-6.355493 -1.174426,-1.903986 -7.776047,-0.497686 -12.947968,-4.093402 -11.631048,-7.141301 -13.826781,-7.445446 -10.015192,-12.077408 -4.774184,-12.822694 -2.750085))	SPoCA_v1.0_CH_0000009421
CH	2013-05-01T00:40:19	POINT(165.197 -192.988)	POLYGON((137.7 -320.1,196.5 -320.1,196.5 -102.9,137.7 -102.9,137.7 -320.1))	POLYGON((137.7 -145.5,138.3 -144.9,150.3 -102.9,177.9 -111.3,189.3 -135.3,170.1 -207.3,192.3 -320.1,155.1 -277.5,162.9 -248.7,141.3 -214.5,137.7 -145.5))	POINT(10.334222 -15.736214)	POLYGON((9.042329 -23.664788,12.955791 -23.613167,12.046562 -10.248646,8.410697 -10.294741,9.042329 -23.664788))	POLYGON((8.489258 -12.867225,8.525267 -12.83049,9.186518 -10.286268,10.910094 -10.771072,11.679273 -12.209948,10.692322 -16.608377,12.674582 -23.61748,9.998587 -20.966156,10.385417 -19.166439,8.887639 -17.072146,8.489258 -12.867225))	SPoCA_v1.0_CH_0000009420
CH	2013-05-01T00:40:19	POINT(508.859 225.161)	POLYGON((392.7 104.7,600.3 104.7,600.3 312.9,392.7 312.9,392.7 104.7))	POLYGON((392.7 243.3,393.3 243.9,425.1 265.5,435.3 293.7,491.7 311.7,582.9 284.7,594.9 240.9,580.5 209.7,600.3 167.1,549.3 105.3,536.1 106.5,495.3 182.7,419.7 186.9,392.7 243.3))	POINT(32.728762 10.126344)	POLYGON((24.26491 2.488742,38.9691 3.054206,40.802083 15.980444,25.203994 15.339602,24.26491 2.488742))	POLYGON((24.724449 10.960641,24.768277 10.999219,27.078092 12.41891,28.011212 14.220268,32.262913 15.520185,38.967318 14.108769,39.416952 11.394726,37.994156 9.401053,39.239216 6.850683,35.120118 2.919878,34.156785 2.952018,31.496282 7.470256,26.275101 7.539466,24.724449 10.960641))	SPoCA_v1.0_CH_0000009386
CH	2013-05-01T00:40:19	POINT(-434.735 127.951)	POLYGON((-512.7 -66.3,-356.7 -66.3,-356.7 319.5,-512.7 319.5,-512.7 -66.3))	POLYGON((-512.7 265.5,-512.1 266.1,-491.7 318.3,-478.5 319.5,-356.7 216.3,-402.9 124.5,-369.9 30.9,-381.9 -63.9,-419.1 -66.3,-471.3 -20.7,-464.1 62.7,-495.9 94.5,-469.5 140.7,-512.7 265.5))	POINT(-27.107995 3.9836555)	POLYGON((-32.737823 -7.484497,-22.111506 -7.835815,-22.794382 15.68476,-33.931825 16.085124,-32.737823 -7.484497))	POLYGON((-33.343187 12.65583,-33.304345 12.691703,-32.338649 15.942772,-31.375221 15.980644,-22.198627 9.217797,-24.969154 3.705707,-22.763918 -1.989995,-23.755927 -7.645621,-26.2437 -7.714232,-29.643796 -4.862819,-29.03171 0.118036,-31.261986 2.113348,-29.519937 4.840156,-33.343187 12.65583))	SPoCA_v1.0_CH_0000009435
CH	2013-05-01T00:40:19	POINT(-398.454 595.87)	POLYGON((-480.9 548.1,-357.9 548.1,-357.9 653.7,-480.9 653.7,-480.9 548.1))	POLYGON((-480.9 595.5,-480.3 596.1,-419.1 568.5,-390.9 578.1,-378.3 602.7,-405.3 645.9,-392.1 653.7,-359.7 564.3,-395.7 548.1,-480.9 595.5))	POINT(-30.618897 35.031148)	POLYGON((-36.268793 31.687383,-25.985287 31.270133,-29.08361 39.575025,-41.206501 40.133303,-36.268793 31.687383))	POLYGON((-38.112994 35.337526,-38.081803 35.382222,-31.531704 32.991756,-29.428595 33.629195,-29.100814 35.498709,-33.148802 39.102772,-32.248412 39.704732,-26.501598 32.485634,-29.014491 31.380208,-38.112994 35.337526))	SPoCA_v1.0_CH_0000009424
CH	2013-05-01T00:40:19	POINT(-125.098 -497.003)	POLYGON((-336.3 -617.1,95.1 -617.1,95.1 -356.7,-336.3 -356.7,-336.3 -617.1))	POLYGON((-336.3 -575.7,-335.7 -575.1,-312.3 -489.9,-306.3 -362.7,-291.3 -356.7,-281.7 -389.1,-239.7 -423.9,-193.5 -413.1,-174.9 -380.7,-107.1 -467.1,-48.9 -458.7,39.3 -417.9,55.5 -426.3,94.5 -497.1,60.9 -550.5,6.3 -587.1,0.9 -611.7,-15.9 -616.5,-42.9 -580.5,-119.7 -575.1,-147.9 -548.1,-188.1 -546.9,-211.5 -526.5,-301.5 -572.1,-320.7 -617.1,-336.3 -575.7))	POINT(-9.2393535 -35.430336)	POLYGON((-29.238997 -43.897014,7.996595 -44.339879,6.352616 -26.035208,-22.981818 -25.746464,-29.238997 -43.897014))	POLYGON((-27.683378 -40.75822,-27.610305 -40.715298,-23.402236 -34.665523,-20.911853 -26.188136,-19.779184 -25.826886,-19.478453 -27.944268,-16.878024 -30.306155,-13.462259 -29.64655,-11.90099 -27.534237,-7.706524 -33.367756,-3.488247 -32.819649,2.721367 -30.068916,3.866662 -30.625786,6.968746 -35.45862,4.722032 -39.306939,0.508541 -42.05503,0.074929 -43.952698,-1.332439 -44.32809,-3.437596 -41.547751,-9.564019 -41.094871,-11.493345 -39.0675,-14.65142 -38.932113,-16.174822 -37.424721,-24.541792 -40.579451,-27.783794 -43.942805,-27.683378 -40.75822))	SPoCA_v1.0_CH_0000009418
CH	2013-05-01T04:40:19	POINT(-399.214 131.999)	POLYGON((-479.1 -59.7,-317.1 -59.7,-317.1 324.3,-479.1 324.3,-479.1 -59.7))	POLYGON((-479.1 270.3,-478.5 270.9,-462.9 320.7,-440.7 321.3,-317.1 216.3,-351.9 135.9,-354.9 72.3,-335.7 31.5,-342.3 -54.3,-402.9 -59.1,-435.9 -24.9,-434.7 66.3,-455.7 96.3,-435.9 142.5,-479.1 270.3))	POINT(-24.741015 4.1677525)	POLYGON((-30.328813 -7.164181,-19.532389 -7.489734,-20.171422 15.934135,-31.478514 16.305729,-30.328813 -7.164181))	POLYGON((-30.933814 12.874491,-30.895734 12.910557,-30.250887 16.028685,-28.655783 16.007696,-19.62203 9.165429,-21.650869 4.314374,-21.779939 0.483077,-20.557888 -1.997533,-21.138975 -7.125615,-25.131382 -7.301394,-27.236077 -5.182715,-27.035406 0.280796,-28.480344 2.135011,-27.2242 4.883887,-30.933814 12.874491))	SPoCA_v1.0_CH_0000009435
CH	2013-05-01T04:40:19	POINT(199.909 -169.454)	POLYGON((170.7 -263.1,233.1 -263.1,233.1 -97.5,170.7 -97.5,170.7 -263.1))	POLYGON((170.7 -195.3,171.3 -194.7,190.5 -105.3,221.1 -98.1,233.1 -131.7,206.1 -213.9,206.7 -263.1,170.7 -195.3))	POINT(12.45059 -14.254976)	POLYGON((10.949337 -20.038837,15.027776 -19.975147,14.318417 -9.870408,10.435419 -9.929643,10.949337 -20.038837))	POLYGON((10.689451 -15.857126,10.72547 -15.819942,11.678955 -10.382503,13.568672 -9.919399,14.420464 -11.932267,13.017159 -16.96437,13.294545 -20.004619,10.689451 -15.857126))	SPoCA_v1.0_CH_0000009420
CH	2013-05-01T04:40:19	POINT(-69.3604 -41.5081)	POLYGON((-170.7 -151.5,29.1 -151.5,29.1 91.5,-170.7 91.5,-170.7 -151.5))	POLYGON((-170.7 14.7,-170.1 15.3,-138.3 72.9,-87.9 91.5,-53.1 81.3,-64.5 42.3,-7.5 -32.7,3.3 -107.1,27.9 -146.1,-29.7 -128.7,-54.9 -151.5,-81.9 -149.7,-111.3 -43.5,-158.7 -16.5,-170.7 14.7))	POINT(-4.1849331 -6.6238849)	POLYGON((-10.559418 -13.190619,1.790588 -13.257159,1.743266 1.340784,-10.280487 1.40609,-10.559418 -13.190619))	POLYGON((-10.293379 -3.20165,-10.256444 -3.16619,-8.31099 0.264758,-5.272496 1.356567,-3.181546 0.731982,-3.866706 -1.6054,-0.451662 -6.10689,0.201022 -10.57526,1.714439 -12.929937,-1.817697 -11.87673,-3.379476 -13.2521,-5.042712 -13.134312,-6.726405 -6.725955,-9.585536 -5.079053,-10.293379 -3.20165))	SPoCA_v1.0_CH_0000009421
