event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid
SS	2013-08-01T00:53:54	POINT(527.13 240.676)	POLYGON((515.1 228.3,539.4 228.3,539.4 255,515.1 255,515.1 228.3))	POLYGON((523.5 228.3,523.5 228.6,523.5 228.9,523.5 229.2,523.5 229.5,523.5 229.8,523.2 230.1,522.9 230.1,522.6 230.1,522.3 230.1,522 230.1,521.7 230.1,521.4 230.1,521.1 230.1,520.8 229.8,520.8 229.5,520.5 229.5,520.5 229.8,520.5 230.1,520.5 230.4,520.5 230.7,520.5 231,520.2 231.3,519.9 231.3,519.9 231.6,519.6 231.9,519.3 231.9,519.3 232.2,519 232.5,518.7 232.5,518.4 232.5,518.1 232.5,518.1 232.8,518.1 233.1,518.1 233.4,518.1 233.7,518.1 234,518.1 234.3,518.1 234.6,518.1 234.9,518.1 235.2,517.8 235.5,517.5 235.5,517.2 235.5,516.9 235.5,516.9 235.8,517.2 235.8,517.5 236.1,517.5 236.4,517.2 236.7,516.9 236.7,516.9 237,516.6 237.3,516.3 237.3,516 237.3,515.7 237.3,515.7 237.6,515.7 237.9,515.7 238.2,516 238.2,516.3 238.5,516.3 238.8,516.3 239.1,516.3 239.4,516 239.7,515.7 239.7,515.7 240,515.4 240.3,515.1 240.3,515.1 240.6,515.1 240.9,515.1 241.2,515.4 241.2,515.7 241.5,515.7 241.8,515.7 242.1,515.7 242.4,516 242.4,516.3 242.4,516.6 242.4,516.9 242.4,517.2 242.4,517.5 242.7,517.5 243,517.8 243,518.1 243.3,518.1 243.6,517.8 243.9,517.5 243.9,517.5 244.2,517.5 244.5,517.5 244.8,517.5 245.1,517.5 245.4,517.5 245.7,517.5 246,517.2 246.3,516.9 246.3,516.9 246.6,516.9 246.9,516.9 247.2,517.2 247.2,517.5 247.2,517.8 247.2,518.1 247.5,518.1 247.8,518.1 248.1,518.1 248.4,518.1 248.7,518.1 249,518.1 249.3,518.1 249.6,518.1 249.9,518.1 250.2,517.8 250.5,517.5 250.5,517.5 250.8,517.5 251.1,517.5 251.4,517.8 251.4,518.1 251.4,518.4 251.4,518.4 251.1,518.7 250.8,519 250.8,519.3 250.8,519.6 250.8,519.6 250.5,519.9 250.2,520.2 250.2,520.5 250.5,520.5 250.8,520.5 251.1,520.5 251.4,520.5 251.7,520.5 252,520.5 252.3,520.5 252.6,520.5 252.9,520.5 253.2,520.8 253.2,521.1 253.2,521.4 253.2,521.7 253.2,522 253.2,522.3 253.2,522.6 253.2,522.9 253.2,523.2 253.2,523.5 253.5,523.5 253.8,523.8 253.8,524.1 254.1,524.1 254.4,524.1 254.7,524.1 255,524.4 255,524.4 254.7,524.7 254.4,525 254.4,525 254.1,525.3 253.8,525.6 253.8,525.9 254.1,525.9 254.4,525.9 254.7,525.9 255,526.2 255,526.2 254.7,526.5 254.4,526.8 254.4,527.1 254.4,527.4 254.4,527.7 254.4,528 254.4,528 254.1,528.3 253.8,528.6 253.8,528.6 253.5,528.9 253.2,529.2 253.2,529.2 252.9,529.5 252.6,529.8 252.6,529.8 252.3,530.1 252,530.4 252,530.4 251.7,530.7 251.4,531 251.4,531.3 251.4,531.6 251.4,531.9 251.4,532.2 251.4,532.2 251.1,532.5 250.8,532.8 250.8,532.8 250.5,533.1 250.2,533.4 250.2,533.7 250.2,534 250.2,534.3 250.2,534.6 250.2,534.9 250.2,535.2 250.2,535.2 249.9,535.2 249.6,535.2 249.3,535.2 249,535.2 248.7,535.2 248.4,535.2 248.1,535.5 247.8,535.8 247.8,535.8 247.5,535.8 247.2,535.8 246.9,536.1 246.6,536.4 246.6,536.7 246.6,537 246.6,537 246.3,537.3 246,537.6 246,537.6 245.7,537.6 245.4,537.6 245.1,537.3 245.1,537 244.8,537 244.5,537 244.2,537 243.9,537.3 243.6,537.6 243.6,537.9 243.6,538.2 243.6,538.5 243.6,538.8 243.6,539.1 243.6,539.4 243.6,539.4 243.3,539.4 243,539.4 242.7,539.1 242.7,538.8 242.4,538.8 242.1,538.8 241.8,538.8 241.5,538.8 241.2,538.8 240.9,538.8 240.6,538.8 240.3,538.8 240,538.8 239.7,538.5 239.7,538.2 239.4,538.2 239.1,538.5 238.8,538.8 238.8,538.8 238.5,538.8 238.2,538.8 237.9,538.8 237.6,538.8 237.3,539.1 237,539.4 237,539.4 236.7,539.4 236.4,539.4 236.1,539.4 235.8,539.4 235.5,539.1 235.5,538.8 235.2,538.8 234.9,538.8 234.6,538.8 234.3,538.5 234.3,538.2 234,538.2 233.7,538.2 233.4,538.2 233.1,537.9 233.1,537.6 232.8,537.6 232.5,537.6 232.2,537.6 231.9,537.6 231.6,537.6 231.3,537.3 231.3,537 231.3,536.7 231.3,536.4 231.3,536.1 231.3,535.8 231,535.8 230.7,535.5 230.7,535.2 230.4,535.2 230.1,534.9 230.1,534.6 229.8,534.6 229.5,534.3 229.5,534 229.5,533.7 229.5,533.4 229.5,533.1 229.5,532.8 229.5,532.5 229.5,532.5 229.8,532.2 230.1,531.9 230.1,531.6 229.8,531.6 229.5,531.3 229.5,531 229.2,531 228.9,530.7 228.9,530.7 229.2,530.4 229.5,530.1 229.5,529.8 229.5,529.5 229.5,529.2 229.2,529.2 228.9,528.9 228.9,528.6 228.9,528.3 228.9,528 228.9,527.7 228.9,527.4 228.6,527.4 228.3,527.1 228.3,526.8 228.3,526.5 228.3,526.2 228.3,525.9 228.3,525.6 228.3,525.3 228.3,525 228.3,524.7 228.3,524.7 228.6,524.4 228.9,524.1 228.9,523.8 228.6,523.8 228.3,523.5 228.3))	POINT(36.080901 19.399298)	POLYGON((34.959619 18.690054,36.848319 18.582045,37.287911 20.227097,35.372606 20.337344,34.959619 18.690054))	POLYGON((35.607834 18.653547,35.612314 18.671997,35.6168 18.690441,35.621291 18.708889,35.625789 18.727338,35.630291 18.745786,35.611543 18.765558,35.588296 18.766876,35.565056 18.768194,35.541819 18.769512,35.518587 18.770829,35.495365 18.772143,35.472145 18.773455,35.448942 18.774768,35.421257 18.757626,35.416785 18.739176,35.393592 18.740485,35.398062 18.758938,35.402535 18.77739,35.407014 18.795847,35.411501 18.814304,35.415995 18.832761,35.397291 18.852529,35.374086 18.853838,35.378583 18.872299,35.359886 18.892071,35.33669 18.89338,35.34119 18.91184,35.322504 18.931613,35.299318 18.93292,35.276135 18.934222,35.252957 18.935528,35.257457 18.953994,35.261962 18.972465,35.266469 18.990935,35.270987 19.009402,35.275508 19.027877,35.280038 19.04635,35.284569 19.064824,35.28911 19.083301,35.293654 19.101777,35.275004 19.121561,35.2518 19.122867,35.228611 19.12417,35.205419 19.125472,35.20996 19.143953,35.233157 19.14265,35.260905 19.159829,35.265466 19.178311,35.246831 19.198102,35.223627 19.199404,35.228191 19.21789,35.209557 19.23768,35.186363 19.23898,35.163176 19.240283,35.139992 19.241582,35.144554 19.260069,35.149126 19.278563,35.1537 19.297055,35.176894 19.295754,35.204681 19.312945,35.209275 19.331439,35.213875 19.349937,35.21848 19.36843,35.199877 19.38823,35.176663 19.389536,35.181276 19.408036,35.16268 19.42784,35.139469 19.42914,35.144084 19.447641,35.148704 19.466146,35.153331 19.484653,35.176554 19.483351,35.204415 19.500556,35.209057 19.519062,35.213712 19.537573,35.21837 19.55608,35.241611 19.554778,35.264861 19.553471,35.288118 19.552162,35.311384 19.550856,35.334657 19.549546,35.362615 19.566745,35.367305 19.585259,35.390599 19.583944,35.418593 19.601144,35.423302 19.619658,35.404718 19.639484,35.381415 19.6408,35.38613 19.659315,35.390852 19.67783,35.395577 19.696351,35.400308 19.714871,35.405047 19.733392,35.409795 19.751915,35.414543 19.77044,35.395984 19.790278,35.372661 19.791591,35.377418 19.810119,35.382179 19.828648,35.386943 19.84718,35.410275 19.845864,35.433608 19.844549,35.456951 19.843232,35.485083 19.860444,35.489876 19.87898,35.494676 19.897512,35.499484 19.916045,35.504298 19.934578,35.509116 19.953117,35.51394 19.971655,35.518771 19.990194,35.523607 20.008735,35.52845 20.027279,35.509916 20.047145,35.486533 20.048463,35.491377 20.067007,35.496232 20.085554,35.501091 20.104105,35.524486 20.102783,35.547887 20.10146,35.571289 20.100136,35.566419 20.081589,35.584959 20.061721,35.608365 20.060398,35.631778 20.05907,35.655202 20.057744,35.650331 20.039202,35.66888 20.019331,35.692314 20.018004,35.72062 20.035219,35.725505 20.053757,35.730397 20.072301,35.735296 20.090846,35.7402 20.109395,35.74511 20.127944,35.750027 20.146494,35.754947 20.165042,35.759881 20.183595,35.764812 20.202148,35.78829 20.200811,35.811781 20.199479,35.835262 20.198143,35.858763 20.196806,35.882267 20.195466,35.905777 20.194128,35.929295 20.192786,35.952816 20.191447,35.976344 20.190104,36.004864 20.20731,36.009847 20.225865,36.033391 20.224518,36.061946 20.241728,36.066952 20.260278,36.071967 20.278836,36.076984 20.297395,36.100567 20.296044,36.095546 20.277487,36.114107 20.25758,36.137685 20.256231,36.132667 20.237676,36.151244 20.217774,36.17483 20.21642,36.203454 20.233622,36.208481 20.252171,36.213518 20.270726,36.218559 20.289281,36.242172 20.287926,36.237125 20.26937,36.255701 20.249459,36.27932 20.248098,36.302954 20.24674,36.326593 20.245382,36.350232 20.244021,36.373879 20.242656,36.368823 20.22411,36.387419 20.204195,36.411075 20.202833,36.406021 20.184283,36.42462 20.164373,36.448285 20.163007,36.44324 20.144465,36.461852 20.124555,36.485519 20.123188,36.480474 20.104648,36.499105 20.084739,36.522774 20.08337,36.517738 20.064837,36.536377 20.044927,36.56005 20.043559,36.583725 20.042186,36.607425 20.040813,36.631116 20.039437,36.654819 20.038062,36.64977 20.019528,36.668431 19.999621,36.692138 19.998244,36.687095 19.979717,36.70577 19.959811,36.729482 19.958435,36.753203 19.957051,36.776926 19.955672,36.80066 19.954288,36.824396 19.952909,36.848147 19.951523,36.871899 19.950136,36.866837 19.931611,36.861782 19.913089,36.856732 19.894572,36.851691 19.876051,36.846655 19.857529,36.841624 19.839016,36.836601 19.820497,36.855318 19.8006,36.879052 19.799212,36.874037 19.7807,36.869022 19.762191,36.864019 19.743679,36.882745 19.723784,36.906475 19.722398,36.930217 19.72101,36.953962 19.719621,36.948956 19.701115,36.967703 19.681223,36.991456 19.679832,36.986449 19.661326,36.981455 19.642826,36.976463 19.624324,36.952723 19.625715,36.92401 19.608603,36.91904 19.590104,36.914076 19.571608,36.909117 19.553113,36.927888 19.533234,36.951608 19.531844,36.975342 19.530456,36.999075 19.529067,37.02282 19.527674,37.046569 19.526281,37.070328 19.524887,37.094092 19.523491,37.089114 19.505001,37.084147 19.486514,37.079184 19.468022,37.05543 19.469416,37.026738 19.452324,37.021795 19.433835,37.016859 19.415353,37.011931 19.396869,37.007005 19.378386,37.002089 19.359905,36.997178 19.341426,36.992273 19.322948,36.987376 19.304469,36.982483 19.285989,36.958783 19.28738,36.930207 19.270289,36.925336 19.251817,36.944153 19.231955,36.967846 19.23057,36.962979 19.212097,36.958118 19.193628,36.953261 19.175162,36.948413 19.156693,36.94357 19.138227,36.96241 19.118377,36.986092 19.116985,36.981253 19.098523,36.976424 19.080062,36.9716 19.061599,36.96678 19.04314,36.961966 19.024684,36.938304 19.026068,36.90985 19.008997,36.905059 18.99054,36.900269 18.972087,36.89549 18.953634,36.871856 18.955017,36.843458 18.937944,36.8387 18.91949,36.833948 18.90104,36.829196 18.882591,36.805594 18.883971,36.777258 18.866896,36.772529 18.848447,36.767802 18.830001,36.763088 18.811555,36.758378 18.793113,36.753675 18.774667,36.730105 18.776042,36.706535 18.777419,36.682982 18.778791,36.659429 18.780161,36.635887 18.78153,36.607671 18.764458,36.603003 18.746018,36.579481 18.747382,36.5513 18.730307,36.54665 18.711866,36.523148 18.713231,36.495008 18.696151,36.490377 18.677713,36.466895 18.679074,36.443419 18.680436,36.41995 18.681793,36.396486 18.683155,36.373033 18.684511,36.349575 18.685868,36.326133 18.687223,36.330741 18.705661,36.31191 18.725457,36.288466 18.726814,36.260437 18.709719,36.255837 18.691278,36.232414 18.692629,36.204423 18.675537,36.199846 18.657098,36.176444 18.658445,36.181022 18.676885,36.162201 18.696672,36.13881 18.698017,36.115423 18.699364,36.092042 18.700709,36.064107 18.683606,36.059552 18.665165,36.036186 18.666505,36.012839 18.667841,35.989492 18.66918,35.96615 18.670519,35.942816 18.671854,35.914961 18.654749,35.910436 18.636306,35.887116 18.637641,35.863808 18.638973,35.840503 18.640303,35.817212 18.641633,35.793925 18.642961,35.770637 18.644288,35.747363 18.645613,35.72409 18.646942,35.700828 18.648263,35.705322 18.666708,35.686556 18.686477,35.66329 18.6878,35.63555 18.670676,35.631068 18.652229,35.607834 18.653547))	
SS	2013-08-01T00:53:54	POINT(-841.285 170.324)	POLYGON((-851.1 152.7,-832.2 152.7,-832.2 188.4,-851.1 188.4,-851.1 152.7))	POLYGON((-842.7 152.7,-842.7 153,-843 153.3,-843.3 153.3,-843.6 153.3,-843.9 153.3,-844.2 153.3,-844.5 153.3,-844.5 153.6,-844.8 153.9,-845.1 153.9,-845.4 153.9,-845.7 153.9,-846 153.9,-846.3 153.9,-846.3 154.2,-846.3 154.5,-846.3 154.8,-846.3 155.1,-846.3 155.4,-846.6 155.7,-846.9 155.7,-846.9 156,-846.9 156.3,-846.9 156.6,-846.9 156.9,-846.9 157.2,-846.9 157.5,-846.9 157.8,-847.2 158.1,-847.5 158.1,-847.5 158.4,-847.8 158.7,-848.1 158.7,-848.1 159,-848.4 159.3,-848.7 159.3,-848.7 159.6,-849 159.9,-849.3 159.9,-849.6 159.9,-849.9 159.9,-850.2 159.9,-850.5 159.9,-850.5 160.2,-850.5 160.5,-850.5 160.8,-850.5 161.1,-850.5 161.4,-850.5 161.7,-850.5 162,-850.5 162.3,-850.5 162.6,-850.8 162.9,-851.1 162.9,-851.1 163.2,-851.1 163.5,-851.1 163.8,-850.8 163.8,-850.5 164.1,-850.5 164.4,-850.5 164.7,-850.5 165,-850.5 165.3,-850.5 165.6,-850.5 165.9,-850.5 166.2,-850.2 166.2,-849.9 166.5,-849.9 166.8,-850.2 167.1,-850.5 167.1,-850.8 167.1,-851.1 167.1,-851.1 167.4,-851.1 167.7,-851.1 168,-850.8 168,-850.5 168.3,-850.5 168.6,-850.2 168.6,-849.9 168.9,-849.9 169.2,-849.9 169.5,-849.9 169.8,-849.9 170.1,-849.9 170.4,-849.9 170.7,-849.9 171,-849.9 171.3,-849.9 171.6,-849.6 171.6,-849.3 171.9,-849.3 172.2,-849.3 172.5,-849.3 172.8,-849 172.8,-848.7 173.1,-848.7 173.4,-848.7 173.7,-848.7 174,-848.7 174.3,-848.7 174.6,-848.7 174.9,-848.7 175.2,-848.7 175.5,-848.7 175.8,-848.4 175.8,-848.1 176.1,-848.1 176.4,-847.8 176.4,-847.5 176.7,-847.5 177,-847.5 177.3,-847.5 177.6,-847.2 177.6,-846.9 177.9,-846.9 178.2,-846.9 178.5,-846.9 178.8,-846.9 179.1,-846.9 179.4,-846.9 179.7,-846.9 180,-846.6 180,-846.3 180.3,-846.3 180.6,-846.3 180.9,-846.3 181.2,-846.3 181.5,-846.3 181.8,-846 181.8,-845.7 181.8,-845.4 181.8,-845.1 181.8,-844.8 181.8,-844.8 181.5,-844.5 181.2,-844.2 181.2,-843.9 181.5,-843.9 181.8,-843.6 181.8,-843.3 182.1,-843.3 182.4,-843 182.4,-842.7 182.7,-842.7 183,-842.4 183,-842.1 183.3,-842.1 183.6,-842.1 183.9,-842.1 184.2,-842.1 184.5,-842.1 184.8,-841.8 184.8,-841.5 185.1,-841.5 185.4,-841.5 185.7,-841.5 186,-841.5 186.3,-841.5 186.6,-841.2 186.6,-840.9 186.9,-840.9 187.2,-840.9 187.5,-840.9 187.8,-840.6 187.8,-840.3 187.8,-840 187.8,-839.7 188.1,-839.7 188.4,-839.4 188.4,-839.1 188.4,-838.8 188.4,-838.5 188.4,-838.2 188.4,-838.2 188.1,-837.9 187.8,-837.6 187.8,-837.3 187.8,-837 187.8,-837 187.5,-836.7 187.2,-836.4 187.2,-836.4 186.9,-836.1 186.6,-835.8 186.6,-835.5 186.9,-835.5 187.2,-835.2 187.2,-834.9 187.2,-834.6 187.2,-834.6 186.9,-834.6 186.6,-834.6 186.3,-834.3 186,-834 186,-834 185.7,-833.7 185.4,-833.4 185.4,-833.4 185.1,-833.1 184.8,-832.8 184.8,-832.8 184.5,-832.8 184.2,-832.8 183.9,-832.8 183.6,-832.8 183.3,-832.8 183,-832.8 182.7,-832.8 182.4,-832.8 182.1,-832.5 181.8,-832.2 181.8,-832.2 181.5,-832.2 181.2,-832.2 180.9,-832.2 180.6,-832.2 180.3,-832.2 180,-832.2 179.7,-832.2 179.4,-832.2 179.1,-832.2 178.8,-832.2 178.5,-832.2 178.2,-832.2 177.9,-832.2 177.6,-832.2 177.3,-832.2 177,-832.2 176.7,-832.2 176.4,-832.2 176.1,-832.2 175.8,-832.2 175.5,-832.2 175.2,-832.2 174.9,-832.2 174.6,-832.2 174.3,-832.2 174,-832.2 173.7,-832.2 173.4,-832.2 173.1,-832.2 172.8,-832.2 172.5,-832.2 172.2,-832.2 171.9,-832.2 171.6,-832.2 171.3,-832.5 171.3,-832.8 171,-832.8 170.7,-832.8 170.4,-832.8 170.1,-833.1 170.1,-833.4 169.8,-833.4 169.5,-833.4 169.2,-833.4 168.9,-833.4 168.6,-833.4 168.3,-833.4 168,-833.4 167.7,-833.1 167.4,-832.8 167.4,-832.8 167.1,-833.1 167.1,-833.4 166.8,-833.4 166.5,-833.4 166.2,-833.4 165.9,-833.4 165.6,-833.4 165.3,-833.7 165.3,-834 165,-834 164.7,-834.3 164.7,-834.6 164.4,-834.6 164.1,-834.6 163.8,-834.6 163.5,-834.6 163.2,-834.6 162.9,-834.6 162.6,-834.6 162.3,-834.6 162,-834.6 161.7,-834.9 161.7,-835.2 161.4,-835.2 161.1,-835.2 160.8,-835.2 160.5,-835.2 160.2,-835.2 159.9,-835.5 159.9,-835.8 159.6,-835.8 159.3,-836.1 159.3,-836.4 159.3,-836.7 159.3,-837 159,-837 158.7,-837 158.4,-837 158.1,-837 157.8,-837 157.5,-837 157.2,-837 156.9,-836.7 156.6,-836.4 156.6,-836.4 156.3,-836.7 156.3,-837 156.3,-837.3 156.3,-837.6 156.3,-837.9 156.3,-838.2 156.3,-838.5 156.3,-838.8 156.3,-839.1 156.3,-839.4 156,-839.4 155.7,-839.4 155.4,-839.4 155.1,-839.7 155.1,-840 154.8,-840 154.5,-839.7 154.2,-839.4 154.2,-839.4 153.9,-839.7 153.9,-840 153.6,-840 153.3,-840.3 153.3,-840.6 153,-840.6 152.7,-840.9 152.7,-841.2 152.7,-841.5 152.7,-841.8 152.7,-842.1 152.7,-842.4 152.7,-842.7 152.7))	POINT(-65.599829 12.798522)	POLYGON((-66.534555 11.626845,-63.838252 11.870786,-64.856751 13.983852,-67.664452 13.728426,-66.534555 11.626845))	POLYGON((-65.303617 11.738898,-65.311699 11.756629,-65.362838 11.770466,-65.405941 11.766556,-65.449119 11.762641,-65.492349 11.758725,-65.535648 11.754796,-65.579038 11.750858,-65.587231 11.768577,-65.638908 11.782353,-65.682464 11.778397,-65.726069 11.77444,-65.769741 11.770465,-65.813504 11.766486,-65.857328 11.762504,-65.865641 11.780215,-65.873963 11.797929,-65.882306 11.815639,-65.890669 11.83335,-65.899038 11.851063,-65.951392 11.864776,-65.99547 11.86076,-66.00391 11.878468,-66.012356 11.896177,-66.020825 11.913881,-66.02931 11.931592,-66.037807 11.949294,-66.04632 11.967003,-66.054851 11.984709,-66.107624 11.998378,-66.151946 11.994342,-66.16054 12.012041,-66.213554 12.025691,-66.258031 12.021638,-66.266694 12.03933,-66.319966 12.052956,-66.364629 12.048883,-66.373345 12.066576,-66.42685 12.080176,-66.471706 12.076077,-66.516625 12.071975,-66.561645 12.067855,-66.606727 12.063731,-66.651885 12.059601,-66.660723 12.077286,-66.669583 12.094965,-66.678461 12.112646,-66.687356 12.13033,-66.696264 12.148009,-66.705188 12.165691,-66.714126 12.183374,-66.723084 12.201051,-66.732066 12.218725,-66.786467 12.232246,-66.831942 12.22808,-66.840985 12.245754,-66.850042 12.263428,-66.85912 12.281104,-66.813596 12.285269,-66.777206 12.307113,-66.786291 12.324785,-66.795383 12.342459,-66.804497 12.360134,-66.813634 12.377812,-66.822777 12.395485,-66.831947 12.413152,-66.841124 12.43083,-66.795639 12.434995,-66.759397 12.456826,-66.768583 12.474498,-66.823244 12.48801,-66.868784 12.483839,-66.914417 12.479661,-66.960115 12.475467,-66.969405 12.493135,-66.978708 12.510803,-66.988027 12.528468,-66.942272 12.532662,-66.905898 12.554518,-66.915219 12.572183,-66.869598 12.576366,-66.833366 12.598204,-66.842687 12.615878,-66.852037 12.633548,-66.861388 12.651214,-66.870772 12.66888,-66.880168 12.68655,-66.889573 12.704222,-66.899012 12.721888,-66.908461 12.739551,-66.917918 12.757216,-66.872278 12.761398,-66.836174 12.783238,-66.845644 12.800906,-66.855127 12.818574,-66.86463 12.836238,-66.819086 12.840413,-66.783114 12.86224,-66.792617 12.879913,-66.802142 12.897581,-66.811681 12.915251,-66.821238 12.932917,-66.830807 12.950584,-66.8404 12.968254,-66.85001 12.98592,-66.859635 13.003587,-66.869287 13.02125,-66.823742 13.025418,-66.787891 13.047251,-66.797534 13.064916,-66.75212 13.069071,-66.716407 13.090889,-66.726054 13.108556,-66.735724 13.126232,-66.745408 13.143898,-66.700056 13.148046,-66.664482 13.16985,-66.674171 13.187524,-66.683868 13.205194,-66.693588 13.222867,-66.703329 13.240539,-66.713081 13.25821,-66.722855 13.275882,-66.732645 13.29355,-66.687307 13.297694,-66.651858 13.319496,-66.661649 13.337172,-66.671457 13.354844,-66.68129 13.372513,-66.691129 13.390183,-66.700999 13.407856,-66.655737 13.411985,-66.610544 13.416116,-66.565443 13.42023,-66.520427 13.424337,-66.475458 13.42844,-66.465677 13.410764,-66.411091 13.39717,-66.366313 13.401246,-66.331339 13.423007,-66.34107 13.440691,-66.29642 13.444757,-66.261562 13.466504,-66.27129 13.484189,-66.226759 13.488245,-66.192014 13.509975,-66.201749 13.527665,-66.157326 13.531708,-66.122703 13.553431,-66.132434 13.571123,-66.142193 13.588817,-66.151955 13.606507,-66.161738 13.6242,-66.171543 13.641888,-66.12717 13.645923,-66.092662 13.667643,-66.102464 13.68534,-66.112276 13.703033,-66.122116 13.720723,-66.131979 13.738415,-66.141848 13.756108,-66.097537 13.760134,-66.063151 13.781853,-66.07302 13.799543,-66.082921 13.817235,-66.092835 13.83493,-66.048564 13.838951,-66.004382 13.842967,-65.960285 13.846966,-65.926104 13.868667,-65.935986 13.886363,-65.892002 13.890357,-65.848073 13.894342,-65.804228 13.898316,-65.760462 13.902278,-65.716758 13.906237,-65.706965 13.88853,-65.653567 13.874769,-65.610037 13.878716,-65.56656 13.882645,-65.523162 13.88657,-65.513469 13.868853,-65.460477 13.855056,-65.417248 13.858962,-65.407618 13.84124,-65.35487 13.827419,-65.311815 13.831306,-65.278375 13.852916,-65.287962 13.87064,-65.244998 13.874517,-65.202074 13.878387,-65.159248 13.88225,-65.149704 13.864522,-65.140184 13.846789,-65.130678 13.829061,-65.078477 13.81518,-65.035834 13.819022,-65.02639 13.801287,-64.974422 13.787389,-64.931933 13.791215,-64.922553 13.773475,-64.870805 13.759549,-64.828468 13.763357,-64.819147 13.745618,-64.809852 13.727881,-64.800565 13.71014,-64.791285 13.692395,-64.782041 13.674654,-64.772803 13.656914,-64.763575 13.639172,-64.754375 13.62143,-64.745186 13.603684,-64.693891 13.589723,-64.651833 13.593506,-64.642706 13.575756,-64.633595 13.558009,-64.624496 13.540264,-64.615418 13.522515,-64.606353 13.504769,-64.597308 13.487019,-64.58828 13.469271,-64.579259 13.451526,-64.570256 13.433777,-64.561279 13.416024,-64.55231 13.398279,-64.543357 13.380532,-64.534416 13.36278,-64.525496 13.345031,-64.516596 13.327277,-64.5077 13.309526,-64.498828 13.291777,-64.489969 13.274025,-64.48113 13.256275,-64.472304 13.238527,-64.463492 13.220775,-64.454691 13.203019,-64.445914 13.185266,-64.437148 13.167516,-64.428401 13.14976,-64.419669 13.132007,-64.410952 13.114258,-64.402246 13.096504,-64.39356 13.078745,-64.384894 13.06099,-64.376234 13.043235,-64.367596 13.025479,-64.35897 13.007723,-64.350359 12.989971,-64.341767 12.972214,-64.383357 12.968484,-64.416399 12.946994,-64.407807 12.929245,-64.399234 12.911492,-64.390677 12.893736,-64.432333 12.889993,-64.465472 12.868503,-64.456921 12.850747,-64.448382 12.832995,-64.439858 12.815244,-64.431351 12.797489,-64.422859 12.779736,-64.414379 12.761985,-64.405927 12.74423,-64.355888 12.730203,-64.314338 12.733932,-64.305931 12.716173,-64.347468 12.712452,-64.38063 12.690962,-64.372235 12.67321,-64.363847 12.655453,-64.355475 12.6377,-64.347126 12.619943,-64.338785 12.602187,-64.380367 12.598457,-64.413636 12.576961,-64.405309 12.559207,-64.446971 12.555468,-64.480366 12.53397,-64.472031 12.51621,-64.463717 12.498459,-64.455417 12.48071,-64.447137 12.462956,-64.438871 12.4452,-64.430622 12.427444,-64.42238 12.409691,-64.414152 12.39194,-64.405942 12.374179,-64.447602 12.370442,-64.48114 12.34894,-64.472938 12.33118,-64.464751 12.313429,-64.456573 12.295677,-64.448419 12.277924,-64.440275 12.260165,-64.481984 12.256419,-64.515617 12.234909,-64.507483 12.217158,-64.549286 12.213403,-64.591149 12.209632,-64.633079 12.205864,-64.666907 12.184331,-64.658747 12.166583,-64.650609 12.148838,-64.642484 12.131088,-64.634368 12.11334,-64.626275 12.095587,-64.618194 12.077838,-64.610128 12.06009,-64.56019 12.046109,-64.518376 12.049869,-64.510365 12.032111,-64.552172 12.028351,-64.594044 12.024587,-64.635974 12.020809,-64.677979 12.017027,-64.72003 12.013242,-64.762157 12.009443,-64.804339 12.005646,-64.846579 12.001834,-64.888886 11.998017,-64.923154 11.976448,-64.915047 11.958709,-64.906959 11.94097,-64.898884 11.923227,-64.941272 11.919397,-64.975641 11.897827,-64.967573 11.880084,-64.917101 11.866172,-64.874762 11.869995,-64.866745 11.852254,-64.909077 11.84843,-64.943469 11.82686,-64.935466 11.809119,-64.977901 11.805287,-65.012394 11.783708,-65.004393 11.765967,-65.046964 11.762118,-65.089572 11.758266,-65.132242 11.75441,-65.174979 11.750545,-65.217798 11.74667,-65.260669 11.742786,-65.303617 11.738898))	
