event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	fi_length	fi_lengthunit	fi_tilt	fi_barbstot	fi_barbsr	fi_barbsl	fi_chirality
FI	2013-12-01T07:45:16	POINT(-25.083 579.919)	POLYGON((-45.14935 555.83935,-4.01325 555.83935,-4.01325 603.99865,-45.14935 603.99865,-45.14935 555.83935))	POLYGON((-27.09 565.87,-24.08 567.88,-21.07 568.88,-18.06 566.88,-15.05 565.87,-15.05 568.88,-17.06 571.89,-18.06 574.9,-20.07 577.91,-21.07 580.92,-24.08 583.93,-24.08 586.94,-21.07 589.95,-22.07 591.96,-25.08 592.96,-28.09 592.96,-31.1 593.97,-32.11 590.96,-31.1 587.95,-31.1 584.94,-33.11 581.93,-35.12 578.92,-32.11 578.92,-30.1 575.91,-30.1 572.9,-29.1 569.89,-28.09 566.88,-27.09 565.87))	POINT(-1.8507048 37.286744)	POLYGON((-3.258312 35.544943,-0.289473 35.546037,-0.303417 39.068682,-3.415436 39.067505,-3.258312 35.544943))	POLYGON((-1.972303 36.266251,-1.75637 36.411515,-1.538208 36.483919,-1.315961 36.339394,-1.095576 36.266529,-1.098656 36.484035,-1.248947 36.702117,-1.325966 36.92082,-1.47785 37.140118,-1.556056 37.360069,-1.783693 37.580594,-1.789044 37.801849,-1.570102 38.023825,-1.648 38.172349,-1.874748 38.246279,-2.099842 38.246189,-2.327375 38.320923,-2.395626 38.098099,-2.313189 37.876009,-2.306243 37.654542,-2.44809 37.433656,-2.589173 37.213403,-2.367135 37.213516,-2.212434 36.994029,-2.206072 36.7751,-2.12668 36.556816,-2.04706 36.339139,-1.972303 36.266251))		2654843390	cm	-79.5037	2	2	0	-1
FI	2013-12-01T07:45:16	POINT(82.2722 561.859)	POLYGON((54.17925 531.7591,100.33195 531.7591,100.33195 596.9749,54.17925 596.9749,54.17925 531.7591))	POLYGON((77.26 541.79,80.27 542.8,82.27 544.8,80.27 547.81,81.27 550.82,83.28 553.83,85.28 556.84,87.29 559.85,89.3 562.86,89.3 565.87,86.29 566.88,85.28 569.89,86.29 572.9,85.28 575.91,83.28 578.92,82.27 581.93,80.27 584.94,79.26 586.94,78.26 583.93,75.25 580.92,74.25 577.91,75.25 575.91,78.26 573.9,78.26 570.89,78.26 567.88,77.26 564.87,77.26 561.86,74.25 559.85,71.24 561.86,69.23 563.87,66.22 562.86,64.21 559.85,66.22 556.84,68.23 553.83,70.23 550.82,71.24 547.81,72.24 544.8,75.25 542.8,77.26 541.79))	POINT(5.9773079 35.974027)	POLYGON((3.83074 33.839796,7.106729 33.836045,7.551119 38.538761,4.06937 38.542877,3.83074 33.839796))	POLYGON((5.513103 34.544103,5.733545 34.61525,5.887024 34.756635,5.758466 34.97032,5.845875 35.184281,6.006997 35.398717,6.168432 35.613698,6.331651 35.82925,6.495952 36.045364,6.514091 36.262271,6.299565 36.335475,6.24317 36.553268,6.335487 36.771473,6.279152 36.990479,6.149259 37.210206,6.092359 37.430468,5.961478 37.651449,5.897991 37.798618,5.805853 37.577469,5.56528 37.357141,5.474984 37.137264,5.538219 36.991378,5.749355 36.844863,5.732898 36.62636,5.716663 36.40846,5.627571 36.191245,5.611972 35.974537,5.382787 35.830401,5.173469 35.975023,5.036431 36.119826,4.812454 36.047333,4.653226 35.831161,4.786161 35.615264,4.918508 35.399951,5.049554 35.185179,5.108857 34.971055,5.167242 34.757465,5.373899 34.615666,5.513103 34.544103))		3731130620	cm	86.3736	1	1	0	0
FI	2013-12-01T07:45:16	POINT(-734.43 479.587)	POLYGON((-801.652 422.3975,-678.244 422.3975,-678.244 526.7425,-801.652 526.7425,-801.652 422.3975))	POLYGON((-690.28 432.43,-688.28 434.44,-690.28 437.45,-692.29 440.46,-694.3 443.47,-697.31 446.48,-698.31 449.49,-699.31 452.5,-699.31 455.51,-699.31 458.52,-701.32 461.53,-701.32 464.54,-703.33 467.55,-705.33 470.56,-705.33 473.57,-708.34 476.58,-711.35 478.58,-714.36 477.58,-717.37 477.58,-720.38 478.58,-723.39 480.59,-726.4 481.59,-728.41 484.6,-731.42 484.6,-734.43 485.61,-737.44 487.61,-740.45 488.62,-742.46 491.63,-745.47 491.63,-748.48 493.63,-751.49 494.64,-754.5 496.64,-757.51 495.64,-760.52 496.64,-762.52 498.65,-764.53 501.66,-767.54 502.66,-770.55 503.67,-773.56 503.67,-776.57 503.67,-779.58 503.67,-781.59 506.68,-783.59 509.69,-782.59 512.7,-783.59 515.71,-786.6 514.7,-787.61 511.69,-789.61 508.68,-791.62 505.67,-790.62 502.66,-791.62 499.65,-791.62 496.64,-789.61 493.63,-786.6 491.63,-783.59 490.62,-780.58 493.63,-777.57 493.63,-774.56 491.63,-771.55 489.62,-770.55 486.61,-767.54 483.6,-764.53 480.59,-763.53 477.58,-762.52 474.57,-761.52 471.56,-760.52 468.55,-758.51 465.54,-757.51 466.54,-755.5 468.55,-752.49 470.56,-750.48 473.57,-747.47 474.57,-744.46 476.58,-741.45 475.57,-738.44 476.58,-735.43 475.57,-733.43 472.56,-730.42 469.55,-727.41 467.55,-724.4 465.54,-722.39 462.53,-721.39 459.52,-720.38 456.51,-719.38 453.5,-716.37 452.5,-713.36 451.49,-710.35 450.49,-707.34 448.48,-704.33 446.48,-701.32 444.47,-701.32 441.46,-699.31 439.45,-697.31 436.44,-694.3 434.44,-691.29 433.43,-690.28 432.43))	POINT(-60.384827 29.899688)	POLYGON((-66.325464 26.036116,-50.823271 26.202285,-56.249429 33.183345,-78.917229 32.931468,-66.325464 26.036116))	POLYGON((-52.509557 26.842002,-52.380924 26.975235,-52.729615 27.169656,-53.08456 27.364353,-53.444858 27.559336,-53.923023 27.753478,-54.181127 27.950194,-54.443012 28.147225,-54.5937 28.345755,-54.746778 28.544638,-55.13657 28.74148,-55.295934 28.941055,-55.69636 29.138556,-56.102598 29.336379,-56.272885 29.537011,-56.815102 29.734221,-57.307756 29.864093,-57.624961 29.793291,-58.006225 29.789312,-58.454393 29.852128,-58.974243 29.9825,-59.437103 30.045254,-59.90843 30.244171,-60.317636 30.23981,-60.803233 30.303139,-61.369045 30.432882,-61.873386 30.496102,-62.393974 30.695392,-62.839038 30.690549,-63.452118 30.820267,-63.998234 30.883231,-64.641342 31.012857,-65.036921 30.940083,-65.617233 31.002016,-66.135146 31.133842,-66.764422 31.333255,-67.3913 31.394892,-68.03711 31.457026,-68.594391 31.4507,-69.165673 31.444193,-69.752147 31.437484,-70.505908 31.636094,-71.292607 31.834765,-71.459396 32.041048,-72.073481 32.242631,-72.61887 32.166233,-72.438959 31.959788,-72.488673 31.751142,-72.543862 31.542899,-71.928358 31.342923,-71.767985 31.138098,-71.398382 30.936165,-70.624558 30.739354,-69.798044 30.612408,-69.10879 30.551483,-68.85404 30.759722,-68.294257 30.766116,-67.55175 30.638089,-66.833592 30.509269,-66.38658 30.309592,-65.620061 30.113926,-64.880255 29.918339,-64.477222 29.719398,-64.081912 29.520773,-63.697 29.32243,-63.320468 29.124389,-62.803806 28.92828,-62.729479 28.996102,-62.580931 29.132541,-62.288945 29.270721,-62.214991 29.47399,-61.854941 29.54526,-61.570093 29.683868,-61.076978 29.62109,-60.729598 29.692948,-60.249638 29.629993,-59.781854 29.432297,-59.19126 29.236298,-58.675963 29.10757,-58.169459 28.978226,-57.738926 28.781395,-57.441411 28.583543,-57.147541 28.386026,-56.859618 28.188828,-56.441759 28.126735,-56.028534 28.063963,-55.620786 28.001817,-55.166899 27.873246,-54.720182 27.745401,-54.279394 27.616974,-54.135851 27.419708,-53.816039 27.290445,-53.455474 27.095948,-53.034579 26.968716,-52.662308 26.90611,-52.509557 26.842002))		9543064600	cm	-38.7869	2	2	0	-1
FI	2013-12-01T07:45:16	POINT(522.729 457.514)	POLYGON((495.63965 415.37445,591.95835 415.37445,591.95835 478.58355,495.63965 478.58355,495.63965 415.37445))	POLYGON((565.87 425.41,568.88 427.41,571.89 428.42,574.9 427.41,577.91 427.41,580.92 426.41,580.92 429.42,578.92 432.43,575.91 433.43,572.9 433.43,569.89 434.44,566.88 434.44,563.87 435.44,560.86 434.44,536.78 443.47,534.77 446.48,531.76 449.49,529.75 452.5,526.74 454.5,524.74 456.51,521.73 459.52,519.72 461.53,516.71 462.53,514.7 465.54,511.69 467.55,508.68 468.55,505.67 468.55,506.68 465.54,508.68 464.54,510.69 461.53,511.69 458.52,512.7 455.51,511.69 452.5,512.7 449.49,510.69 446.48,512.7 443.47,514.7 440.46,515.71 437.45,515.71 434.44,517.71 431.43,519.72 428.42,521.73 428.42,522.73 431.43,524.74 434.44,527.75 437.45,530.76 440.46,533.77 441.46,558.85 432.43,558.85 429.42,561.86 427.41,564.87 426.41,565.87 425.41))	POINT(37.615758 28.630458)	POLYGON((34.367024 25.88507,42.382882 25.82235,44.483205 29.986613,35.934414 30.054438,34.367024 25.88507))	POLYGON((40.393591 26.492528,40.709368 26.620639,40.999275 26.684312,41.232499 26.616331,41.495624 26.614148,41.730587 26.546825,41.818983 26.74295,41.731993 26.940875,41.496721 27.008421,41.23269 27.010608,40.99916 27.078814,40.736953 27.080964,40.504523 27.148517,40.215586 27.085203,38.412073 27.693757,38.325221 27.893221,38.15426 28.093686,38.068307 28.293854,37.869879 28.428136,37.757322 28.56259,37.587887 28.764248,37.474979 28.899113,37.249426 28.96754,37.165132 29.169298,36.968597 29.305289,36.743798 29.373949,36.491418 29.375809,36.492152 29.174287,36.631645 29.106399,36.716554 28.904775,36.717612 28.704154,36.720174 28.503894,36.555695 28.305248,36.559875 28.105723,36.315533 27.9084,36.403692 27.708975,36.491465 27.509909,36.498315 27.311793,36.423021 27.114634,36.512226 26.91659,36.60267 26.718876,36.767275 26.717644,36.924215 26.913506,37.166133 27.109063,37.493487 27.304304,37.824096 27.499856,38.103486 27.563595,39.985827 26.955188,39.902047 26.75868,40.10445 26.625561,40.335315 26.55833,40.393591 26.492528))		9830094800	cm	-21.3757	1	0	1	1
FI	2013-12-01T07:45:16	POINT(-442.464 442.464)	POLYGON((-653.161 384.27165,-269.893 384.27165,-269.893 480.59035,-653.161 480.59035,-653.161 384.27165))	POLYGON((-641.12 394.3,-638.11 394.3,-635.1 395.31,-632.09 395.31,-629.08 396.31,-626.07 398.32,-623.06 399.32,-620.05 400.32,-618.04 402.33,-615.03 404.34,-614.03 407.35,-611.02 409.35,-608.01 408.35,-606.01 411.36,-605 414.37,-601.99 417.38,-598.98 417.38,-596.98 420.39,-593.97 422.4,-590.96 422.4,-587.95 424.4,-584.94 427.41,-581.93 428.42,-578.92 429.42,-575.91 431.43,-572.9 433.43,-569.89 435.44,-566.88 436.44,-563.87 437.45,-561.86 440.46,-558.85 442.46,-555.84 442.46,-555.84 445.47,-534.77 447.48,-534.77 444.47,-531.76 445.47,-528.75 447.48,-525.74 447.48,-522.73 445.47,-519.72 447.48,-516.71 446.48,-513.7 445.47,-510.69 445.47,-507.68 446.48,-504.67 445.47,-503.67 442.46,-501.66 441.46,-498.65 441.46,-495.64 439.45,-492.63 438.45,-489.62 436.44,-487.61 438.45,-487.61 441.46,-484.6 444.47,-462.53 446.48,-459.52 445.47,-456.51 444.47,-455.51 441.46,-453.5 439.45,-450.49 438.45,-449.49 435.44,-446.48 433.43,-444.47 430.42,-441.46 428.42,-438.45 429.42,-435.44 429.42,-435.44 432.43,-433.43 435.44,-432.43 438.45,-430.42 441.46,-427.41 442.46,-424.4 443.47,-421.39 444.47,-418.38 445.47,-415.37 447.48,-412.36 449.49,-409.35 450.49,-392.3 446.48,-390.29 444.47,-388.28 446.48,-385.27 449.49,-382.26 449.49,-379.25 447.48,-378.25 444.47,-380.26 441.46,-383.27 440.46,-385.27 438.45,-382.26 438.45,-379.25 438.45,-376.24 440.46,-373.23 441.46,-373.23 444.47,-371.23 447.48,-370.22 450.49,-367.21 453.5,-366.21 456.51,-363.2 458.52,-334.11 456.51,-331.1 455.51,-328.09 454.5,-325.08 451.49,-322.07 449.49,-319.06 450.49,-316.05 451.49,-313.04 452.5,-310.03 454.5,-307.02 454.5,-304.01 452.5,-302 449.49,-298.99 450.49,-295.98 451.49,-292.97 454.5,-289.96 455.51,-286.95 454.5,-284.94 451.49,-281.93 450.49,-279.93 451.49,-280.93 454.5,-282.94 457.51,-283.94 459.52,-286.95 459.52,-289.96 460.52,-292.97 461.53,-295.98 461.53,-298.99 462.53,-302 463.53,-305.01 463.53,-308.02 465.54,-311.03 465.54,-314.04 466.54,-317.05 465.54,-320.06 462.53,-323.07 461.53,-326.08 462.53,-329.09 464.54,-331.1 463.53,-332.1 460.52,-362.2 460.52,-364.2 462.53,-366.21 465.54,-366.21 468.55,-368.22 469.55,-370.22 466.54,-373.23 465.54,-376.24 465.54,-378.25 462.53,-381.26 459.52,-384.27 457.51,-386.28 455.51,-389.29 453.5,-392.3 454.5,-392.3 451.49,-407.35 452.5,-407.35 455.51,-410.36 456.51,-413.37 456.51,-416.38 457.51,-419.39 459.52,-422.4 461.53,-425.41 460.52,-428.42 458.52,-431.43 457.51,-434.44 457.51,-437.45 457.51,-440.46 457.51,-443.47 456.51,-446.48 455.51,-449.49 454.5,-452.5 456.51,-455.51 453.5,-458.52 452.5,-460.52 451.49,-462.53 448.48,-483.6 450.49,-484.6 453.5,-485.61 456.51,-487.61 459.52,-485.61 462.53,-486.61 464.54,-489.62 464.54,-491.63 461.53,-494.64 460.52,-497.65 463.53,-499.65 465.54,-502.66 465.54,-505.67 465.54,-508.68 465.54,-511.69 464.54,-513.7 462.53,-516.71 460.52,-518.72 458.52,-519.72 455.51,-521.73 452.5,-524.74 452.5,-527.75 453.5,-530.76 452.5,-533.77 451.49,-556.84 449.49,-557.85 452.5,-557.85 455.51,-558.85 457.51,-561.86 457.51,-564.87 455.51,-567.88 457.51,-567.88 460.52,-568.88 462.53,-571.89 460.52,-574.9 459.52,-576.91 456.51,-579.92 455.51,-582.93 455.51,-585.94 456.51,-586.94 454.5,-583.93 453.5,-582.93 450.49,-585.94 448.48,-588.95 450.49,-591.96 448.48,-592.96 445.47,-593.97 442.46,-596.98 440.46,-599.99 438.45,-603 436.44,-603 433.43,-603 430.42,-605 427.41,-608.01 427.41,-611.02 427.41,-614.03 426.41,-616.04 423.4,-616.04 420.39,-619.05 418.38,-622.06 417.38,-625.07 417.38,-628.08 415.37,-631.09 413.37,-634.1 413.37,-637.11 411.36,-639.11 409.35,-641.12 406.34,-641.12 403.33,-642.12 400.32,-642.12 397.31,-641.12 394.3))	POINT(-30.792026 27.681345)	POLYGON((-47.033119 23.776524,-17.606342 23.97517,-18.671451 30.286769,-50.71607 30.065545,-47.033119 23.776524))	POLYGON((-46.211001 24.426999,-45.931403 24.42956,-45.683487 24.496743,-45.406365 24.499257,-45.160155 24.56579,-44.944669 24.697082,-44.700087 24.763678,-44.456358 24.830279,-44.33342 24.960988,-44.120512 25.092617,-44.119096 25.287175,-43.906749 25.418483,-43.606671 25.356369,-43.515751 25.552113,-43.514302 25.747395,-43.333988 25.944538,-43.064623 25.946863,-42.975509 26.143523,-42.766949 26.276301,-42.499302 26.278582,-42.291604 26.410826,-42.114361 26.608967,-41.87847 26.67701,-41.642962 26.74442,-41.437712 26.877772,-41.23269 27.010608,-41.028452 27.144235,-40.795132 27.211853,-40.562715 27.280142,-40.475917 27.478949,-40.27312 27.612414,-40.012498 27.614511,-40.100406 27.812486,-38.352991 27.959128,-38.26976 27.760859,-38.043372 27.828647,-37.84502 27.963032,-37.592332 27.964958,-37.286765 27.83441,-37.089498 27.968756,-36.813008 27.904708,-36.537647 27.840017,-36.289547 27.841848,-36.067973 27.910221,-35.795663 27.845473,-35.63873 27.647972,-35.450499 27.583418,-35.206336 27.585183,-34.914606 27.454907,-34.648655 27.391004,-34.360437 27.260911,-34.246471 27.393845,-34.316943 27.59151,-34.146828 27.791216,-32.441062 27.935642,-32.182262 27.870638,-31.924783 27.806318,-31.781837 27.608759,-31.582855 27.477718,-31.328654 27.413585,-31.189239 27.216697,-30.916766 27.086569,-30.70263 26.890729,-30.433622 26.76159,-30.223825 26.828329,-29.99508 26.829768,-30.053105 27.026499,-29.958694 27.224524,-29.941534 27.422415,-29.847691 27.621125,-29.637891 27.688327,-29.428515 27.756207,-29.219181 27.823463,-29.010071 27.890749,-28.820756 28.024706,-28.631528 28.158808,-28.422857 28.226261,-27.067013 27.968841,-26.881424 27.83716,-26.767558 27.970527,-26.597106 28.170533,-26.373316 28.171775,-26.115015 28.04024,-25.989388 27.842107,-26.086509 27.643124,-26.291583 27.576146,-26.404989 27.443268,-26.183052 27.444495,-25.961544 27.44571,-25.773783 27.578981,-25.569291 27.645935,-25.619454 27.844115,-25.522841 28.043445,-25.499388 28.242733,-25.328563 28.443179,-25.306287 28.643194,-25.118351 28.77789,-22.954857 28.655111,-22.721262 28.589788,-22.488244 28.523826,-22.226546 28.325429,-21.981154 28.194133,-21.779498 28.261267,-21.577916 28.328437,-21.376541 28.396296,-21.189094 28.529824,-20.973683 28.530784,-20.731247 28.399172,-20.547559 28.200598,-20.34695 28.267663,-20.146385 28.334766,-19.972213 28.535129,-19.771663 28.603042,-19.545057 28.536922,-19.364519 28.338047,-19.139569 28.27273,-19.01094 28.339493,-19.119019 28.538672,-19.299484 28.73793,-19.396356 28.871289,-19.610279 28.870403,-19.837793 28.936059,-20.066094 29.002416,-20.281192 29.001497,-20.510477 29.067201,-20.740442 29.132942,-20.956761 29.131992,-21.202577 29.265168,-21.419845 29.26419,-21.652384 29.330011,-21.855365 29.262208,-22.028033 29.060393,-22.230938 28.992754,-22.464538 29.058349,-22.714684 29.191358,-22.84528 29.123284,-22.870973 28.922393,-25.078865 28.911289,-25.262041 29.044356,-25.464744 29.24432,-25.518905 29.445464,-25.687299 29.51157,-25.781878 29.309506,-25.988628 29.24151,-26.213961 29.240285,-26.309028 29.038723,-26.479047 28.837131,-26.667427 28.702304,-26.781175 28.568709,-26.969588 28.434201,-27.213663 28.499194,-27.158049 28.299843,-28.310265 28.360142,-28.368844 28.559593,-28.617368 28.624586,-28.846763 28.623215,-29.096933 28.688223,-29.36892 28.820371,-29.642566 28.952671,-29.853582 28.884035,-30.04381 28.749643,-30.255179 28.681113,-30.488446 28.67965,-30.722266 28.678174,-30.956652 28.676687,-31.169565 28.608809,-31.382753 28.54097,-31.595992 28.472495,-31.877342 28.60422,-32.046233 28.403162,-32.260665 28.3354,-32.395464 28.267533,-32.485915 28.067592,-34.210553 28.188873,-34.364591 28.387396,-34.520916 28.586266,-34.759343 28.784934,-34.67326 28.986261,-34.806735 29.119574,-35.053216 29.117829,-35.139469 28.916232,-35.360042 28.847302,-35.687396 29.045809,-35.906983 29.178558,-36.157004 29.17674,-36.407813 29.174902,-36.659429 29.173056,-36.883827 29.104532,-36.996363 28.969428,-37.193085 28.833867,-37.306285 28.699764,-37.306913 28.499508,-37.392862 28.29899,-37.645649 28.297077,-37.927211 28.361297,-38.153809 28.293199,-38.380628 28.224464,-40.306759 28.076744,-40.486091 28.274828,-40.578559 28.473983,-40.728782 28.605807,-40.994626 28.603649,-41.198051 28.46895,-41.529535 28.599272,-41.627072 28.798999,-41.782731 28.931837,-41.987056 28.796025,-42.225329 28.72738,-42.307226 28.526279,-42.546272 28.457776,-42.819369 28.455474,-43.127507 28.519371,-43.150966 28.38554,-42.843268 28.321729,-42.653443 28.123654,-42.86017 27.988775,-43.200106 28.119021,-43.408 27.98411,-43.399553 27.785101,-43.392894 27.586446,-43.602022 27.452802,-43.811416 27.318648,-44.021428 27.184631,-43.923751 26.987801,-43.827395 26.791303,-43.914165 26.593554,-44.188873 26.591152,-44.464855 26.588729,-44.709738 26.521196,-44.798146 26.323848,-44.702171 26.128464,-44.915536 25.995705,-45.161676 25.92846,-45.440798 25.925959,-45.656332 25.793363,-45.872921 25.661538,-46.154996 25.658977,-46.372819 25.526604,-46.496089 25.395243,-46.588404 25.19961,-46.492111 25.006029,-46.490927 24.811868,-46.396924 24.61886,-46.211001 24.426999))		32360380400	cm	9.73909	6	3	3	0
FI	2013-12-01T07:45:16	POINT(297.986 386.278)	POLYGON((264.87615 356.17875,333.10185 356.17875,333.10185 417.38125,264.87615 417.38125,264.87615 356.17875))	POLYGON((322.07 366.21,322.07 369.22,322.07 372.23,321.06 375.24,320.06 378.25,317.05 381.26,314.04 383.27,311.03 386.28,309.02 388.28,306.01 388.28,303 388.28,299.99 391.29,297.99 394.3,296.98 391.29,293.97 388.28,290.96 389.29,287.95 392.3,285.95 394.3,283.94 397.31,282.94 400.32,283.94 403.33,281.93 406.34,278.92 405.34,275.91 407.35,275.91 404.34,274.91 401.33,275.91 398.32,276.92 395.31,277.92 392.3,278.92 389.29,280.93 386.28,283.94 386.28,286.95 386.28,289.96 386.28,292.97 383.27,295.98 381.26,298.99 378.25,301 376.24,304.01 379.25,307.02 380.26,309.02 377.25,312.03 374.24,315.04 373.23,318.05 372.23,320.06 369.22,322.07 366.21))	POINT(19.529356 24.095572)	POLYGON((17.033299 22.194786,21.615124 22.175238,22.325595 26.08733,17.582649 26.107703,17.033299 22.194786))	POLYGON((20.965974 22.812217,20.997008 23.002854,21.028423 23.193754,20.991065 23.385235,20.954587 23.576979,20.78042 23.769623,20.595545 23.898725,20.421313 24.09182,20.304841 24.220271,20.098516 24.221179,19.892466 24.222075,19.717993 24.41561,19.612631 24.609128,19.512121 24.41649,19.275894 24.224709,19.081 24.290175,18.906166 24.483772,18.789949 24.612566,18.68317 24.806353,18.645384 25.000156,18.744625 25.193701,18.638115 25.388381,18.42173 25.324685,18.236304 25.455236,18.20587 25.261008,18.107648 25.067349,18.146093 24.873452,18.185366 24.679846,18.224109 24.486535,18.262997 24.293511,18.370414 24.1005,18.574366 24.099676,18.778563 24.098842,18.983006 24.097998,19.157814 23.904963,19.342434 23.775924,19.51711 23.583339,19.633723 23.454883,19.868501 23.645529,20.083956 23.708961,20.189499 23.516744,20.363892 23.324483,20.558744 23.25942,20.753788 23.195007,20.859854 23.003481,20.965974 22.812217))		4735667700	cm	-37.0397	4	4	0	-1
FI	2013-12-01T07:45:16	POINT(425.408 246.817)	POLYGON((404.33795 226.74995,445.47405 226.74995,445.47405 267.88605,404.33795 267.88605,404.33795 226.74995))	POLYGON((435.44 236.78,435.44 239.79,434.44 242.8,431.43 244.81,428.42 247.82,425.41 248.82,422.4 250.83,421.39 253.84,418.38 256.85,415.37 257.85,414.37 254.84,415.37 251.83,418.38 250.83,421.39 247.82,423.4 244.81,426.41 241.8,428.42 238.79,431.43 238.79,434.44 237.79,435.44 236.78))	POINT(26.863388 15.392147)	POLYGON((25.282009 14.187535,28.069038 14.170587,28.440527 16.664407,25.611291 16.681559,25.282009 14.187535))	POLYGON((27.464341 14.780406,27.489599 14.962425,27.4467 15.145015,27.257788 15.268016,27.077716 15.451696,26.880622 15.513586,26.692436 15.636763,26.649499 15.819902,26.470333 16.00402,26.2739 16.066034,26.17993 15.8835,26.222336 15.700314,26.418553 15.638408,26.597993 15.454607,26.709593 15.271364,26.889558 15.087854,27.001633 14.904896,27.20699 14.903637,27.404363 14.84189,27.464341 14.780406))		2152574980	cm	-43.8386	0	0	0	0
FI	2013-12-01T07:45:16	POINT(-332.099 126.418)	POLYGON((-347.14875 99.32905,-311.02925 99.32905,-311.02925 155.51495,-347.14875 155.51495,-347.14875 99.32905))	POLYGON((-323.07 109.36,-321.06 112.37,-322.07 115.38,-323.07 118.39,-325.08 121.4,-326.08 124.41,-328.09 127.42,-330.09 130.43,-333.1 133.44,-334.11 136.45,-333.1 139.46,-334.11 142.47,-336.11 145.48,-337.12 143.47,-337.12 140.46,-337.12 137.45,-336.11 134.44,-336.11 131.43,-336.11 128.42,-336.11 125.41,-336.11 122.4,-335.11 120.4,-332.1 117.39,-330.09 114.38,-328.09 113.38,-325.08 111.37,-323.07 109.36))	POINT(-20.091848 8.2266258)	POLYGON((-20.96452 6.622444,-18.696185 6.633359,-18.861761 9.9574,-21.151778 9.946507,-20.96452 6.622444))	POLYGON((-19.474264 7.221548,-19.356257 7.399814,-19.427883 7.577258,-19.499176 7.754771,-19.634271 7.932047,-19.7062 8.109694,-19.842088 8.287103,-19.977785 8.464587,-20.177783 8.641834,-20.251803 8.819763,-20.198217 8.998388,-20.272751 9.176478,-20.410406 9.35434,-20.467194 9.234834,-20.456425 9.056412,-20.445883 8.878068,-20.371594 8.700117,-20.361532 8.521928,-20.351689 8.343819,-20.342067 8.16578,-20.332665 7.987812,-20.26338 7.869911,-20.064514 7.692981,-19.929215 7.515808,-19.800548 7.45736,-19.60583 7.339592,-19.474264 7.221548))		2798351620	cm	-68.1367	0	0	0	0
FI	2013-12-01T07:45:16	POINT(-838.775 -42.1394)	POLYGON((-855.8318 -72.239,-825.7322 -72.239,-825.7322 -12.0398,-855.8318 -12.0398,-855.8318 -72.239))	POLYGON((-840.78 -62.21,-838.78 -60.2,-837.77 -57.19,-837.77 -54.18,-836.77 -51.17,-837.77 -48.16,-836.77 -45.15,-836.77 -42.14,-835.77 -39.13,-837.77 -36.12,-835.77 -33.11,-835.77 -30.1,-838.78 -27.09,-838.78 -24.08,-839.78 -22.07,-840.78 -25.08,-842.79 -28.09,-843.79 -31.1,-844.8 -34.11,-843.79 -37.12,-841.79 -40.13,-841.79 -43.14,-841.79 -46.15,-841.79 -49.16,-841.79 -52.17,-840.78 -55.18,-840.78 -58.19,-840.78 -61.2,-840.78 -62.21))	POINT(-59.427478 -2.0496622)	POLYGON((-61.650221 -3.851176,-58.086982 -3.804814,-57.883519 -0.260218,-61.410032 -0.305088,-61.650221 -3.851176))	POLYGON((-59.756465 -3.235392,-59.510313 -3.113826,-59.376391 -2.934845,-59.361334 -2.757435,-59.231124 -2.578571,-59.334069 -2.402738,-59.205882 -2.223965,-59.194672 -2.04672,-59.068926 -1.868032,-59.290867 -1.69381,-59.051279 -1.51372,-59.043838 -1.336609,-59.385539 -1.163958,-59.379855 -0.986897,-59.493006 -0.87016,-59.614987 -1.048701,-59.857326 -1.228797,-59.982645 -1.40742,-60.110623 -1.586104,-59.99982 -1.761728,-59.773525 -1.935887,-59.784403 -2.113122,-59.796243 -2.290394,-59.809041 -2.467703,-59.822803 -2.645056,-59.71848 -2.820914,-59.734102 -2.998348,-59.750684 -3.175827,-59.756465 -3.235392))		2941852670	cm	88.8652	0	0	0	0
