event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	fi_length	fi_lengthunit	fi_tilt	fi_barbstot	fi_barbsr	fi_barbsl	fi_chirality
FI	2013-08-01T06:08:19	POINT(46.7876 686.219)	POLYGON((18.5201 660.8753,76.0299 660.8753,76.0299 704.7387,18.5201 704.7387,18.5201 660.8753))	POLYGON((36.07 670.62,38.99 671.6,41.91 671.6,44.84 674.52,47.76 676.47,48.74 679.4,51.66 681.34,54.59 682.32,57.51 680.37,60.43 679.4,63.36 677.45,66.28 677.45,66.28 680.37,64.33 683.29,64.33 686.22,61.41 689.14,60.43 692.07,57.51 692.07,54.59 691.09,51.66 691.09,48.74 693.04,45.81 693.04,42.89 694.99,39.96 693.04,37.04 692.07,34.12 692.07,31.19 692.07,28.27 693.04,29.24 690.12,29.24 687.19,31.19 684.27,34.12 682.32,37.04 680.37,38.99 677.45,38.99 674.52,36.07 671.6,36.07 670.62))	POINT(4.6161804 52.168251)	POLYGON((1.741596 49.997252,7.161887 49.960211,7.805311 53.792675,1.897682 53.835911,1.741596 49.997252))	POLYGON((3.45314 50.820514,3.739712 50.903097,4.020088 50.901434,4.324982 51.15098,4.624009 51.317525,4.745494 51.570936,5.049153 51.737692,5.346246 51.820902,5.611555 51.648541,5.886129 51.56169,6.149263 51.38991,6.433451 51.387183,6.469596 51.64065,6.314494 51.897154,6.35109 52.153875,6.097568 52.413694,6.035785 52.673825,5.743464 52.676435,5.440371 52.592052,5.147831 52.5944,4.875752 52.769633,4.582217 52.771739,4.307038 52.947314,3.996384 52.775548,3.696732 52.691089,3.405066 52.692661,3.112461 52.694109,2.826511 52.781601,2.906224 52.522192,2.889186 52.263569,3.064227 52.006192,3.339531 51.834175,3.6119 51.662598,3.781017 51.407848,3.760133 51.15447,3.459399 50.904638,3.45314 50.820514))		3372370430	cm	-14.9891	1	0	1	1
FI	2013-08-01T06:08:19	POINT(838.278 292.423)	POLYGON((801.23845 271.95265,876.29355 271.95265,876.29355 314.84135,801.23845 314.84135,801.23845 271.95265))	POLYGON((856.8 281.7,859.72 282.68,862.65 283.65,865.57 283.65,866.55 286.57,865.57 289.5,863.62 291.45,860.7 293.4,857.77 291.45,854.85 290.47,851.92 291.45,849 294.37,846.08 295.35,843.15 296.32,840.23 295.35,837.3 295.35,834.38 297.3,831.46 297.3,828.53 300.22,825.61 301.2,822.68 303.14,819.76 303.14,816.83 304.12,813.91 305.09,810.99 304.12,811.96 301.2,813.91 299.25,816.83 296.32,819.76 294.37,820.73 291.45,823.66 289.5,826.58 290.47,829.51 289.5,832.43 289.5,835.35 289.5,838.28 289.5,841.2 289.5,844.13 290.47,847.05 291.45,849.98 291.45,852.9 288.52,852.9 285.6,853.87 283.65,856.8 281.7))	POINT(70.525887 20.023756)	POLYGON((63.747503 19.336283,77.062581 18.095599,81.426379 20.417475,65.810052 21.89568,63.747503 19.336283))	POLYGON((73.364818 19.071436,74.03904 19.069718,74.740724 19.064515,75.395742 19.001654,75.848715 19.144524,75.850541 19.331647,75.550912 19.485242,75.039038 19.659222,74.251364 19.609753,73.567351 19.612237,73.038782 19.725126,72.657037 19.948189,72.154604 20.058407,71.661718 20.166946,71.059056 20.161314,70.530471 20.210707,70.133512 20.372621,69.627378 20.419605,69.301322 20.637021,68.869081 20.739791,68.497961 20.898473,68.024012 20.941928,67.611593 21.042552,67.206616 21.141757,66.702834 21.125146,66.694975 20.938411,66.890294 20.795639,67.18594 20.581023,67.54029 20.423889,67.536946 20.237407,67.897475 20.079821,68.421319 20.093759,68.849349 19.992364,69.338544 19.947175,69.838001 19.900875,70.350132 19.853222,70.872302 19.804468,71.469995 19.810467,72.083974 19.815392,72.65294 19.761668,73.035914 19.538036,72.839995 19.370078,72.903823 19.239576,73.364818 19.071436))		4448657900	cm	-17.4959	2	0	2	1
FI	2013-08-01T06:08:19	POINT(-642.355 131.59)	POLYGON((-660.8755 85.77775,-622.8605 85.77775,-622.8605 178.37825,-660.8755 178.37825,-660.8755 85.77775))	POLYGON((-640.41 95.52,-637.48 96.5,-636.51 99.42,-636.51 102.35,-637.48 105.27,-638.46 108.2,-638.46 111.12,-637.48 114.04,-637.48 116.97,-636.51 119.89,-634.56 122.82,-634.56 125.74,-637.48 128.67,-638.46 131.59,-637.48 134.51,-636.51 137.44,-635.53 140.36,-635.53 143.29,-634.56 146.21,-633.58 149.14,-632.61 152.06,-632.61 154.98,-632.61 157.91,-632.61 160.83,-633.58 163.76,-636.51 166.68,-637.48 167.66,-639.43 164.73,-642.36 163.76,-642.36 160.83,-643.33 157.91,-643.33 154.98,-644.3 152.06,-644.3 149.14,-645.28 146.21,-645.28 143.29,-648.2 141.34,-647.23 138.41,-647.23 135.49,-647.23 132.56,-650.15 129.64,-650.15 126.72,-647.23 126.72,-644.3 125.74,-643.33 122.82,-644.3 119.89,-644.3 116.97,-645.28 114.04,-646.25 111.12,-646.25 108.2,-645.28 105.27,-644.3 102.35,-643.33 99.42,-640.41 97.47,-640.41 95.52))	POINT(-43.885478 12.186279)	POLYGON((-44.950154 9.317265,-41.771295 9.535378,-42.890272 15.12797,-46.177879 14.90017,-44.950154 9.317265))	POLYGON((-43.313772 10.024117,-43.07901 10.099835,-43.027831 10.281175,-43.058095 10.457636,-43.169812 10.627999,-43.28329 10.798903,-43.315292 10.974823,-43.265714 11.156379,-43.298906 11.332963,-43.251198 11.514531,-43.122067 11.702313,-43.156649 11.878412,-43.43728 12.03842,-43.555934 12.208913,-43.509885 12.390757,-43.46535 12.573187,-43.420376 12.75511,-43.458733 12.93204,-43.415643 13.114005,-43.372364 13.296677,-43.33034 13.478739,-43.370728 13.655283,-43.411873 13.832487,-43.453505 14.009137,-43.578205 14.180841,-43.870779 14.340521,-43.968334 14.394155,-44.091285 14.205353,-44.328117 14.129325,-44.284668 13.952109,-44.325206 13.769795,-44.282947 13.592694,-44.324574 13.410494,-44.283627 13.234109,-44.327056 13.051348,-44.287274 12.875059,-44.511171 12.739987,-44.388913 12.568971,-44.350606 12.392808,-44.312791 12.216085,-44.525431 12.022627,-44.48871 11.846598,-44.239256 11.863949,-43.977958 11.822119,-43.86036 11.651764,-43.907634 11.469496,-43.873422 11.293532,-43.922601 11.111271,-43.971587 10.929692,-43.938987 10.753824,-43.824913 10.583043,-43.710933 10.412914,-43.59852 10.242116,-43.333533 10.141524,-43.313772 10.024117))		5453194800	cm	88.3244	2	1	0	0
FI	2013-08-01T06:08:19	POINT(80.9036 -306.069)	POLYGON((42.88865 -357.7301,125.74175 -357.7301,125.74175 -260.2559,42.88865 -260.2559,42.88865 -357.7301))	POLYGON((57.51 -347.98,59.46 -345.06,61.41 -342.13,64.33 -340.19,67.26 -340.19,70.18 -338.24,68.23 -335.31,69.21 -332.39,70.18 -329.46,71.16 -326.54,74.08 -323.61,77 -321.66,77 -318.74,77.98 -315.82,79.93 -312.89,82.85 -309.97,85.78 -308.02,88.7 -306.07,90.65 -303.14,93.58 -300.22,94.55 -297.3,97.47 -295.35,100.4 -296.32,103.32 -295.35,105.27 -292.42,107.22 -290.47,108.2 -287.55,110.15 -284.62,113.07 -281.7,115.02 -278.78,115.99 -275.85,115.99 -272.93,113.07 -271.95,110.15 -271.95,107.22 -270.98,104.3 -270,103.32 -272.93,100.4 -275.85,97.47 -277.8,94.55 -276.83,92.6 -278.78,89.68 -280.73,88.7 -283.65,88.7 -286.57,87.73 -289.5,86.75 -292.42,86.75 -295.35,83.83 -297.3,81.88 -299.25,79.93 -302.17,77 -303.14,76.03 -306.07,74.08 -308.99,74.08 -311.92,73.11 -314.84,70.18 -315.82,69.21 -318.74,68.23 -321.66,65.31 -324.59,64.33 -327.51,64.33 -330.44,64.33 -333.36,64.33 -336.29,61.41 -338.24,59.46 -341.16,56.54 -343.11,53.61 -346.03,54.59 -347.01,57.51 -347.98))	POINT(5.0204824 -13.038462)	POLYGON((2.69994 -16.354294,7.940607 -16.406056,7.736364 -10.17028,2.631178 -10.121965,2.69994 -16.354294))	POLYGON((3.609972 -15.724959,3.729081 -15.536244,3.848025 -15.347153,4.028888 -15.222854,4.212746 -15.224259,4.393383 -15.099541,4.267242 -14.909171,4.324868 -14.721155,4.381807 -14.532727,4.439344 -14.345188,4.618044 -14.158261,4.797871 -14.034551,4.793945 -13.847108,4.851203 -13.660437,4.968881 -13.473896,5.146897 -13.288805,5.326734 -13.165947,5.505844 -13.043229,5.623046 -12.857533,5.801146 -12.673353,5.857219 -12.488104,6.035916 -12.366056,6.219612 -12.429796,6.399779 -12.37021,6.516467 -12.185439,6.634641 -12.063083,6.69094 -11.878583,6.807478 -11.694393,6.984215 -11.511815,7.100652 -11.32869,7.156218 -11.144346,7.151668 -10.960032,6.969186 -10.895878,6.788288 -10.893604,6.605473 -10.830217,6.42342 -10.766294,6.366774 -10.950334,6.189999 -11.132551,6.011209 -11.253701,5.829196 -11.190461,5.711008 -11.312394,5.532722 -11.433825,5.475698 -11.617989,5.479399 -11.802953,5.42302 -11.988144,5.365999 -12.172896,5.36983 -12.359078,5.191028 -12.481343,5.0724 -12.604311,4.954923 -12.789207,4.774006 -12.849414,4.717284 -13.035811,4.599529 -13.221265,4.60312 -13.408609,4.546296 -13.595021,4.364875 -13.656303,4.307891 -13.843027,4.250244 -14.029979,4.071398 -14.216872,4.013579 -14.404291,4.017026 -14.593044,4.020513 -14.781389,4.024068 -14.970611,3.843392 -15.095347,3.724519 -15.283462,3.54351 -15.408564,3.362744 -15.596764,3.425363 -15.660769,3.609972 -15.724959))		7247030300	cm	52.3005	1	0	1	0
FI	2013-08-01T06:08:19	POINT(789.541 -311.918)	POLYGON((744.7028 -379.175,826.5812 -379.175,826.5812 -242.711,744.7028 -242.711,744.7028 -379.175))	POLYGON((766.15 -369.43,769.07 -368.45,771.02 -365.53,773.95 -362.6,775.89 -359.68,776.87 -356.76,778.82 -353.83,780.77 -351.88,782.72 -348.96,783.69 -346.03,785.64 -343.11,788.57 -340.19,789.54 -338.24,790.52 -335.31,792.47 -332.39,792.47 -329.46,792.47 -326.54,794.41 -323.61,796.36 -320.69,797.34 -317.77,800.26 -315.82,801.24 -312.89,804.16 -309.97,807.09 -307.04,809.04 -305.09,808.06 -302.17,808.06 -299.25,810.01 -296.32,811.96 -293.4,814.88 -290.47,813.91 -287.55,812.94 -284.62,811.96 -281.7,813.91 -278.78,816.83 -277.8,813.91 -275.85,812.94 -272.93,810.99 -270,810.01 -267.08,811.96 -264.16,809.04 -262.21,807.09 -260.26,804.16 -257.33,801.24 -256.36,799.29 -253.43,797.34 -252.46,795.39 -254.41,798.31 -257.33,800.26 -260.26,800.26 -263.18,800.26 -266.1,800.26 -269.03,797.34 -270.98,796.36 -273.9,795.39 -276.83,793.44 -279.75,793.44 -282.68,792.47 -285.6,789.54 -288.52,786.62 -291.45,783.69 -293.4,781.74 -296.32,778.82 -295.35,775.89 -296.32,774.92 -298.27,775.89 -300.22,778.82 -301.2,779.79 -304.12,778.82 -307.04,780.77 -309.97,780.77 -312.89,780.77 -315.82,777.84 -317.77,774.92 -318.74,772 -319.72,769.07 -318.74,766.15 -318.74,763.22 -317.77,760.3 -318.74,757.37 -317.77,755.43 -318.74,754.45 -321.66,755.43 -324.59,758.35 -326.54,761.27 -327.51,764.2 -329.46,767.12 -331.41,769.07 -334.34,770.05 -337.26,769.07 -340.19,766.15 -341.16,767.12 -344.08,766.15 -347.01,767.12 -349.93,767.12 -352.86,765.17 -355.78,762.25 -356.76,760.3 -358.71,760.3 -361.63,761.27 -364.55,764.2 -367.48,766.15 -369.43))	POINT(60.398355 -16.440534)	POLYGON((57.126035 -20.54035,70.190909 -21.770549,63.34334 -12.308757,53.324149 -11.423462,57.126035 -20.54035))	POLYGON((59.516587 -20.109849,59.871351 -20.077416,60.0094 -19.897334,60.28404 -19.729351,60.424169 -19.550028,60.432293 -19.358899,60.576115 -19.179799,60.763885 -19.069194,60.911118 -18.891522,60.921733 -18.700909,61.071777 -18.524009,61.362318 -18.360302,61.417656 -18.238364,61.43405 -18.049184,61.590106 -17.873774,61.469864 -17.672482,61.35233 -17.472339,61.509595 -17.297074,61.670415 -17.123035,61.695047 -16.936666,62.035376 -16.842233,62.061561 -16.655729,62.368908 -16.496108,62.681265 -16.336585,62.891424 -16.230788,62.635479 -16.019504,62.525688 -15.822027,62.699906 -15.650457,62.8765 -15.479967,63.19772 -15.322509,62.948738 -15.112861,62.703885 -14.903211,62.462258 -14.694746,62.643001 -14.525571,63.032608 -14.499346,62.544927 -14.330149,62.311388 -14.123059,61.944381 -13.903298,61.718529 -13.697419,61.900585 -13.529163,61.440631 -13.363604,61.119971 -13.210997,60.646836 -12.982823,60.236506 -12.884424,59.90687 -12.669792,59.63171 -12.583879,59.432161 -12.688981,59.881361 -12.913646,60.212807 -13.128681,60.292579 -13.320578,60.373956 -13.512801,60.457254 -13.706016,60.128385 -13.799923,60.083831 -13.98123,60.041994 -14.1636,59.872817 -14.334022,59.960092 -14.528424,59.92134 -14.711008,59.627851 -14.870793,59.339088 -15.031907,59.022287 -15.128092,58.862457 -15.300557,58.463945 -15.202896,58.126453 -15.234936,58.06353 -15.354169,58.242814 -15.495027,58.641591 -15.593395,58.856452 -15.799937,58.825661 -15.984712,59.172066 -16.204196,59.269661 -16.40095,59.369429 -16.59878,59.055002 -16.696272,58.711772 -16.728081,58.37239 -16.761012,57.970875 -16.661959,57.607419 -16.62971,57.2163 -16.532551,56.891204 -16.566525,56.508713 -16.470401,56.306448 -16.515304,56.278341 -16.701407,56.486007 -16.908991,56.90064 -17.071577,57.289552 -17.168688,57.717965 -17.333006,58.152336 -17.498151,58.50474 -17.719923,58.737295 -17.930648,58.718724 -18.119748,58.377867 -18.152395,58.611766 -18.363805,58.597194 -18.553843,58.836479 -18.766308,58.952165 -18.968606,58.812457 -19.147485,58.470112 -19.181018,58.294554 -19.293338,58.411301 -19.495797,58.657348 -19.710181,59.169204 -19.949598,59.516587 -20.109849))		9543064600	cm	69.4382	6	4	2	-1
FI	2013-08-01T06:08:19	POINT(-679.395 -386.973)	POLYGON((-696.94025 -421.0887,-664.77375 -421.0887,-664.77375 -350.9073,-696.94025 -350.9073,-696.94025 -421.0887))	POLYGON((-687.19 -411.34,-684.27 -410.37,-681.34 -408.42,-679.4 -405.49,-678.42 -402.57,-675.5 -400.62,-675.5 -397.69,-676.47 -394.77,-676.47 -391.85,-675.5 -388.92,-676.47 -386,-677.45 -383.07,-677.45 -380.15,-678.42 -377.23,-678.42 -374.3,-678.42 -371.38,-677.45 -368.45,-678.42 -365.53,-679.4 -362.6,-681.34 -360.65,-682.32 -363.58,-683.29 -366.5,-683.29 -369.43,-683.29 -372.35,-683.29 -375.28,-684.27 -378.2,-682.32 -381.12,-681.34 -384.05,-682.32 -386.97,-680.37 -389.9,-681.34 -392.82,-684.27 -394.77,-684.27 -397.69,-685.24 -400.62,-684.27 -403.54,-686.22 -406.47,-686.22 -409.39,-687.19 -411.34))	POINT(-49.944024 -20.447316)	POLYGON((-53.077394 -23.000299,-49.529114 -22.70525,-47.493129 -17.874382,-50.727914 -18.132655,-53.077394 -23.000299))	POLYGON((-51.600638 -22.216216,-51.244552 -22.121178,-50.856632 -21.957687,-50.546272 -21.734983,-50.342776 -21.522153,-49.968936 -21.360831,-49.873875 -21.15684,-49.882213 -20.962233,-49.790088 -20.75979,-49.598347 -20.548931,-49.609912 -20.355512,-49.62311 -20.161851,-49.536346 -19.961082,-49.550737 -19.768776,-49.466069 -19.568109,-49.383034 -19.368533,-49.202311 -19.160747,-49.220632 -18.969893,-49.240538 -18.778766,-49.385008 -18.662244,-49.564628 -18.869232,-49.745164 -19.07595,-49.828003 -19.275744,-49.911902 -19.475261,-49.997453 -19.675872,-50.186456 -19.884524,-50.070711 -20.0687,-50.057504 -20.262161,-50.250681 -20.472075,-50.137491 -20.657985,-50.332741 -20.8687,-50.707808 -21.029698,-50.804753 -21.232986,-51.008324 -21.446065,-51.003785 -21.641648,-51.31853 -21.864664,-51.422969 -22.069945,-51.600638 -22.216216))		3874638850	cm	80.9174	0	0	0	0
FI	2013-08-01T06:08:19	POINT(561.452 -410.366)	POLYGON((543.9065 -432.78505,581.9215 -432.78505,581.9215 -387.94695,543.9065 -387.94695,543.9065 -432.78505))	POLYGON((559.5 -423.04,562.43 -421.09,565.35 -421.09,568.27 -419.14,570.22 -416.21,572.17 -413.29,569.25 -412.32,568.27 -409.39,567.3 -406.47,564.38 -404.52,563.4 -401.59,560.48 -398.67,558.53 -399.64,556.58 -402.57,554.63 -404.52,555.6 -407.44,556.58 -410.37,556.58 -413.29,554.63 -416.21,555.6 -419.14,558.53 -422.06,559.5 -423.04))	POINT(39.456528 -21.227966)	POLYGON((38.458664 -22.679169,41.809986 -22.910881,40.740217 -19.816854,37.52264 -19.600516,38.458664 -22.679169))	POLYGON((39.576513 -22.092114,39.785539 -21.974289,40.040236 -21.991794,40.249601 -21.874266,40.351294 -21.683287,40.453781 -21.493383,40.176068 -21.408792,40.024082 -21.201091,39.87473 -20.99462,39.580179 -20.843646,39.433039 -20.637304,39.122307 -20.420946,38.976718 -20.476019,38.872237 -20.665123,38.747631 -20.787482,38.891927 -20.993123,39.038742 -21.19997,39.102772 -21.400931,39.000401 -21.590998,39.149513 -21.799044,39.469512 -22.018398,39.576513 -22.092114))		2009073660	cm	-89.5457	1	0	1	0
FI	2013-08-01T06:08:19	POINT(153.035 -394.771)	POLYGON((81.8785 -434.7353,222.2415 -434.7353,222.2415 -357.7307,81.8785 -357.7307,81.8785 -434.7353))	POLYGON((100.4 -424.99,103.32 -424.99,105.27 -422.06,108.2 -419.14,111.12 -418.16,114.04 -416.21,116.97 -414.27,119.89 -411.34,122.82 -410.37,125.74 -409.39,128.67 -408.42,131.59 -407.44,134.51 -405.49,137.44 -404.52,140.36 -403.54,143.29 -402.57,146.21 -401.59,149.14 -400.62,152.06 -398.67,154.98 -396.72,156.93 -393.8,159.86 -391.85,162.78 -391.85,165.71 -389.9,167.66 -387.95,170.58 -385.02,173.5 -383.07,176.43 -383.07,179.35 -383.07,182.28 -384.05,185.2 -383.07,188.13 -380.15,191.05 -381.12,193.97 -381.12,196.9 -381.12,199.82 -382.1,202.75 -382.1,204.7 -385.02,206.65 -386.97,209.57 -384.05,211.52 -381.12,211.52 -378.2,208.59 -378.2,205.67 -377.23,202.75 -375.28,199.82 -373.33,196.9 -372.35,193.97 -372.35,191.05 -372.35,188.13 -372.35,185.2 -372.35,182.28 -372.35,179.35 -369.43,176.43 -367.48,173.5 -368.45,172.53 -369.43,172.53 -372.35,173.5 -375.28,172.53 -378.2,169.61 -381.12,166.68 -384.05,163.76 -384.05,161.81 -386,158.88 -388.92,155.96 -391.85,153.03 -391.85,150.11 -393.8,147.19 -393.8,144.26 -395.75,141.34 -396.72,138.41 -397.69,135.49 -397.69,132.56 -397.69,129.64 -395.75,126.72 -395.75,125.74 -398.67,122.82 -400.62,119.89 -403.54,116.97 -405.49,114.04 -406.47,111.12 -404.52,110.15 -401.59,107.22 -401.59,104.3 -403.54,102.35 -405.49,100.4 -408.42,97.47 -411.34,94.55 -414.27,91.63 -416.21,93.58 -418.16,96.5 -419.14,99.42 -422.06,100.4 -424.99))	POINT(9.8151908 -18.876159)	POLYGON((5.322419 -21.499386,14.602455 -21.6727,14.143358 -16.53259,5.160052 -16.3723,5.322419 -21.499386))	POLYGON((6.502377 -20.851546,6.692464 -20.853903,6.810425 -20.657428,6.991923 -20.462828,7.178611 -20.399278,7.362097 -20.270517,7.546077 -20.14264,7.725938 -19.948469,7.912805 -19.886146,8.098944 -19.823242,8.28572 -19.761118,8.471771 -19.698404,8.654246 -19.570857,8.840839 -19.509058,9.026718 -19.446679,9.21325 -19.385073,9.399072 -19.322892,9.585559 -19.261482,9.76744 -19.134775,9.949203 -19.008268,10.063952 -18.816224,10.246112 -18.690155,10.435597 -18.693804,10.617627 -18.567991,10.735966 -18.441087,10.913004 -18.250698,11.094081 -18.125479,11.284166 -18.129426,11.47374 -18.133427,11.668527 -18.202385,11.853966 -18.141657,12.031131 -17.952761,12.225607 -18.021153,12.415772 -18.025493,12.606741 -18.02992,12.802049 -18.099229,12.993418 -18.103799,13.135791 -18.300266,13.273658 -18.432706,13.449699 -18.243836,13.562081 -18.053051,13.546909 -17.860027,13.355341 -17.855264,13.159758 -17.786537,12.959735 -17.653284,12.75961 -17.520228,12.565163 -17.451246,12.374856 -17.446856,12.185354 -17.442554,11.995995 -17.438318,11.806146 -17.434132,11.61708 -17.430035,11.415344 -17.233956,11.218877 -17.101929,11.033792 -17.161733,10.975136 -17.224834,10.986821 -17.416843,11.061421 -17.611072,11.010746 -17.802364,10.833838 -17.991392,10.65619 -18.181405,10.467129 -18.177696,10.348755 -18.304391,10.170725 -18.494377,9.993224 -18.685394,9.803379 -18.681894,9.621801 -18.808119,9.432691 -18.804762,9.250313 -18.931225,9.064845 -18.992595,8.878703 -19.054053,8.689744 -19.050955,8.500244 -19.047915,8.304966 -18.915747,8.11647 -18.912859,8.062771 -19.106421,7.880473 -19.233683,7.700477 -19.425951,7.517809 -19.553675,7.331334 -19.61663,7.13666 -19.483603,7.065411 -19.287003,6.876434 -19.284539,6.69358 -19.412396,6.573148 -19.541217,6.455268 -19.735863,6.273819 -19.929425,6.092748 -20.124061,5.908806 -20.252429,6.040248 -20.385163,6.232257 -20.453399,6.430093 -20.652697,6.502377 -20.851546))		9686580200	cm	21.3886	5	1	4	1
FI	2013-08-01T06:08:19	POINT(-83.8278 -466.902)	POLYGON((-113.0701 -483.4725,-55.5603 -483.4725,-55.5603 -445.4575,-113.0701 -445.4575,-113.0701 -483.4725))	POLYGON((-81.88 -473.72,-78.95 -472.75,-76.03 -470.8,-73.11 -469.83,-70.18 -468.85,-67.26 -469.83,-66.28 -467.88,-69.21 -466.9,-72.13 -464.95,-73.11 -462.03,-73.11 -459.1,-73.11 -456.18,-76.03 -456.18,-78.95 -455.2,-81.88 -457.15,-84.8 -460.08,-87.73 -462.03,-90.65 -462.03,-93.58 -463.98,-96.5 -466.9,-99.42 -469.83,-102.35 -470.8,-101.37 -471.78,-98.45 -472.75,-95.52 -472.75,-92.6 -471.78,-89.68 -470.8,-86.75 -471.78,-83.83 -472.75,-81.88 -473.72))	POINT(-5.5386351 -23.712625)	POLYGON((-7.551302 -24.895755,-3.701055 -24.854543,-3.627088 -22.216905,-7.399343 -22.256163,-7.551302 -24.895755))	POLYGON((-5.429615 -24.186331,-5.231884 -24.116631,-5.032411 -23.978743,-4.836042 -23.909353,-4.639259 -23.839376,-4.448136 -23.905933,-4.378558 -23.769682,-4.57018 -23.703203,-4.758542 -23.569474,-4.81592 -23.367599,-4.808539 -23.16485,-4.801283 -22.963191,-4.993597 -22.964973,-5.183366 -22.899228,-5.381773 -23.035709,-5.582876 -23.240217,-5.782442 -23.377305,-5.975698 -23.379455,-6.176078 -23.516882,-6.379656 -23.721989,-6.584105 -23.928287,-6.782778 -23.998358,-6.721096 -24.065872,-6.529982 -24.131122,-6.334706 -24.128737,-6.136904 -24.058749,-5.93938 -23.988183,-5.747644 -24.054359,-5.556416 -24.119955,-5.429615 -24.186331))		2941852670	cm	4.2238	1	0	1	0
FI	2013-08-02T19:08:27	POINT(-377.297 568.383)	POLYGON((-403.6202 551.809,-354.8738 551.809,-354.8738 591.781,-403.6202 591.781,-403.6202 551.809))	POLYGON((-373.4 561.56,-371.45 563.51,-369.5 566.43,-368.52 569.36,-367.55 572.28,-365.6 575.21,-365.6 578.13,-368.52 581.06,-371.45 582.03,-374.37 580.08,-375.35 577.16,-377.3 574.23,-380.22 571.31,-383.15 571.31,-386.07 572.28,-389 572.28,-389.97 569.36,-391.92 566.43,-392.9 565.46,-389.97 565.46,-387.05 563.51,-384.12 564.48,-381.2 563.51,-378.27 563.51,-375.35 564.48,-373.4 561.56))	POINT(-32.323487 41.90152)	POLYGON((-34.085257 40.564385,-29.624375 40.78545,-31.213122 43.751543,-35.951554 43.50736,-34.085257 40.564385))	POLYGON((-31.681435 41.417854,-31.579554 41.569835,-31.516911 41.793514,-31.545357 42.014127,-31.575394 42.234576,-31.515143 42.460844,-31.63823 42.678075,-32.039757 42.883012,-32.360243 42.941622,-32.551505 42.782253,-32.516173 42.560301,-32.573076 42.333626,-32.722267 42.103711,-32.998498 42.089684,-33.317132 42.147188,-33.595124 42.132845,-33.557841 41.912784,-33.613787 41.687807,-33.663984 41.611825,-33.387927 41.626118,-33.030573 41.497175,-32.797402 41.582283,-32.484316 41.52488,-32.211692 41.53855,-31.980222 41.623288,-31.681435 41.417854))		2511342080	cm	24.4325	2	1	1	0
