event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	fi_length	fi_lengthunit	fi_tilt	fi_barbstot	fi_barbsr	fi_barbsl	fi_chirality
FI	2013-07-01T06:11:12	POINT(120.664 765.824)	POLYGON((97.3093 740.52365,143.0447 740.52365,143.0447 789.17835,97.3093 789.17835,97.3093 740.52365))	POLYGON((117.74 750.25,120.66 751.23,122.61 752.2,123.58 755.12,122.61 758.04,121.64 760.96,122.61 763.88,125.53 766.8,127.48 769.72,130.39 771.66,133.31 774.58,133.31 777.5,131.37 779.45,128.45 779.45,125.53 777.5,122.61 775.55,119.69 773.61,117.74 771.66,116.77 768.74,113.85 765.82,110.93 763.88,109.96 760.96,108.01 758.04,108.99 757.07,111.91 756.09,114.82 756.09,117.74 753.17,117.74 750.25))	POINT(13.509571 56.896612)	POLYGON((10.173486 54.379387,15.032162 54.332521,17.264567 59.354223,11.6683 59.414984,10.173486 54.379387))	POLYGON((12.636794 55.319444,12.987255 55.414074,13.233378 55.508901,13.442035 55.800973,13.439156 56.097241,13.437351 56.395604,13.656035 56.69384,14.102236 56.991834,14.445906 57.293072,14.865784 57.492316,15.337823 57.795798,15.474473 58.105498,15.33697 58.316368,14.989641 58.320331,14.554983 58.115906,14.126693 57.912397,13.704966 57.710838,13.400805 57.507968,13.176412 57.203749,12.735887 56.903906,12.337706 56.70685,12.130326 56.408309,11.818819 56.112818,11.896415 56.013487,12.18726 55.911402,12.508279 55.908383,12.73252 55.611366,12.636794 55.319444))		2798351620	cm	68.4702	1	1	0	0
FI	2013-07-01T06:11:12	POINT(-680.192 470.977)	POLYGON((-725.92675 445.6768,-637.37525 445.6768,-637.37525 492.3852,-725.92675 492.3852,-725.92675 445.6768))	POLYGON((-680.19 455.41,-677.27 457.35,-678.25 460.27,-677.27 463.19,-676.3 466.11,-673.38 468.06,-670.46 467.08,-667.54 468.06,-664.62 467.08,-662.68 464.17,-660.73 461.25,-657.81 461.25,-654.89 459.3,-652.95 461.25,-651.97 464.17,-650.03 467.08,-648.08 470,-647.11 472.92,-650.03 473.9,-652.95 471.95,-655.86 470,-658.78 469.03,-661.7 471.95,-664.62 474.87,-666.57 477.79,-669.49 478.76,-672.41 477.79,-675.33 476.82,-678.25 477.79,-681.16 478.76,-684.08 478.76,-687 478.76,-689.92 479.73,-692.84 479.73,-695.76 480.71,-698.68 480.71,-701.6 479.73,-704.52 479.73,-707.44 481.68,-709.38 481.68,-710.36 478.76,-711.33 475.84,-712.3 472.92,-715.22 470.98,-716.2 468.06,-713.28 467.08,-711.33 465.14,-708.41 468.06,-705.49 470,-702.57 470,-699.65 470.98,-696.73 470.98,-693.82 470,-690.9 469.03,-687.98 467.08,-685.06 464.17,-682.14 462.22,-682.14 459.3,-681.16 456.38,-680.19 455.41))	POINT(-57.519029 31.468571)	POLYGON((-61.971411 29.528324,-51.069622 29.961867,-53.60714 33.132384,-65.822376 32.632221,-61.971411 29.528324))	POLYGON((-56.545795 30.423271,-56.30141 30.567461,-56.598831 30.758394,-56.655897 30.959273,-56.715935 31.160451,-56.473158 31.30627,-56.051128 31.254518,-55.752462 31.334744,-55.338066 31.282545,-54.932855 31.095391,-54.532491 30.907687,-54.188157 30.921006,-53.738547 30.802807,-53.620896 30.942821,-53.6692 31.14421,-53.606591 31.349564,-53.544508 31.556003,-53.597926 31.758445,-53.997373 31.81186,-54.228579 31.666255,-54.459797 31.520804,-54.751012 31.441681,-55.277026 31.625557,-55.813085 31.809351,-56.238645 31.99781,-56.666942 32.049128,-56.972749 31.968679,-57.280682 31.888148,-57.720545 31.938746,-58.16485 31.989121,-58.548848 31.973573,-58.936784 31.957797,-59.398344 32.007282,-59.795627 31.990975,-60.270113 32.04051,-60.677557 32.023637,-61.01478 31.940512,-61.430873 31.923145,-62.006829 32.03655,-62.291414 32.024563,-62.201466 31.822432,-62.112484 31.620692,-62.025865 31.419293,-62.30103 31.271682,-62.218279 31.070836,-61.721507 31.023266,-61.299464 30.905526,-61.10188 31.117707,-60.834277 31.264569,-60.427802 31.281455,-60.095986 31.363805,-59.697634 31.380231,-59.236979 31.330519,-58.782148 31.281229,-58.268484 31.165814,-57.701765 30.985682,-57.206686 30.869753,-57.025142 30.673995,-56.724454 30.483378,-56.545795 30.423271))		5740204500	cm	-2.62834	4	2	2	0
FI	2013-07-01T06:11:12	POINT(342.529 339.609)	POLYGON((304.5785 316.25505,378.5335 316.25505,378.5335 357.12495,304.5785 357.12495,304.5785 316.25505))	POLYGON((367.83 325.99,368.8 328.91,365.88 329.88,362.96 331.82,361.02 334.74,358.1 336.69,355.18 335.72,352.26 336.69,349.34 338.64,346.42 339.61,343.5 340.58,340.58 341.56,337.66 342.53,334.74 343.5,331.82 345.45,328.91 346.42,325.99 346.42,323.07 345.45,320.15 345.45,317.23 346.42,314.31 346.42,317.23 344.47,320.15 343.5,323.07 344.47,325.99 342.53,328.91 341.56,331.82 338.64,334.74 338.64,337.66 338.64,340.58 338.64,343.5 336.69,346.42 335.72,348.37 332.8,351.29 332.8,354.21 333.77,357.13 330.85,360.04 328.91,362.96 326.96,365.88 326.96,367.83 325.99))	POINT(23.263651 23.683386)	POLYGON((20.328676 22.228593,25.564129 22.130207,26.120438 24.766867,20.761757 24.868968,20.328676 22.228593))	POLYGON((24.913951 22.770148,25.020991 22.956409,24.822396 23.023085,24.636232 23.152204,24.533321 23.343159,24.347365 23.473138,24.124564 23.414704,23.926515 23.48141,23.740801 23.611401,23.542962 23.678121,23.345243 23.744834,23.14778 23.812183,22.950314 23.878885,22.75297 23.945573,22.56756 24.075763,22.371088 24.142462,22.162447 24.146256,21.942711 24.08712,21.734773 24.090833,21.538277 24.157401,21.33079 24.161041,21.515885 24.030989,21.712239 23.964478,21.931246 24.023609,22.116563 23.894225,22.313294 23.827669,22.486402 23.63506,22.6947 23.631217,22.903301 23.627334,23.112209 23.62341,23.297672 23.493519,23.495109 23.426921,23.599325 23.235953,23.808687 23.231904,24.030401 23.290327,24.204125 23.098101,24.389341 22.969118,24.575213 22.839546,24.785534 22.835317,24.913951 22.770148))		4376907300	cm	-17.7686	0	0	0	0
FI	2013-07-01T06:11:12	POINT(-372.695 344.475)	POLYGON((-469.031 311.3901,-280.251 311.3901,-280.251 382.4259,-469.031 382.4259,-469.031 311.3901))	POLYGON((-293.87 321.12,-291.93 324.04,-290.95 326.96,-291.93 329.88,-292.9 332.8,-292.9 335.72,-292.9 338.64,-290.95 341.56,-291.93 344.47,-293.87 347.39,-292.9 350.31,-292.9 353.23,-289.98 356.15,-292.9 355.18,-295.82 355.18,-298.74 353.23,-299.71 351.29,-299.71 348.37,-301.66 345.45,-304.58 342.53,-307.5 342.53,-310.42 342.53,-313.34 341.56,-316.26 343.5,-319.17 342.53,-322.09 343.5,-325.01 343.5,-327.93 342.53,-330.85 342.53,-333.77 343.5,-336.69 344.47,-339.61 344.47,-342.53 345.45,-345.45 347.39,-348.37 350.31,-351.29 350.31,-354.21 350.31,-357.13 351.29,-360.04 353.23,-362.96 351.29,-365.88 351.29,-368.8 351.29,-371.72 351.29,-374.64 351.29,-377.56 351.29,-380.48 351.29,-383.4 349.34,-386.32 350.31,-389.24 351.29,-391.18 354.21,-393.13 356.15,-396.05 358.1,-398.97 359.07,-401.89 359.07,-404.81 359.07,-407.73 360.04,-410.65 361.99,-413.56 362.96,-416.48 361.99,-419.4 363.94,-422.32 364.91,-423.3 367.83,-426.21 370.75,-428.16 372.69,-427.19 369.78,-428.16 366.86,-431.08 365.88,-434 368.8,-436.92 367.83,-439.84 364.91,-442.76 364.91,-445.68 363.94,-448.6 363.94,-451.52 363.94,-454.43 362.96,-457.35 362.96,-459.3 361.02,-458.33 358.1,-459.3 355.18,-456.38 355.18,-453.46 356.15,-450.54 355.18,-447.62 354.21,-444.7 355.18,-441.78 358.1,-438.86 358.1,-435.95 357.13,-433.03 358.1,-430.11 359.07,-427.19 358.1,-424.27 356.15,-421.35 355.18,-418.43 355.18,-415.51 352.26,-412.59 351.29,-409.67 349.34,-406.75 347.39,-403.83 346.42,-400.91 344.47,-397.99 341.56,-397.99 338.64,-395.08 337.66,-392.16 336.69,-389.24 336.69,-386.32 339.61,-383.4 339.61,-380.48 338.64,-377.56 337.66,-374.64 336.69,-371.72 337.66,-368.8 337.66,-365.88 338.64,-362.96 340.58,-360.04 341.56,-357.13 339.61,-355.18 337.66,-352.26 338.64,-350.31 341.56,-347.39 341.56,-344.47 341.56,-341.56 340.58,-338.64 340.58,-335.72 339.61,-332.8 337.66,-329.88 335.72,-326.96 333.77,-324.04 333.77,-322.09 334.74,-320.15 337.66,-317.23 337.66,-314.31 338.64,-311.39 335.72,-308.47 335.72,-305.55 334.74,-302.63 333.77,-299.71 332.8,-297.77 329.88,-297.77 326.96,-297.77 324.04,-294.85 322.09,-293.87 321.12))	POINT(-25.510629 23.954812)	POLYGON((-32.212345 21.66295,-18.602328 21.944207,-19.319415 26.556856,-33.537925 26.255408,-32.212345 21.66295))	POLYGON((-19.631529 22.552811,-19.52476 22.74254,-19.484768 22.931416,-19.581444 23.118328,-19.678007 23.305468,-19.707312 23.493929,-19.736965 23.682626,-19.630234 23.87377,-19.729088 24.061187,-19.896247 24.248384,-19.859049 24.439151,-19.89051 24.629058,-19.71591 24.822572,-19.911727 24.756022,-20.1183 24.752635,-20.303446 24.622263,-20.350648 24.494933,-20.318625 24.305212,-20.424534 24.113443,-20.598891 23.92076,-20.805007 23.917263,-21.011394 23.913727,-21.207221 23.847356,-21.435974 23.969356,-21.631489 23.902902,-21.850201 23.962019,-22.058096 23.958289,-22.254837 23.89172,-22.463201 23.887912,-22.683547 23.946863,-22.90448 24.005792,-23.113987 24.001864,-23.336064 24.06138,-23.570972 24.183115,-23.819628 24.368518,-24.031137 24.3644,-24.24298 24.360246,-24.468334 24.419679,-24.706741 24.541489,-24.893237 24.411167,-25.106576 24.406844,-25.320262 24.402477,-25.534313 24.398069,-25.748724 24.393616,-25.963504 24.389121,-26.17866 24.384586,-26.365716 24.253496,-26.595633 24.311796,-26.826402 24.370718,-27.01445 24.557201,-27.189346 24.680135,-27.437696 24.802192,-27.671661 24.860485,-27.890799 24.85559,-28.110356 24.850648,-28.346201 24.908812,-28.599119 25.030803,-28.835993 25.088949,-29.041379 25.020584,-29.297061 25.142505,-29.536912 25.200526,-29.663357 25.389364,-29.939309 25.574909,-30.125055 25.698248,-29.997225 25.509673,-30.0193 25.317127,-30.226428 25.247764,-30.504929 25.432948,-30.713083 25.36408,-30.885464 25.168012,-31.111956 25.16242,-31.320833 25.093558,-31.548207 25.087875,-31.776101 25.082139,-31.985028 25.012549,-32.213843 25.006718,-32.329601 24.876557,-32.198021 24.688688,-32.218973 24.497183,-31.991054 24.503,-31.781551 24.571722,-31.536809 24.51448,-31.292971 24.457203,-31.084659 24.525758,-30.911584 24.720992,-30.68633 24.726524,-30.445217 24.668945,-30.23807 24.737424,-30.031186 24.805899,-29.790986 24.748152,-29.534963 24.626693,-29.296623 24.568905,-29.075147 24.574088,-28.80639 24.389654,-28.570635 24.331805,-28.320167 24.210403,-28.070924 24.089043,-27.837858 24.031155,-27.590742 23.909827,-27.330624 23.726507,-27.287847 23.53797,-27.05867 23.479461,-26.829597 23.421589,-26.614833 23.426236,-26.441381 23.619274,-26.227002 23.623847,-25.999598 23.565744,-25.772726 23.506968,-25.546652 23.448816,-25.347047 23.515799,-25.134741 23.520152,-24.935665 23.587735,-24.749335 23.717345,-24.550493 23.78494,-24.314657 23.663079,-24.149034 23.539909,-23.950968 23.607315,-23.847332 23.798785,-23.637022 23.802854,-23.427034 23.80688,-23.206052 23.747475,-22.996812 23.751418,-22.77625 23.692608,-22.544745 23.570462,-22.314287 23.449012,-22.084639 23.32697,-21.877688 23.330695,-21.750474 23.395739,-21.645815 23.586709,-21.439074 23.590353,-21.243427 23.657299,-21.005381 23.472232,-20.79969 23.475758,-20.583916 23.415985,-20.368768 23.356835,-20.154137 23.297674,-19.988868 23.111697,-19.959723 22.923704,-19.930924 22.735942,-19.708882 22.613986,-19.631529 22.552811))		13346009100	cm	-7.24176	6	2	3	1
FI	2013-07-01T06:11:12	POINT(-223.811 341.556)	POLYGON((-267.6008 310.41685,-177.1032 310.41685,-177.1032 355.17915,-267.6008 355.17915,-267.6008 310.41685))	POLYGON((-241.33 320.15,-238.41 321.12,-237.43 324.04,-237.43 326.96,-237.43 329.88,-236.46 332.8,-233.54 335.72,-230.62 337.66,-227.7 338.64,-224.78 338.64,-221.87 338.64,-218.95 337.66,-216.03 337.66,-213.11 336.69,-210.19 336.69,-207.27 335.72,-204.35 335.72,-201.43 336.69,-198.51 335.72,-195.59 333.77,-192.67 333.77,-189.75 333.77,-186.83 334.74,-188.78 337.66,-191.7 338.64,-194.62 339.61,-197.54 339.61,-200.46 338.64,-203.38 338.64,-206.3 340.58,-209.21 342.53,-212.13 342.53,-215.05 343.5,-217.97 343.5,-220.89 344.47,-223.81 344.47,-226.73 344.47,-229.65 344.47,-232.57 343.5,-235.49 342.53,-238.41 342.53,-241.33 341.56,-244.25 340.58,-247.17 337.66,-250.08 335.72,-253 335.72,-255.92 337.66,-256.9 340.58,-257.87 338.64,-255.92 335.72,-255.92 332.8,-253 330.85,-250.08 329.88,-247.17 328.91,-244.25 327.93,-243.27 325.01,-242.3 322.09,-241.33 320.15))	POINT(-14.982987 23.939836)	POLYGON((-17.727294 21.894993,-11.630406 21.969446,-11.892176 24.861083,-18.132269 24.783743,-17.727294 21.894993))	POLYGON((-16.013403 22.543724,-15.822146 22.608646,-15.777752 22.797209,-15.800274 22.985122,-15.823066 23.173264,-15.779784 23.362506,-15.603118 23.553706,-15.418584 23.681719,-15.226456 23.747666,-15.026797 23.750166,-14.827997 23.752624,-14.621383 23.691638,-14.422351 23.694032,-14.216489 23.633645,-14.017888 23.635972,-13.812684 23.575536,-13.614507 23.577791,-13.423058 23.642743,-13.218628 23.582201,-13.008187 23.458323,-12.810825 23.46044,-12.613607 23.462524,-12.422562 23.527262,-12.572693 23.714753,-12.776608 23.776109,-12.980829 23.836808,-13.17889 23.834657,-13.370492 23.769663,-13.56876 23.767446,-13.780841 23.890834,-13.992985 24.014944,-14.192142 24.012618,-14.398695 24.073163,-14.598291 24.070768,-14.805527 24.131266,-15.005577 24.128798,-15.205801 24.126298,-15.406206 24.12376,-15.59891 24.058268,-15.791614 23.992771,-15.992369 23.990133,-16.185176 23.9246,-16.377911 23.858418,-16.554193 23.666704,-16.737959 23.53853,-16.938962 23.535735,-17.157135 23.658309,-17.250681 23.846302,-17.300453 23.719782,-17.140163 23.532899,-17.114873 23.344343,-16.897462 23.22137,-16.688912 23.161615,-16.481473 23.101838,-16.273699 23.041407,-16.183484 22.854331,-16.094443 22.667461,-16.013403 22.543724))		5596703200	cm	-2.70466	1	0	1	1
FI	2013-07-01T06:11:12	POINT(-189.753 218.946)	POLYGON((-217.9725 195.59185,-165.4255 195.59185,-165.4255 240.35415,-217.9725 240.35415,-217.9725 195.59185))	POLYGON((-178.08 205.32,-178.08 208.24,-178.08 211.16,-176.13 214.08,-175.16 217,-178.08 219.92,-179.05 222.84,-176.13 224.78,-176.13 226.73,-179.05 226.73,-181.97 227.7,-184.89 229.65,-185.86 228.68,-188.78 226.73,-191.7 225.76,-194.62 225.76,-194.62 223.81,-194.62 220.89,-197.54 218.95,-200.46 218.95,-203.38 220.89,-206.3 220.89,-208.24 219.92,-207.27 217,-204.35 214.08,-203.38 211.16,-200.46 210.19,-198.51 211.16,-196.56 214.08,-193.65 215.05,-190.73 214.08,-187.81 213.11,-184.89 212.13,-181.97 210.19,-181 207.27,-178.08 205.32))	POINT(-12.03844 16.198236)	POLYGON((-13.762374 14.731475,-10.402651 14.765974,-10.55225 17.547413,-13.961501 17.512148,-13.762374 14.731475))	POLYGON((-11.240341 15.360354,-11.250319 15.541256,-11.260436 15.722289,-11.145735 15.904642,-11.093819 16.086528,-11.291637 16.266185,-11.364679 16.44716,-11.184104 16.569666,-11.191301 16.691061,-11.379221 16.689266,-11.570986 16.747846,-11.76688 16.867477,-11.825629 16.806415,-12.00628 16.68306,-12.190819 16.620742,-12.379342 16.61878,-12.371396 16.497428,-12.359628 16.315825,-12.540125 16.193263,-12.728488 16.19125,-12.925077 16.309777,-13.113833 16.307697,-13.235162 16.246008,-13.160091 16.065301,-12.959536 15.886112,-12.885216 15.705655,-12.693377 15.647547,-12.571708 15.709037,-12.457642 15.891514,-12.274149 15.953682,-12.082642 15.895414,-11.891397 15.837129,-11.700374 15.778204,-11.506189 15.65973,-11.433805 15.479348,-11.240341 15.360354))		3085361150	cm	-11.8432	2	2	0	-1
FI	2013-07-01T06:11:12	POINT(-792.098 207.269)	POLYGON((-815.45205 186.8343,-772.63595 186.8343,-772.63595 232.5697,-815.45205 232.5697,-815.45205 186.8343))	POLYGON((-793.07 196.56,-790.15 198.51,-787.23 199.48,-784.31 201.43,-782.37 203.38,-785.29 206.3,-786.26 209.21,-788.21 212.13,-791.12 214.08,-791.12 217,-793.07 219.92,-793.07 222.84,-795.99 222.84,-797.94 221.87,-797.94 218.95,-795.99 216.03,-793.07 214.08,-793.07 211.16,-795.99 209.21,-797.94 209.21,-800.86 207.27,-803.77 208.24,-803.77 205.32,-805.72 202.4,-803.77 199.48,-800.86 200.46,-799.88 203.38,-796.96 204.35,-795.02 201.43,-795.02 198.51,-793.07 196.56))	POINT(-59.766615 14.136915)	POLYGON((-62.191689 12.764451,-56.984272 12.986454,-58.121659 15.784517,-63.57643 15.550313,-62.191689 12.764451))	POLYGON((-59.608673 13.478611,-59.30328 13.612569,-58.976323 13.686613,-58.67667 13.820313,-58.495374 13.949042,-58.916528 14.112734,-59.108437 14.285576,-59.421824 14.454013,-59.830754 14.55805,-59.911777 14.736545,-60.236417 14.904773,-60.320897 15.083389,-60.688148 15.067651,-60.906806 14.997696,-60.820844 14.819202,-60.490593 14.651337,-60.071557 14.547778,-59.991147 14.369398,-60.300251 14.234832,-60.544222 14.224371,-60.858961 14.09016,-61.257208 14.133298,-61.175461 13.955263,-61.344795 13.766495,-61.016097 13.5994,-60.674104 13.674984,-60.628989 13.858273,-60.289629 13.933116,-59.972228 13.76532,-59.896791 13.58729,-59.608673 13.478611))		3157111550	cm	-86.0309	2	0	2	1
FI	2013-07-01T06:11:12	POINT(-600.398 217)	POLYGON((-623.75225 179.0492,-566.33975 179.0492,-566.33975 248.1388,-623.75225 248.1388,-623.75225 179.0492))	POLYGON((-614.02 188.78,-612.08 190.73,-609.16 193.65,-606.24 195.59,-603.32 198.51,-602.34 201.43,-600.4 204.35,-600.4 207.27,-600.4 210.19,-598.45 213.11,-597.48 216.03,-594.56 217,-594.56 219.92,-591.64 222.84,-589.69 224.78,-586.77 226.73,-583.86 227.7,-580.94 228.68,-578.99 227.7,-578.99 230.62,-577.04 233.54,-577.04 235.49,-579.96 238.41,-582.88 238.41,-585.8 237.43,-588.72 237.43,-591.64 236.46,-593.59 234.52,-594.56 231.6,-597.48 229.65,-598.45 226.73,-598.45 223.81,-600.4 220.89,-603.32 217.97,-605.26 215.05,-607.21 212.13,-608.18 209.21,-609.16 206.3,-610.13 203.38,-610.13 200.46,-612.08 197.54,-613.05 194.62,-613.05 191.7,-614.02 188.78))	POINT(-41.157022 15.445374)	POLYGON((-42.572999 13.047506,-37.914602 13.195947,-38.846236 17.464246,-43.661681 17.30912,-42.572999 13.047506))	POLYGON((-41.888038 13.671176,-41.752851 13.796197,-41.549921 13.983497,-41.334424 14.110611,-41.133119 14.297998,-41.092637 14.480281,-40.973425 14.665227,-41.01481 14.845122,-41.056811 15.025126,-40.938126 15.210439,-40.900935 15.393261,-40.674319 15.460887,-40.717717 15.641304,-40.520891 15.829532,-40.389732 15.954656,-40.179456 16.082961,-39.955785 16.15055,-39.732104 16.218744,-39.55863 16.162992,-39.60246 16.343938,-39.48802 16.529958,-39.51789 16.650956,-39.801764 16.824795,-40.041202 16.817282,-40.265838 16.748853,-40.506803 16.741214,-40.732974 16.673312,-40.863621 16.547782,-40.897624 16.364174,-41.109417 16.235555,-41.144188 16.052154,-41.098844 15.871481,-41.216062 15.685703,-41.414613 15.497411,-41.532203 15.311869,-41.651194 15.126402,-41.688912 14.943715,-41.728118 14.761733,-41.766841 14.579267,-41.725187 14.399567,-41.846642 14.214637,-41.886892 14.032497,-41.846777 13.853115,-41.888038 13.671176))		4735667700	cm	57.9825	2	1	0	0
FI	2013-07-01T06:11:12	POINT(535.201 198.511)	POLYGON((514.7656 176.12985,554.6624 176.12985,554.6624 220.89215,514.7656 220.89215,514.7656 176.12985))	POLYGON((543.96 185.86,543.96 188.78,543.96 191.7,542.01 194.62,539.09 197.54,536.17 200.46,533.25 202.4,530.34 205.32,529.36 208.24,527.42 210.19,524.5 210.19,526.44 207.27,526.44 204.35,528.39 201.43,529.36 198.51,531.31 196.56,534.23 196.56,537.15 194.62,540.07 192.67,542.01 189.75,543.96 186.83,543.96 185.86))	POINT(35.719686 14.463487)	POLYGON((33.936763 13.131049,36.971456 13.044239,37.513062 15.800991,34.423931 15.889907,33.936763 13.131049))	POLYGON((36.250555 13.665741,36.282936 13.845188,36.315814 14.024742,36.198707 14.208779,36.007354 14.395073,35.816602 14.58144,35.615004 14.707458,35.426114 14.893925,35.385509 15.076279,35.260173 15.200914,35.037022 15.207219,35.150745 15.022726,35.116774 14.842534,35.231984 14.658246,35.2728 14.476187,35.399672 14.35184,35.623003 14.345457,35.824896 14.219592,36.027166 14.093116,36.143601 13.909189,36.261256 13.725339,36.250555 13.665741))		2439584510	cm	-51.4286	0	0	0	0
FI	2013-07-01T06:11:12	POINT(219.919 180.995)	POLYGON((145.9635 147.9102,282.1965 147.9102,282.1965 227.7038,145.9635 227.7038,145.9635 147.9102))	POLYGON((235.49 157.64,238.41 157.64,241.33 158.61,243.27 160.56,244.25 163.48,246.19 166.4,249.11 168.35,252.03 168.35,265.65 181,268.57 178.08,270.52 176.13,272.47 177.1,271.49 180.02,270.52 182.94,268.57 185.86,268.57 188.78,270.52 191.7,268.57 194.62,266.63 192.67,263.71 189.75,260.79 187.81,260.79 184.89,263.71 181.97,251.06 170.29,248.14 172.24,245.22 173.21,242.3 174.18,239.38 173.21,236.46 173.21,233.54 175.16,230.62 176.13,227.7 178.08,224.78 181,222.84 182.94,219.92 183.91,217.97 186.83,216.03 189.75,215.05 192.67,213.11 195.59,210.19 197.54,208.24 200.46,205.32 203.38,202.4 205.32,199.48 204.35,196.56 201.43,193.65 201.43,190.73 202.4,187.81 203.38,184.89 201.43,181.97 203.38,180.02 205.32,173.21 217,170.29 217.97,167.37 217,164.45 216.03,161.53 216.03,158.61 217.97,157.64 215.05,155.69 212.13,158.61 212.13,161.53 211.16,164.45 211.16,167.37 210.19,170.29 211.16,172.24 214.08,180.02 203.38,181.97 201.43,184.89 198.51,187.81 196.56,190.73 193.65,193.65 192.67,196.56 191.7,199.48 190.73,202.4 188.78,205.32 186.83,208.24 184.89,211.16 183.91,214.08 181.97,217 179.05,219.92 176.13,222.84 176.13,225.76 173.21,228.68 171.26,231.6 172.24,233.54 169.32,234.52 166.4,235.49 163.48,235.49 160.56,235.49 157.64))	POINT(13.830916 13.829694)	POLYGON((9.056133 11.844286,17.712978 11.745337,18.117465 16.666223,9.259427 16.768484,9.056133 11.844286))	POLYGON((14.742902 12.382708,14.929854 12.380345,15.120515 12.437415,15.252197 12.555378,15.32616 12.733689,15.462174 12.911282,15.657899 13.02854,15.84613 13.026022,16.782444 13.791682,16.958932 13.609253,17.076835 13.487469,17.208126 13.545295,17.157859 13.725899,17.108363 13.906602,16.995124 14.088333,17.009081 14.268344,17.150565 14.446633,17.037618 14.628711,16.90138 14.510144,16.696998 14.332679,16.497871 14.215707,16.484411 14.035725,16.660797 13.853193,15.791445 13.146032,15.611057 13.268374,15.426758 13.33048,15.242546 13.392568,15.050748 13.335346,14.862992 13.337732,14.682902 13.459997,14.499079 13.521988,14.319068 13.644267,14.142796 13.826294,14.02569 13.947275,13.841982 14.009258,13.727974 14.19071,13.61463 14.372256,13.562965 14.553201,13.449673 14.734969,13.269618 14.857596,13.155656 15.039543,12.979329 15.222292,12.799152 15.34445,12.607825 15.28641,12.409536 15.107682,12.223032 15.109632,12.039492 15.171579,11.856021 15.23413,11.662362 15.115319,11.482393 15.237834,11.364371 15.359163,10.96882 16.087699,10.785067 16.149683,10.594768 16.09112,10.404714 16.032543,10.218021 16.034177,10.037612 16.156287,9.966398 15.975454,9.832939 15.795275,10.019188 15.793704,10.202473 15.731932,10.388877 15.730301,10.572221 15.668484,10.76201 15.726949,10.896614 15.906973,11.357745 15.239043,11.47572 15.117154,11.652324 14.934713,11.832192 14.812312,12.008719 14.630639,12.191884 14.568203,12.374481 14.506374,12.557761 14.444523,12.737573 14.322192,12.917379 14.199889,13.097217 14.078221,13.280549 14.01573,13.460415 13.894082,13.636696 13.712122,13.812983 13.530247,14.000018 13.528033,14.176318 13.346209,14.356233 13.22407,14.547167 13.282005,14.660637 13.101019,14.71259 12.9209,14.763996 12.740885,14.753365 12.56175,14.742902 12.382708))		11695653900	cm	-11.3117	3	3	0	-1
