event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	fi_length	fi_lengthunit	fi_tilt	fi_barbstot	fi_barbsr	fi_barbsl	fi_chirality
FI	2012-10-01T10:25:08	POINT(510.951 564.319)	POLYGON((492.1727 525.77465,540.5993 525.77465,540.5993 600.88535,492.1727 600.88535,492.1727 525.77465))	POLYGON((515.89 535.66,518.86 535.66,520.83 538.62,519.85 541.59,518.86 544.55,516.88 547.52,515.89 550.48,517.87 553.45,518.86 556.41,519.85 559.38,518.86 562.34,517.87 565.31,517.87 568.27,518.86 571.24,520.83 574.2,521.82 577.17,524.79 580.13,527.75 582.11,527.75 585.07,529.73 588.04,529.73 591,526.76 590.01,523.8 590.01,520.83 588.04,517.87 586.06,514.9 584.08,511.94 583.1,508.97 580.13,507 578.15,505.02 575.19,504.03 572.23,503.04 569.26,502.06 566.3,504.03 563.33,507 560.37,507 557.4,507 554.44,507.99 551.47,509.96 548.51,510.95 545.54,508.97 542.58,507 540.6,505.02 537.63,507 536.65,509.96 537.63,512.93 539.61,515.89 537.63,515.89 535.66))	POINT(44.69649 40.874801)	POLYGON((40.774933 38.351808,45.56382 37.999478,50.523328 43.178585,45.040904 43.610999,40.774933 38.351808))	POLYGON((43.59192 38.859811,43.890293 38.837649,44.248193 39.025055,44.310653 39.23581,44.373118 39.4464,44.336336 39.665734,44.401598 39.877251,44.775851 40.066838,45.051542 40.263594,45.331663 40.461267,45.406442 40.674404,45.483616 40.888715,45.667159 41.094782,45.960055 41.293795,46.362244 41.484155,46.664605 41.68351,47.187931 41.865374,47.650479 41.978331,47.857751 42.185824,48.291501 42.376677,48.507108 42.584748,48.099981 42.5418,47.768114 42.568114,47.297695 42.455318,46.833371 42.341324,46.373512 42.227034,45.986349 42.182733,45.471554 41.997949,45.133897 41.874543,44.737451 41.682215,44.450579 41.482172,44.167156 41.281686,43.889348 41.08207,43.919009 40.859536,44.053459 40.630582,43.882487 40.424168,43.714644 40.218832,43.649452 40.005756,43.685877 39.786485,43.623499 39.574368,43.264263 39.385431,42.962063 39.263797,42.610504 39.074211,42.756535 38.992717,43.102044 39.03835,43.503903 39.152186,43.696164 38.994532,43.59192 38.859811))		5022677000	cm	69.5528	1	1	0	0
FI	2012-10-01T10:25:08	POINT(587.05 384.448)	POLYGON((563.33095 353.8112,616.69905 353.8112,616.69905 412.1208,563.33095 412.1208,563.33095 353.8112))	POLYGON((575.19 363.69,577.17 364.68,579.14 367.65,582.11 369.62,584.08 372.59,587.05 375.55,587.05 378.52,590.01 380.5,592.98 381.48,595.94 381.48,598.91 380.5,601.87 379.51,602.86 381.48,604.84 384.45,606.82 387.41,604.84 389.39,601.87 390.38,600.89 393.34,602.86 396.31,602.86 399.27,600.89 400.26,597.92 400.26,594.96 399.27,591.99 400.26,590.01 401.25,588.04 398.28,587.05 395.32,587.05 392.35,585.07 389.39,582.11 386.42,581.12 383.46,578.15 380.5,576.18 378.52,574.2 375.55,574.2 372.59,574.2 369.62,574.2 366.66,575.19 363.69))	POINT(44.02175 28.479905)	POLYGON((41.003531 26.718943,45.739498 26.358572,47.826799 30.000162,42.806454 30.392721,41.003531 26.718943))	POLYGON((42.314176 27.259829,42.517648 27.308684,42.780711 27.481252,43.104526 27.584559,43.372472 27.75702,43.732708 27.921976,43.828013 28.108017,44.160762 28.211532,44.463766 28.252073,44.734707 28.231057,44.974641 28.14843,45.214021 28.065138,45.372407 28.18118,45.658554 28.352569,45.947267 28.523297,45.831958 28.662108,45.589385 28.746164,45.602902 28.939283,45.894484 29.11138,46.002625 29.297606,45.853284 29.37466,45.574134 29.396689,45.261437 29.356031,45.020276 29.440079,44.871683 29.516884,44.584013 29.343571,44.389611 29.163936,44.28747 28.976813,44.006265 28.804379,43.638727 28.638069,43.452636 28.458788,43.090839 28.293023,42.852338 28.181945,42.583982 28.008754,42.493342 27.82317,42.403479 27.637147,42.31499 27.451938,42.314176 27.259829))		3587629570	cm	56.8039	2	0	2	1
FI	2012-10-01T10:25:08	POINT(-384.448 335.033)	POLYGON((-439.7925 303.4076,-329.1035 303.4076,-329.1035 365.6704,-439.7925 365.6704,-439.7925 303.4076))	POLYGON((-372.59 313.29,-369.62 313.29,-366.66 315.27,-363.69 314.28,-360.73 314.28,-357.76 314.28,-354.8 315.27,-351.83 317.24,-348.87 317.24,-345.9 317.24,-342.94 316.26,-339.97 315.27,-339.97 317.24,-342.94 319.22,-344.92 322.19,-347.88 323.17,-350.85 323.17,-353.81 321.2,-356.78 321.2,-359.74 323.17,-362.71 324.16,-365.67 326.14,-366.66 329.1,-364.68 332.07,-367.65 332.07,-370.61 330.09,-373.58 328.12,-376.54 326.14,-387.41 342.94,-389.39 343.93,-392.35 345.9,-395.32 347.88,-398.28 350.85,-401.25 350.85,-404.21 349.86,-407.18 349.86,-409.16 352.82,-409.16 355.79,-412.12 352.82,-414.1 349.86,-416.07 346.89,-419.04 345.9,-422 344.92,-424.97 345.9,-427.93 346.89,-428.92 345.9,-425.96 342.94,-424.97 339.97,-422 340.96,-419.04 341.95,-416.07 343.93,-413.11 343.93,-410.14 340.96,-407.18 339.97,-404.21 340.96,-401.25 340.96,-398.28 340.96,-395.32 338.99,-393.34 340.96,-390.38 342.94,-380.5 325.15,-380.5 322.19,-380.5 319.22,-379.51 316.26,-377.53 314.28,-374.57 314.28,-372.59 313.29))	POINT(-26.504404 26.40288)	POLYGON((-30.093044 24.21348,-22.102859 24.60166,-22.920241 28.530617,-31.23491 28.117003,-30.093044 24.21348))	POLYGON((-25.321005 25.081411,-25.10713 25.091457,-24.921393 25.225132,-24.694468 25.173108,-24.482141 25.182845,-24.269412 25.192523,-24.070784 25.263996,-23.884464 25.396804,-23.672991 25.406193,-23.461099 25.415522,-23.237651 25.363349,-23.013944 25.310494,-23.0389 25.433873,-23.275726 25.548801,-23.455808 25.728899,-23.680563 25.781083,-23.893397 25.77164,-24.079134 25.638577,-24.292327 25.628963,-24.532295 25.742809,-24.760229 25.795084,-25.002169 25.909436,-25.116445 26.092001,-25.015876 26.285433,-25.231649 26.275365,-25.417782 26.140747,-25.604808 26.006758,-25.790993 25.872208,-26.84888 26.890279,-27.011679 26.945457,-27.264008 27.058816,-27.518446 27.172717,-27.79046 27.349196,-28.012946 27.337775,-28.217682 27.263712,-28.440804 27.252091,-28.64275 27.431389,-28.696507 27.619344,-28.866247 27.419592,-28.962251 27.224603,-29.057497 27.029242,-29.263917 26.954814,-29.46995 26.881,-29.712731 26.930533,-29.955744 26.980628,-30.012644 26.914117,-29.733713 26.74005,-29.605231 26.557312,-29.398759 26.631714,-29.193237 26.706015,-29.004679 26.842657,-28.781991 26.854481,-28.50744 26.679159,-28.269102 26.628412,-28.064204 26.702246,-27.843541 26.713614,-27.622526 26.724918,-27.370208 26.611983,-27.255743 26.743487,-27.068811 26.879329,-26.064726 25.796236,-26.020938 25.610744,-25.977494 25.424821,-25.862937 25.243171,-25.691442 25.126318,-25.477617 25.136501,-25.321005 25.081411))		7964536800	cm	-11.2995	2	1	1	0
FI	2012-10-01T10:25:08	POINT(-308.349 222.367)	POLYGON((-352.8228 200.62445,-254.9812 200.62445,-254.9812 263.87555,-352.8228 263.87555,-352.8228 200.62445))	POLYGON((-283.64 210.51,-281.67 213.47,-281.67 216.44,-278.7 218.41,-276.72 220.39,-273.76 222.37,-271.78 224.34,-270.79 227.31,-267.83 230.27,-264.86 231.26,-265.85 233.24,-268.82 234.23,-271.78 235.22,-273.76 232.25,-276.72 231.26,-279.69 231.26,-282.65 230.27,-283.64 227.31,-286.61 224.34,-289.57 222.37,-292.54 222.37,-295.5 225.33,-298.47 226.32,-301.43 227.31,-304.4 227.31,-307.36 227.31,-310.33 228.3,-313.29 231.26,-316.26 232.25,-319.22 233.24,-322.19 236.2,-325.15 238.18,-328.12 241.14,-330.09 244.11,-332.07 246.09,-335.03 248.06,-337.01 251.03,-339.97 252.02,-342.94 253.99,-340.96 251.03,-339.97 248.06,-339.97 245.1,-339.97 242.13,-340.96 239.17,-342.94 236.2,-342.94 233.24,-340.96 230.27,-340.96 227.31,-340.96 224.34,-339.97 222.37,-337.01 224.34,-334.05 226.32,-331.08 226.32,-328.12 225.33,-325.15 224.34,-322.19 223.36,-319.22 222.37,-316.26 220.39,-313.29 218.41,-310.33 217.43,-307.36 216.44,-304.4 217.43,-301.43 216.44,-298.47 213.47,-295.5 213.47,-292.54 214.46,-289.57 214.46,-286.61 214.46,-284.63 211.5,-283.64 210.51))	POINT(-19.897347 19.663623)	POLYGON((-22.711578 18.220236,-16.222668 18.462665,-16.648916 22.334567,-23.31571 22.081841,-22.711578 18.220236))	POLYGON((-18.166533 19.001377,-18.056838 19.186058,-18.077541 19.366948,-17.89485 19.49379,-17.777708 19.619005,-17.595722 19.746447,-17.47847 19.871104,-17.433729 20.054704,-17.258502 20.242161,-17.068767 20.309184,-17.14823 20.428182,-17.352246 20.482266,-17.555979 20.5363,-17.665955 20.350105,-17.855401 20.282862,-18.052874 20.276072,-18.242496 20.2087,-18.286427 20.025519,-18.462006 19.837221,-18.64428 19.710019,-18.841897 19.702926,-19.061562 19.876377,-19.267512 19.929537,-19.473197 19.982648,-19.672069 19.975209,-19.870494 19.967713,-20.077876 20.020551,-20.301372 20.193669,-20.509835 20.24637,-20.718068 20.299021,-20.944617 20.472014,-21.162787 20.585091,-21.391295 20.758092,-21.552797 20.934518,-21.706431 21.050305,-21.92753 21.162705,-22.091934 21.339235,-22.304889 21.39145,-22.528862 21.503718,-22.363121 21.327817,-22.266003 21.148527,-22.237328 20.967113,-22.208894 20.785233,-22.248529 20.601249,-22.355864 20.413925,-22.328244 20.233084,-22.166008 20.057464,-22.139205 19.876872,-22.112634 19.695801,-22.028026 19.578587,-21.844629 19.707016,-21.661379 19.836045,-21.460245 19.844304,-21.251543 19.792073,-21.042611 19.739792,-20.834877 19.688012,-20.62682 19.635571,-20.41186 19.522696,-20.196916 19.409802,-19.991106 19.357729,-19.784962 19.304997,-19.594977 19.372732,-19.389433 19.31983,-19.170308 19.146295,-18.972979 19.15351,-18.783682 19.220889,-18.586696 19.22795,-18.390578 19.234905,-18.238805 19.05933,-18.166533 19.001377))		7031757800	cm	-20.5374	2	2	0	-1
FI	2012-10-01T10:25:08	POINT(705.646 118.596)	POLYGON((663.1483 84.9934,747.1537 84.9934,747.1537 155.1626,663.1483 155.1626,663.1483 84.9934))	POLYGON((735.29 94.88,736.28 96.85,737.27 99.82,734.31 102.78,733.32 105.75,731.34 107.72,729.36 110.69,728.38 113.65,725.41 113.65,722.45 113.65,719.48 114.64,716.52 114.64,713.55 113.65,710.59 115.63,708.61 118.6,699.72 125.51,698.73 128.48,696.75 131.44,694.77 133.42,691.81 134.41,688.84 134.41,685.88 137.37,684.89 140.34,683.9 143.3,681.93 145.28,678.96 145.28,676 144.29,673.03 141.33,675.01 138.36,676 135.4,678.96 134.41,681.93 131.44,683.9 130.46,686.87 129.47,688.84 126.5,691.81 126.5,694.77 126.5,697.74 125.51,706.63 117.61,708.61 114.64,710.59 111.68,711.58 108.71,713.55 105.75,713.55 102.78,716.52 102.78,719.48 101.79,721.46 104.76,724.42 105.75,727.39 102.78,730.35 101.79,733.32 98.83,734.31 95.87,735.29 94.88))	POINT(48.544968 11.553593)	POLYGON((44.448978 9.873147,51.983844 9.225836,53.067607 13.364035,45.330075 14.033228,44.448978 9.873147))	POLYGON((50.972536 9.911766,51.091796 10.019625,51.224902 10.186465,50.983116 10.386377,50.929454 10.570071,50.769174 10.70307,50.623527 10.895026,50.572771 11.077986,50.294133 11.102685,50.017976 11.127061,49.756118 11.209776,49.482854 11.233703,49.19661 11.19897,48.953238 11.339471,48.813848 11.530645,48.107069 12.008321,48.06033 12.191638,47.92534 12.38193,47.776925 12.514181,47.527407 12.595136,47.263833 12.61736,47.045058 12.814651,47.001189 12.997932,46.957781 13.18065,46.813921 13.312499,46.553232 13.334187,46.279985 13.296899,45.978815 13.142639,46.108043 12.95239,46.152144 12.76983,46.395795 12.689848,46.613593 12.492327,46.772509 12.419891,47.019786 12.339413,47.152278 12.148974,47.415042 12.126839,47.678183 12.10458,47.929549 12.023459,48.62052 11.487617,48.759656 11.296535,48.899858 11.105987,48.950625 10.922633,49.091578 10.732103,49.053377 10.556588,49.324969 10.532933,49.584321 10.450648,49.8058 10.610041,50.093718 10.644305,50.331539 10.444399,50.596071 10.361296,50.837174 10.161597,50.892462 9.9785,50.972536 9.911766))		6027213800	cm	-35.6081	2	1	1	0
FI	2012-10-01T10:25:08	POINT(608.792 96.8533)	POLYGON((536.6465 18.77765,677.9735 18.77765,677.9735 117.60755,536.6465 117.60755,536.6465 18.77765))	POLYGON((657.22 28.66,660.18 28.66,663.15 29.65,666.11 28.66,667.1 31.63,667.1 34.59,666.11 37.56,664.14 40.52,662.16 43.49,662.16 46.45,659.2 49.41,657.22 52.38,656.23 55.34,653.27 55.34,651.29 58.31,650.3 61.27,649.31 64.24,648.32 67.2,645.36 70.17,643.38 73.13,642.39 76.1,643.38 79.06,644.37 82.03,642.39 82.03,639.43 79.06,636.46 79.06,633.5 82.03,631.52 84.01,628.56 86.97,628.56 89.94,625.59 91.91,622.63 92.9,619.66 95.87,616.7 97.84,613.73 99.82,610.77 99.82,607.8 99.82,604.84 100.81,601.87 100.81,598.91 101.79,595.94 101.79,592.98 103.77,590.01 105.75,587.05 106.74,584.08 107.72,577.17 104.76,576.18 101.79,573.21 99.82,570.25 98.83,568.27 95.87,568.27 92.9,568.27 89.94,567.28 86.97,563.33 82.03,560.37 81.04,557.4 79.06,554.44 77.09,551.47 76.1,550.48 74.12,550.48 71.16,549.49 68.19,549.49 65.23,546.53 62.26,547.52 61.27,550.48 64.24,553.45 66.22,556.41 67.2,559.38 69.18,562.34 72.15,565.31 75.11,566.3 78.08,564.32 81.04,569.26 84.01,571.24 84.99,572.23 87.96,573.21 90.92,573.21 93.89,574.2 96.85,575.19 99.82,578.15 100.81,580.13 101.79,586.06 104.76,589.03 101.79,591.99 101.79,594.96 101.79,597.92 99.82,599.9 96.85,602.86 95.87,604.84 92.9,607.8 92.9,610.77 92.9,613.73 89.94,615.71 87.96,618.68 86.97,621.64 84.01,624.6 83.02,626.58 80.05,625.59 77.09,627.57 74.12,628.56 71.16,630.53 68.19,633.5 68.19,636.46 66.22,637.45 63.25,639.43 63.25,642.39 62.26,645.36 59.3,648.32 57.32,649.31 54.36,652.28 52.38,651.29 49.41,649.31 46.45,650.3 43.49,650.3 40.52,651.29 37.56,654.25 36.57,656.23 33.6,657.22 30.64,657.22 28.66))	POINT(40.15669 10.91741)	POLYGON((34.180256 6.659929,45.157607 5.848427,46.08453 11.701554,34.865642 12.533822,34.180256 6.659929))	POLYGON((43.48996 6.574834,43.733847 6.555329,43.986084 6.594294,44.225412 6.515747,44.327794 6.685166,44.348199 6.860644,44.286643 7.043374,44.144056 7.232052,44.001526 7.421315,44.023915 7.59672,43.801458 7.791796,43.661184 7.98086,43.603242 8.162762,43.35951 8.182142,43.22113 8.371002,43.16452 8.55281,43.108542 8.735191,43.053015 8.91697,42.837146 9.111965,42.702093 9.300009,42.648399 9.48231,42.756438 9.651431,42.865339 9.821115,42.703709 9.833748,42.435039 9.676476,42.194422 9.695128,41.982924 9.889625,41.841967 10.019269,41.632104 10.212989,41.66066 10.389108,41.441643 10.524096,41.214659 10.600774,41.007048 10.794842,40.791234 10.929414,40.575493 11.064531,40.341574 11.081946,40.107648 11.099277,39.884972 11.175184,39.652493 11.19224,39.431076 11.267295,39.200006 11.28408,38.989621 11.418286,38.779126 11.552448,38.560361 11.627621,38.341354 11.702144,37.783829 11.563575,37.680568 11.39235,37.436721 11.291044,37.203512 11.247791,37.027597 11.082233,37.001671 10.905753,36.976287 10.72989,36.876781 10.55859,36.540109 10.285487,36.311059 10.241762,36.0743 10.139159,35.839347 10.036967,35.611965 9.992911,35.524051 9.880185,35.50234 9.704365,35.408006 9.532828,35.387176 9.35703,35.149162 9.195106,35.215145 9.131489,35.45321 9.293369,35.686247 9.396285,35.912293 9.439732,36.147093 9.542392,36.389524 9.703756,36.633948 9.864351,36.731223 10.035631,36.606309 10.221611,37.001276 10.372489,37.158589 10.420362,37.258249 10.591577,37.357714 10.762247,37.383618 10.93869,37.484981 11.109323,37.5871 11.28055,37.821599 11.323581,37.981889 11.371172,38.464887 11.515407,38.665181 11.322609,38.893812 11.306195,39.123924 11.289589,39.334892 11.155919,39.460625 10.968349,39.682236 10.89329,39.808985 10.70564,40.040929 10.688547,40.274421 10.671257,40.479838 10.478258,40.617759 10.349103,40.84378 10.272732,41.051481 10.079453,41.278199 10.002889,41.409179 9.814755,41.303551 9.645261,41.435469 9.457137,41.48895 9.275611,41.621284 9.087487,41.859556 9.069202,42.081153 8.934057,42.136167 8.751842,42.296102 8.739446,42.527669 8.662111,42.744687 8.467814,42.969952 8.331521,43.027098 8.149733,43.254641 8.013183,43.150438 7.843593,42.966181 7.680935,43.025164 7.499105,43.003752 7.323042,43.063775 7.141173,43.299189 7.06328,43.441361 6.874258,43.502939 6.692252,43.48996 6.574834))		13274251300	cm	24.6567	4	3	1	-1
FI	2012-10-01T10:25:08	POINT(493.161 -47.4384)	POLYGON((460.54685 -125.5138,527.75115 -125.5138,527.75115 37.5552,460.54685 37.5552,460.54685 -125.5138))	POLYGON((498.1 -115.63,501.07 -114.64,504.03 -114.64,506.01 -111.68,507 -108.71,507 -105.75,506.01 -102.78,506.01 -99.82,505.02 -96.85,505.02 -93.89,505.02 -90.92,505.02 -87.96,507.99 -84.99,510.95 -83.02,508.97 -81.04,506.01 -79.06,506.01 -76.1,506.01 -73.13,505.02 -70.17,504.03 -67.2,504.03 -64.24,504.03 -61.27,504.03 -58.31,506.01 -55.34,505.02 -52.38,504.03 -49.41,504.03 -46.45,503.04 -43.49,504.03 -40.52,505.02 -37.56,506.01 -34.59,503.04 -32.61,501.07 -29.65,500.08 -26.68,495.14 -15.81,498.1 -12.85,501.07 -9.88,502.06 -6.92,502.06 -3.95,503.04 -0.99,504.03 1.98,506.01 4.94,507 7.91,508.97 10.87,511.94 13.84,514.9 16.8,516.88 19.77,517.87 22.73,517.87 25.7,516.88 26.68,513.92 24.71,510.95 23.72,507.99 23.72,506.01 21.74,503.04 18.78,502.06 15.81,502.06 12.85,502.06 9.88,501.07 6.92,500.08 3.95,498.1 0.99,495.14 -1.98,493.16 -4.94,490.2 -7.91,489.21 -10.87,490.2 -13.84,491.18 -16.8,500.08 -26.68,499.09 -29.65,499.09 -32.61,498.1 -35.58,495.14 -38.54,492.17 -39.53,490.2 -41.51,489.21 -44.47,490.2 -47.44,490.2 -50.4,490.2 -53.37,487.23 -55.34,484.27 -54.36,481.3 -52.38,480.31 -49.41,480.31 -46.45,481.3 -43.49,483.28 -40.52,482.29 -37.56,482.29 -34.59,485.25 -31.63,484.27 -30.64,481.3 -31.63,478.34 -33.6,475.37 -34.59,473.4 -37.56,475.37 -40.52,475.37 -43.49,474.38 -46.45,472.41 -49.41,470.43 -52.38,471.42 -55.34,474.38 -58.31,474.38 -61.27,475.37 -64.24,476.36 -67.2,478.34 -70.17,480.31 -73.13,481.3 -76.1,481.3 -79.06,480.31 -82.03,479.33 -84.99,482.29 -85.98,485.25 -85.98,488.22 -87.96,490.2 -89.94,493.16 -90.92,495.14 -93.89,494.15 -96.85,494.15 -99.82,496.13 -102.78,497.11 -105.75,497.11 -108.71,497.11 -111.68,497.11 -114.64,498.1 -115.63))	POINT(30.889762 2.9121054)	POLYGON((28.619269 -1.634554,33.303639 -1.91934,33.634331 7.816698,28.920514 8.099089,28.619269 -1.634554))	POLYGON((31.19796 -1.191886,31.404774 -1.145051,31.612121 -1.15784,31.748932 -0.9884,31.81666 -0.81415,31.815195 -0.636266,31.744567 -0.453552,31.743803 -0.275835,31.673941 -0.093303,31.673874 0.084253,31.674148 0.262329,31.674765 0.439736,31.884105 0.60477,32.093062 0.709804,31.954748 0.837038,31.748063 0.96844,31.750035 1.145566,31.752359 1.323229,31.685619 1.504504,31.619289 1.686304,31.622624 1.86318,31.626306 2.040594,31.630317 2.217356,31.773426 2.386127,31.708713 2.567055,31.644407 2.748512,31.649771 2.925066,31.586141 3.105817,31.661528 3.278629,31.737289 3.45079,31.813492 3.623493,31.609962 3.754217,31.479351 3.93893,31.417727 4.120007,31.10346 4.787858,31.31911 4.951526,31.536385 5.115617,31.615606 5.287459,31.625838 5.464093,31.705148 5.635914,31.785639 5.808255,31.936201 5.975701,32.017647 6.147964,32.168675 6.315339,32.391176 6.478856,32.613908 6.641694,32.767965 6.809372,32.852136 6.980825,32.866285 7.157275,32.800538 7.219921,32.580622 7.116023,32.365328 7.070284,32.155895 7.083219,32.00698 6.974159,31.784473 6.811061,31.702667 6.638761,31.690185 6.462845,31.678004 6.28632,31.596725 6.114598,31.515842 5.942252,31.366154 5.77466,31.148641 5.610517,31.000308 5.442762,30.784413 5.278402,30.706124 5.10641,30.765667 4.925626,30.824893 4.74544,31.417727 4.120007,31.340972 3.947338,31.333747 3.771032,31.257744 3.598276,31.044959 3.434341,30.836358 3.387729,30.695571 3.277874,30.621141 3.105493,30.684255 2.924299,30.679093 2.747742,30.674242 2.570536,30.465566 2.465206,30.262536 2.535782,30.060836 2.665967,29.997569 2.847133,30.002769 3.023668,30.076471 3.196174,30.218878 3.365213,30.156753 3.545627,30.163264 3.722587,30.3745 3.886902,30.309131 3.949858,30.101786 3.902913,29.893384 3.797444,29.687048 3.750293,29.545469 3.581123,29.674511 3.396927,29.668703 3.219889,29.59532 3.047321,29.455188 2.878564,29.314868 2.709159,29.37807 2.528657,29.576535 2.339716,29.572626 2.162988,29.636896 1.981683,29.701525 1.800905,29.834516 1.615497,29.967327 1.430618,30.033115 1.249003,30.031087 1.071914,29.96122 0.898167,29.892396 0.724903,30.095797 0.653648,30.300014 0.641579,30.504705 0.510758,30.641337 0.383921,30.846559 0.312837,30.983868 0.126462,30.914984 -0.046901,30.915298 -0.225106,31.053763 -0.411153,31.123068 -0.593679,31.124412 -0.771534,31.126098 -0.950078,31.128119 -1.128104,31.19796 -1.191886))		13632969700	cm	89.1706	2	2	0	-1
FI	2012-10-01T10:25:08	POINT(524.787 -166.034)	POLYGON((495.13815 -182.83485,553.44785 -182.83485,553.44785 -144.29115,495.13815 -144.29115,495.13815 -182.83485))	POLYGON((523.8 -172.95,526.76 -171.96,529.73 -171.96,532.69 -170.98,535.66 -170.98,538.62 -171.96,540.6 -169,543.56 -169,543.56 -166.03,542.58 -163.07,540.6 -160.1,540.6 -157.14,538.62 -154.17,536.65 -156.15,534.67 -159.12,532.69 -162.08,529.73 -162.08,526.76 -161.09,523.8 -162.08,520.83 -162.08,517.87 -160.1,514.9 -159.12,511.94 -161.09,509.96 -164.06,507 -165.05,506.01 -166.03,507.99 -169,510.95 -169.99,513.92 -171.96,516.88 -169.99,519.85 -171.96,522.81 -171.96,523.8 -172.95))	POINT(33.18085 -4.3592898)	POLYGON((31.131218 -5.249428,35.327866 -5.523558,35.200061 -3.178258,31.029266 -2.908192,31.131218 -5.249428))	POLYGON((33.132259 -4.775672,33.341632 -4.729241,33.555571 -4.743278,33.766004 -4.697685,33.981025 -4.711947,34.199303 -4.785994,34.333118 -4.615328,34.548861 -4.629847,34.538858 -4.449034,34.457874 -4.264145,34.304682 -4.073926,34.296023 -3.894114,34.144089 -3.704226,34.006818 -3.814908,33.871985 -3.985762,33.737634 -4.156162,33.524221 -4.142111,33.307763 -4.067975,33.098307 -4.114312,32.885804 -4.100556,32.669035 -3.966695,32.455018 -3.893672,32.250145 -3.999928,32.118006 -4.171469,31.911332 -4.21843,31.84416 -4.273606,31.992877 -4.463024,32.205685 -4.536527,32.422934 -4.669869,32.627562 -4.563438,32.845986 -4.697028,33.057948 -4.710752,33.132259 -4.775672))		2941852670	cm	-2.44325	2	2	0	-1
FI	2012-10-01T10:25:08	POINT(-312.302 -197.66)	POLYGON((-340.9634 -231.26215,-278.7006 -231.26215,-278.7006 -164.05785,-340.9634 -164.05785,-340.9634 -231.26215))	POLYGON((-329.1 -221.38,-326.14 -218.41,-323.17 -218.41,-320.21 -215.45,-317.24 -215.45,-314.28 -215.45,-311.31 -214.46,-309.34 -211.5,-307.36 -208.53,-305.38 -205.57,-304.4 -202.6,-305.38 -199.64,-303.41 -196.67,-300.44 -196.67,-297.48 -196.67,-296.49 -193.71,-295.5 -190.74,-293.52 -187.78,-290.56 -185.8,-289.57 -182.84,-289.57 -179.87,-290.56 -176.91,-293.52 -174.93,-296.49 -173.94,-299.45 -173.94,-301.43 -176.91,-303.41 -179.87,-306.37 -181.85,-309.34 -182.84,-311.31 -184.81,-314.28 -187.78,-316.26 -189.75,-317.24 -192.72,-318.23 -195.68,-318.23 -198.65,-319.22 -201.61,-320.21 -204.58,-323.17 -206.55,-326.14 -207.54,-328.12 -210.51,-330.09 -212.48,-331.08 -215.45,-330.09 -218.41,-329.1 -221.38))	POINT(-19.033096 -5.5406415)	POLYGON((-20.953829 -7.674417,-16.988238 -7.519555,-16.867497 -3.422041,-20.798124 -3.572797,-20.953829 -7.674417))	POLYGON((-20.161274 -7.034785,-19.963588 -6.84477,-19.773725 -6.837033,-19.577044 -6.647969,-19.387745 -6.640404,-19.199315 -6.632945,-19.008041 -6.564897,-18.875834 -6.378823,-18.743388 -6.192297,-18.611376 -6.006571,-18.542986 -5.822812,-18.598815 -5.644523,-18.468323 -5.458661,-18.280794 -5.451601,-18.094111 -5.444639,-18.026164 -5.261955,-17.958453 -5.078806,-17.828767 -4.894125,-17.639492 -4.766959,-17.572626 -4.584814,-17.568086 -4.40442,-17.625836 -4.226985,-17.808772 -4.113594,-17.993942 -4.060373,-18.180081 -4.067251,-18.3091 -4.252084,-18.438467 -4.436471,-18.628435 -4.563816,-18.817734 -4.631154,-18.945735 -4.755717,-19.139173 -4.943683,-19.268423 -5.068508,-19.336408 -5.251829,-19.405287 -5.434708,-19.411527 -5.615831,-19.480923 -5.798986,-19.550631 -5.982898,-19.74384 -6.110884,-19.935742 -6.179114,-20.069604 -6.365987,-20.200671 -6.491782,-20.271893 -6.676344,-20.216473 -6.855184,-20.161274 -7.034785))		4448657900	cm	50.1801	1	0	1	0
FI	2012-10-01T10:25:08	POINT(319.221 -238.18)	POLYGON((305.38395 -261.89885,332.06805 -261.89885,332.06805 -216.43715,305.38395 -216.43715,305.38395 -261.89885))	POLYGON((318.23 -252.02,321.2 -250.04,320.21 -247.07,321.2 -244.11,322.19 -241.14,322.19 -238.18,320.21 -235.22,319.22 -232.25,320.21 -229.29,317.24 -227.31,315.27 -227.31,317.24 -230.27,318.23 -233.24,318.23 -236.2,315.27 -239.17,316.26 -242.13,317.24 -245.1,316.26 -248.06,317.24 -251.03,318.23 -252.02))	POINT(19.578489 -8.042468)	POLYGON((18.772592 -9.475063,20.488562 -9.544679,20.337879 -6.739481,18.636761 -6.671472,18.772592 -9.475063))	POLYGON((19.560639 -8.895074,19.744388 -8.780233,19.670718 -8.593934,19.724332 -8.413584,19.778104 -8.232777,19.768632 -8.050163,19.632625 -7.862581,19.560339 -7.677133,19.614918 -7.497555,19.419533 -7.368203,19.293852 -7.3632,19.428015 -7.550215,19.500009 -7.735534,19.508965 -7.917861,19.328883 -8.093396,19.401497 -8.27856,19.473829 -8.464493,19.420866 -8.644946,19.49373 -8.831225,19.560639 -8.895074))		2009073660	cm	-87.9948	0	0	0	0
