event_type	event_starttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	fi_length	fi_lengthunit	fi_tilt	fi_barbstot	fi_barbsr	fi_barbsl	fi_chirality
FI	2012-07-01T06:28:04	POINT(36.9775 611.102)	POLYGON((13.6233 586.7748,62.2779 586.7748,62.2779 633.4832,13.6233 633.4832,13.6233 586.7748))	POLYGON((33.09 596.51,36 597.48,34.06 600.4,34.06 603.32,36.98 605.26,39.9 605.26,41.84 608.18,44.76 608.18,47.68 606.24,48.65 609.16,48.65 612.08,51.57 614.02,51.57 615.97,49.63 618.89,47.68 619.86,44.76 621.81,42.82 623.75,39.9 621.81,36.98 622.78,36 619.86,35.03 616.94,33.09 614.02,30.17 614.02,28.22 612.08,25.3 610.13,23.35 608.18,23.35 605.26,24.33 602.34,27.25 602.34,30.17 599.43,32.11 597.48,33.09 596.51))	POINT(3.0686507 43.135771)	POLYGON((1.096462 41.232844,5.017818 41.223152,5.332955 44.931161,1.165186 44.942,1.096462 41.232844))	POLYGON((2.695482 41.986957,2.936218 42.062243,2.787982 42.291357,2.798241 42.520869,3.045823 42.673213,3.286552 42.672598,3.459446 42.90296,3.701166 42.902266,3.933125 42.748102,4.028376 42.9789,4.043729 43.210736,4.297779 43.364399,4.308906 43.520034,4.162797 43.754333,4.004236 43.832704,3.76865 43.990221,3.614692 44.147037,3.359017 43.991394,3.117096 44.070149,3.022404 43.835472,2.929392 43.601618,2.756341 43.368767,2.512966 43.369284,2.344475 43.215103,2.096446 43.060601,1.92993 42.906282,1.922721 42.67546,1.996046 42.445294,2.235707 42.444885,2.466392 42.215955,2.618736 42.062954,2.695482 41.986957))		2583092740	cm	21.7039	2	1	1	0
FI	2012-07-01T06:28:04	POINT(168.345 543.959)	POLYGON((114.825 511.8472,228.677 511.8472,228.677 591.6408,114.825 591.6408,114.825 511.8472))	POLYGON((213.11 521.58,216.03 521.58,218.95 522.55,217.97 525.47,215.05 527.42,212.13 530.34,209.21 532.28,206.3 532.28,203.38 533.25,200.46 535.2,197.54 536.17,194.62 538.12,191.7 538.12,189.75 541.04,188.78 543.96,188.78 546.88,186.83 546.88,183.91 545.91,181 546.88,178.08 548.82,177.1 551.74,174.18 553.69,172.24 556.61,171.26 558.56,168.35 558.56,165.43 559.53,163.48 562.45,162.51 565.37,159.59 568.29,157.64 570.23,154.72 573.15,154.72 576.07,151.8 578.02,150.83 580.94,147.91 580.94,146.94 578.99,146.94 576.07,147.91 573.15,146.94 570.23,144.02 567.31,142.07 564.39,139.15 565.37,136.23 563.42,134.29 560.5,134.29 557.58,131.37 554.66,133.31 551.74,131.37 548.82,128.45 546.88,128.45 543.96,129.42 541.04,129.42 538.12,128.45 535.2,125.53 534.23,124.56 532.28,125.53 529.36,126.5 527.42,129.42 527.42,132.34 529.36,135.26 529.36,138.18 532.28,141.1 533.25,144.02 534.23,146.94 536.17,147.91 539.09,149.86 542.01,152.78 542.01,155.69 542.01,158.61 541.04,161.53 542.01,164.45 542.99,167.37 541.04,168.35 538.12,167.37 535.2,164.45 534.23,161.53 534.23,159.59 533.25,161.53 530.34,163.48 529.36,166.4 528.39,169.32 527.42,172.24 526.44,174.18 523.52,177.1 522.55,180.02 522.55,182.94 523.52,185.86 523.52,188.78 523.52,191.7 522.55,194.62 522.55,197.54 524.5,200.46 523.52,203.38 523.52,206.3 523.52,209.21 522.55,212.13 522.55,213.11 521.58))	POINT(13.027939 37.926138)	POLYGON((8.579317 35.619872,17.26493 35.528493,18.810236 41.468582,9.331662 41.575345,8.579317 35.619872))	POLYGON((16.207126 36.246979,16.434861 36.24397,16.67834 36.311194,16.648579 36.524159,16.450969 36.669048,16.268494 36.884907,16.069847 37.02962,15.840973 37.032572,15.626585 37.106445,15.427138 37.252162,15.212261 37.326156,15.01204 37.472181,14.782134 37.47495,14.672127 37.691741,14.639374 37.908174,14.683728 38.124281,14.529034 38.126106,14.283173 38.056941,14.067112 38.13144,13.864103 38.277984,13.828869 38.495981,13.625053 38.643897,13.512876 38.863742,13.463006 39.010618,13.230488 39.013127,13.011047 39.088344,12.896358 39.309391,12.860035 39.53025,12.66669 39.753368,12.536986 39.901954,12.342293 40.126115,12.383694 40.348581,12.174202 40.49987,12.136654 40.724236,11.898605 40.726542,11.792662 40.577889,11.752849 40.354709,11.791919 40.131471,11.674917 39.910372,11.402725 39.691362,11.210196 39.472219,10.989079 39.548267,10.732924 39.403213,10.544847 39.184782,10.511667 38.965646,10.248853 38.74906,10.369667 38.529858,10.186166 38.313807,9.93767 38.1716,9.907929 37.955234,9.953868 37.738843,9.924693 37.523628,9.821068 37.309581,9.586693 37.240176,9.493788 37.097833,9.541173 36.883694,9.597533 36.74153,9.821037 36.73976,10.06353 36.879522,10.287737 36.877662,10.542074 37.089281,10.777494 37.158378,11.013658 37.228214,11.261209 37.368554,11.36961 37.582638,11.555421 37.796549,11.783458 37.79439,12.010884 37.792195,12.227208 37.718373,12.467827 37.78766,12.70928 37.857704,12.912745 37.711384,12.951258 37.495513,12.837149 37.281812,12.59769 37.21302,12.370771 37.21532,12.208279 37.145008,12.32352 36.930622,12.462526 36.857537,12.676486 36.784454,12.890246 36.711395,13.103682 36.637632,13.216575 36.423712,13.429436 36.350863,13.654713 36.348381,13.893056 36.416259,14.118944 36.41369,14.345036 36.411076,14.557818 36.338037,14.784112 36.33534,15.038732 36.474148,15.251517 36.400196,15.478684 36.397368,15.706082 36.394493,15.918094 36.32123,16.145732 36.318273,16.207126 36.246979))		8251567100	cm	-1.7558	3	1	1	0
FI	2012-07-01T06:28:04	POINT(278.305 426.215)	POLYGON((247.16555 408.6987,308.47045 408.6987,308.47045 446.6493,247.16555 446.6493,247.16555 408.6987))	POLYGON((264.68 418.43,267.6 419.4,270.52 419.4,273.44 418.43,276.36 419.4,279.28 420.38,282.2 421.35,285.12 420.38,288.04 421.35,290.95 420.38,293.87 419.4,296.79 419.4,298.74 421.35,297.77 423.3,295.82 426.21,292.9 426.21,289.98 426.21,288.04 429.13,287.06 432.05,286.09 434.97,283.17 436.92,280.25 434,277.33 434,274.41 433.03,271.49 432.05,268.57 432.05,265.65 432.05,262.74 433.03,262.74 430.11,259.82 428.16,257.87 426.21,257.87 423.3,260.79 421.35,263.71 419.4,264.68 418.43))	POINT(19.73828 29.512368)	POLYGON((17.254368 28.368048,21.713995 28.296681,22.305346 30.863472,17.717177 30.93833,17.254368 28.368048))	POLYGON((18.637554 29.002813,18.862772 29.064855,19.075966 29.061535,19.276689 28.992865,19.503127 29.054777,19.730318 29.117354,19.957996 29.179247,20.15938 29.110345,20.387914 29.172147,20.588807 29.10318,20.790322 29.033538,21.005962 29.029853,21.178536 29.15871,21.135229 29.291438,21.033392 29.490439,20.816754 29.494142,20.600411 29.497805,20.498905 29.697776,20.468683 29.8969,20.439428 30.096369,20.250828 30.232585,19.991515 30.037626,19.775114 30.041144,19.545413 29.97874,19.316216 29.915646,19.100936 29.919032,18.885914 29.922378,18.684908 29.992207,18.646282 29.794071,18.406851 29.665198,18.23933 29.535364,18.202656 29.338686,18.390985 29.203891,18.579153 29.069214,18.637554 29.002813))		3228869380	cm	-2.44325	1	0	1	0
FI	2012-07-01T06:28:04	POINT(497.25 251.058)	POLYGON((479.7347 231.59615,517.6853 231.59615,517.6853 270.51985,479.7347 270.51985,479.7347 231.59615))	POLYGON((490.44 241.33,493.36 241.33,496.28 242.3,496.28 245.22,499.2 247.17,502.12 246.19,505.04 247.17,505.04 250.08,506.01 253,507.95 254.95,505.04 256.9,503.09 259.82,500.17 260.79,497.25 259.82,494.33 258.84,491.41 257.87,491.41 254.95,490.44 252.03,490.44 249.11,490.44 246.19,489.47 243.27,490.44 241.33))	POINT(33.483461 17.82742)	POLYGON((31.926856 16.650159,34.785696 16.572464,35.335324 19.002057,32.422249 19.081872,31.926856 16.650159))	POLYGON((32.843433 17.234607,33.063066 17.228711,33.295604 17.283182,33.333195 17.465155,33.579881 17.580742,33.788754 17.513558,34.024161 17.568553,34.063389 17.750111,34.177497 17.930384,34.353273 18.048098,34.157385 18.176192,34.048999 18.363002,33.839176 18.429877,33.602718 18.375237,33.366952 18.319933,33.13214 18.265211,33.092857 18.082572,32.980824 17.902052,32.942666 17.719712,32.905007 17.53752,32.794942 17.357426,32.843433 17.234607))		1722064130	cm	49.3929	2	1	0	0
FI	2012-07-01T06:28:04	POINT(-557.582 123.583)	POLYGON((-592.614 105.09415,-519.632 105.09415,-519.632 144.01785,-592.614 144.01785,-592.614 105.09415))	POLYGON((-566.34 114.82,-563.42 117.74,-560.5 116.77,-557.58 116.77,-554.66 119.69,-553.69 122.61,-550.77 124.56,-547.85 123.58,-544.93 123.58,-542.01 123.58,-539.09 125.53,-536.17 126.5,-533.25 127.48,-530.34 128.45,-530.34 130.39,-533.25 130.39,-536.17 130.39,-539.09 130.39,-542.01 129.42,-544.93 128.45,-547.85 128.45,-550.77 127.48,-553.69 128.45,-556.61 128.45,-559.53 131.37,-562.45 133.31,-565.37 132.34,-567.31 129.42,-570.23 128.45,-573.15 130.39,-576.07 131.37,-578.99 132.34,-581.91 134.29,-581.91 132.34,-579.96 131.37,-578.02 128.45,-578.02 125.53,-575.1 122.61,-572.18 123.58,-569.26 121.64,-567.31 118.72,-566.34 115.8,-566.34 114.82))	POINT(-36.710878 9.8533498)	POLYGON((-39.289007 8.645637,-33.734878 8.811953,-34.016468 11.181381,-39.628201 11.013023,-39.289007 8.645637))	POLYGON((-37.314789 9.3002,-37.112654 9.48451,-36.881289 9.432316,-36.658041 9.439032,-36.457546 9.623237,-36.406186 9.803043,-36.199248 9.928289,-35.970068 9.875211,-35.749138 9.881712,-35.528813 9.888158,-35.323913 10.01322,-35.112051 10.07861,-34.900788 10.144567,-34.690702 10.209856,-34.705584 10.328,-34.92321 10.321768,-35.142151 10.315462,-35.36168 10.309106,-35.574099 10.243633,-35.78706 10.178115,-36.008276 10.171608,-36.222328 10.105998,-36.452544 10.158429,-36.675626 10.151762,-36.923554 10.322814,-37.16457 10.434168,-37.381583 10.368252,-37.506771 10.185894,-37.724764 10.119927,-37.968195 10.231025,-38.204379 10.283637,-38.44136 10.335586,-38.688059 10.447154,-38.670555 10.328418,-38.508834 10.27416,-38.331462 10.101165,-38.30656 9.923498,-38.054507 9.752953,-37.835518 9.81896,-37.593505 9.70792,-37.419688 9.534976,-37.322283 9.35976,-37.314789 9.3002))		4233399040	cm	-7.10499	1	0	0	0
FI	2012-07-01T06:28:04	POINT(-258.843 -258.843)	POLYGON((-279.2774 -277.33095,-239.3806 -277.33095,-239.3806 -236.46105,-279.2774 -236.46105,-279.2774 -277.33095))	POLYGON((-266.63 -267.6,-264.68 -265.65,-261.76 -262.74,-258.84 -262.74,-256.9 -260.79,-256.9 -257.87,-253.98 -254.95,-251.06 -253,-249.11 -251.06,-251.06 -249.11,-253 -246.19,-255.92 -246.19,-257.87 -248.14,-258.84 -251.06,-259.82 -253.98,-261.76 -256.9,-261.76 -259.82,-262.74 -262.74,-265.65 -265.65,-268.57 -265.65,-267.6 -266.63,-266.63 -267.6))	POINT(-16.289663 -13.047475)	POLYGON((-17.708993 -14.236071,-15.109683 -14.197013,-14.950468 -11.625229,-17.520057 -11.663207,-17.708993 -14.236071))	POLYGON((-16.834521 -13.607373,-16.698634 -13.482311,-16.49581 -13.295864,-16.306361 -13.293028,-16.172173 -13.16825,-16.159722 -12.984347,-15.958756 -12.797852,-15.762362 -12.672529,-15.628961 -12.548835,-15.74693 -12.428193,-15.860512 -12.246775,-16.048713 -12.249515,-16.182295 -12.373708,-16.256815 -12.557973,-16.332297 -12.742421,-16.470314 -12.927983,-16.482958 -13.111834,-16.559438 -13.296826,-16.761726 -13.483277,-16.9518 -13.486204,-16.893175 -13.547097,-16.834521 -13.607373))		2009073660	cm	48.9386	2	1	1	0
FI	2012-07-01T06:28:04	POINT(571.206 -326.959)	POLYGON((549.79695 -348.3677,592.61305 -348.3677,592.61305 -302.6323,549.79695 -302.6323,549.79695 -348.3677))	POLYGON((559.53 -338.64,562.45 -338.64,565.37 -338.64,568.29 -336.69,570.23 -333.77,573.15 -332.8,575.1 -329.88,576.07 -326.96,578.99 -325.01,580.94 -322.09,581.91 -319.17,581.91 -316.26,581.91 -313.34,579.96 -312.36,577.04 -313.34,574.12 -315.28,572.18 -317.23,569.26 -320.15,566.34 -320.15,564.39 -322.09,566.34 -324.04,569.26 -325.99,570.23 -328.91,567.31 -330.85,565.37 -332.8,563.42 -335.72,560.5 -336.69,559.53 -338.64))	POINT(39.381157 -17.957265)	POLYGON((37.98953 -19.299684,41.61149 -19.424003,40.761186 -16.441218,37.247902 -16.32341,37.98953 -19.299684))	POLYGON((38.617985 -18.687835,38.859978 -18.695945,39.102858 -18.704126,39.311096 -18.58466,39.420425 -18.399118,39.647314 -18.344026,39.758249 -18.158885,39.787521 -17.971174,39.997979 -17.852497,40.110324 -17.668031,40.140825 -17.480982,40.090649 -17.292019,40.04104 -17.102655,39.861683 -17.033574,39.634781 -17.088764,39.424475 -17.206275,39.296098 -17.327309,39.103194 -17.508744,38.862124 -17.500642,38.733796 -17.621325,38.927362 -17.753544,39.202529 -17.888648,39.334028 -18.081725,39.125201 -18.200105,38.99841 -18.322026,38.888289 -18.507489,38.663607 -18.562841,38.617985 -18.687835))		2654843390	cm	47.2691	1	1	0	0
FI	2012-07-01T06:28:04	POINT(22.3811 -444.703)	POLYGON((-15.56955 -467.08465,56.43935 -467.08465,56.43935 -432.05335,-15.56955 -432.05335,-15.56955 -467.08465))	POLYGON((46.71 -457.35,45.74 -454.43,45.74 -451.52,43.79 -448.6,42.82 -445.68,39.9 -444.7,36.98 -442.76,34.06 -443.73,31.14 -442.76,28.22 -441.78,25.3 -441.78,22.38 -441.78,19.46 -442.76,16.54 -443.73,13.62 -443.73,10.7 -444.7,7.78 -445.68,4.87 -446.65,1.95 -447.62,-0.97 -449.57,-3.89 -452.49,-4.87 -453.46,-3.89 -455.41,-1.95 -453.46,0.97 -450.54,3.89 -450.54,6.81 -450.54,8.76 -447.62,11.68 -447.62,14.6 -448.6,17.52 -449.57,20.43 -447.62,23.35 -448.6,26.27 -449.57,29.19 -451.52,32.11 -450.54,35.03 -450.54,37.95 -452.49,40.87 -453.46,43.79 -455.41,46.71 -457.35))	POINT(1.4950443 -25.076273)	POLYGON((-1.053726 -26.62252,3.822613 -26.628987,3.746433 -24.217626,-1.032761 -24.211451,-1.053726 -26.62252))	POLYGON((3.144358 -25.951104,3.073713 -25.749096,3.068523 -25.548377,2.932649 -25.346981,2.862872 -25.146159,2.666008 -25.078393,2.468074 -24.944911,2.274314 -25.010949,2.078107 -24.944065,1.882133 -24.876575,1.68732 -24.876241,1.492528 -24.875946,1.298462 -24.942807,1.104195 -25.009062,0.909238 -25.008876,0.714687 -25.075245,0.519932 -25.142376,0.325635 -25.208905,0.130457 -25.275506,-0.064966 -25.409606,-0.260974 -25.61077,-0.326909 -25.677693,-0.26142 -25.812295,-0.130898 -25.67765,0.065006 -25.476375,0.26068 -25.476407,0.456365 -25.476474,0.586068 -25.275661,0.781438 -25.275788,0.977362 -25.343331,1.17351 -25.410262,1.366937 -25.276392,1.563232 -25.34404,1.759762 -25.411086,1.957641 -25.545712,2.152353 -25.478587,2.348193 -25.479009,2.546938 -25.613837,2.744606 -25.68124,2.944233 -25.816407,3.144358 -25.951104))		4305156600	cm	4.91275	0	0	0	0
FI	2012-07-01T06:28:04	POINT(648.08 -534.228)	POLYGON((616.94075 -549.79695,674.35325 -549.79695,674.35325 -508.92705,616.94075 -508.92705,616.94075 -549.79695))	POLYGON((638.35 -540.07,641.27 -540.07,644.19 -540.07,647.11 -539.09,650.03 -539.09,652.95 -540.07,655.86 -539.09,655.86 -536.17,658.78 -533.25,660.73 -530.34,663.65 -528.39,662.68 -525.47,663.65 -522.55,662.68 -521.58,659.76 -518.66,656.84 -519.63,653.92 -521.58,651 -522.55,649.05 -524.5,648.08 -527.42,645.16 -528.39,642.24 -529.36,640.3 -532.28,637.38 -533.25,634.46 -533.25,632.51 -536.17,629.59 -537.15,626.67 -536.17,629.59 -539.09,632.51 -538.12,635.43 -538.12,638.35 -540.07))	POINT(54.607556 -32.750445)	POLYGON((51.732447 -33.778593,59.559582 -34.133504,56.324618 -30.984496,49.344227 -30.680382,51.732447 -33.778593))	POLYGON((53.75722 -33.143973,54.133018 -33.160652,54.512675 -33.177595,54.825569 -33.119089,55.212233 -33.136479,55.676221 -33.229979,55.997118 -33.172034,55.778716 -32.946367,55.957379 -32.739301,56.007246 -32.527676,56.259936 -32.39615,55.917661 -32.166874,55.840183 -31.950183,55.643247 -31.870572,55.060135 -31.631854,54.746738 -31.68834,54.500551 -31.819281,54.19115 -31.876186,54.071329 -32.013156,54.141622 -32.229772,53.834314 -32.287179,53.529145 -32.344797,53.477418 -32.556906,53.174387 -32.614905,52.81028 -32.598947,52.75827 -32.81178,52.460435 -32.871104,52.039074 -32.780477,52.58713 -33.019983,52.88666 -32.961375,53.253184 -32.977471,53.75722 -33.143973))		3228869380	cm	18.0687	1	1	0	0
FI	2012-07-01T06:28:04	POINT(133.314 -807.667)	POLYGON((114.82535 -832.96735,149.85665 -832.96735,149.85665 -784.31265,114.82535 -784.31265,114.82535 -832.96735))	POLYGON((130.39 -823.24,133.31 -822.26,136.23 -820.32,136.23 -817.4,139.15 -815.45,138.18 -812.53,138.18 -809.61,140.13 -806.69,139.15 -803.77,140.13 -800.86,138.18 -797.94,138.18 -795.02,136.23 -794.04,133.31 -794.04,130.39 -794.04,127.48 -794.04,126.5 -795.99,125.53 -798.91,124.56 -801.83,127.48 -804.75,126.5 -807.67,126.5 -810.59,127.48 -812.53,130.39 -813.51,131.37 -816.42,132.34 -819.34,130.39 -822.26,130.39 -823.24))	POINT(14.548967 -55.852788)	POLYGON((13.622306 -58.950481,17.940286 -59.021593,15.350043 -53.224625,11.688195 -53.173945,13.622306 -58.950481))	POLYGON((14.975574 -57.738605,15.268453 -57.621702,15.508254 -57.386372,15.353965 -57.027208,15.591449 -56.794952,15.331356 -56.440409,15.18837 -56.091382,15.268986 -55.749397,15.02398 -55.405683,15.001723 -55.069865,14.66113 -54.731211,14.539175 -54.398989,14.288916 -54.285082,13.974714 -54.280519,13.661052 -54.276064,13.348986 -54.271727,13.316894 -54.490912,13.323418 -54.822377,13.331583 -55.156962,13.77175 -55.500793,13.786162 -55.841976,13.913122 -56.188185,14.111174 -56.421827,14.488199 -56.544593,14.741182 -56.898802,15.000893 -57.258189,14.923811 -57.616291,14.975574 -57.738605))		2439584510	cm	-83.6668	1	1	0	0
